"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"Keenan Allen","CHI","74","211","4.58","23","53","24","322","21","0.29","57","1.14","60.4","All Defenders","DET","","","","","","","","","","","","","52.4808454","35.9862565"
"Keenan Allen","CHI","74","211","4.58","23","53","24","322","21","0.29","57","1.14","60.4","Kindle Vildor","DET","71","189","4.44","62","4","31","71","18","0.21","54","1.11","41.6","92.81","7.8650375"
"Keenan Allen","CHI","74","211","4.58","23","53","24","322","21","0.29","57","1.14","60.4","Carlton Davis III","DET","73","206","4.53","75","8","12","392","16","0.25","61","1.18","73.1","16.97","7.8650375"
"Keenan Allen","CHI","74","211","4.58","23","53","24","322","21","0.29","57","1.14","60.4","Amik Robertson","DET","68","183","","1","91","2","243","21","0.32","63","1.59","58.4","50.61","20.2561815"
"Adam Thielen","CAR","74","195","","16","74","10","101","15","0.33","73","1.64","64.4","All Defenders","TB","","","","","","","","","","","","","40.9728448","32.4045"
"Adam Thielen","CAR","74","195","","16","74","10","101","15","0.33","73","1.64","64.4","Jamel Dean","TB","73","206","4.3","","2","95","277","13","0.19","65","1.06","74","16.6","4.7489353"
"Adam Thielen","CAR","74","195","","16","74","10","101","15","0.33","73","1.64","64.4","Zyon McCollum","TB","74","199","4.33","95","2","","437","12","0.22","59","0.9","78.6","8.49","4.7489353"
"Adam Thielen","CAR","74","195","","16","74","10","101","15","0.33","73","1.64","64.4","Christian Izien","TB","70","197","","5","31","1","297","12","0.17","78","0.77","63","52.76","22.9066293"
"Mike Evans","TB","77","231","4.53","47","30","23","217","22","0.49","65","1.86","76.9","All Defenders","CAR","","","","","","","","","","","","","81.4876495","31.849144"
"Mike Evans","TB","77","231","4.53","47","30","23","217","22","0.49","65","1.86","76.9","Mike Jackson","CAR","73","210","4.45","46","","49","381","16","0.29","68","1.33","67.3","59.26","9.7452179"
"Mike Evans","TB","77","231","4.53","47","30","23","217","22","0.49","65","1.86","76.9","Jaycee Horn","CAR","73","200","","46","1","46","376","14","0.22","54","0.83","61.7","82.8","9.7452179"
"Mike Evans","TB","77","231","4.53","47","30","23","217","22","0.49","65","1.86","76.9","Dane Jackson","CAR","71","180","4.57","4","75","","101","21","0.41","71","1.4","39","97.98","12.3587082"
"Odell Beckham Jr.","MIA","71","200","4.43","25","54","21","84","18","0.14","47","0.54","46.8","All Defenders","GB","","","","","","","","","","","","","26.4778254","20.4759091"
"Odell Beckham Jr.","MIA","71","200","4.43","25","54","21","84","18","0.14","47","0.54","46.8","Carrington Valentine","GB","72","189","","11","3","80","123","10","0.18","75","1.1","51.4","28.06","5.7346039"
"Odell Beckham Jr.","MIA","71","200","4.43","25","54","21","84","18","0.14","47","0.54","46.8","Keisean Nixon","GB","70","200","","38","43","10","364","12","0.22","66","0.72","59.4","21.06","5.7346039"
"Odell Beckham Jr.","MIA","71","200","4.43","25","54","21","84","18","0.14","47","0.54","46.8","Javon Bullard","GB","71","195","4.47","","42","1","314","13","0.23","78","1.04","59.5","28.92","9.0067013"
"Davante Adams","NYJ","73","215","4.56","25","42","32","292","24","0.36","63","1.67","64.8","All Defenders","SEA","","","","","","","","","","","","","56.5468293","38.7844847"
"Davante Adams","NYJ","73","215","4.56","25","42","32","292","24","0.36","63","1.67","64.8","Josh Jobe","SEA","71","190","","51","4","44","151","14","0.19","52","1.2","49.6","83.38","13.7164641"
"Davante Adams","NYJ","73","215","4.56","25","42","32","292","24","0.36","63","1.67","64.8","Tariq Woolen","SEA","76","205","4.26","39","3","49","321","11","0.23","63","0.72","63.9","46.42","13.7164641"
"Davante Adams","NYJ","73","215","4.56","25","42","32","292","24","0.36","63","1.67","64.8","Devon Witherspoon","SEA","71","181","","15","57","15","382","16","0.22","72","1.06","73","36.36","11.3515565"
"Amari Cooper","BUF","73","211","4.42","44","20","36","293","20","0.29","52","1.28","66.6","All Defenders","SF","","","","","","","","","","","","","46.4443764","35.5332049"
"Amari Cooper","BUF","73","211","4.42","44","20","36","293","20","0.29","52","1.28","66.6","Isaac Yiadom","SF","73","188","4.52","22","2","74","257","12","0.2","59","1","62.9","55.22","13.6513983"
"Amari Cooper","BUF","73","211","4.42","44","20","36","293","20","0.29","52","1.28","66.6","Charvarius Ward","SF","73","196","","92","4","","230","14","0.2","53","0.99","58","51.11","13.6513983"
"Amari Cooper","BUF","73","211","4.42","44","20","36","293","20","0.29","52","1.28","66.6","Deommodore Lenoir","SF","70","200","","1","73","15","369","18","0.23","63","1.12","69.7","24.15","8.2304083"
"Tyler Lockett","SEA","70","182","4.4","32","30","39","386","14","0.26","69","1.28","70.2","All Defenders","NYJ","","","","","","","","","","","","","35.004663","34.7365367"
"Tyler Lockett","SEA","70","182","4.4","32","30","39","386","14","0.26","69","1.28","70.2","D.J. Reed","NYJ","69","188","4.51","17","2","78","282","15","0.21","56","1.06","76.7","24.15","15.4302102"
"Tyler Lockett","SEA","70","182","4.4","32","30","39","386","14","0.26","69","1.28","70.2","Sauce Gardner","NYJ","75","200","4.41","68","5","20","344","10","0.18","63","1.03","66.2","36.96","10.5937279"
"Tyler Lockett","SEA","70","182","4.4","32","30","39","386","14","0.26","69","1.28","70.2","Isaiah Oliver","NYJ","72","210","4.5","3","54","1","185","12","0.21","70","0.89","71.2","44.74","8.7125986"
"Sterling Shepard","TB","70","196","4.48","29","43","28","227","13","0.2","70","0.8","55.9","All Defenders","CAR","","","","","","","","","","","","","48.2161076","20.2501362"
"Sterling Shepard","TB","70","196","4.48","29","43","28","227","13","0.2","70","0.8","55.9","Mike Jackson","CAR","73","210","4.45","46","","49","381","16","0.29","68","1.33","67.3","15.98","5.959692"
"Sterling Shepard","TB","70","196","4.48","29","43","28","227","13","0.2","70","0.8","55.9","Jaycee Horn","CAR","73","200","","46","1","46","376","14","0.22","54","0.83","61.7","39.35","5.959692"
"Sterling Shepard","TB","70","196","4.48","29","43","28","227","13","0.2","70","0.8","55.9","Dane Jackson","CAR","71","180","4.57","4","75","","101","21","0.41","71","1.4","39","77.62","8.3307522"
"Tyler Boyd","TEN","74","203","4.58","10","82","8","283","14","0.2","72","0.96","59.8","All Defenders","WAS","","","","","","","","","","","","","57.7086681","30.1377246"
"Tyler Boyd","TEN","74","203","4.58","10","82","8","283","14","0.2","72","0.96","59.8","Benjamin St-Juste","WAS","75","200","","34","4","58","360","18","0.35","67","1.58","51.8","63.88","2.13449"
"Tyler Boyd","TEN","74","203","4.58","10","82","8","283","14","0.2","72","0.96","59.8","Mike Sainristil","WAS","70","182","4.47","43","20","32","360","15","0.26","64","1","69.2","18.92","2.13449"
"Tyler Boyd","TEN","74","203","4.58","10","82","8","283","14","0.2","72","0.96","59.8","Noah Igbinoghene","WAS","71","197","4.48","11","74","2","290","18","0.28","67","0.94","46.4","60.4","25.8687446"
"Demarcus Robinson","LA","73","203","4.59","43","34","22","360","13","0.28","55","1.07","68.9","All Defenders","NO","","","","","","","","","","","","","69.9227726","31.7729188"
"Demarcus Robinson","LA","73","203","4.59","43","34","22","360","13","0.28","55","1.07","68.9","Alontae Taylor","NO","72","199","4.36","16","55","20","376","20","0.39","75","1.89","45.1","97.65","10.2190164"
"Demarcus Robinson","LA","73","203","4.59","43","34","22","360","13","0.28","55","1.07","68.9","Kool-Aid McKinstry","NO","73","195","","24","8","57","181","14","0.21","69","1.13","70","41.4","10.2190164"
"Demarcus Robinson","LA","73","203","4.59","43","34","22","360","13","0.28","55","1.07","68.9","Ugo Amadi","NO","69","201","4.51","","88","3","121","25","0.42","77","1.82","61.1","70.64","11.334886"
"Tyreek Hill","MIA","70","191","","24","36","39","334","22","0.37","67","1.71","70.9","All Defenders","GB","","","","","","","","","","","","","83.3720653","32.2473227"
"Tyreek Hill","MIA","70","191","","24","36","39","334","22","0.37","67","1.71","70.9","Carrington Valentine","GB","72","189","","11","3","80","123","10","0.18","75","1.1","51.4","85.01","10.2960366"
"Tyreek Hill","MIA","70","191","","24","36","39","334","22","0.37","67","1.71","70.9","Keisean Nixon","GB","70","200","","38","43","10","364","12","0.22","66","0.72","59.4","79.28","10.2960366"
"Tyreek Hill","MIA","70","191","","24","36","39","334","22","0.37","67","1.71","70.9","Javon Bullard","GB","71","195","4.47","","42","1","314","13","0.23","78","1.04","59.5","85.54","11.6552494"
"JuJu Smith-Schuster","KC","73","215","4.54","27","48","24","129","12","0.26","73","1.25","60.4","All Defenders","LV","","","","","","","","","","","","","57.4156897","26.4385297"
"JuJu Smith-Schuster","KC","73","215","4.54","27","48","24","129","12","0.26","73","1.25","60.4","Decamerion Richardson","LV","74","195","4.34","19","5","70","103","14","0.25","57","1.14","53.1","63.26","7.6189852"
"JuJu Smith-Schuster","KC","73","215","4.54","27","48","24","129","12","0.26","73","1.25","60.4","Jack Jones","LV","71","180","4.52","82","8","4","377","13","0.27","67","0.99","61.4","37.07","7.6189852"
"JuJu Smith-Schuster","KC","73","215","4.54","27","48","24","129","12","0.26","73","1.25","60.4","Darnay Holmes","LV","70","195","4.48","6","80","3","89","20","0.26","78","1.01","54.7","67.28","11.2005594"
"Cooper Kupp","LA","74","208","4.62","21","69","10","242","31","0.58","72","2.26","74.8","All Defenders","NO","","","","","","","","","","","","","79.5087043","35.0902343"
"Cooper Kupp","LA","74","208","4.62","21","69","10","242","31","0.58","72","2.26","74.8","Alontae Taylor","NO","72","199","4.36","16","55","20","376","20","0.39","75","1.89","45.1","98.9","4.4397705"
"Cooper Kupp","LA","74","208","4.62","21","69","10","242","31","0.58","72","2.26","74.8","Kool-Aid McKinstry","NO","73","195","","24","8","57","181","14","0.21","69","1.13","70","53.97","4.4397705"
"Cooper Kupp","LA","74","208","4.62","21","69","10","242","31","0.58","72","2.26","74.8","Ugo Amadi","NO","69","201","4.51","","88","3","121","25","0.42","77","1.82","61.1","80.55","26.2106933"
"David Moore","CAR","72","219","","40","22","37","176","18","0.26","61","1.15","71.3","All Defenders","TB","","","","","","","","","","","","","32.1465957","20.6957463"
"David Moore","CAR","72","219","","40","22","37","176","18","0.26","61","1.15","71.3","Jamel Dean","TB","73","206","4.3","","2","95","277","13","0.19","65","1.06","74","25.55","7.5957792"
"David Moore","CAR","72","219","","40","22","37","176","18","0.26","61","1.15","71.3","Zyon McCollum","TB","74","199","4.33","95","2","","437","12","0.22","59","0.9","78.6","15.19","7.5957792"
"David Moore","CAR","72","219","","40","22","37","176","18","0.26","61","1.15","71.3","Christian Izien","TB","70","197","","5","31","1","297","12","0.17","78","0.77","63","64.65","5.5041878"
"Noah Brown","WAS","74","215","","9","19","72","259","19","0.31","64","1.64","70.1","All Defenders","TEN","","","","","","","","","","","","","55.8500384","30.9706702"
