"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","TEN","73","212","4.57","43","33","24","49","20","0.47","80","1.84","70.3","All Defenders","MIA","","","","","","","","","","","","","64.3769903","30.306798"
"DeAndre Hopkins","TEN","73","212","4.57","43","33","24","49","20","0.47","80","1.84","70.3","Kendall Fuller","MIA","71","198","","36","2","60","55","11","0.11","33","0.73","67.2","42.65","11.4753895"
"DeAndre Hopkins","TEN","73","212","4.57","43","33","24","49","20","0.47","80","1.84","70.3","Jalen Ramsey","MIA","73","208","4.41","47","5","45","75","8","0.13","83","0.61","64.6","66.57","11.4753895"
"DeAndre Hopkins","TEN","73","212","4.57","43","33","24","49","20","0.47","80","1.84","70.3","Kader Kohou","MIA","70","195","","11","70","11","74","19","0.3","71","1.64","39.3","94.85","7.3560189"
"Keenan Allen","CHI","","","","","","","","","","","","","All Defenders","LA","","","","","","","","","","","","","96.5860686","38.323232"
"Keenan Allen","CHI","","","","","","","","","","","","","Tre'Davious White","LA","71","192","4.47","42","1","45","95","13","0.49","67","1.52","51.8","95.06","8.0114089"
"Keenan Allen","CHI","","","","","","","","","","","","","Cobie Durant","LA","71","180","4.38","50","","48","90","13","0.15","58","0.76","58.6","95.93","8.0114089"
"Keenan Allen","CHI","","","","","","","","","","","","","Quentin Lake","LA","73","201","4.59","","62","","95","14","0.27","69","1.75","49.8","97.37","22.3004143"
"Mike Evans","TB","77","231","4.53","52","33","15","86","16","0.4","71","1.4","68.7","All Defenders","PHI","","","","","","","","","","","","","77.3466333","32.2274539"
"Mike Evans","TB","77","231","4.53","52","33","15","86","16","0.4","71","1.4","68.7","Quinyon Mitchell","PHI","72","196","4.33","","1","96","94","18","0.26","59","1.55","67.7","64.03","9.775661"
"Mike Evans","TB","77","231","4.53","52","33","15","86","16","0.4","71","1.4","68.7","Darius Slay","PHI","72","190","4.36","92","","","91","9","0.22","88","0.74","64.2","71.74","9.775661"
"Mike Evans","TB","77","231","4.53","52","33","15","86","16","0.4","71","1.4","68.7","Avonte Maddox","PHI","69","184","4.39","","85","","78","14","0.21","45","0.72","55.1","91.94","12.6761319"
"Brandin Cooks","DAL","70","189","4.33","43","28","28","109","14","0.2","53","0.69","55.8","All Defenders","NYG","","","","","","","","","","","","","50.2299387","31.6664667"
"Brandin Cooks","DAL","70","189","4.33","43","28","28","109","14","0.2","53","0.69","55.8","Deonte Banks","NYG","72","205","4.35","27","6","65","110","21","0.45","57","1.66","48.9","80.98","10.4907313"
"Brandin Cooks","DAL","70","189","4.33","43","28","28","109","14","0.2","53","0.69","55.8","Cor'Dale Flott","NYG","73","175","","51","28","10","88","9","0.28","100","1.2","59.6","48.64","10.4907313"
"Brandin Cooks","DAL","70","189","4.33","43","28","28","109","14","0.2","53","0.69","55.8","Nick McCloud","NYG","","","","","","","","","","","","","21.6","10.6850041"
"Davante Adams","LV","73","215","4.56","38","29","33","126","21","0.36","69","1.66","64.4","All Defenders","CLV","","","","","","","","","","","","","54.7842233","36.2283971"
"Davante Adams","LV","73","215","4.56","38","29","33","126","21","0.36","69","1.66","64.4","Martin Emerson Jr.","CLV","74","201","4.53","3","6","85","109","16","0.33","65","1.15","43.1","91.03","13.7761704"
"Davante Adams","LV","73","215","4.56","38","29","33","126","21","0.36","69","1.66","64.4","Denzel Ward","CLV","71","190","4.32","87","4","7","75","24","0.21","39","1.19","79.6","23","13.7761704"
"Davante Adams","LV","73","215","4.56","38","29","33","126","21","0.36","69","1.66","64.4","Greg Newsome II","CLV","73","192","","37","60","2","91","13","0.2","58","1.27","65.4","47.7","8.6760563"
"Amari Cooper","CLV","73","211","4.42","35","25","41","133","20","0.27","44","0.85","59.9","All Defenders","LV","","","","","","","","","","","","","65.1741402","34.7508955"
"Amari Cooper","CLV","73","211","4.42","35","25","41","133","20","0.27","44","0.85","59.9","Jakorian Bennett","LV","71","195","4.3","","2","97","87","15","0.13","38","0.77","45.2","91.77","13.2844032"
"Amari Cooper","CLV","73","211","4.42","35","25","41","133","20","0.27","44","0.85","59.9","Jack Jones","LV","71","180","4.52","91","4","","103","13","0.28","69","0.81","57.9","53.64","13.2844032"
"Amari Cooper","CLV","73","211","4.42","35","25","41","133","20","0.27","44","0.85","59.9","Nate Hobbs","LV","73","195","","2","71","17","92","11","0.21","60","0.78","67.8","40.72","8.1820892"
"Nelson Agholor","BLT","72","200","4.42","30","39","26","45","11","0.23","60","1.67","60.2","All Defenders","BUF","","","","","","","","","","","","","15.3426948","22.6422218"
"Nelson Agholor","BLT","72","200","4.42","30","39","26","45","11","0.23","60","1.67","60.2","Christian Benford","BUF","73","205","","36","1","59","127","10","0.06","38","0.2","81.9","1.31","3.1405988"
"Nelson Agholor","BLT","72","200","4.42","30","39","26","45","11","0.23","60","1.67","60.2","Rasul Douglas","BUF","74","209","4.59","54","3","37","120","9","0.16","64","0.57","64.8","11.82","14.6262172"
"Nelson Agholor","BLT","72","200","4.42","30","39","26","45","11","0.23","60","1.67","60.2","Cam Lewis","BUF","71","183","","2","68","1","108","22","0.4","83","1.64","54.2","59.71","4.8754057"
"Tyler Lockett","SEA","70","182","4.4","29","26","46","90","19","0.3","76","1.53","71.8","All Defenders","DET","","","","","","","","","","","","","84.1154913","33.3447864"
"Tyler Lockett","SEA","70","182","4.4","29","26","46","90","19","0.3","76","1.53","71.8","Terrion Arnold","DET","72","196","4.5","2","8","86","111","17","0.32","68","1.44","45.4","97.74","11.7959591"
"Tyler Lockett","SEA","70","182","4.4","29","26","46","90","19","0.3","76","1.53","71.8","Carlton Davis III","DET","73","206","4.53","82","9","2","112","21","0.47","78","2","63.5","82.79","11.7959591"
"Tyler Lockett","SEA","70","182","4.4","29","26","46","90","19","0.3","76","1.53","71.8","Amik Robertson","DET","68","183","","2","90","3","58","14","0.17","50","0.97","64.2","69.24","9.7528681"
"Stefon Diggs","HST","72","191","4.46","17","65","16","110","21","0.44","87","1.49","70.2","All Defenders","JAX","","","","","","","","","","","","","77.7778037","32.2074795"
"Stefon Diggs","HST","72","191","4.46","17","65","16","110","21","0.44","87","1.49","70.2","Montaric Brown","JAX","72","190","4.55","1","","95","81","22","0.4","78","1.48","64.4","83.45","9.7826456"
"Stefon Diggs","HST","72","191","4.46","17","65","16","110","21","0.44","87","1.49","70.2","Ronald Darby","JAX","71","193","4.38","91","1","","107","11","0.26","67","1.29","72.9","51.4","9.7826456"
"Stefon Diggs","HST","72","191","4.46","17","65","16","110","21","0.44","87","1.49","70.2","Jarrian Jones","JAX","72","191","4.38","","96","2","50","20","0.36","80","2.02","55.3","93.8","12.6421882"
"Tyler Boyd","TEN","74","203","4.58","11","78","10","95","16","0.17","53","0.81","61.3","All Defenders","MIA","","","","","","","","","","","","","64.7230956","31.6949777"
"Tyler Boyd","TEN","74","203","4.58","11","78","10","95","16","0.17","53","0.81","61.3","Kendall Fuller","MIA","71","198","","36","2","60","55","11","0.11","33","0.73","67.2","10.67","2.26088"
"Tyler Boyd","TEN","74","203","4.58","11","78","10","95","16","0.17","53","0.81","61.3","Jalen Ramsey","MIA","73","208","4.41","47","5","45","75","8","0.13","83","0.61","64.6","27.47","2.26088"
"Tyler Boyd","TEN","74","203","4.58","11","78","10","95","16","0.17","53","0.81","61.3","Kader Kohou","MIA","70","195","","11","70","11","74","19","0.3","71","1.64","39.3","72.32","27.1732178"
"Demarcus Robinson","LA","73","203","4.59","42","33","25","102","14","0.19","50","1.22","69","All Defenders","CHI","","","","","","","","","","","","","43.3234663","32.9481588"
"Demarcus Robinson","LA","73","203","4.59","42","33","25","102","14","0.19","50","1.22","69","Jaylon Johnson","CHI","72","196","4.5","48","1","49","99","10","0.13","50","0.77","81","7.42","11.6228168"
"Demarcus Robinson","LA","73","203","4.59","42","33","25","102","14","0.19","50","1.22","69","Tyrique Stevenson","CHI","72","204","4.45","46","3","48","99","22","0.36","59","1.66","61.2","58.21","11.6228168"
"Demarcus Robinson","LA","73","203","4.59","42","33","25","102","14","0.19","50","1.22","69","Kyler Gordon","CHI","72","200","4.52","","83","","81","17","0.21","50","1.2","60.5","68.5","9.7025253"
"Tyreek Hill","MIA","70","191","","26","37","35","95","24","0.4","57","2.04","68.2","All Defenders","TEN","","","","","","","","","","","","","84.4442033","33.5010075"
