"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","KC","73","212","4.57","48","21","31","121","20","0.36","71","1.67","69.5","All Defenders","TB","","","","","","","","","","","","","40.9267647","36.0455429"
"DeAndre Hopkins","KC","73","212","4.57","48","21","31","121","20","0.36","71","1.67","69.5","Tyrek Funderburk","TB","72","185","","","1","95","91","13","0.41","92","1.6","51.6","77.41","13.7821193"
"DeAndre Hopkins","KC","73","212","4.57","48","21","31","121","20","0.36","71","1.67","69.5","Zyon McCollum","TB","74","199","4.33","96","2","","312","12","0.22","47","0.92","84.5","6.3","13.7821193"
"DeAndre Hopkins","KC","73","212","4.57","48","21","31","121","20","0.36","71","1.67","69.5","Tykee Smith","TB","70","205","4.46","","92","","203","18","0.3","70","1.08","74.8","37.91","8.4813042"
"Robert Woods","HST","72","195","4.51","34","40","26","69","10","0.14","71","0.67","60.6","All Defenders","NYJ","","","","","","","","","","","","","16.946431","26.1928395"
"Robert Woods","HST","72","195","4.51","34","40","26","69","10","0.14","71","0.67","60.6","D.J. Reed","NYJ","69","188","4.51","16","2","79","189","15","0.15","50","0.71","80.5","0.93","4.3317046"
"Robert Woods","HST","72","195","4.51","34","40","26","69","10","0.14","71","0.67","60.6","Sauce Gardner","NYJ","75","200","4.41","67","5","20","243","10","0.18","56","0.96","65.5","9.81","11.3812045"
"Robert Woods","HST","72","195","4.51","34","40","26","69","10","0.14","71","0.67","60.6","Michael Carter II","NYJ","71","184","","2","90","1","91","23","0.22","52","0.99","61.9","37.29","10.4799304"
"Keenan Allen","CHI","74","211","4.58","21","51","27","144","19","0.31","61","1.12","63.6","All Defenders","ARZ","","","","","","","","","","","","","44.8038697","36.9226311"
"Keenan Allen","CHI","74","211","4.58","21","51","27","144","19","0.31","61","1.12","63.6","Starling Thomas V","ARZ","72","194","","16","2","77","222","13","0.22","54","1.03","56.1","66.7","8.1107185"
"Keenan Allen","CHI","74","211","4.58","21","51","27","144","19","0.31","61","1.12","63.6","Max Melton","ARZ","72","190","4.39","60","1","33","149","13","0.28","90","1.64","46.5","88.64","8.1107185"
"Keenan Allen","CHI","74","211","4.58","21","51","27","144","19","0.31","61","1.12","63.6","Garrett Williams","ARZ","70","192","","","64","3","214","13","0.17","59","0.71","70","19.05","20.7011942"
"Davante Adams","NYJ","73","215","4.56","32","36","32","194","21","0.31","62","1.51","60.1","All Defenders","HST","","","","","","","","","","","","","28.6403375","35.8946905"
"Davante Adams","NYJ","73","215","4.56","32","36","32","194","21","0.31","62","1.51","60.1","Kamari Lassiter","HST","72","180","","16","1","80","212","15","0.19","39","1.03","67.2","34.12","9.1383759"
"Davante Adams","NYJ","73","215","4.56","32","36","32","194","21","0.31","62","1.51","60.1","Derek Stingley Jr.","HST","72","190","","81","1","14","285","15","0.18","51","0.78","66.5","29.08","9.1383759"
"Davante Adams","NYJ","73","215","4.56","32","36","32","194","21","0.31","62","1.51","60.1","Jalen Pitre","HST","71","198","","","70","","249","13","0.26","67","1.03","69.1","25.57","17.6179387"
"Amari Cooper","BUF","73","211","4.42","43","20","36","269","21","0.29","51","1.19","64.6","All Defenders","MIA","","","","","","","","","","","","","55.95888","38.029932"
"Amari Cooper","BUF","73","211","4.42","43","20","36","269","21","0.29","51","1.19","64.6","Cam Smith","MIA","73","180","4.43","38","","54","24","21","0.72","100","2.62","35","98.27","14.6034939"
"Amari Cooper","BUF","73","211","4.42","43","20","36","269","21","0.29","51","1.19","64.6","Kendall Fuller","MIA","71","198","","51","1","46","155","11","0.14","53","0.82","67.8","35.82","14.6034939"
