"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"Keenan Allen","CHI","74","211","4.58","19","62","19","26","31","0.27","50","1.12","58","All Defenders","HST","","","","","","","","","","","","","79.751014","36.0264158"
"Keenan Allen","CHI","74","211","4.58","19","62","19","26","31","0.27","50","1.12","58","Kamari Lassiter","HST","72","180","","","4","92","24","12","0.07","33","0.33","54.9","89.17","7.6725043"
"Keenan Allen","CHI","74","211","4.58","19","62","19","26","31","0.27","50","1.12","58","Derek Stingley Jr.","HST","72","190","","92","","","24","25","0.18","50","0.5","57.7","45.1","21.2654336"
"Keenan Allen","CHI","74","211","4.58","19","62","19","26","31","0.27","50","1.12","58","Jalen Pitre","HST","71","198","","","71","","24","4","0.1","100","0.54","58.1","89","7.0884779"
"Adam Thielen","CAR","74","195","","21","69","10","29","14","0.27","75","1.69","66.6","All Defenders","LAC","","","","","","","","","","","","","73.6316216","33.0300634"
"Adam Thielen","CAR","74","195","","21","69","10","29","14","0.27","75","1.69","66.6","Kristian Fulton","LAC","71","197","4.46","","","95","40","5","0.03","50","0.07","66.3","91.6","4.9991447"
"Adam Thielen","CAR","74","195","","21","69","10","29","14","0.27","75","1.69","66.6","Asante Samuel Jr.","LAC","70","180","","92","","","40","22","0.35","78","1.77","63.4","39.73","4.9991447"
"Adam Thielen","CAR","74","195","","21","69","10","29","14","0.27","75","1.69","66.6","Ja'Sir Taylor","LAC","70","185","","","97","","29","10","0.17","100","0.66","72.1","77.09","23.0317739"
"Mike Evans","TB","77","231","4.53","46","36","18","28","21","0.83","83","2.18","77.5","All Defenders","DET","","","","","","","","","","","","","80.3101413","31.8845256"
"Mike Evans","TB","77","231","4.53","46","36","18","28","21","0.83","83","2.18","77.5","Terrion Arnold","DET","72","196","4.5","4","12","84","51","20","0.27","80","1.12","57.8","83.77","9.8019566"
"Mike Evans","TB","77","231","4.53","46","36","18","28","21","0.83","83","2.18","77.5","Carlton Davis III","DET","73","206","4.53","76","10","2","49","27","0.54","69","2.33","68.4","81.01","9.8019566"
"Mike Evans","TB","77","231","4.53","46","36","18","28","21","0.83","83","2.18","77.5","Amik Robertson","DET","68","183","","","82","9","22","14","0.14","33","0.91","60.5","76.99","12.2806123"
"Brandin Cooks","DAL","70","189","4.33","53","23","23","30","23","0.47","57","1.33","62.2","All Defenders","NO","","","","","","","","","","","","","46.958131","33.1568883"
"Brandin Cooks","DAL","70","189","4.33","53","23","23","30","23","0.47","57","1.33","62.2","Marshon Lattimore","NO","72","192","4.36","","10","90","21","10","0.13","50","0.86","54.6","42.32","10.9467489"
