Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,16,SEA,313.6,2.3,0.8,22.4,0.2,0,0,0,0,0,0,0,27.3,27.28
2,Justin Jefferson,MIN,WR,16,NYG,0,0,0,1.7,0,7.7,108.5,0.7,0,0,0,0,25.9,25.92
3,Tyreek Hill,MIA,WR,16,GB,0,0,0,3.1,0,7.6,100.3,0.7,0,0,0,0,25,25.04
4,Josh Allen,BUF,QB,16,CHI,249.3,1.9,0.8,47.8,0.4,0,0,0,0,0,0,0,23.8,23.75
5,Derrick Henry,TEN,RB,16,HOU,0,0,0,106.6,0.9,1.8,16.1,0.1,0,0,0,0,23,22.97
6,Christian McCaffrey,SF,RB,16,WAS,0,0,0,77.5,0.6,4.9,37.1,0.2,0,0,0,0,21.1,21.06
7,Justin Herbert,LAC,QB,16,IND,280.4,1.9,0.7,14.5,0.1,0,0,0,0,0,0,0,20.1,20.07
8,Joe Burrow,CIN,QB,16,NE,263.4,1.8,0.8,15.4,0.2,0,0,0,0,0,0,0,19.6,19.58
9,Austin Ekeler,LAC,RB,16,IND,0,0,0,54.2,0.5,5.5,37.6,0.3,0,0,0,0,19.4,19.38
10,Justin Fields,CHI,QB,16,BUF,148.6,1,0.8,72.9,0.5,0,0,0,0,0,0,0,19.2,19.23
11,Tua Tagovailoa,MIA,QB,16,GB,277.2,1.9,0.7,7.1,0.1,0,0,0,0,0,0,0,19.2,19.2
12,Travis Kelce,KC,TE,16,SEA,0,0,0,0.3,0,6.5,80.4,0.7,0,0,0,0,18.8,18.77
13,Kirk Cousins,MIN,QB,16,NYG,269.4,1.9,0.7,5,0.1,0,0,0,0,0,0,0,18.7,18.68
14,Ja'Marr Chase,CIN,WR,16,NE,0,0,0,1.7,0,6.3,85.2,0.6,0,0,0,0,18.6,18.59
15,Tom Brady,TB,QB,16,ARI,279.9,1.8,0.6,1.4,0.1,0,0,0,0,0,0,0,18.4,18.44
16,Geno Smith,SEA,QB,16,KC,256.6,1.7,0.8,16.8,0.1,0,0,0,0,0,0,0,18.3,18.34
17,Dak Prescott,DAL,QB,16,PHI,241.3,1.8,0.8,13.8,0.1,0,0,0,0,0,0,0,17.9,17.93
18,Daniel Jones,NYG,QB,16,MIN,213.8,1.2,0.7,36.3,0.3,0,0,0,0,0,0,0,17.9,17.88
19,Josh Jacobs,LV,RB,16,PIT,0,0,0,92.9,0.6,2.7,17.7,0.1,0,0,0,0,17.9,17.86
20,Davante Adams,LV,WR,16,PIT,0,0,0,0.1,0,5.8,81.6,0.6,0,0,0,0,17.6,17.57
20,Amon-Ra St. Brown,DET,WR,16,CAR,0,0,0,4.8,0,7,76.9,0.4,0,0,0,0,17.6,17.57
22,Stefon Diggs,BUF,WR,16,CHI,0,0,0,0,0,6.2,77.3,0.6,0,0,0,0,17.5,17.53
23,CeeDee Lamb,DAL,WR,16,PHI,0,0,0,3.6,0,5.7,77.7,0.5,0,0,0,0,16.8,16.83
24,A.J. Brown,PHI,WR,16,DAL,0,0,0,1.3,0,5.3,77.7,0.6,0,0,0,0,16.8,16.8
25,Saquon Barkley,NYG,RB,16,MIN,0,0,0,75.2,0.6,3.2,19.6,0.1,0,0,0,0,16.8,16.78
26,Aaron Rodgers,GB,QB,16,MIA,239.1,1.8,0.5,4.9,0,0,0,0,0,0,0,0,16.6,16.55
27,Trevor Lawrence,JAX,QB,16,NYJ,230.7,1.3,0.8,17.2,0.2,0,0,0,0,0,0,0,16.4,16.35
28,Dalvin Cook,MIN,RB,16,NYG,0,0,0,81.4,0.6,2.5,15.2,0.1,0,0,0,0,16.3,16.26
29,Jared Goff,DET,QB,16,CAR,253.4,1.6,0.7,5,0,0,0,0,0,0,0,0,16.2,16.24
30,DK Metcalf,SEA,WR,16,KC,0,0,0,0.5,0,5.8,74.5,0.5,0,0,0,0,16.2,16.2
30,Keenan Allen,LAC,WR,16,IND,0,0,0,0,0,6.3,70,0.5,0,0,0,0,16.2,16.2
32,Gardner Minshew,PHI,QB,16,DAL,228,1.4,0.8,15.9,0.1,0,0,0,0,0,0,0,15.9,15.91
33,Jaylen Waddle,MIA,WR,16,GB,0,0,0,1.6,0,5.3,73.8,0.5,0,0,0,0,15.8,15.84
34,Aaron Jones,GB,RB,16,MIA,0,0,0,61.5,0.4,3.6,25.3,0.2,0,0,0,0,15.8,15.78
35,Brock Purdy,SF,QB,16,WAS,216.1,1.6,0.7,8.7,0.1,0,0,0,0,0,0,0,15.7,15.71
36,Rhamondre Stevenson,NE,RB,16,CIN,0,0,0,66.2,0.4,3.7,23.7,0.1,0,0,0,0,15.6,15.59
37,Russell Wilson,DEN,QB,16,LAR,228.2,1.2,0.6,16.8,0.1,0,0,0,0,0,0,0,15.5,15.51
38,JuJu Smith-Schuster,KC,WR,16,SEA,0,0,0,1,0,6,69.1,0.4,0,0,0,0,15.4,15.41
39,Tyler Huntley,BAL,QB,16,ATL,175.8,1.1,0.8,36.6,0.2,0,0,0,0,0,0,0,15.4,15.39
40,Deshaun Watson,CLE,QB,16,NO,181.8,1.1,0.6,31.4,0.2,0,0,0,0,0,0,0,15.3,15.31
41,Derek Carr,LV,QB,16,PIT,243.4,1.5,0.9,4.9,0,0,0,0,0,0,0,0,15.2,15.23
42,Chris Godwin,TB,WR,16,ARI,0,0,0,0.8,0,6,67.3,0.4,0,0,0,0,15.2,15.21
43,Kenny Pickett,PIT,QB,16,LV,213.2,1,0.8,21.6,0.2,0,0,0,0,0,0,0,15,14.99
44,James Conner,ARI,RB,16,TB,0,0,0,67.3,0.5,2.9,18.2,0.1,0,0,0,0,15,14.95
45,DeAndre Hopkins,ARI,WR,16,TB,0,0,0,0,0,5.9,66.5,0.4,0,0,0,0,14.8,14.85
46,Zach Wilson,NYJ,QB,16,JAX,221.2,1.2,0.9,14.7,0.1,0,0,0,0,0,0,0,14.7,14.72
47,Alvin Kamara,NO,RB,16,CLE,0,0,0,68.4,0.3,3.2,23.4,0.1,0,0,0,0,14.7,14.68
48,Nick Chubb,CLE,RB,16,NO,0,0,0,89.6,0.6,1.3,9.1,0,0,0,0,0,14.7,14.67
49,Nick Foles,IND,QB,16,LAC,226.5,1.3,0.9,5.6,0.1,0,0,0,0,0,0,0,14.4,14.42
50,Tee Higgins,CIN,WR,16,NE,0,0,0,0,0,4.8,65.1,0.5,0,0,0,0,14.3,14.31
51,Jerick McKinnon,KC,RB,16,SEA,0,0,0,33.4,0.2,4.4,34.5,0.3,0,0,0,0,14.1,14.09
52,Joe Mixon,CIN,RB,16,NE,0,0,0,57.4,0.4,3.2,21.5,0.1,0,0,0,0,14,13.99
53,Garrett Wilson,NYJ,WR,16,JAX,0,0,0,0.6,0,4.9,65.8,0.4,0,0,0,0,13.9,13.94
54,Michael Pittman Jr.,IND,WR,16,LAC,0,0,0,1.5,0,5.8,61.4,0.3,0,0,0,0,13.9,13.89
55,Tony Pollard,DAL,RB,16,PHI,0,0,0,60.8,0.4,2.8,19.7,0.1,0,0,0,0,13.8,13.75
56,Sam Darnold,CAR,QB,16,DET,193.7,1.2,0.7,13.7,0.1,0,0,0,0,0,0,0,13.7,13.72
57,Mac Jones,NE,QB,16,CIN,213.2,1.1,0.9,10.5,0.1,0,0,0,0,0,0,0,13.6,13.58
58,Mike Evans,TB,WR,16,ARI,0,0,0,0.2,0,4.6,64.9,0.4,0,0,0,0,13.5,13.51
59,Travis Etienne Jr.,JAX,RB,16,NYJ,0,0,0,70.5,0.4,2.1,15.4,0.1,0,0,0,0,13.5,13.49
60,DeVonta Smith,PHI,WR,16,DAL,0,0,0,0.3,0,4.8,61.4,0.4,0,0,0,0,13.4,13.37
61,Jerry Jeudy,DEN,WR,16,LAR,0,0,0,0.8,0,4.7,61.3,0.4,0,0,0,0,13.3,13.31
62,Malik Willis,TEN,QB,16,HOU,140.2,0.8,0.7,36,0.3,0,0,0,0,0,0,0,13.2,13.21
62,Kenneth Walker III,SEA,RB,16,KC,0,0,0,62.1,0.5,2.1,14,0.1,0,0,0,0,13.2,13.21
64,Taylor Heinicke,WAS,QB,16,SF,199.2,1.1,0.9,12.3,0.1,0,0,0,0,0,0,0,13.2,13.2
65,Trace McSorley,ARI,QB,16,TB,194.6,1,1.1,20.1,0.1,0,0,0,0,0,0,0,13.2,13.19
66,Mike Williams,LAC,WR,16,IND,0,0,0,0,0,4.4,62.7,0.4,0,0,0,0,13.1,13.07
67,Terry McLaurin,WAS,WR,16,SF,0,0,0,1.2,0,4.7,64.1,0.3,0,0,0,0,12.9,12.93
68,Miles Sanders,PHI,RB,16,DAL,0,0,0,74.4,0.5,1.6,8.3,0,0,0,0,0,12.8,12.77
69,DJ Moore,CAR,WR,16,DET,0,0,0,3,0,4.3,57.6,0.4,0,0,0,0,12.8,12.76
70,Diontae Johnson,PIT,WR,16,LV,0,0,0,2.6,0,5.3,53.8,0.3,0,0,0,0,12.7,12.74
71,Najee Harris,PIT,RB,16,LV,0,0,0,62.2,0.5,1.9,10.9,0.1,0,0,0,0,12.7,12.71
72,D'Andre Swift,DET,RB,16,CAR,0,0,0,37.8,0.3,3.6,24.1,0.2,0,0,0,0,12.7,12.69
73,Baker Mayfield,LAR,QB,16,DEN,199.3,1.1,1,7.6,0.1,0,0,0,0,0,0,0,12.6,12.63
74,Christian Kirk,JAX,WR,16,NYJ,0,0,0,0.8,0,4.7,59.1,0.3,0,0,0,0,12.5,12.49
75,Mark Andrews,BAL,TE,16,ATL,0,0,0,0.3,0,4.6,53.4,0.4,0,0,0,0,12.4,12.37
76,Christian Watson,GB,WR,16,MIA,0,0,0,1.8,0,3.9,52,0.5,0,0,0,0,12.3,12.28
77,J.K. Dobbins,BAL,RB,16,ATL,0,0,0,70.8,0.5,1,6.7,0.1,0,0,0,0,12.2,12.25
78,Rachaad White,TB,RB,16,ARI,0,0,0,48.7,0.3,3.1,18.8,0.1,0,0,0,0,12.2,12.15
79,Brandon Aiyuk,SF,WR,16,WAS,0,0,0,1.4,0,4.1,54.9,0.4,0,0,0,0,12.1,12.13
80,Zay Jones,JAX,WR,16,NYJ,0,0,0,0.8,0,4.9,53.4,0.3,0,0,0,0,12.1,12.12
81,Desmond Ridder,ATL,QB,16,BAL,145.8,0.8,0.7,27.7,0.2,0,0,0,0,0,0,0,12.1,12.1
82,Adam Thielen,MIN,WR,16,NYG,0,0,0,0,0,4.4,46.9,0.5,0,0,0,0,12.1,12.09
83,David Montgomery,CHI,RB,16,BUF,0,0,0,58.5,0.3,2.3,15.9,0.1,0,0,0,0,12,12.04
84,Ezekiel Elliott,DAL,RB,16,PHI,0,0,0,61.1,0.6,1.5,8.5,0,0,0,0,0,12,11.96
85,Davis Mills,HOU,QB,16,TEN,192.9,1,0.9,5.8,0.1,0,0,0,0,0,0,0,11.9,11.9
85,Leonard Fournette,TB,RB,16,ARI,0,0,0,39.9,0.3,3.5,21.1,0.1,0,0,0,0,11.9,11.9
87,Zonovan Knight,NYJ,RB,16,JAX,0,0,0,59.3,0.4,1.7,11.9,0.1,0,0,0,0,11.7,11.72
88,George Kittle,SF,TE,16,WAS,0,0,0,0,0,3.8,48.8,0.5,0,0,0,0,11.7,11.68
89,Raheem Mostert,MIA,RB,16,GB,0,0,0,59.8,0.4,1.6,11.4,0.1,0,0,0,0,11.6,11.62
90,Latavius Murray,DEN,RB,16,LAR,0,0,0,63.7,0.4,1.8,10.5,0,0,0,0,0,11.5,11.52
91,Amari Cooper,CLE,WR,16,NO,0,0,0,0,0,4,50.4,0.4,0,0,0,0,11.4,11.44
92,Devin Singletary,BUF,RB,16,CHI,0,0,0,54.6,0.4,1.8,12.4,0.1,0,0,0,0,11.4,11.4
93,Jakobi Meyers,NE,WR,16,CIN,0,0,0,0.3,0,4.4,50.7,0.3,0,0,0,0,11.3,11.3
94,Isiah Pacheco,KC,RB,16,SEA,0,0,0,68.3,0.4,1.3,8.8,0,0,0,0,0,11.2,11.21
95,T.J. Hockenson,MIN,TE,16,NYG,0,0,0,0,0,4.5,45.7,0.3,0,0,0,0,10.9,10.87
96,Marquise Brown,ARI,WR,16,TB,0,0,0,0.6,0,4.3,44.8,0.3,0,0,0,0,10.6,10.64
97,Gabe Davis,BUF,WR,16,CHI,0,0,0,0.3,0,3.2,50,0.4,0,0,0,0,10.6,10.63
98,Darius Slayton,NYG,WR,16,MIN,0,0,0,0.4,0,3.5,51.8,0.3,0,0,0,0,10.5,10.52
99,Marquise Goodwin,SEA,WR,16,KC,0,0,0,0.8,0,3.4,52.3,0.3,0,0,0,0,10.5,10.51
100,Dallas Goedert,PHI,TE,16,DAL,0,0,0,0.1,0,4,46.3,0.3,0,0,0,0,10.4,10.44
100,Evan Engram,JAX,TE,16,NYJ,0,0,0,0,0,4.4,42.4,0.3,0,0,0,0,10.4,10.44
102,Cam Akers,LAR,RB,16,DEN,0,0,0,57.2,0.4,1.3,8.9,0,0,0,0,0,10.2,10.21
103,Brandin Cooks,HOU,WR,16,TEN,0,0,0,1.3,0,4,48.7,0.2,0,0,0,0,10.2,10.2
104,Tyler Boyd,CIN,WR,16,NE,0,0,0,0.5,0,3.8,44.5,0.3,0,0,0,0,10.1,10.1
105,Dalton Schultz,DAL,TE,16,PHI,0,0,0,0,0,4,42.4,0.3,0,0,0,0,10,10.04
106,Andy Dalton,NO,QB,16,CLE,165.2,0.9,0.7,6.1,0,0,0,0,0,0,0,0,10,10.02
107,Zack Moss,IND,RB,16,LAC,0,0,0,55.7,0.4,1.3,7.7,0,0,0,0,0,9.9,9.94
108,Allen Lazard,GB,WR,16,MIA,0,0,0,0.4,0,3.5,45.7,0.3,0,0,0,0,9.9,9.91
109,Jamaal Williams,DET,RB,16,CAR,0,0,0,53,0.6,0.6,3.2,0,0,0,0,0,9.7,9.72
110,Pat Freiermuth,PIT,TE,16,LV,0,0,0,0,0,3.7,41.9,0.3,0,0,0,0,9.7,9.69
111,Harrison Butker,KC,K,16,SEA,0,0,0,0,0,0,0,0,0,0,0,0,9.7,9.66
112,Donovan Peoples-Jones,CLE,WR,16,NO,0,0,0,0.3,0,3.3,44.8,0.3,0,0,0,0,9.6,9.61
113,D'Onta Foreman,CAR,RB,16,DET,0,0,0,58.5,0.4,0.8,6.3,0,0,0,0,0,9.6,9.58
114,Antonio Gibson,WAS,RB,16,SF,0,0,0,30.3,0.2,2.9,19,0.1,0,0,0,0,9.5,9.53
115,Demarcus Robinson,BAL,WR,16,ATL,0,0,0,0.1,0,4.1,41.5,0.2,0,0,0,0,9.5,9.46
116,Richie James,NYG,WR,16,MIN,0,0,0,1,0,3.5,40.9,0.3,0,0,0,0,9.4,9.39
117,Darren Waller,LV,TE,16,PIT,0,0,0,0,0,3.5,40.8,0.3,0,0,0,0,9.4,9.38
118,George Pickens,PIT,WR,16,LV,0,0,0,1,0,3.4,46.7,0.2,0,0,0,0,9.4,9.37
119,AJ Dillon,GB,RB,16,MIA,0,0,0,45.2,0.3,1.8,13.1,0,0,0,0,0,9.3,9.33
120,Cordarrelle Patterson,ATL,RB,16,BAL,0,0,0,46.6,0.3,1.4,9.1,0.1,0,0,0,0,9.3,9.27
121,Michael Gallup,DAL,WR,16,PHI,0,0,0,0,0,3.2,42.5,0.3,0,0,0,0,9.2,9.25
122,Drake London,ATL,WR,16,BAL,0,0,0,0.3,0,3.7,43.1,0.2,0,0,0,0,9.2,9.24
123,Gerald Everett,LAC,TE,16,IND,0,0,0,0.1,0,3.6,38.2,0.3,0,0,0,0,9.2,9.23
124,San Francisco 49ers,SF,DST,16,WAS,0,0,0,0,0,0,0,0,2.8,1,0.8,0.7,9.2,9.2
125,DJ Chark,DET,WR,16,CAR,0,0,0,0,0,3,43.4,0.3,0,0,0,0,9.1,9.14
126,K.J. Osborn,MIN,WR,16,NYG,0,0,0,0.5,0,3.3,39.5,0.3,0,0,0,0,9.1,9.1
127,Courtland Sutton,DEN,WR,16,LAR,0,0,0,0,0,3.4,44.8,0.2,0,0,0,0,9.1,9.08
128,Parris Campbell,IND,WR,16,LAC,0,0,0,0.9,0,3.4,37.6,0.3,0,0,0,0,9,9.05
129,Chris Moore,HOU,WR,16,TEN,0,0,0,0.1,0,3.5,42.5,0.2,0,0,0,0,9,8.96
130,Dawson Knox,BUF,TE,16,CHI,0,0,0,0,0,3.4,37.4,0.3,0,0,0,0,8.9,8.94
131,Brett Maher,DAL,K,16,PHI,0,0,0,0,0,0,0,0,0,0,0,0,8.9,8.91
132,Tampa Bay Buccaneers,TB,DST,16,ARI,0,0,0,0,0,0,0,0,2.7,1,0.8,0.7,8.9,8.9
133,David Njoku,CLE,TE,16,NO,0,0,0,0.4,0,3.4,36.4,0.3,0,0,0,0,8.9,8.88
134,Justin Tucker,BAL,K,16,ATL,0,0,0,0,0,0,0,0,0,0,0,0,8.9,8.86
135,Marquez Valdes-Scantling,KC,WR,16,SEA,0,0,0,0,0,2.8,42.3,0.3,0,0,0,0,8.8,8.83
136,Tennessee Titans,TEN,DST,16,HOU,0,0,0,0,0,0,0,0,2.6,1,0.7,0.6,8.8,8.8
136,Denver Broncos,DEN,DST,16,LAR,0,0,0,0,0,0,0,0,2.8,1,0.7,0.6,8.8,8.8
138,Tutu Atwell,LAR,WR,16,DEN,0,0,0,7.3,0,3,38.3,0.2,0,0,0,0,8.8,8.76
139,Taysom Hill,NO,TE,16,CLE,0,0,0,31.7,0.3,0.8,18.4,0.2,0,0,0,0,8.7,8.71
140,Buffalo Bills,BUF,DST,16,CHI,0,0,0,0,0,0,0,0,2.7,0.9,0.8,0.7,8.7,8.7
141,Joshua Palmer,LAC,WR,16,IND,0,0,0,0.4,0,3.5,38.6,0.2,0,0,0,0,8.6,8.6
142,Greg Joseph,MIN,K,16,NYG,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.51
142,Evan McPherson,CIN,K,16,NE,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.51
144,Baltimore Ravens,BAL,DST,16,ATL,0,0,0,0,0,0,0,0,2.5,0.8,0.9,0.7,8.5,8.5
145,Van Jefferson,LAR,WR,16,DEN,0,0,0,0.5,0,2.9,37.3,0.3,0,0,0,0,8.5,8.48
146,Curtis Samuel,WAS,WR,16,SF,0,0,0,10.5,0.1,2.9,32.2,0.1,0,0,0,0,8.4,8.37
147,Jason Sanders,MIA,K,16,GB,0,0,0,0,0,0,0,0,0,0,0,0,8.3,8.34
147,Michael Badgley,DET,K,16,CAR,0,0,0,0,0,0,0,0,0,0,0,0,8.3,8.34
147,James Cook,BUF,RB,16,CHI,0,0,0,33.7,0.2,1.9,13.7,0.1,0,0,0,0,8.3,8.34
150,Cole Kmet,CHI,TE,16,BUF,0,0,0,0.2,0,3.2,32.7,0.3,0,0,0,0,8.3,8.29
151,Deon Jackson,IND,RB,16,LAC,0,0,0,33.4,0.2,2,12.1,0.1,0,0,0,0,8.2,8.25
152,Graham Gano,NYG,K,16,MIN,0,0,0,0,0,0,0,0,0,0,0,0,8.2,8.21
152,Chase McLaughlin,IND,K,16,LAC,0,0,0,0,0,0,0,0,0,0,0,0,8.2,8.21
152,Noah Fant,SEA,TE,16,KC,0,0,0,0,0,3.1,33.1,0.3,0,0,0,0,8.2,8.21
155,Cleveland Browns,CLE,DST,16,NO,0,0,0,0,0,0,0,0,2.2,0.8,0.8,0.7,8.2,8.2
155,Los Angeles Chargers,LAC,DST,16,IND,0,0,0,0,0,0,0,0,2.6,0.9,0.9,0.7,8.2,8.2
155,Isaiah McKenzie,BUF,WR,16,CHI,0,0,0,3.6,0.1,2.9,31.4,0.2,0,0,0,0,8.2,8.2
155,Greg Dulcich,DEN,TE,16,LAR,0,0,0,0,0,3.2,38,0.2,0,0,0,0,8.2,8.2
159,Tyler Bass,BUF,K,16,CHI,0,0,0,0,0,0,0,0,0,0,0,0,8.2,8.19
160,Tyler Allgeier,ATL,RB,16,BAL,0,0,0,53.2,0.3,0.7,4.5,0,0,0,0,0,8.2,8.17
161,Brian Robinson Jr.,WAS,RB,16,SF,0,0,0,54.1,0.2,1,6.5,0,0,0,0,0,8.2,8.16
162,Mack Hollins,LV,WR,16,PIT,0,0,0,0.9,0,3,38.5,0.2,0,0,0,0,8.1,8.14
163,Jason Myers,SEA,K,16,KC,0,0,0,0,0,0,0,0,0,0,0,0,8,8.04
163,Jake Elliott,PHI,K,16,DAL,0,0,0,0,0,0,0,0,0,0,0,0,8,8.04
163,Ryan Succop,TB,K,16,ARI,0,0,0,0,0,0,0,0,0,0,0,0,8,8.04
163,Cameron Dicker,LAC,K,16,IND,0,0,0,0,0,0,0,0,0,0,0,0,8,8.04
167,Daniel Carlson,LV,K,16,PIT,0,0,0,0,0,0,0,0,0,0,0,0,8,8.01
168,New York Jets,NYJ,DST,16,JAX,0,0,0,0,0,0,0,0,2.4,0.8,0.7,0.6,8,8
168,Kansas City Chiefs,KC,DST,16,SEA,0,0,0,0,0,0,0,0,2.8,0.8,0.8,0.6,8,8
168,Treylon Burks,TEN,WR,16,HOU,0,0,0,0.7,0,2.9,38.3,0.2,0,0,0,0,8,8
171,Michael Carter,NYJ,RB,16,JAX,0,0,0,27.4,0.2,2,15.1,0.1,0,0,0,0,8,7.95
172,Robbie Gould,SF,K,16,WAS,0,0,0,0,0,0,0,0,0,0,0,0,7.9,7.94
173,Isaiah Hodgins,NYG,WR,16,MIN,0,0,0,0,0,3.1,36,0.2,0,0,0,0,7.9,7.9
174,Chuba Hubbard,CAR,RB,16,DET,0,0,0,34.1,0.2,1.9,14.4,0,0,0,0,0,7.8,7.85
175,Nick Folk,NE,K,16,CIN,0,0,0,0,0,0,0,0,0,0,0,0,7.8,7.84
176,Jeff Wilson Jr.,MIA,RB,16,GB,0,0,0,35.1,0.3,1.2,8.1,0.1,0,0,0,0,7.8,7.82
176,Corey Davis,NYJ,WR,16,JAX,0,0,0,0.1,0,2.6,40.1,0.2,0,0,0,0,7.8,7.82
178,Los Angeles Rams,LAR,DST,16,DEN,0,0,0,0,0,0,0,0,2.8,0.7,0.7,0.6,7.8,7.8
179,Jahan Dotson,WAS,WR,16,SF,0,0,0,0.4,0,2.9,36.2,0.2,0,0,0,0,7.8,7.76
180,Chris Boswell,PIT,K,16,LV,0,0,0,0,0,0,0,0,0,0,0,0,7.7,7.74
180,Eddy Piñeiro,CAR,K,16,DET,0,0,0,0,0,0,0,0,0,0,0,0,7.7,7.74
182,Rashid Shaheed,NO,WR,16,CLE,0,0,0,3.7,0,2.5,36.5,0.2,0,0,0,0,7.7,7.72
183,New Orleans Saints,NO,DST,16,CLE,0,0,0,0,0,0,0,0,2.3,0.7,0.7,0.6,7.7,7.7
183,Elijah Moore,NYJ,WR,16,JAX,0,0,0,2.1,0,2.8,34.9,0.2,0,0,0,0,7.7,7.7
185,Terrace Marshall Jr.,CAR,WR,16,DET,0,0,0,0,0,2.7,37.5,0.2,0,0,0,0,7.6,7.65
186,Dallas Cowboys,DAL,DST,16,PHI,0,0,0,0,0,0,0,0,2.8,0.8,0.9,0.7,7.6,7.6
186,Tyler Higbee,LAR,TE,16,DEN,0,0,0,0,0,3.4,30,0.2,0,0,0,0,7.6,7.6
188,Randy Bullock,TEN,K,16,HOU,0,0,0,0,0,0,0,0,0,0,0,0,7.6,7.59
189,Russell Gage,TB,WR,16,ARI,0,0,0,0,0,3.1,32.7,0.2,0,0,0,0,7.6,7.57
190,Juwan Johnson,NO,TE,16,CLE,0,0,0,0,0,2.8,29.6,0.3,0,0,0,0,7.6,7.56
191,Matt Gay,LAR,K,16,DEN,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.54
191,Kareem Hunt,CLE,RB,16,NO,0,0,0,31.5,0.2,1.6,9.9,0.1,0,0,0,0,7.5,7.54
193,Jacksonville Jaguars,JAX,DST,16,NYJ,0,0,0,0,0,0,0,0,2.5,0.8,0.7,0.6,7.5,7.5
193,Cincinnati Bengals,CIN,DST,16,NE,0,0,0,0,0,0,0,0,2.3,0.9,0.7,0.6,7.5,7.5
195,Samaje Perine,CIN,RB,16,NE,0,0,0,26.5,0.1,2.1,13.6,0.1,0,0,0,0,7.3,7.31
196,Pittsburgh Steelers,PIT,DST,16,LV,0,0,0,0,0,0,0,0,2.2,0.9,0.6,0.5,7.2,7.2
197,Younghoe Koo,ATL,K,16,BAL,0,0,0,0,0,0,0,0,0,0,0,0,7.2,7.19
197,Brandon McManus,DEN,K,16,LAR,0,0,0,0,0,0,0,0,0,0,0,0,7.2,7.19
199,Hunter Renfrow,LV,WR,16,PIT,0,0,0,0.2,0,2.9,30.6,0.2,0,0,0,0,7.2,7.18
200,Minnesota Vikings,MIN,DST,16,NYG,0,0,0,0,0,0,0,0,2.7,0.7,0.8,0.6,7.1,7.1
200,Houston Texans,HOU,DST,16,TEN,0,0,0,0,0,0,0,0,2.3,0.7,0.7,0.6,7.1,7.1
