Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,15,HOU,310.2,2.3,0.7,21.7,0.2,0,0,0,0,0,0,0,27.2,27.18
2,Jalen Hurts,PHI,QB,15,CHI,242.2,1.7,0.6,55.8,0.6,0,0,0,0,0,0,0,25,24.97
3,Justin Jefferson,MIN,WR,15,IND,0,0,0,1.7,0,7.2,101.9,0.6,0,0,0,0,24.2,24.16
4,Josh Allen,BUF,QB,15,MIA,253,1.8,0.8,43.6,0.4,0,0,0,0,0,0,0,23.1,23.08
5,Christian McCaffrey,SF,RB,15,SEA,0,0,0,77.6,0.6,4.9,39.8,0.3,0,0,0,0,21.9,21.94
6,Justin Herbert,LAC,QB,15,TEN,295.2,2,0.8,14.2,0.1,0,0,0,0,0,0,0,20.9,20.93
7,Joe Burrow,CIN,QB,15,TB,271.9,1.9,0.8,16.4,0.2,0,0,0,0,0,0,0,20.4,20.42
8,Davante Adams,LV,WR,15,NE,0,0,0,0.1,0,6.9,93.1,0.7,0,0,0,0,20.3,20.32
9,Austin Ekeler,LAC,RB,15,TEN,0,0,0,50.2,0.5,6,41.6,0.3,0,0,0,0,19.9,19.88
10,Stefon Diggs,BUF,WR,15,MIA,0,0,0,0,0,6.9,86.8,0.7,0,0,0,0,19.8,19.78
11,Justin Fields,CHI,QB,15,PHI,164.4,1.1,0.9,68.7,0.5,0,0,0,0,0,0,0,19.8,19.75
12,Dak Prescott,DAL,QB,15,JAX,268.1,1.9,0.8,13.3,0.1,0,0,0,0,0,0,0,19.4,19.35
13,Travis Kelce,KC,TE,15,HOU,0,0,0,0.2,0,6.2,78.4,0.8,0,0,0,0,18.9,18.86
14,Ja'Marr Chase,CIN,WR,15,TB,0,0,0,2.2,0,6.4,86.2,0.6,0,0,0,0,18.8,18.84
15,Tyreek Hill,MIA,WR,15,BUF,0,0,0,3,0,6.7,88.7,0.5,0,0,0,0,18.8,18.77
16,Derrick Henry,TEN,RB,15,LAC,0,0,0,98.2,0.7,2.2,19.4,0.1,0,0,0,0,18.7,18.66
17,A.J. Brown,PHI,WR,15,CHI,0,0,0,1.4,0,5.8,84.2,0.7,0,0,0,0,18.6,18.56
18,Deshaun Watson,CLE,QB,15,BAL,232.1,1.5,0.8,28,0.2,0,0,0,0,0,0,0,18.3,18.28
19,Josh Jacobs,LV,RB,15,NE,0,0,0,88.5,0.7,2.8,18.8,0.1,0,0,0,0,18.2,18.23
20,Kirk Cousins,MIN,QB,15,IND,262.8,1.8,0.7,5.2,0.1,0,0,0,0,0,0,0,18,18.03
21,CeeDee Lamb,DAL,WR,15,JAX,0,0,0,3.8,0,6.1,82.6,0.5,0,0,0,0,17.7,17.74
22,Trevor Lawrence,JAX,QB,15,DAL,242.7,1.5,0.8,15.8,0.2,0,0,0,0,0,0,0,17.5,17.49
23,Amon-Ra St. Brown,DET,WR,15,NYJ,0,0,0,4.2,0,6.7,74,0.5,0,0,0,0,17.4,17.42
24,Tom Brady,TB,QB,15,CIN,271.7,1.6,0.7,1.7,0.1,0,0,0,0,0,0,0,17.2,17.24
24,Jonathan Taylor,IND,RB,15,MIN,0,0,0,85.1,0.6,2.9,18.3,0.1,0,0,0,0,17.2,17.24
26,Geno Smith,SEA,QB,15,SF,245.8,1.5,0.8,18,0.1,0,0,0,0,0,0,0,17.2,17.23
