Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,3,IND,302.7,2.4,0.6,19.8,0.2,0,0,0,0,0,0,0,27.3,27.29
2,Cooper Kupp,LAR,WR,3,ARI,0,0,0,0.8,0,8.2,104.3,0.8,0,0,0,0,26.4,26.41
3,Josh Allen,BUF,QB,3,MIA,288.7,2.2,0.8,40.3,0.4,0,0,0,0,0,0,0,26,25.98
4,Justin Jefferson,MIN,WR,3,DET,0,0,0,1.1,0,7.1,108.1,0.8,0,0,0,0,25.7,25.72
5,Jalen Hurts,PHI,QB,3,WAS,249.6,1.6,0.7,60.3,0.6,0,0,0,0,0,0,0,25.3,25.31
6,Lamar Jackson,BAL,QB,3,NE,246.6,1.7,0.8,56.2,0.3,0,0,0,0,0,0,0,23.3,23.28
7,Justin Herbert,LAC,QB,3,JAX,275.4,2.1,0.7,17.7,0.2,0,0,0,0,0,0,0,21.7,21.69
8,Kyler Murray,ARI,QB,3,LAR,249.6,1.6,0.7,35.5,0.4,0,0,0,0,0,0,0,21.6,21.63
9,Kirk Cousins,MIN,QB,3,DET,288.2,2.3,0.6,6.6,0.1,0,0,0,0,0,0,0,21.4,21.39
9,Joe Burrow,CIN,QB,3,NYJ,283.8,2.1,0.8,12.4,0.2,0,0,0,0,0,0,0,21.4,21.39
11,Davante Adams,LV,WR,3,TEN,0,0,0,0,0,7,89.9,0.7,0,0,0,0,20.1,20.09
12,Stefon Diggs,BUF,WR,3,MIA,0,0,0,0,0,7.1,87.7,0.7,0,0,0,0,20,19.97
13,Russell Wilson,DEN,QB,3,SF,255.7,1.9,0.7,15.9,0.2,0,0,0,0,0,0,0,19.9,19.92
14,Christian McCaffrey,CAR,RB,3,NO,0,0,0,71.5,0.5,4.9,37.6,0.2,0,0,0,0,19.9,19.91
15,Dalvin Cook,MIN,RB,3,DET,0,0,0,83.7,0.7,3.6,23.8,0.2,0,0,0,0,19.6,19.65
16,Matthew Stafford,LAR,QB,3,ARI,280.9,2.1,0.8,4.2,0,0,0,0,0,0,0,0,19.3,19.26
17,Jonathan Taylor,IND,RB,3,KC,0,0,0,97.8,0.8,2.4,18.3,0.1,0,0,0,0,19.2,19.21
18,Saquon Barkley,NYG,RB,3,DAL,0,0,0,78.2,0.6,4,26.7,0.2,0,0,0,0,19.2,19.19
19,Tua Tagovailoa,MIA,QB,3,BUF,267.2,1.8,0.8,11.8,0.1,0,0,0,0,0,0,0,18.9,18.87
20,Derek Carr,LV,QB,3,TEN,274.5,1.9,0.8,4.6,0.1,0,0,0,0,0,0,0,18.8,18.84
21,Marcus Mariota,ATL,QB,3,SEA,232.7,1.3,0.9,33.4,0.3,0,0,0,0,0,0,0,18.8,18.75
22,Tom Brady,TB,QB,3,GB,269.9,1.9,0.7,2.3,0.1,0,0,0,0,0,0,0,18.5,18.53
23,Ja'Marr Chase,CIN,WR,3,NYJ,0,0,0,3,0,5.8,88,0.6,0,0,0,0,18.4,18.4
24,Justin Fields,CHI,QB,3,HOU,211.8,1.2,0.8,38.5,0.3,0,0,0,0,0,0,0,18,18.02
25,Travis Kelce,KC,TE,3,IND,0,0,0,0,0,6.4,80.1,0.6,0,0,0,0,18,18.01
26,Joe Mixon,CIN,RB,3,NYJ,0,0,0,81.6,0.6,3.3,24.1,0.1,0,0,0,0,18,17.97
27,Carson Wentz,WAS,QB,3,PHI,253.9,1.7,0.9,12.4,0.1,0,0,0,0,0,0,0,17.9,17.9
27,Austin Ekeler,LAC,RB,3,JAX,0,0,0,56.5,0.5,4.3,32.5,0.3,0,0,0,0,17.9,17.9
29,Leonard Fournette,TB,RB,3,GB,0,0,0,75.2,0.5,3.8,22.8,0.2,0,0,0,0,17.7,17.7
30,Tyreek Hill,MIA,WR,3,BUF,0,0,0,4.4,0,6.3,80,0.5,0,0,0,0,17.6,17.64
31,Jameis Winston,NO,QB,3,CAR,266.3,1.8,0.9,6.3,0,0,0,0,0,0,0,0,17.6,17.58
32,Derrick Henry,TEN,RB,3,LV,0,0,0,98.9,0.8,1.4,8.9,0.1,0,0,0,0,17.4,17.38
