Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,13,CIN,317.5,2.3,0.7,22.6,0.1,0,0,0,0,0,0,0,27,26.96
2,Josh Jacobs,LV,RB,13,LAC,0,0,0,100.7,0.8,3.4,24.4,0.1,0,0,0,0,24.1,24.11
3,Josh Allen,BUF,QB,13,NE,269.7,1.8,1,44.4,0.4,0,0,0,0,0,0,0,23.6,23.63
4,Jalen Hurts,PHI,QB,13,TEN,236.3,1.5,0.6,49.7,0.5,0,0,0,0,0,0,0,22.7,22.72
5,Joe Burrow,CIN,QB,13,KC,288.9,2.1,0.8,15,0.2,0,0,0,0,0,0,0,21.8,21.76
6,Austin Ekeler,LAC,RB,13,LV,0,0,0,54,0.5,6.4,43.2,0.4,0,0,0,0,21.4,21.42
7,Lamar Jackson,BAL,QB,13,DEN,203.7,1.5,0.8,61.7,0.3,0,0,0,0,0,0,0,21.2,21.22
8,Davante Adams,LV,WR,13,LAC,0,0,0,0.2,0,7.1,92.4,0.8,0,0,0,0,21.1,21.06
9,Justin Herbert,LAC,QB,13,LV,288.8,2,0.7,14.4,0.1,0,0,0,0,0,0,0,20.8,20.79
10,Deshaun Watson,CLE,QB,13,HOU,242.4,1.6,0.7,31.7,0.3,0,0,0,0,0,0,0,20.2,20.17
11,Tyreek Hill,MIA,WR,13,SF,0,0,0,3.3,0,7.1,96.2,0.5,0,0,0,0,20,19.95
12,Justin Jefferson,MIN,WR,13,NYJ,0,0,0,1.5,0,6.8,93.5,0.6,0,0,0,0,19.9,19.9
13,Trevor Lawrence,JAX,QB,13,DET,266.7,1.8,0.8,17.8,0.2,0,0,0,0,0,0,0,19.8,19.85
14,Travis Kelce,KC,TE,13,CIN,0,0,0,0.1,0,6.7,83.2,0.8,0,0,0,0,19.8,19.83
15,Justin Fields,CHI,QB,13,GB,165.8,1.1,0.8,65.5,0.5,0,0,0,0,0,0,0,19.6,19.58
16,Stefon Diggs,BUF,WR,13,NE,0,0,0,0,0,7,90.1,0.6,0,0,0,0,19.5,19.51
17,Christian McCaffrey,SF,RB,13,MIA,0,0,0,60.3,0.5,5,37.7,0.2,0,0,0,0,18.9,18.9
18,Rhamondre Stevenson,NE,RB,13,BUF,0,0,0,71.6,0.5,4.8,31.6,0.1,0,0,0,0,18.6,18.62
19,CeeDee Lamb,DAL,WR,13,IND,0,0,0,3.9,0,6.2,83.4,0.6,0,0,0,0,18.5,18.53
20,Geno Smith,SEA,QB,13,LAR,250.2,1.7,0.7,19.3,0.1,0,0,0,0,0,0,0,18.4,18.44
21,Dak Prescott,DAL,QB,13,IND,246,1.8,0.7,13.9,0.1,0,0,0,0,0,0,0,18.2,18.23
22,Tua Tagovailoa,MIA,QB,13,SF,271.9,1.6,0.7,7.9,0.1,0,0,0,0,0,0,0,17.9,17.87
23,Tom Brady,TB,QB,13,NO,264.2,1.8,0.6,1.6,0.1,0,0,0,0,0,0,0,17.8,17.83
24,Derrick Henry,TEN,RB,13,PHI,0,0,0,94.1,0.7,2,16.8,0.1,0,0,0,0,17.8,17.79
25,Jimmy Garoppolo,SF,QB,13,MIA,258.2,1.8,0.8,5.1,0.1,0,0,0,0,0,0,0,17.7,17.74
26,Nick Chubb,CLE,RB,13,HOU,0,0,0,95.1,0.8,1.6,12.2,0.1,0,0,0,0,17.6,17.63
