Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Cooper Kupp,LAR,WR,5,DAL,0,0,0,1.9,0,8.7,102.7,0.8,0,0,0,0,26.9,26.86
2,Josh Allen,BUF,QB,5,PIT,286.2,2.3,0.8,42,0.4,0,0,0,0,0,0,0,26.4,26.35
3,Lamar Jackson,BAL,QB,5,CIN,238.7,1.9,0.9,60,0.4,0,0,0,0,0,0,0,24.6,24.55
4,Jalen Hurts,PHI,QB,5,ARI,251.7,1.6,0.7,50.8,0.6,0,0,0,0,0,0,0,24.4,24.35
5,Patrick Mahomes,KC,QB,5,LV,299.8,2.4,0.6,20.3,0.2,0,0,0,0,0,0,0,24.1,24.12
6,Joe Burrow,CIN,QB,5,BAL,290.2,2,0.9,14.1,0.2,0,0,0,0,0,0,0,21.2,21.22
7,Stefon Diggs,BUF,WR,5,PIT,0,0,0,0.1,0,7.3,93.6,0.7,0,0,0,0,20.9,20.87
8,Justin Jefferson,MIN,WR,5,CHI,0,0,0,1.3,0,6.7,95.7,0.7,0,0,0,0,20.6,20.6
9,Tom Brady,TB,QB,5,ATL,293.1,2.1,0.7,2.1,0.1,0,0,0,0,0,0,0,20.1,20.13
10,Justin Herbert,LAC,QB,5,CLE,281.9,2,0.8,10.3,0.1,0,0,0,0,0,0,0,20,20.01
11,Kyler Murray,ARI,QB,5,PHI,246.2,1.5,0.8,29.9,0.3,0,0,0,0,0,0,0,19.7,19.74
12,Saquon Barkley,NYG,RB,5,GB,0,0,0,90,0.5,4.1,28.2,0.1,0,0,0,0,19.4,19.42
13,Christian McCaffrey,CAR,RB,5,SF,0,0,0,67,0.5,4.9,36.8,0.2,0,0,0,0,19.4,19.38
14,Davante Adams,LV,WR,5,KC,0,0,0,0.3,0,6.9,87.5,0.6,0,0,0,0,19.2,19.18
15,Travis Kelce,KC,TE,5,LV,0,0,0,0.4,0,6.7,81.8,0.7,0,0,0,0,19.1,19.12
16,Austin Ekeler,LAC,RB,5,CLE,0,0,0,51.7,0.5,5.2,39.9,0.3,0,0,0,0,19.1,19.06
17,Tyreek Hill,MIA,WR,5,NYJ,0,0,0,4.2,0,6.6,86.9,0.5,0,0,0,0,18.6,18.61
18,Derek Carr,LV,QB,5,KC,270.1,1.8,0.7,7.7,0.1,0,0,0,0,0,0,0,18.6,18.57
19,Ja'Marr Chase,CIN,WR,5,BAL,0,0,0,2.6,0,5.8,85.9,0.6,0,0,0,0,18.2,18.25
20,Derrick Henry,TEN,RB,5,WAS,0,0,0,95.1,0.7,2.1,18,0.1,0,0,0,0,18.1,18.11
21,Aaron Rodgers,GB,QB,5,NYG,244.2,1.9,0.4,6.1,0.1,0,0,0,0,0,0,0,18.1,18.08
22,Russell Wilson,DEN,QB,5,IND,240.3,1.6,0.6,15.4,0.2,0,0,0,0,0,0,0,18,18.05
23,Trevor Lawrence,JAX,QB,5,HOU,251.8,1.7,0.8,14.5,0.1,0,0,0,0,0,0,0,18,18.02
24,Deebo Samuel,SF,WR,5,CAR,0,0,0,27.7,0.3,4.7,69.2,0.3,0,0,0,0,17.9,17.89
25,Kirk Cousins,MIN,QB,5,CHI,259.5,1.9,0.7,5.4,0,0,0,0,0,0,0,0,17.7,17.72
26,Mark Andrews,BAL,TE,5,CIN,0,0,0,0.1,0,6.3,77.2,0.6,0,0,0,0,17.6,17.63
27,Nick Chubb,CLE,RB,5,LAC,0,0,0,96.3,0.8,1.6,10.7,0.1,0,0,0,0,17.6,17.6
28,Jared Goff,DET,QB,5,NE,251,1.8,0.8,6.2,0.1,0,0,0,0,0,0,0,17.6,17.56
29,Mike Evans,TB,WR,5,ATL,0,0,0,0.2,0,5.4,78.2,0.7,0,0,0,0,17.4,17.44
30,Carson Wentz,WAS,QB,5,TEN,248.7,1.6,0.9,13.6,0.1,0,0,0,0,0,0,0,17.3,17.31
31,Matthew Stafford,LAR,QB,5,DAL,262.3,1.8,1,4.2,0,0,0,0,0,0,0,0,17,17.01
32,Teddy Bridgewater,MIA,QB,5,NYJ,251.1,1.6,0.8,8.5,0.1,0,0,0,0,0,0,0,17,16.99
33,Geno Smith,SEA,QB,5,NO,233,1.4,0.7,16.5,0.2,0,0,0,0,0,0,0,17,16.97
34,Ryan Tannehill,TEN,QB,5,WAS,227.5,1.5,0.7,13.7,0.2,0,0,0,0,0,0,0,16.9,16.87
35,A.J. Brown,PHI,WR,5,ARI,0,0,0,0.8,0,5.6,81.5,0.5,0,0,0,0,16.8,16.83
36,Dalvin Cook,MIN,RB,5,CHI,0,0,0,83.3,0.6,2.6,18.3,0.1,0,0,0,0,16.8,16.76
37,Leonard Fournette,TB,RB,5,ATL,0,0,0,65,0.6,3.7,24.5,0.1,0,0,0,0,16.8,16.75
38,Tee Higgins,CIN,WR,5,BAL,0,0,0,0,0,5.5,79.5,0.5,0,0,0,0,16.4,16.45
39,Jaylen Waddle,MIA,WR,5,NYJ,0,0,0,3.7,0,5.5,73.6,0.5,0,0,0,0,16.2,16.23
40,Joe Mixon,CIN,RB,5,BAL,0,0,0,68.8,0.5,3.3,24.6,0.1,0,0,0,0,16.1,16.14
40,Alvin Kamara,NO,RB,5,SEA,0,0,0,59.7,0.5,3.4,26.7,0.2,0,0,0,0,16.1,16.14
42,Chris Godwin,TB,WR,5,ATL,0,0,0,0.2,0,6.1,69.5,0.5,0,0,0,0,16.1,16.07
43,Zach Wilson,NYJ,QB,5,MIA,232.4,1.3,1,14.6,0.2,0,0,0,0,0,0,0,16.1,16.06
44,Christian Kirk,JAX,WR,5,HOU,0,0,0,1.4,0,5.4,75,0.5,0,0,0,0,16,16.04
45,Aaron Jones,GB,RB,5,NYG,0,0,0,67,0.4,3.3,25.1,0.2,0,0,0,0,16,16.01
46,Andy Dalton,NO,QB,5,SEA,231.4,1.5,0.7,8.3,0.1,0,0,0,0,0,0,0,15.9,15.89
46,Josh Jacobs,LV,RB,5,KC,0,0,0,68.8,0.6,2.9,20.1,0.1,0,0,0,0,15.9,15.89
48,Courtland Sutton,DEN,WR,5,IND,0,0,0,0.3,0,5.4,73.1,0.5,0,0,0,0,15.7,15.74
49,Amon-Ra St. Brown,DET,WR,5,NE,0,0,0,2.6,0,6,64.6,0.5,0,0,0,0,15.7,15.72
50,Jacoby Brissett,CLE,QB,5,LAC,214.2,1.3,0.7,14.9,0.2,0,0,0,0,0,0,0,15.7,15.66
51,Mike Williams,LAC,WR,5,CLE,0,0,0,0.3,0,5.2,73.5,0.5,0,0,0,0,15.6,15.58
52,Marcus Mariota,ATL,QB,5,TB,207.1,1.1,0.9,26.5,0.2,0,0,0,0,0,0,0,15.5,15.53
53,CeeDee Lamb,DAL,WR,5,LAR,0,0,0,1.9,0,5.6,72.3,0.4,0,0,0,0,15.3,15.32
54,Jimmy Garoppolo,SF,QB,5,CAR,236,1.4,0.8,5.6,0.1,0,0,0,0,0,0,0,15.3,15.3
55,Marquise Brown,ARI,WR,5,PHI,0,0,0,0.5,0,5.7,70.1,0.4,0,0,0,0,15.2,15.16
56,Cooper Rush,DAL,QB,5,LAR,222.9,1.4,0.7,6.8,0.1,0,0,0,0,0,0,0,15,15
57,Chris Olave,NO,WR,5,SEA,0,0,0,0,0,5.2,72.9,0.4,0,0,0,0,14.9,14.89
58,Justin Fields,CHI,QB,5,MIN,165.8,0.9,0.9,38.2,0.3,0,0,0,0,0,0,0,14.8,14.85
59,Jamaal Williams,DET,RB,5,NE,0,0,0,72.2,0.6,2,13.8,0.1,0,0,0,0,14.7,14.7
60,Kenny Pickett,PIT,QB,5,BUF,208,1.2,1.1,13.9,0.2,0,0,0,0,0,0,0,14.5,14.51
61,James Robinson,JAX,RB,5,HOU,0,0,0,70.6,0.7,1.6,11.4,0.1,0,0,0,0,14.5,14.5
62,Michael Pittman Jr.,IND,WR,5,DEN,0,0,0,0.9,0,5.4,66,0.4,0,0,0,0,14.5,14.49
63,Miles Sanders,PHI,RB,5,ARI,0,0,0,76.6,0.5,2,12.6,0.1,0,0,0,0,14.4,14.42
64,Dameon Pierce,HOU,RB,5,JAX,0,0,0,67.2,0.5,2.5,15.7,0.1,0,0,0,0,14.3,14.29
65,Matt Ryan,IND,QB,5,DEN,238.6,1.3,0.8,5.3,0,0,0,0,0,0,0,0,14.3,14.27
66,Daniel Jones,NYG,QB,5,GB,183.4,0.9,0.8,30.2,0.2,0,0,0,0,0,0,0,14.3,14.26
67,Brandin Cooks,HOU,WR,5,JAX,0,0,0,1.1,0,5.3,62.5,0.4,0,0,0,0,14.1,14.06
68,DK Metcalf,SEA,WR,5,NO,0,0,0,0.3,0,5,65.7,0.4,0,0,0,0,14,14
69,Davis Mills,HOU,QB,5,JAX,230.9,1.3,1,5.5,0,0,0,0,0,0,0,0,13.9,13.89
