Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,12,LAR,306.8,2.3,0.7,21.9,0.2,0,0,0,0,0,0,0,27.1,27.06
2,Josh Allen,BUF,QB,12,DET,297.3,2.2,0.8,44.2,0.4,0,0,0,0,0,0,0,26.5,26.51
3,Stefon Diggs,BUF,WR,12,DET,0,0,0,0,0,7.7,101.3,0.8,0,0,0,0,25.6,25.63
4,Tyreek Hill,MIA,WR,12,HOU,0,0,0,4.1,0,7.4,100.3,0.6,0,0,0,0,24.3,24.34
5,Jalen Hurts,PHI,QB,12,GB,230.2,1.6,0.6,45.7,0.5,0,0,0,0,0,0,0,22.5,22.48
6,Lamar Jackson,BAL,QB,12,JAX,216,1.5,0.8,57.7,0.3,0,0,0,0,0,0,0,21.3,21.31
7,Austin Ekeler,LAC,RB,12,ARI,0,0,0,59.5,0.6,5.8,39.8,0.3,0,0,0,0,21,21.03
8,Davante Adams,LV,WR,12,SEA,0,0,0,0.3,0,7.1,94.2,0.7,0,0,0,0,20.6,20.65
9,Justin Jefferson,MIN,WR,12,NE,0,0,0,1.7,0,6.7,98.4,0.6,0,0,0,0,20.2,20.21
10,Tua Tagovailoa,MIA,QB,12,HOU,281.9,2,0.6,7.7,0.1,0,0,0,0,0,0,0,20,19.95
10,Kyler Murray,ARI,QB,12,LAC,248.3,1.6,0.8,33.2,0.2,0,0,0,0,0,0,0,20,19.95
12,Joe Burrow,CIN,QB,12,TEN,278.6,1.8,0.8,12,0.2,0,0,0,0,0,0,0,19.8,19.84
13,Justin Herbert,LAC,QB,12,ARI,279.5,1.9,0.8,13.2,0.1,0,0,0,0,0,0,0,19.8,19.8
14,Travis Kelce,KC,TE,12,LAR,0,0,0,0.2,0,6.8,84.3,0.7,0,0,0,0,19.4,19.45
15,Christian McCaffrey,SF,RB,12,NO,0,0,0,60.6,0.6,4.8,37.2,0.2,0,0,0,0,19.3,19.28
16,Geno Smith,SEA,QB,12,LV,256.1,1.8,0.6,19.1,0.1,0,0,0,0,0,0,0,19.2,19.25
17,Dak Prescott,DAL,QB,12,NYG,250.3,1.9,0.6,15.4,0.1,0,0,0,0,0,0,0,19,19.05
18,DeAndre Hopkins,ARI,WR,12,LAC,0,0,0,0,0,7.4,82.3,0.5,0,0,0,0,18.5,18.53
19,CeeDee Lamb,DAL,WR,12,NYG,0,0,0,3.6,0,6.2,83.6,0.6,0,0,0,0,18.5,18.52
20,Derrick Henry,TEN,RB,12,CIN,0,0,0,99.9,0.8,1.8,14.2,0.1,0,0,0,0,18.5,18.51
21,Tom Brady,TB,QB,12,CLE,277,1.8,0.6,1.8,0.1,0,0,0,0,0,0,0,18.4,18.36
22,Saquon Barkley,NYG,RB,12,DAL,0,0,0,83.8,0.6,3.1,20.3,0.1,0,0,0,0,17.6,17.61
23,Kenneth Walker III,SEA,RB,12,LV,0,0,0,82.2,0.8,2.4,16.1,0.1,0,0,0,0,17.5,17.53
24,Jimmy Garoppolo,SF,QB,12,NO,245.2,1.8,0.7,4.7,0.1,0,0,0,0,0,0,0,17.3,17.28
25,Jonathan Taylor,IND,RB,12,PIT,0,0,0,88,0.6,2.7,17.6,0.1,0,0,0,0,17.3,17.26
26,Trevor Lawrence,JAX,QB,12,BAL,244.3,1.4,0.8,16.5,0.2,0,0,0,0,0,0,0,17.2,17.22
27,Josh Jacobs,LV,RB,12,SEA,0,0,0,80.5,0.6,3,19.9,0.1,0,0,0,0,17.1,17.14
28,Tee Higgins,CIN,WR,12,TEN,0,0,0,0,0,5.8,80.9,0.5,0,0,0,0,16.9,16.89
29,Mark Andrews,BAL,TE,12,JAX,0,0,0,0.4,0,5.9,72.2,0.6,0,0,0,0,16.8,16.76
30,A.J. Brown,PHI,WR,12,GB,0,0,0,1.2,0,5.2,76.9,0.6,0,0,0,0,16.6,16.61
31,Daniel Jones,NYG,QB,12,DAL,195.7,1,0.8,39.6,0.3,0,0,0,0,0,0,0,16.6,16.59
32,Kirk Cousins,MIN,QB,12,NE,249.5,1.6,0.8,5.6,0.1,0,0,0,0,0,0,0,16.5,16.54
33,Jaylen Waddle,MIA,WR,12,HOU,0,0,0,1.7,0,5.6,76.9,0.5,0,0,0,0,16.4,16.36
34,Taylor Heinicke,WAS,QB,12,ATL,235.9,1.4,0.8,15.1,0.1,0,0,0,0,0,0,0,16.2,16.25
35,Russell Wilson,DEN,QB,12,CAR,234.7,1.3,0.7,15.8,0.1,0,0,0,0,0,0,0,16,15.97
