Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,18,LV,316.4,2.4,0.7,19.6,0.2,0,0,0,0,0,0,0,27.6,27.62
2,Jalen Hurts,PHI,QB,18,NYG,240.6,1.6,0.6,47,0.6,0,0,0,0,0,0,0,23.6,23.62
3,Josh Allen,BUF,QB,18,NE,256.1,1.9,0.9,42.7,0.4,0,0,0,0,0,0,0,23.4,23.41
4,Joe Burrow,CIN,QB,18,BAL,280.9,2,0.8,14.3,0.2,0,0,0,0,0,0,0,21,20.97
5,Christian McCaffrey,SF,RB,18,ARI,0,0,0,74,0.7,4.3,30.4,0.2,0,0,0,0,20,20.04
6,Trevor Lawrence,JAX,QB,18,TEN,272,1.7,0.7,19.2,0.2,0,0,0,0,0,0,0,19.9,19.9
7,Ja'Marr Chase,CIN,WR,18,BAL,0,0,0,1.9,0,6.6,87.5,0.6,0,0,0,0,19.1,19.14
8,Travis Kelce,KC,TE,18,LV,0,0,0,0.1,0,6.6,80.7,0.7,0,0,0,0,18.9,18.88
9,Derrick Henry,TEN,RB,18,JAX,0,0,0,95.2,0.8,2.2,17.1,0.1,0,0,0,0,18.7,18.73
10,Dak Prescott,DAL,QB,18,WAS,244.3,1.9,0.8,15,0.1,0,0,0,0,0,0,0,18.6,18.57
11,Geno Smith,SEA,QB,18,LAR,246.6,1.8,0.8,16.6,0.1,0,0,0,0,0,0,0,18.4,18.42
12,Davante Adams,LV,WR,18,KC,0,0,0,0.1,0,6.1,80.9,0.7,0,0,0,0,18.3,18.3
13,CeeDee Lamb,DAL,WR,18,WAS,0,0,0,3.3,0,6.1,80.3,0.6,0,0,0,0,18.1,18.06
14,Aaron Rodgers,GB,QB,18,DET,247.6,1.9,0.6,6.1,0.1,0,0,0,0,0,0,0,18,18.01
15,Stefon Diggs,BUF,WR,18,NE,0,0,0,0,0,6.2,80.3,0.6,0,0,0,0,17.8,17.83
16,A.J. Brown,PHI,WR,18,NYG,0,0,0,1.4,0,5.4,85.1,0.6,0,0,0,0,17.6,17.65
17,Jared Goff,DET,QB,18,GB,255.6,1.6,0.7,5.1,0.1,0,0,0,0,0,0,0,16.8,16.83
17,Austin Ekeler,LAC,RB,18,DEN,0,0,0,49.9,0.6,4.5,26.4,0.2,0,0,0,0,16.8,16.83
19,Brock Purdy,SF,QB,18,ARI,222.1,1.8,0.7,6.8,0.1,0,0,0,0,0,0,0,16.6,16.56
20,Amon-Ra St. Brown,DET,WR,18,GB,0,0,0,4.1,0,6.5,73.3,0.4,0,0,0,0,16.5,16.54
21,Tyreek Hill,MIA,WR,18,NYJ,0,0,0,2.9,0,6.1,77.4,0.4,0,0,0,0,16.4,16.43
22,Justin Jefferson,MIN,WR,18,CHI,0,0,0,1.2,0,5.6,76.5,0.5,0,0,0,0,16.4,16.37
23,Russell Wilson,DEN,QB,18,LAC,226,1.2,0.8,21.1,0.2,0,0,0,0,0,0,0,16.2,16.25
24,Deshaun Watson,CLE,QB,18,PIT,204.3,1.2,0.7,27.9,0.2,0,0,0,0,0,0,0,16.2,16.16
25,Tee Higgins,CIN,WR,18,BAL,0,0,0,0,0,5.5,75.2,0.5,0,0,0,0,16,16.02
26,Justin Herbert,LAC,QB,18,DEN,226.1,1.5,0.7,11.4,0.1,0,0,0,0,0,0,0,16,15.98
27,Kirk Cousins,MIN,QB,18,CHI,230.6,1.6,0.6,5.2,0.1,0,0,0,0,0,0,0,15.9,15.94
28,Jarrett Stidham,LV,QB,18,KC,226.2,1.4,1,13.8,0.1,0,0,0,0,0,0,0,15.5,15.53
29,Joe Mixon,CIN,RB,18,BAL,0,0,0,58.7,0.5,3.6,22.7,0.1,0,0,0,0,15.2,15.24
30,Aaron Jones,GB,RB,18,DET,0,0,0,60.8,0.4,3.4,20.9,0.2,0,0,0,0,15.1,15.07
31,Alvin Kamara,NO,RB,18,CAR,0,0,0,65.7,0.4,3.3,21.8,0.1,0,0,0,0,15,14.95
32,Kenny Pickett,PIT,QB,18,CLE,207.9,1.1,0.8,18.6,0.2,0,0,0,0,0,0,0,14.9,14.88
33,DK Metcalf,SEA,WR,18,LAR,0,0,0,0.6,0,5.3,70.1,0.4,0,0,0,0,14.8,14.77
34,DeVonta Smith,PHI,WR,18,NYG,0,0,0,0.2,0,5.3,70.1,0.4,0,0,0,0,14.7,14.73
35,Travis Etienne Jr.,JAX,RB,18,TEN,0,0,0,65.5,0.5,2.6,18.5,0.1,0,0,0,0,14.4,14.4
36,Najee Harris,PIT,RB,18,CLE,0,0,0,71.1,0.5,2.4,12.8,0.1,0,0,0,0,14.3,14.29
37,Andy Dalton,NO,QB,18,CAR,208.6,1.4,0.7,5,0.1,0,0,0,0,0,0,0,14.2,14.24
38,Kenneth Walker III,SEA,RB,18,LAR,0,0,0,77.5,0.6,1.8,10.8,0,0,0,0,0,14.1,14.13
39,Jerick McKinnon,KC,RB,18,LV,0,0,0,27.2,0.2,4.4,33.3,0.4,0,0,0,0,14,14.05
40,Sam Darnold,CAR,QB,18,NO,195.3,1.1,0.7,14.9,0.2,0,0,0,0,0,0,0,14,14
40,Sam Ehlinger,IND,QB,18,HOU,198.8,1.1,0.9,20.5,0.1,0,0,0,0,0,0,0,14,14
42,Josh Jacobs,LV,RB,18,KC,0,0,0,66.4,0.5,2.4,14,0.1,0,0,0,0,13.9,13.94
43,Keenan Allen,LAC,WR,18,DEN,0,0,0,0.2,0,5.5,60.1,0.4,0,0,0,0,13.9,13.93
44,Cam Akers,LAR,RB,18,SEA,0,0,0,74.8,0.5,1.8,12.4,0.1,0,0,0,0,13.9,13.92
44,Garrett Wilson,NYJ,WR,18,MIA,0,0,0,0.5,0,5.1,63.7,0.4,0,0,0,0,13.9,13.92
46,Desmond Ridder,ATL,QB,18,TB,175.6,1.1,0.7,21.3,0.2,0,0,0,0,0,0,0,13.8,13.85
47,Baker Mayfield,LAR,QB,18,SEA,213.1,1.2,0.9,8.2,0.1,0,0,0,0,0,0,0,13.6,13.64
