Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Josh Allen,BUF,QB,8,GB,287.7,2.2,0.8,39.7,0.4,0,0,0,0,0,0,0,25.8,25.78
2,Justin Jefferson,MIN,WR,8,ARI,0,0,0,1.3,0,7.1,103.2,0.6,0,0,0,0,24,24.05
3,Jalen Hurts,PHI,QB,8,PIT,241.9,1.5,0.8,50.7,0.6,0,0,0,0,0,0,0,23.4,23.45
4,Derrick Henry,TEN,RB,8,HOU,0,0,0,107.3,0.8,2.1,16.9,0.1,0,0,0,0,22.7,22.72
5,Tom Brady,TB,QB,8,BAL,306,1.7,0.6,1.8,0.1,0,0,0,0,0,0,0,22.1,22.12
6,Cooper Kupp,LAR,WR,8,SF,0,0,0,3.8,0,8,93.7,0.7,0,0,0,0,21.8,21.85
7,Lamar Jackson,BAL,QB,8,TB,213.2,1.5,0.8,61.4,0.3,0,0,0,0,0,0,0,21.6,21.57
8,Kyler Murray,ARI,QB,8,MIN,261.9,1.5,0.8,35.6,0.3,0,0,0,0,0,0,0,20.9,20.94
9,Tyreek Hill,MIA,WR,8,DET,0,0,0,3.4,0,7.3,96.3,0.6,0,0,0,0,20.8,20.77
10,Stefon Diggs,BUF,WR,8,GB,0,0,0,0,0,7.2,90.4,0.7,0,0,0,0,20.3,20.34
11,Joe Burrow,CIN,QB,8,CLE,269.1,1.9,0.8,13.7,0.2,0,0,0,0,0,0,0,20,20.03
12,DeAndre Hopkins,ARI,WR,8,MIN,0,0,0,0,0,7.2,90.5,0.6,0,0,0,0,19.8,19.75
13,Saquon Barkley,NYG,RB,8,SEA,0,0,0,89.8,0.6,3.8,26.9,0.1,0,0,0,0,19.6,19.57
14,Tua Tagovailoa,MIA,QB,8,DET,280.9,1.9,0.7,8.3,0.1,0,0,0,0,0,0,0,19.5,19.47
15,Davante Adams,LV,WR,8,NO,0,0,0,0.3,0,6.6,85.7,0.7,0,0,0,0,19.3,19.3
16,Kirk Cousins,MIN,QB,8,ARI,274.1,1.9,0.7,4.9,0.1,0,0,0,0,0,0,0,18.8,18.85
17,Dak Prescott,DAL,QB,8,CHI,249.6,1.9,0.7,11.5,0.1,0,0,0,0,0,0,0,18.5,18.53
18,Christian McCaffrey,SF,RB,8,LAR,0,0,0,68.7,0.5,4,33.7,0.2,0,0,0,0,18.3,18.34
19,Josh Jacobs,LV,RB,8,NO,0,0,0,86.7,0.7,3,19,0.1,0,0,0,0,18.3,18.27
20,Derek Carr,LV,QB,8,NO,258.3,1.8,0.8,8.7,0.1,0,0,0,0,0,0,0,18.1,18.1
21,Alvin Kamara,NO,RB,8,LV,0,0,0,66.6,0.4,4.4,33.8,0.2,0,0,0,0,17.9,17.94
22,Geno Smith,SEA,QB,8,NYG,241.6,1.5,0.7,18.4,0.2,0,0,0,0,0,0,0,17.9,17.9
23,Daniel Jones,NYG,QB,8,SEA,206.7,1.2,0.7,39.2,0.3,0,0,0,0,0,0,0,17.9,17.89
24,Joe Mixon,CIN,RB,8,CLE,0,0,0,71,0.6,3.6,24.3,0.2,0,0,0,0,17.8,17.83
25,Jared Goff,DET,QB,8,MIA,254.2,1.7,0.8,6,0.1,0,0,0,0,0,0,0,17.3,17.27
26,Tee Higgins,CIN,WR,8,CLE,0,0,0,0.1,0,5.9,81.6,0.5,0,0,0,0,17.1,17.07
27,Mike Evans,TB,WR,8,BAL,0,0,0,0.2,0,5.5,76.1,0.6,0,0,0,0,16.7,16.73
28,Matthew Stafford,LAR,QB,8,SF,262.4,1.7,0.9,3.2,0,0,0,0,0,0,0,0,16.6,16.62
29,Jonathan Taylor,IND,RB,8,WAS,0,0,0,84.6,0.6,2.4,16.1,0.1,0,0,0,0,16.6,16.57
