Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Jonathan Taylor,IND,RB,1,HOU,0,0,0,104.6,0.9,2.7,19.6,0.1,0,0,0,0,24,24.02
2,Josh Allen,BUF,QB,1,LAR,274.2,2,0.9,37.3,0.4,0,0,0,0,0,0,0,23.9,23.9
3,Lamar Jackson,BAL,QB,1,NYJ,241,1.6,0.8,61.3,0.4,0,0,0,0,0,0,0,23.6,23.57
4,Patrick Mahomes,KC,QB,1,ARI,297.2,2.3,0.7,21.5,0.2,0,0,0,0,0,0,0,23.5,23.54
5,Jalen Hurts,PHI,QB,1,DET,246.4,1.6,0.7,45.7,0.5,0,0,0,0,0,0,0,22.9,22.93
6,Justin Herbert,LAC,QB,1,LV,290.8,2.2,0.7,18.9,0.2,0,0,0,0,0,0,0,22.7,22.72
7,Derrick Henry,TEN,RB,1,NYG,0,0,0,102.7,0.8,1.7,12.9,0.1,0,0,0,0,21.6,21.56
8,Cooper Kupp,LAR,WR,1,BUF,0,0,0,1.4,0,7.5,97.6,0.7,0,0,0,0,21.5,21.5
9,Kyler Murray,ARI,QB,1,KC,264.5,1.6,0.8,35,0.3,0,0,0,0,0,0,0,21.3,21.28
10,Christian McCaffrey,CAR,RB,1,CLE,0,0,0,70.9,0.5,5.4,39.4,0.3,0,0,0,0,21.1,21.13
11,Austin Ekeler,LAC,RB,1,LV,0,0,0,62.3,0.6,4.5,34.6,0.4,0,0,0,0,20.1,20.09
12,Tom Brady,TB,QB,1,DAL,293.1,2.1,0.7,2.6,0.1,0,0,0,0,0,0,0,20.1,20.08
13,Dak Prescott,DAL,QB,1,TB,270.7,1.9,0.7,13.4,0.2,0,0,0,0,0,0,0,20,19.97
14,Joe Burrow,CIN,QB,1,PIT,275.1,2,0.7,11.7,0.1,0,0,0,0,0,0,0,19.9,19.87
15,Russell Wilson,DEN,QB,1,SEA,261.3,1.9,0.6,17.7,0.1,0,0,0,0,0,0,0,19.6,19.62
16,Justin Jefferson,MIN,WR,1,GB,0,0,0,1.1,0,6.3,92.1,0.6,0,0,0,0,19.1,19.12
17,Derek Carr,LV,QB,1,LAC,278.9,1.9,0.8,6.7,0.1,0,0,0,0,0,0,0,19,19.03
18,Aaron Rodgers,GB,QB,1,MIN,261.2,1.9,0.4,7.5,0.1,0,0,0,0,0,0,0,18.9,18.9
19,Trey Lance,SF,QB,1,CHI,214.4,1.3,0.8,42.5,0.3,0,0,0,0,0,0,0,18.8,18.83
20,Ja'Marr Chase,CIN,WR,1,PIT,0,0,0,2.6,0,5.7,85.4,0.7,0,0,0,0,18.7,18.7
21,Matthew Stafford,LAR,QB,1,BUF,281.4,2,0.9,5.1,0,0,0,0,0,0,0,0,18.7,18.67
22,Davante Adams,LV,WR,1,LAC,0,0,0,0,0,6.8,83.4,0.6,0,0,0,0,18.6,18.64
23,Kirk Cousins,MIN,QB,1,GB,269.9,1.9,0.8,6.1,0,0,0,0,0,0,0,0,18,18.01
24,Jameis Winston,NO,QB,1,ATL,244.7,1.7,0.8,14.5,0.1,0,0,0,0,0,0,0,17.7,17.74
25,Stefon Diggs,BUF,WR,1,LAR,0,0,0,0,0,6.4,78.2,0.6,0,0,0,0,17.7,17.72
