Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,9,TEN,312.5,2.5,0.7,20.9,0.2,0,0,0,0,0,0,0,28,27.99
2,Josh Allen,BUF,QB,9,NYJ,288.3,2.2,0.8,41.8,0.4,0,0,0,0,0,0,0,26,26.01
3,Justin Jefferson,MIN,WR,9,WAS,0,0,0,1.7,0,7.2,104.8,0.7,0,0,0,0,25,24.95
4,Jalen Hurts,PHI,QB,9,HOU,246.5,1.5,0.7,57.8,0.6,0,0,0,0,0,0,0,24.4,24.44
5,Austin Ekeler,LAC,RB,9,ATL,0,0,0,57.9,0.6,6.6,50.7,0.4,0,0,0,0,23.4,23.36
6,Lamar Jackson,BAL,QB,9,NO,216,1.5,0.7,57.4,0.4,0,0,0,0,0,0,0,22,21.98
7,Kyler Murray,ARI,QB,9,SEA,258.7,1.7,0.8,39,0.3,0,0,0,0,0,0,0,22,21.95
8,Cooper Kupp,LAR,WR,9,TB,0,0,0,3.2,0,8,89.9,0.7,0,0,0,0,21.4,21.41
9,Justin Herbert,LAC,QB,9,ATL,286.5,2,0.8,15.6,0.2,0,0,0,0,0,0,0,21.3,21.32
10,Tyreek Hill,MIA,WR,9,CHI,0,0,0,6.3,0,7.4,98,0.5,0,0,0,0,20.7,20.73
11,Alvin Kamara,NO,RB,9,BAL,0,0,0,69.5,0.5,5.3,42.6,0.2,0,0,0,0,20.6,20.61
12,Stefon Diggs,BUF,WR,9,NYJ,0,0,0,0,0,7.2,92.5,0.7,0,0,0,0,20.6,20.55
13,Joe Burrow,CIN,QB,9,CAR,277.1,2,0.8,11.4,0.2,0,0,0,0,0,0,0,20.5,20.52
14,Travis Kelce,KC,TE,9,TEN,0,0,0,0.6,0,7.1,84,0.7,0,0,0,0,19.8,19.76
15,Kirk Cousins,MIN,QB,9,WAS,278,2.1,0.7,4.6,0,0,0,0,0,0,0,0,19.2,19.18
16,Tua Tagovailoa,MIA,QB,9,CHI,283.8,1.9,0.9,4.9,0.1,0,0,0,0,0,0,0,19.1,19.14
17,Aaron Rodgers,GB,QB,9,DET,264,2,0.4,4.6,0.1,0,0,0,0,0,0,0,19.1,19.12
18,DeAndre Hopkins,ARI,WR,9,SEA,0,0,0,0,0,7.1,85.1,0.6,0,0,0,0,19.1,19.11
19,Geno Smith,SEA,QB,9,ARI,253.8,1.7,0.7,16.5,0.2,0,0,0,0,0,0,0,19,19
20,Derrick Henry,TEN,RB,9,KC,0,0,0,97,0.7,2.2,17.5,0.1,0,0,0,0,18.4,18.35
21,Marcus Mariota,ATL,QB,9,LAC,212.3,1.3,0.8,35,0.3,0,0,0,0,0,0,0,18.1,18.09
22,Josh Jacobs,LV,RB,9,JAX,0,0,0,85.1,0.7,2.9,18.6,0.1,0,0,0,0,18,17.97
22,Aaron Jones,GB,RB,9,DET,0,0,0,72.1,0.5,3.8,28.6,0.2,0,0,0,0,18,17.97
24,Tom Brady,TB,QB,9,LAR,267,1.8,0.6,1.6,0.1,0,0,0,0,0,0,0,17.9,17.94
25,Trevor Lawrence,JAX,QB,9,LV,260.1,1.6,0.9,13.1,0.1,0,0,0,0,0,0,0,17.7,17.71
26,Travis Etienne Jr.,JAX,RB,9,LV,0,0,0,85.2,0.6,2.9,22.8,0.1,0,0,0,0,17.7,17.7
27,Davante Adams,LV,WR,9,JAX,0,0,0,0.8,0,6.2,79,0.6,0,0,0,0,17.7,17.68
28,A.J. Brown,PHI,WR,9,HOU,0,0,0,0,0,5.7,83.4,0.6,0,0,0,0,17.5,17.54
29,Derek Carr,LV,QB,9,JAX,261.8,1.7,0.8,5,0.1,0,0,0,0,0,0,0,17.5,17.47
30,Rhamondre Stevenson,NE,RB,9,IND,0,0,0,68.5,0.6,3.8,26.9,0.1,0,0,0,0,17.4,17.44
31,Tee Higgins,CIN,WR,9,CAR,0,0,0,0.1,0,5.8,80.8,0.6,0,0,0,0,17.4,17.39
32,Justin Fields,CHI,QB,9,MIA,172.4,1,0.8,49.7,0.4,0,0,0,0,0,0,0,17.4,17.37
33,Joe Mixon,CIN,RB,9,CAR,0,0,0,66.8,0.6,3.9,26.4,0.1,0,0,0,0,17.3,17.32
34,Amon-Ra St. Brown,DET,WR,9,GB,0,0,0,4.1,0,6.7,73,0.5,0,0,0,0,17.3,17.31
35,Jared Goff,DET,QB,9,GB,248.6,1.7,0.8,7.1,0.1,0,0,0,0,0,0,0,17.2,17.15
36,Jaylen Waddle,MIA,WR,9,CHI,0,0,0,1.9,0,5.8,77.3,0.5,0,0,0,0,16.6,16.62
37,Matthew Stafford,LAR,QB,9,TB,263.3,1.6,0.8,3.1,0,0,0,0,0,0,0,0,16.3,16.34
38,Dalvin Cook,MIN,RB,9,WAS,0,0,0,79,0.6,2.5,17.4,0.1,0,0,0,0,16.2,16.24
