Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Justin Herbert,LAC,QB,7,SEA,300,2.1,0.7,11.6,0.1,0,0,0,0,0,0,0,24.4,24.36
2,Lamar Jackson,BAL,QB,7,CLE,223.6,1.8,0.9,63,0.4,0,0,0,0,0,0,0,23.7,23.74
3,Joe Burrow,CIN,QB,7,ATL,291.7,2.1,0.8,14.7,0.2,0,0,0,0,0,0,0,21.7,21.74
4,Austin Ekeler,LAC,RB,7,SEA,0,0,0,62.8,0.6,5.6,42.1,0.3,0,0,0,0,21.4,21.39
5,Patrick Mahomes,KC,QB,7,SF,283.5,2,0.8,19.5,0.1,0,0,0,0,0,0,0,20.9,20.89
6,Dak Prescott,DAL,QB,7,DET,266.3,2,0.7,13,0.2,0,0,0,0,0,0,0,20.2,20.25
7,Kyler Murray,ARI,QB,7,NO,241.9,1.5,0.8,36.7,0.3,0,0,0,0,0,0,0,20.2,20.15
8,Saquon Barkley,NYG,RB,7,JAX,0,0,0,83.6,0.6,4,27.1,0.2,0,0,0,0,19.8,19.77
9,Davante Adams,LV,WR,7,HOU,0,0,0,0.4,0,6.7,88.1,0.7,0,0,0,0,19.6,19.65
10,Tyreek Hill,MIA,WR,7,PIT,0,0,0,4.7,0,7,92.4,0.5,0,0,0,0,19.6,19.61
11,Derrick Henry,TEN,RB,7,IND,0,0,0,96.7,0.8,2.4,19.5,0.1,0,0,0,0,19.3,19.32
12,Tom Brady,TB,QB,7,CAR,276.6,1.9,0.5,2.1,0.1,0,0,0,0,0,0,0,18.9,18.87
13,Josh Jacobs,LV,RB,7,HOU,0,0,0,88.9,0.7,3.1,19.7,0.1,0,0,0,0,18.7,18.66
14,Ja'Marr Chase,CIN,WR,7,ATL,0,0,0,2.6,0,6,87.4,0.6,0,0,0,0,18.5,18.5
15,Leonard Fournette,TB,RB,7,CAR,0,0,0,71.8,0.5,4.3,28,0.2,0,0,0,0,18.4,18.38
16,Geno Smith,SEA,QB,7,LAC,242.8,1.6,0.7,19.2,0.2,0,0,0,0,0,0,0,18.3,18.33
17,CeeDee Lamb,DAL,WR,7,DET,0,0,0,2.8,0,6.1,83.6,0.6,0,0,0,0,18.2,18.24
18,Tua Tagovailoa,MIA,QB,7,PIT,264.1,1.8,0.9,7.2,0.1,0,0,0,0,0,0,0,18.1,18.08
19,Derek Carr,LV,QB,7,HOU,265.5,1.7,0.8,9.9,0.1,0,0,0,0,0,0,0,18,18.01
20,Mark Andrews,BAL,TE,7,CLE,0,0,0,0.2,0,6.3,75.7,0.7,0,0,0,0,18,17.99
21,Aaron Rodgers,GB,QB,7,WAS,252.4,1.8,0.4,5,0.1,0,0,0,0,0,0,0,17.8,17.8
22,Joe Mixon,CIN,RB,7,ATL,0,0,0,69.6,0.6,3.7,22.7,0.2,0,0,0,0,17.6,17.63
23,Alvin Kamara,NO,RB,7,ARI,0,0,0,68.1,0.4,4.2,30.3,0.2,0,0,0,0,17.5,17.54
24,Travis Kelce,KC,TE,7,SF,0,0,0,0.5,0,6.5,74.6,0.6,0,0,0,0,17.5,17.51
25,Jimmy Garoppolo,SF,QB,7,KC,254.7,1.6,0.8,4.9,0.1,0,0,0,0,0,0,0,16.8,16.78
26,Deebo Samuel,SF,WR,7,KC,0,0,0,18.3,0.2,4.7,67,0.4,0,0,0,0,16.7,16.73
27,Jonathan Taylor,IND,RB,7,TEN,0,0,0,79.3,0.6,2.4,17.5,0.1,0,0,0,0,16.1,16.08
28,Matt Ryan,IND,QB,7,TEN,270.3,1.5,0.9,3.4,0,0,0,0,0,0,0,0,16,16.05
29,Breece Hall,NYJ,RB,7,DEN,0,0,0,71,0.5,3,23.8,0.1,0,0,0,0,16,15.98
