player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Marquise Brown,61568,WR,BLT,1,4.4,0,71.4,0.0,0,1,0,0.0,0,0,3,0,78.7,71.5,51.3,,51.5,2.0,1,0,7,0.0,0,49,0,10,93.9,46,30.6,15,74.4,14,0,67.3,33,43,17,1.7,4.3,0.93
Travis Kelce,7844,TE,KC,1,7.8,3,76.9,100.0,1,1,0,0.0,0,7,16,0,78.0,71.1,94.0,,93.4,34.8,16,0,69,0.0,0,46,0,10,93.5,43,45.7,21,157.9,13,2,19.6,9,191,104,10.4,19.1,4.44
Mark Andrews,47436,TE,BLT,1,10.9,2,83.3,100.0,2,2,0,0.0,0,10,3,0,78.0,71.1,92.0,69.6,91.3,14.6,7,0,43,2.1,1,48,0,10,91.7,44,70.8,34,153.5,12,2,14.6,7,136,63,6.3,13.6,3.09
Christian Kirk,47546,WR,ARZ,1,8.8,2,75.0,,0,0,0,18.2,2,3,1,0,38.7,71.8,58.9,,60.6,0.0,0,0,26,0.0,0,53,0,9,98.1,52,81.1,43,125.0,12,1,18.9,10,94,33,3.7,10.4,1.81
Tyreek Hill,10799,WR,KC,1,9.1,0,100.0,100.0,3,3,0,0.0,0,8,16,0,79.4,71.9,89.4,,86.6,2.2,1,0,40,0.0,0,46,0,12,93.5,43,47.8,22,145.8,12,1,50.0,23,148,46,3.8,12.3,3.44
Cooper Kupp,11824,WR,LA,1,10.1,2,75.0,66.7,2,3,0,0.0,0,5,26,0,77.3,74.1,87.7,,90.6,0.0,0,1,42,0.0,0,36,0,9,88.9,32,58.3,21,116.7,12,2,33.3,12,136,47,5.2,15.1,4.25
D.K. Metcalf,47864,WR,SEA,1,14.6,0,50.0,50.0,2,4,0,14.3,1,3,29,0,49.2,68.8,64.1,,63.4,0.0,0,1,12,0.0,0,34,0,6,94.1,32,14.7,5,27.1,12,0,85.3,29,52,22,3.7,8.7,1.63
Jakobi Meyers,47468,WR,NE,1,10.4,0,50.0,50.0,1,2,0,14.3,1,3,19,0,49.2,69.8,61.1,,59.0,0.0,0,0,10,0.0,0,46,1,6,95.7,44,56.5,26,59.0,12,0,43.5,20,44,12,2.0,7.3,1.0
Zach Ertz,7816,TE,ARZ,1,9.0,1,54.5,0.0,0,2,0,0.0,0,4,1,0,74.6,68.8,60.1,,65.7,14.0,7,0,20,0.0,0,50,0,6,96.0,48,82.0,41,75.6,11,0,2.0,1,74,28,4.7,12.3,1.54
Russell Gage,44771,WR,ATL,1,11.2,0,72.7,83.3,5,6,0,11.1,1,4,2,0,54.5,70.1,78.4,,78.2,0.0,0,0,21,0.0,0,35,0,8,97.1,34,48.6,17,127.5,11,1,51.4,18,91,10,1.3,11.4,2.68
Brandin Cooks,8655,WR,HST,1,9.0,1,70.0,100.0,1,1,0,0.0,0,4,13,0,75.6,69.5,79.9,,82.3,0.0,0,0,43,0.0,0,29,0,7,100.0,29,37.9,11,142.5,10,2,58.6,17,102,76,10.9,14.6,3.52
Amon-Ra St. Brown,84470,WR,DET,1,7.1,0,80.0,100.0,2,2,0,0.0,0,4,11,0,76.5,70.8,78.8,,81.3,0.0,0,0,37,0.0,0,28,0,8,96.4,27,64.3,18,137.5,10,1,28.6,8,90,39,4.9,11.3,3.33
D.J. Moore,48267,WR,CAR,1,10.7,0,60.0,33.3,1,3,0,0.0,0,3,5,0,75.6,69.5,76.8,,76.0,0.0,0,0,16,0.0,0,43,0,6,93.0,40,20.9,9,72.1,10,0,79.1,34,48,26,4.3,8.0,1.2
Cole Kmet,60995,TE,CHI,1,7.3,1,66.7,25.0,1,4,0,25.0,2,1,6,0,29.7,68.8,54.2,71.8,50.4,28.9,13,0,23,6.7,3,45,0,6,91.1,41,64.4,29,90.5,9,0,2.2,1,71,31,5.2,11.8,1.73
Marquez Callaway,42295,WR,NO,1,10.3,0,66.7,66.7,2,3,0,0.0,0,4,20,0,74.6,68.8,80.7,,80.3,0.0,0,0,40,0.0,0,26,0,6,100.0,26,30.8,8,109.5,9,0,69.2,18,112,37,6.2,18.7,4.31
Keenan Allen,7857,WR,LAC,1,14.9,0,66.7,50.0,1,2,0,14.3,1,5,27,0,49.2,69.5,69.1,,72.8,0.0,0,1,29,0.0,0,35,0,6,94.3,33,62.9,22,91.2,9,1,37.1,13,78,14,2.3,13.0,2.36
Foster Moreau,47043,TE,LV,1,2.4,3,77.8,50.0,1,2,0,12.5,1,2,23,0,52.1,69.5,70.6,29.6,65.2,56.8,25,0,14,6.8,3,44,0,7,88.6,39,36.4,16,96.8,9,0,6.8,3,65,52,7.4,9.3,1.67
Mike Williams,11762,WR,LAC,1,12.2,0,33.3,40.0,2,5,0,0.0,0,2,27,0,70.5,65.8,64.9,,64.3,0.0,0,0,27,0.0,0,33,0,3,97.0,32,15.2,5,52.5,9,0,84.8,28,49,9,3.0,16.3,1.53
Laquon Treadwell,10657,WR,JAX,1,8.2,0,66.7,100.0,1,1,0,14.3,1,4,15,0,52.1,69.5,64.9,66.2,63.7,2.3,1,0,21,2.3,1,44,0,6,90.9,40,38.6,17,84.0,9,0,59.1,26,57,17,2.8,9.5,1.43
Rob Gronkowski,5567,TE,TB,1,11.4,0,22.2,0.0,0,2,0,33.3,1,2,30,0,29.9,64.0,46.9,65.1,47.9,42.6,20,0,19,2.1,1,47,0,2,95.7,45,27.7,13,40.5,9,0,27.7,13,29,9,4.5,14.5,0.64
CeeDee Lamb,61570,WR,DAL,1,6.7,2,66.7,,0,0,0,25.0,2,4,9,0,29.7,70.3,63.1,66.2,63.7,0.0,0,0,16,3.3,1,30,0,6,93.3,28,90.0,27,80.8,9,0,10.0,3,50,17,2.8,8.3,1.79
DeVante Parker,9447,WR,MIA,1,12.0,0,44.4,20.0,1,5,0,0.0,0,3,17,0,72.1,67.0,72.1,,71.7,0.0,0,1,37,0.0,0,31,0,4,96.8,30,3.2,1,68.1,9,1,96.8,30,68,14,3.5,17.0,2.27
