player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Cooper Kupp,11824,WR,LA,1,8.2,0,38.5,50.0,1,2,0,16.7,1,2,26,0,45.8,68.0,59.6,,58.2,0.0,0,0,35,0.0,0,46,0,5,91.3,42,63.0,29,54.6,13,0,37.0,17,64,17,3.4,12.8,1.52
Diontae Johnson,33441,WR,PIT,1,10.4,3,69.2,50.0,1,2,0,0.0,0,4,25,0,77.3,70.6,69.4,,70.5,0.0,0,1,45,0.0,0,41,1,9,97.6,40,4.9,2,82.9,13,1,95.1,39,92,22,2.4,10.2,2.3
Terry McLaurin,48229,WR,WAS,1,17.8,1,46.2,50.0,4,8,0,0.0,0,5,32,0,74.6,68.8,79.8,,79.1,0.0,0,0,33,0.0,0,41,1,6,90.2,37,24.4,10,119.6,13,2,75.6,31,123,7,1.2,20.5,3.32
Calvin Ridley,48262,WR,ATL,1,15.1,1,53.8,20.0,1,5,0,12.5,1,5,2,0,54.9,70.1,70.4,,70.0,0.0,0,0,21,0.0,0,47,0,7,91.5,43,31.9,15,72.6,13,0,68.1,32,80,17,2.4,11.4,1.86
Deebo Samuel,48274,WR,SF,1,9.5,3,66.7,0.0,0,1,0,0.0,0,6,28,0,76.5,71.8,82.7,,83.4,0.0,0,0,76,0.0,0,46,0,8,95.7,44,17.4,8,149.3,12,2,82.6,38,156,87,10.9,19.5,3.55
Tyreek Hill,10799,WR,KC,1,13.2,3,91.7,,0,0,0,0.0,0,9,16,0,78.7,71.5,93.1,,92.6,0.0,0,0,44,0.0,0,30,0,11,96.7,29,50.0,15,158.3,12,3,50.0,15,186,47,4.3,16.9,6.41
Mike Evans,8642,WR,TB,1,11.2,0,58.3,,0,0,0,12.5,1,2,30,0,54.5,70.1,59.4,,58.8,0.0,0,0,28,0.0,0,46,1,7,93.5,43,30.4,14,76.7,12,0,69.6,32,75,20,2.9,10.7,1.74
Antonio Brown,5718,WR,TB,1,12.0,0,63.6,,0,0,0,12.5,1,3,30,0,54.5,70.1,74.9,,73.5,0.0,0,0,27,0.0,0,32,0,7,90.6,29,15.6,5,79.0,11,0,84.4,27,63,17,2.4,9.0,2.17
D.J. Moore,48267,WR,CAR,1,9.1,2,72.7,0.0,0,1,0,0.0,0,5,5,0,76.5,70.8,82.3,,82.2,0.0,0,1,39,0.0,0,42,0,8,97.6,41,11.9,5,107.2,11,2,83.3,35,113,75,9.4,14.1,2.76
Stefon Diggs,9579,WR,BUF,1,12.0,1,63.6,0.0,0,1,0,0.0,0,4,4,1,75.6,17.7,72.0,,71.4,0.0,0,1,37,0.0,0,29,0,7,100.0,29,17.2,5,60.4,11,0,82.8,24,114,17,2.4,16.3,3.93
Jakobi Meyers,47468,WR,NE,1,6.2,0,72.7,80.0,4,5,0,11.1,1,3,19,0,54.5,71.1,66.1,,61.3,0.0,0,0,21,0.0,0,49,0,8,89.8,44,49.0,24,89.2,11,0,51.0,25,70,23,2.9,8.8,1.59
Robbie Anderson,11254,WR,CAR,1,12.8,1,45.5,0.0,0,3,0,0.0,0,3,5,0,73.4,69.1,67.9,,68.8,0.0,0,1,13,0.0,0,43,0,5,97.7,42,30.2,13,19.5,11,0,69.8,30,46,17,3.4,9.2,1.1
Davante Adams,8688,WR,GB,1,7.6,0,54.5,0.0,0,1,0,0.0,0,4,12,0,74.6,68.8,77.0,,75.6,0.0,0,0,21,0.0,0,39,0,6,100.0,39,41.0,16,71.8,11,0,59.0,23,64,34,5.7,10.7,1.64
DeVonta Smith,61100,WR,PHI,1,17.3,0,70.0,100.0,1,1,0,0.0,0,6,24,0,75.6,69.5,74.2,,73.4,0.0,0,0,37,0.0,0,56,1,7,92.9,52,7.1,4,111.3,10,0,92.9,52,122,37,5.3,17.4,2.35
George Kittle,11901,TE,SF,1,9.9,1,40.0,0.0,0,3,0,0.0,0,2,28,0,72.1,67.0,69.3,75.5,61.7,54.3,25,1,18,10.9,5,46,0,4,84.8,39,37.0,17,12.5,10,0,4.3,2,40,21,5.3,10.0,1.03
Jeremy McNichols,11917,HB,TEN,1,-3.3,3,80.0,50.0,1,2,0,0.0,0,4,31,0,76.5,70.8,71.7,80.7,82.4,7.9,3,0,27,7.9,3,38,0,8,84.2,32,0.0,0,97.5,10,0,2.6,1,74,101,12.6,9.3,2.31
Noah Fant,42388,TE,DEN,1,4.8,0,60.0,0.0,0,2,0,0.0,0,3,10,0,74.6,68.8,60.6,31.3,66.9,58.5,24,0,14,7.3,3,41,0,6,90.2,37,29.3,12,104.6,10,1,12.2,5,46,33,5.5,7.7,1.24
Tyler Boyd,10689,WR,CIN,1,5.0,1,90.0,100.0,1,1,0,0.0,0,6,7,0,77.3,70.6,84.1,,82.5,0.0,0,0,33,0.0,0,30,0,9,93.3,28,90.0,27,115.8,10,0,10.0,3,118,75,8.3,13.1,4.21
