player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Tee Higgins,61211,WR,CIN,1,11.8,1,46.7,42.9,3,7,0,0.0,0,3,7,0,75.6,69.5,76.6,,75.2,0.0,0,0,11,0.0,0,35,0,7,100.0,35,5.7,2,58.2,15,0,94.3,33,62,15,2.1,8.9,1.77
Marquise Brown,61568,WR,BLT,1,23.6,0,35.7,0.0,0,2,0,0.0,0,2,3,0,73.4,68.0,67.7,,68.9,0.0,0,0,39,0.0,0,53,1,5,96.2,51,30.2,16,79.5,14,1,69.8,37,80,7,1.4,16.0,1.57
Cooper Kupp,11824,WR,LA,1,10.2,4,76.9,,0,0,0,9.1,1,8,26,0,58.9,71.1,83.8,65.3,84.8,0.0,0,0,59,2.2,1,46,0,10,89.1,41,76.1,35,155.8,13,2,21.7,10,156,58,5.8,15.6,3.8
Travis Kelce,7844,TE,KC,1,7.8,1,58.3,,0,0,0,0.0,0,4,16,0,75.6,69.5,71.5,66.3,71.3,25.0,12,0,24,2.1,1,48,0,7,93.8,45,43.8,21,73.3,12,0,31.3,15,65,38,5.4,9.3,1.44
Terry McLaurin,48229,WR,WAS,1,13.5,3,63.6,80.0,4,5,0,12.5,1,5,32,0,52.1,69.5,74.3,,73.3,0.0,0,0,40,0.0,0,44,0,7,97.7,43,22.7,10,131.6,11,1,77.3,34,122,40,5.7,17.4,2.84
Alvin Kamara,11822,HB,NO,1,0.5,3,90.9,,0,0,0,0.0,0,5,20,0,78.0,78.8,59.7,17.4,85.7,0.0,0,0,31,5.7,2,35,0,10,88.6,31,11.4,4,145.5,11,1,17.1,6,128,119,11.9,12.8,4.13
Chris Godwin,11839,WR,TB,1,11.8,0,72.7,50.0,1,2,0,0.0,0,6,30,0,76.5,70.1,86.2,,84.1,0.0,0,0,34,0.0,0,36,0,8,94.4,34,63.9,23,135.0,11,1,36.1,13,111,53,6.6,13.9,3.26
Ja'Marr Chase,84270,WR,CIN,1,12.4,3,80.0,50.0,1,2,0,0.0,0,7,7,1,76.5,18.5,89.2,,90.0,0.0,0,1,82,0.0,0,38,0,8,100.0,38,13.2,5,112.5,10,1,86.8,33,201,114,14.3,25.1,5.29
D.J. Moore,48267,WR,CAR,1,10.5,1,60.0,100.0,1,1,0,0.0,0,5,5,0,75.6,69.5,74.0,,73.1,0.0,0,0,21,0.0,0,47,0,6,95.7,45,14.9,7,82.5,10,0,83.0,39,73,24,4.0,12.2,1.62
Deebo Samuel,48274,WR,SF,1,8.3,1,70.0,66.7,2,3,0,12.5,1,4,28,1,56.7,20.8,77.3,,79.5,0.0,0,1,29,0.0,0,30,0,7,90.0,27,20.0,6,95.8,10,1,80.0,24,100,29,4.1,14.3,3.7
D'Andre Swift,57212,HB,DET,1,-1.1,4,80.0,,0,0,0,0.0,0,3,11,0,76.5,77.0,61.7,79.7,85.3,0.0,0,1,63,11.1,4,36,0,8,86.1,31,2.8,1,100.4,10,1,8.3,3,96,108,13.5,12.0,3.1
Mike Evans,8642,WR,TB,1,11.9,1,60.0,83.3,5,6,0,14.3,1,5,30,0,49.2,68.8,68.1,,67.5,0.0,0,0,46,0.0,0,33,0,6,93.9,31,39.4,13,123.3,10,3,60.6,20,76,8,1.3,12.7,2.45
Kyle Pitts,83964,TE,ATL,1,18.6,1,77.8,75.0,3,4,0,0.0,0,6,2,0,75.6,69.5,93.5,,92.7,12.1,4,0,39,0.0,0,33,0,7,100.0,33,45.5,15,118.8,9,0,42.4,14,163,27,3.9,23.3,4.94
Tyreek Hill,10799,WR,KC,1,6.9,0,66.7,100.0,1,1,0,25.0,2,3,16,0,31.8,70.3,59.1,,59.8,0.0,0,0,17,0.0,0,46,1,6,97.8,45,60.9,28,80.3,9,0,39.1,18,49,4,0.7,8.2,1.09
DeAndre Hopkins,7808,WR,ARZ,1,9.2,1,77.8,,0,0,0,0.0,0,4,1,0,75.6,69.5,73.8,,75.4,0.0,0,0,15,0.0,0,34,1,7,97.1,33,14.7,5,128.2,9,1,85.3,29,53,9,1.3,7.6,1.61
DeVonta Smith,61100,WR,PHI,1,11.7,1,55.6,0.0,0,2,0,16.7,1,4,24,0,46.3,68.0,74.1,,73.1,0.0,0,0,20,0.0,0,38,0,5,97.4,37,5.3,2,76.6,9,0,94.7,36,61,11,2.2,12.2,1.65
Robbie Anderson,11254,WR,CAR,1,8.6,0,33.3,50.0,1,2,0,25.0,1,0,5,0,36.2,65.8,49.3,,47.8,0.0,0,0,5,0.0,0,47,0,3,97.9,46,27.7,13,42.4,9,0,72.3,34,14,11,3.7,4.7,0.3
Calvin Ridley,48262,WR,ATL,1,5.2,1,44.4,0.0,0,2,0,20.0,1,2,2,0,41.6,67.0,56.2,,55.9,0.0,0,1,11,0.0,0,33,0,4,100.0,33,24.2,8,49.1,9,1,75.8,25,26,10,2.5,6.5,0.79
A.J. Brown,48327,WR,TEN,1,14.1,0,88.9,100.0,3,3,0,0.0,0,5,31,0,76.5,70.1,91.2,,91.1,0.0,0,0,46,0.0,0,27,1,8,92.6,25,29.6,8,155.8,9,1,70.4,19,133,34,4.3,16.6,5.32
Kalif Raymond,11028,WR,DET,1,8.3,1,75.0,0.0,0,1,0,14.3,1,5,11,0,49.2,71.1,75.1,,76.6,0.0,0,0,37,0.0,0,36,0,6,97.2,35,41.7,15,116.7,8,0,58.3,21,115,54,9.0,19.2,3.29
Mike Gesicki,47153,TE,MIA,1,10.3,1,87.5,75.0,3,4,0,0.0,0,5,17,0,75.6,69.5,76.5,,75.8,5.0,2,0,27,0.0,0,40,0,7,95.0,38,60.0,24,150.5,8,1,35.0,14,85,18,2.6,12.1,2.24
Jaylen Waddle,84088,WR,MIA,1,6.5,2,87.5,100.0,1,1,0,0.0,0,6,17,0,76.5,70.1,86.8,,87.2,0.0,0,1,19,0.0,0,39,1,7,94.9,37,64.1,25,70.3,8,0,35.9,14,83,33,4.7,11.9,2.24
Darius Slayton,25578,WR,NYG,1,12.4,0,62.5,0.0,0,1,0,0.0,0,4,21,0,74.6,68.8,84.8,,80.9,0.0,0,0,16,0.0,0,31,0,5,90.3,28,9.7,3,87.0,8,0,90.3,28,63,15,3.0,12.6,2.25
Tyler Higbee,10744,TE,LA,1,4.5,0,62.5,50.0,2,4,0,0.0,0,2,26,0,73.4,68.0,59.3,71.5,58.4,54.3,25,0,16,4.3,2,46,1,5,87.0,40,21.7,10,78.1,8,0,23.9,11,46,22,4.4,9.2,1.15
Michael Carter,57337,HB,NYJ,1,0.9,1,100.0,,0,0,0,0.0,0,3,22,1,76.5,25.0,61.6,24.0,51.9,0.0,0,0,16,15.2,5,33,0,8,78.8,26,12.1,4,101.6,8,0,9.1,3,67,60,7.5,8.4,2.58
