player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Tyreek Hill,10799,WR,KC,1,10.3,2,75.0,50.0,1,2,0,7.7,1,9,16,0,62.1,71.9,89.5,,87.4,0.0,0,0,15,0.0,0,45,0,12,95.6,43,68.9,31,109.9,16,1,31.1,14,94,60,5.0,7.8,2.19
Michael Pittman Jr.,29049,WR,IND,1,11.5,2,66.7,60.0,3,5,0,9.1,1,4,14,0,60.2,71.5,70.6,,69.8,0.0,0,1,38,0.0,0,60,0,10,90.0,54,15.0,9,93.3,15,2,85.0,51,86,15,1.5,8.6,1.59
Michael Carter,57337,HB,NYJ,1,0.2,5,69.2,,0,0,0,18.2,2,5,22,0,38.4,77.1,72.2,63.2,67.6,2.6,1,1,23,13.2,5,38,0,9,84.2,32,0.0,0,58.2,13,0,18.4,7,95,108,12.0,10.6,2.97
Diontae Johnson,33441,WR,PIT,1,8.6,0,46.2,0.0,0,2,0,0.0,0,4,25,0,74.6,68.8,71.5,,72.1,0.0,0,0,50,0.0,0,37,1,6,91.9,34,0.0,0,72.0,13,0,100.0,37,98,54,9.0,16.3,2.88
Tyler Lockett,9502,WR,SEA,1,10.5,0,92.3,50.0,1,2,0,0.0,0,6,29,0,79.4,71.9,91.2,,90.6,0.0,0,0,28,0.0,0,28,0,12,85.7,24,57.1,16,112.2,13,0,42.9,12,142,26,2.2,11.8,5.92
DeVante Parker,9447,WR,MIA,1,8.8,1,66.7,66.7,2,3,0,11.1,1,4,17,0,54.5,70.1,74.7,,73.6,0.0,0,1,23,0.0,0,47,0,8,89.4,42,23.4,11,52.4,12,0,76.6,36,85,28,3.5,10.6,2.02
Amari Cooper,9437,WR,DAL,1,14.8,0,66.7,100.0,3,3,0,0.0,0,8,9,1,76.5,18.7,81.0,,80.5,0.0,0,0,33,0.0,0,43,0,8,93.0,40,32.6,14,127.8,12,1,67.4,29,122,28,3.5,15.3,3.05
Aaron Jones,11937,HB,GB,1,2.8,2,63.6,0.0,0,1,0,12.5,1,1,12,0,52.5,76.8,72.6,77.7,61.1,10.3,3,0,19,10.3,3,29,0,7,86.2,25,6.9,2,74.4,11,0,10.3,3,51,59,8.4,7.3,2.04
A.J. Brown,48327,WR,TEN,1,9.7,2,90.9,100.0,2,2,0,0.0,0,4,31,0,78.7,72.0,85.9,,88.2,0.0,0,0,57,0.0,0,39,1,10,89.7,35,46.2,18,149.1,11,1,53.8,21,155,61,6.1,15.5,4.43
Cole Beasley,7330,WR,BUF,1,7.1,0,90.9,0.0,0,1,0,0.0,0,6,4,0,78.0,71.6,76.5,,80.5,0.0,0,0,20,0.0,0,42,0,10,88.1,37,76.2,32,108.3,11,0,23.8,10,110,40,4.0,11.0,2.97
