player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Diontae Johnson,33441,WR,PIT,1,8.3,2,53.3,0.0,0,3,0,20.0,2,3,25,0,35.7,70.1,51.4,,53.1,0.0,0,0,10,0.0,0,47,1,8,95.7,45,2.1,1,81.3,15,1,97.9,46,31,11,1.4,3.9,0.69
Davante Adams,8688,WR,GB,1,8.2,0,84.6,75.0,3,4,0,0.0,0,7,12,0,78.7,71.5,89.0,,87.2,0.0,0,0,30,0.0,0,40,0,11,97.5,39,32.5,13,135.9,13,1,67.5,27,136,47,4.3,12.4,3.49
DeVante Parker,9447,WR,MIA,1,12.4,0,30.8,33.3,2,6,0,0.0,0,4,17,0,72.1,67.0,66.6,,68.2,0.0,0,0,20,0.0,0,42,1,4,97.6,41,4.8,2,42.5,13,0,95.2,40,46,7,1.8,11.5,1.12
Ja'Marr Chase,84270,WR,CIN,1,12.7,2,91.7,80.0,4,5,0,0.0,0,6,7,0,78.7,71.5,91.3,,91.5,0.0,0,0,72,0.0,0,49,0,11,89.8,44,18.4,9,158.3,12,3,79.6,39,266,151,13.7,24.2,6.05
Braxton Berrios,47961,WR,NYJ,1,5.8,0,66.7,100.0,1,1,0,0.0,0,6,22,1,76.5,75.4,89.9,,86.3,0.0,0,0,11,0.0,0,32,0,8,96.9,31,65.6,21,108.0,12,1,31.3,10,65,51,6.4,8.1,2.1
Justin Jefferson,61398,WR,MIN,1,10.5,0,54.5,100.0,2,2,0,14.3,1,3,18,0,49.2,68.8,64.1,,63.5,0.0,0,0,16,0.0,0,44,0,6,95.5,42,25.0,11,69.5,11,0,75.0,33,58,19,3.2,9.7,1.38
Darnell Mooney,48236,WR,CHI,1,11.7,1,63.6,0.0,0,1,0,0.0,0,4,6,0,75.6,69.5,71.9,,71.4,0.0,0,0,18,0.0,0,37,0,7,97.3,36,54.1,20,111.6,11,1,45.9,17,69,39,5.6,9.9,1.92
Amon-Ra St. Brown,84470,WR,DET,1,8.6,0,72.7,0.0,0,1,0,0.0,0,6,11,0,77.3,72.9,88.4,,84.2,0.0,0,1,31,0.0,0,38,0,8,92.1,35,73.7,28,97.2,11,1,26.3,10,111,54,6.8,13.9,3.17
Dalton Schultz,47304,TE,DAL,1,4.5,2,60.0,0.0,0,1,0,0.0,0,3,9,0,74.6,68.8,65.6,49.0,73.3,48.9,23,0,14,25.5,12,47,1,6,68.1,32,27.7,13,74.6,10,0,14.9,7,54,32,5.3,9.0,1.69
Marquez Callaway,42295,WR,NO,1,12.5,0,60.0,100.0,1,1,1,33.3,3,4,20,0,27.9,68.8,69.1,,70.8,0.0,0,0,30,0.0,0,29,1,6,100.0,29,27.6,8,92.5,10,0,72.4,21,97,18,3.0,16.2,3.34
