player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Najee Harris,57121,HB,PIT,1,-0.3,8,73.7,,0,0,1,26.3,5,5,25,0,28.3,78.3,57.3,31.8,59.7,0.0,0,0,21,6.3,4,63,1,14,88.9,56,12.7,8,85.9,19,0,12.7,8,102,108,7.7,7.3,1.82
Davante Adams,8688,WR,GB,1,13.9,0,66.7,33.3,1,3,0,7.7,1,9,12,0,61.8,71.9,91.6,,91.1,0.0,0,0,25,0.0,0,36,0,12,88.9,32,41.7,15,106.7,18,1,58.3,21,132,28,2.3,11.0,4.13
Chase Claypool,42312,WR,PIT,1,8.1,0,60.0,66.7,2,3,0,18.2,2,5,25,0,38.4,70.6,60.5,,60.3,0.0,0,1,29,0.0,0,61,2,9,93.4,57,11.5,7,51.0,15,0,88.5,54,96,39,4.3,10.7,1.68
Jakobi Meyers,47468,WR,NE,1,12.4,1,64.3,100.0,3,3,0,0.0,0,2,19,0,77.3,70.6,62.5,,62.5,0.0,0,0,27,0.0,0,56,0,9,98.2,55,87.5,49,83.6,14,0,12.5,7,94,15,1.7,10.4,1.71
Jaylen Waddle,84088,WR,MIA,1,2.8,1,92.3,,0,0,0,0.0,0,2,17,1,79.4,20.9,59.6,,59.2,0.0,0,0,9,0.0,0,57,0,12,91.2,52,80.7,46,85.3,13,0,19.3,11,58,34,2.8,4.8,1.12
Cole Beasley,7330,WR,BUF,1,5.5,0,84.6,50.0,1,2,0,0.0,0,5,4,0,78.7,71.5,76.2,,75.3,0.0,0,0,22,0.0,0,38,0,11,94.7,36,76.3,29,98.1,13,0,21.1,8,98,46,4.2,8.9,2.72
Cooper Kupp,11824,WR,LA,1,8.5,1,75.0,0.0,0,1,0,10.0,1,5,26,0,56.7,72.6,72.5,,73.6,0.0,0,0,22,0.0,0,38,0,9,94.7,36,73.7,28,137.5,12,2,26.3,10,96,29,3.2,10.7,2.67
D.J. Moore,48267,WR,CAR,1,12.2,1,66.7,66.7,2,3,0,11.1,1,6,5,0,54.5,70.8,73.9,,74.8,0.0,0,0,29,0.0,0,37,0,8,91.9,34,5.4,2,101.4,12,0,94.6,35,126,35,4.4,15.8,3.71
Keenan Allen,7857,WR,LAC,1,6.5,0,66.7,75.0,3,4,0,0.0,0,5,27,0,77.3,70.6,78.8,,77.6,2.3,1,0,15,0.0,0,43,0,8,90.7,39,53.5,23,102.8,12,1,41.9,18,50,17,2.1,6.3,1.28
Mike Gesicki,47153,TE,MIA,1,7.3,0,83.3,0.0,0,1,0,0.0,0,5,17,0,78.0,71.1,73.8,34.9,73.9,6.5,3,0,27,4.3,2,46,0,10,89.1,41,71.7,33,96.5,12,0,21.7,10,86,20,2.0,8.6,2.1
Michael Pittman Jr.,29049,WR,IND,1,11.6,0,54.5,33.3,1,3,0,0.0,0,5,14,0,74.6,69.8,74.6,,73.1,0.0,0,0,18,0.0,0,43,0,6,90.7,39,23.3,10,73.3,11,0,76.7,33,68,22,3.7,11.3,1.74
Justin Jefferson,61398,WR,MIN,1,7.9,0,81.8,100.0,1,1,0,10.0,1,8,18,0,56.7,70.6,88.5,,86.9,0.0,0,0,28,0.0,0,38,0,9,97.4,37,50.0,19,141.7,11,1,50.0,19,118,45,5.0,13.1,3.19
Calvin Ridley,48262,WR,ATL,1,5.2,0,72.7,50.0,1,2,0,0.0,0,3,2,0,76.5,70.1,60.7,,60.2,0.0,0,0,20,0.0,0,40,0,8,95.0,38,22.5,9,85.8,11,0,77.5,31,61,35,4.4,7.6,1.61
Travis Kelce,7844,TE,KC,1,13.1,1,63.6,100.0,2,2,0,0.0,0,5,16,0,75.6,69.5,88.3,69.5,85.2,41.7,20,1,28,4.2,2,48,0,7,89.6,43,22.9,11,56.6,11,0,35.4,17,104,32,4.6,14.9,2.42
Giovani Bernard,7818,HB,TB,1,-2.1,2,90.0,100.0,2,2,0,0.0,0,3,30,1,77.3,19.4,59.4,48.9,60.1,0.0,0,0,32,15.2,5,33,0,9,81.8,27,3.0,1,121.3,10,1,3.0,1,51,74,8.2,5.7,1.89
Brandin Cooks,8655,WR,HST,1,12.7,0,90.0,50.0,1,2,0,0.0,0,5,13,0,77.3,71.3,83.4,,82.8,0.0,0,0,30,0.0,0,35,0,9,88.6,31,14.3,5,113.3,10,0,82.9,29,112,20,2.2,12.4,3.61
Stefon Diggs,9579,WR,BUF,1,15.7,0,60.0,33.3,1,3,0,0.0,0,4,4,0,74.6,68.8,70.4,,72.6,0.0,0,0,13,0.0,0,40,1,6,95.0,38,27.5,11,77.9,10,0,72.5,29,62,16,2.7,10.3,1.63
Deebo Samuel,48274,WR,SF,1,6.4,0,50.0,33.3,2,6,0,16.7,1,4,28,0,29.2,70.0,64.2,,63.0,0.0,0,0,19,0.0,0,47,0,5,89.4,42,27.7,13,65.4,10,0,68.1,32,52,27,5.4,10.4,1.24
Mike Evans,8642,WR,TB,1,13.6,0,80.0,,0,0,0,0.0,0,7,30,0,76.5,70.1,77.0,,74.5,0.0,0,0,20,0.0,0,53,0,8,96.2,51,32.1,17,110.8,10,0,67.9,36,106,31,3.9,13.3,2.08
Corey Davis,11760,WR,NYJ,1,11.0,0,50.0,20.0,1,5,0,16.7,1,3,22,0,46.3,68.0,61.7,,61.2,0.0,0,1,13,0.0,0,38,0,5,97.4,37,13.2,5,21.3,10,0,86.8,33,41,4,0.8,8.2,1.11
Kalif Raymond,11028,WR,DET,1,11.0,0,60.0,0.0,0,2,0,14.3,1,4,11,0,49.2,72.7,68.4,66.4,67.4,3.3,1,0,22,3.3,1,30,0,6,90.0,27,56.7,17,80.4,10,0,40.0,12,68,35,5.8,11.3,2.52
D.K. Metcalf,47864,WR,SEA,1,16.4,0,66.7,50.0,1,2,0,0.0,0,6,29,0,74.6,68.8,86.5,,85.3,0.0,0,0,28,0.0,0,33,0,6,97.0,32,18.2,6,144.2,9,1,81.8,27,107,29,4.8,17.8,3.34
Mike Williams,11762,WR,LAC,1,9.8,2,77.8,50.0,1,2,0,12.5,1,6,27,0,54.5,70.1,86.4,,84.1,0.0,0,0,43,0.0,0,39,0,7,89.7,35,17.9,7,158.3,9,2,82.1,32,122,47,6.7,17.4,3.49
Odell Beckham Jr.,8647,WR,CLV,1,16.2,0,55.6,50.0,1,2,0,0.0,0,4,8,0,73.4,69.1,76.2,,74.6,0.0,0,0,26,0.0,0,35,0,5,97.1,34,14.3,5,84.0,9,0,85.7,30,77,7,1.4,15.4,2.26
George Kittle,11901,TE,SF,1,8.2,4,77.8,100.0,1,1,0,0.0,0,4,28,0,75.6,70.3,86.9,77.6,87.8,55.1,27,1,39,16.3,8,49,0,7,73.5,36,30.6,15,69.7,9,0,8.2,4,92,60,8.6,13.1,2.56
Jalen Reagor,61697,WR,PHI,1,10.8,0,62.5,0.0,0,1,0,0.0,0,2,24,0,73.4,73.3,63.0,,62.4,0.0,0,1,24,0.0,0,46,0,5,91.3,42,13.0,6,42.2,8,0,87.0,40,53,18,3.6,10.6,1.26
Chase Edmonds,45851,HB,ARZ,1,-0.1,2,87.5,,0,0,0,0.0,0,1,1,0,75.6,75.5,57.0,47.8,69.0,0.0,0,0,12,6.9,2,29,0,7,86.2,25,10.3,3,92.2,8,0,10.3,3,49,53,7.6,7.0,1.96
Marvin Jones Jr.,7158,WR,JAX,1,7.5,1,75.0,75.0,3,4,0,0.0,0,4,15,0,75.6,69.5,72.9,,72.6,2.4,1,0,14,0.0,0,41,0,6,95.1,39,19.5,8,96.9,8,0,78.0,32,62,15,2.5,10.3,1.59
Adam Thielen,8288,WR,MIN,1,8.6,0,75.0,100.0,2,2,0,0.0,0,3,18,0,74.6,68.8,73.4,,72.8,0.0,0,0,21,0.0,0,39,0,6,97.4,38,25.6,10,130.2,8,1,71.8,28,50,14,2.3,8.3,1.32
Christian Kirk,47546,WR,ARZ,1,13.4,0,87.5,,0,0,0,0.0,0,5,1,0,75.6,69.5,87.6,,85.4,0.0,0,1,33,0.0,0,29,0,7,93.1,27,93.1,27,79.2,8,0,6.9,2,104,40,5.7,14.9,3.85
Tyler Conklin,47124,TE,MIN,1,4.8,0,87.5,100.0,1,1,0,0.0,0,4,18,0,75.6,69.5,78.8,59.6,82.1,65.5,19,0,17,13.8,4,29,0,7,82.8,24,20.7,6,142.7,8,1,10.3,3,70,32,4.6,10.0,2.92
Kendrick Bourne,12270,WR,NE,1,17.6,3,75.0,100.0,3,3,0,0.0,0,4,19,0,74.6,68.8,77.7,,76.2,0.0,0,0,31,0.0,0,47,0,6,97.9,46,27.7,13,154.2,8,1,72.3,34,96,34,5.7,16.0,2.09
Saquon Barkley,45791,HB,NYG,1,-2.3,0,85.7,,0,0,0,14.3,1,2,21,0,52.1,77.4,63.4,57.2,61.9,0.0,0,0,14,7.5,3,40,0,6,82.5,33,7.5,3,92.3,7,0,0.0,0,43,64,10.7,7.2,1.3
D'Andre Swift,57212,HB,DET,1,-1.9,3,100.0,,0,0,0,0.0,0,4,11,0,75.6,77.0,82.1,20.4,92.4,5.6,1,0,19,16.7,3,18,0,7,72.2,13,27.8,5,102.4,7,0,16.7,3,60,73,10.4,8.6,4.62
Nelson Agholor,9453,WR,NE,1,21.3,0,28.6,,0,0,0,0.0,0,2,19,0,68.3,64.0,58.8,,58.5,0.0,0,1,13,0.0,0,48,0,2,97.9,47,6.3,3,0.0,7,0,93.8,45,17,9,4.5,8.5,0.36
Collin Johnson,47808,WR,NYG,1,11.4,2,71.4,100.0,1,1,0,0.0,0,3,21,0,73.4,68.0,83.2,,81.7,0.0,0,0,16,0.0,0,22,0,5,86.4,19,9.1,2,92.0,7,0,90.9,20,51,10,2.0,10.2,2.68
Rob Gronkowski,5567,TE,TB,1,12.1,0,57.1,,0,0,0,20.0,1,2,30,0,41.6,67.0,46.8,38.1,56.6,65.7,23,0,26,20.0,7,35,1,4,77.1,27,28.6,10,82.4,7,0,5.7,2,55,28,7.0,13.8,2.04
