player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Cooper Kupp,11824,WR,LA,1,15,0,26,5.5,0,75.0,,0,0,0.0,0,2,0,70.5,73.1,0,12,0.0,0,10,3,90.0,9,122.9,4,44.4,1,18,8,2.7,6.0,2.0,0,12.0,2,87.5,50.0,1,2,0.0,0,3,0,77.3,83.4,0,44,0.0,0,19,7,89.5,17,108.3,8,47.1,0,80,24,3.4,11.4,4.71
George Kittle,11901,TE,SF,1,15,0,28,18.7,0,66.7,0.0,0,1,0.0,0,2,0,68.3,83.9,0,19,7.1,1,14,2,85.7,12,106.3,3,25.0,0,35,7,3.5,17.5,2.92,0,7.0,3,90.0,100.0,1,1,10.0,1,5,0,57.0,91.9,0,21,18.5,5,27,9,77.8,21,141.3,10,47.6,1,99,42,4.7,11.0,4.71
Chris Godwin,11839,WR,TB,1,15,0,30,11.8,0,25.0,,0,0,0.0,0,0,0,68.3,58.4,0,0,0.0,0,21,1,76.2,16,39.6,4,25.0,0,0,1,1.0,0.0,0.0,0,7.6,1,80.0,,0,0,20.0,1,2,0,42.1,61.5,0,23,0.0,0,17,4,100.0,17,114.2,5,29.4,0,57,33,8.3,14.3,3.35
Hunter Renfrow,47509,WR,LV,1,14,0,23,6.5,0,75.0,,0,0,0.0,0,1,1,70.5,55.7,0,19,0.0,0,17,3,94.1,16,96.9,4,25.0,0,31,15,5.0,10.3,1.94,0,2.9,0,100.0,,0,0,0.0,0,3,0,76.5,70.4,0,16,0.0,0,28,8,100.0,28,136.5,8,28.6,1,58,35,4.4,7.3,2.07
Justin Jefferson,61398,WR,MIN,1,14,0,18,15.9,0,71.4,0.0,0,1,16.7,1,3,0,73.4,86.4,0,22,0.0,0,18,5,94.4,17,140.5,7,41.2,1,66,18,3.6,13.2,3.88,0,5.5,0,50.0,0.0,0,1,0.0,0,1,0,68.3,56.8,1,8,0.0,0,10,2,90.0,9,17.7,4,44.4,0,13,6,3.0,6.5,1.44
Davante Adams,8688,WR,GB,1,13,0,12,8.1,0,77.8,,0,0,0.0,0,7,0,75.6,92.0,0,38,0.0,0,18,7,100.0,18,151.2,9,50.0,2,97,47,6.7,13.9,5.39,0,1.0,1,100.0,,0,0,0.0,0,1,0,64.7,65.2,0,12,0.0,0,11,1,100.0,11,116.7,1,9.1,0,12,11,11.0,12.0,1.09
Stefon Diggs,9579,WR,BUF,1,12,0,4,18.7,0,28.6,100.0,1,1,0.0,0,1,0,68.3,61.8,0,24,0.0,0,26,2,96.2,25,43.8,7,28.0,0,28,3,1.5,14.0,1.12,0,7.0,0,100.0,,0,0,0.0,0,3,0,73.4,68.8,0,13,0.0,0,30,5,93.3,28,105.0,5,17.9,0,46,11,2.2,9.2,1.64
Robbie Chosen,11254,WR,CAR,1,12,0,5,17.0,0,100.0,100.0,2,2,0.0,0,2,0,68.3,87.7,0,23,0.0,0,7,2,100.0,7,158.3,2,28.6,1,28,0,0.0,14.0,4.0,0,12.1,0,50.0,0.0,0,2,0.0,0,3,0,73.4,77.2,1,18,0.0,0,30,5,93.3,28,27.5,10,35.7,0,56,6,1.2,11.2,2.0
Cole Beasley,7330,WR,BUF,1,11,0,4,4.8,1,80.0,100.0,1,1,0.0,0,2,0,72.1,68.9,0,15,0.0,0,27,4,96.3,26,98.3,5,19.2,0,38,19,4.8,9.5,1.46,0,2.0,0,100.0,,0,0,0.0,0,1,0,73.4,66.0,0,10,0.0,0,26,5,96.2,25,88.3,5,20.0,0,26,16,3.2,5.2,1.04
Mark Andrews,47436,TE,BLT,1,11,0,3,3.0,0,100.0,,0,0,0.0,0,2,0,70.5,79.5,0,32,0.0,0,15,3,100.0,15,112.5,3,20.0,0,33,24,8.0,11.0,2.2,0,6.6,0,100.0,,0,0,0.0,0,4,0,52.1,64.9,0,20,0.0,0,31,7,87.1,27,110.7,7,25.9,0,74,28,4.0,10.6,2.74
Brandin Cooks,8655,WR,HST,1,11,0,13,14.8,0,25.0,0.0,0,1,0.0,0,1,0,68.3,57.0,0,9,0.0,0,9,1,77.8,7,39.6,4,57.1,0,9,4,4.0,9.0,1.29,0,0.7,1,100.0,,0,0,0.0,0,3,0,74.6,69.9,0,19,0.0,0,35,6,94.3,33,118.8,6,18.2,0,77,73,12.2,12.8,2.33
CeeDee Lamb,61570,WR,DAL,1,11,0,9,11.0,0,50.0,,0,0,0.0,0,0,0,64.7,55.7,1,4,0.0,0,5,1,100.0,5,16.7,2,40.0,0,4,0,0.0,4.0,0.8,0,4.4,2,66.7,,0,0,14.3,1,4,0,49.2,68.7,0,18,0.0,0,30,6,86.7,26,84.0,9,34.6,0,57,40,6.7,9.5,2.19
Amon-Ra St. Brown,84470,WR,DET,1,11,0,11,8.5,0,50.0,,0,0,0.0,0,1,0,64.7,79.0,0,19,0.0,0,7,1,100.0,7,83.3,2,28.6,0,19,10,10.0,19.0,2.71,0,5.5,1,66.7,,0,0,0.0,0,1,0,72.1,64.7,0,13,0.0,0,17,4,100.0,17,77.8,6,35.3,0,29,9,2.3,7.3,1.71
DeAndre Hopkins,7808,WR,ARZ,1,11,0,1,11.8,0,25.0,33.3,1,3,50.0,1,1,0,28.8,60.7,0,11,0.0,0,10,1,100.0,10,39.6,4,40.0,0,11,0,0.0,11.0,1.1,0,9.5,0,100.0,100.0,2,2,0.0,0,2,0,73.4,74.7,0,15,0.0,0,29,4,96.6,28,111.5,4,14.3,0,43,5,1.3,10.8,1.54
A.J. Green,6156,WR,ARZ,1,10,0,1,8.5,1,100.0,100.0,1,1,0.0,0,1,0,68.3,80.6,0,17,0.0,0,9,2,100.0,9,118.8,2,22.2,0,26,9,4.5,13.0,2.89,0,15.6,1,57.1,100.0,1,1,0.0,0,2,0,72.1,75.3,0,36,0.0,0,25,4,96.0,24,91.4,7,29.2,0,70,21,5.3,17.5,2.92
Brandon Aiyuk,84109,WR,SF,1,10,0,28,8.3,0,33.3,0.0,0,1,0.0,0,0,0,64.7,54.2,0,1,0.0,0,15,1,93.3,14,42.4,3,21.4,0,1,0,0.0,1.0,0.07,0,7.0,3,80.0,,0,0,0.0,0,2,0,73.4,70.4,0,21,0.0,0,26,4,92.3,24,107.5,5,20.8,0,49,30,7.5,12.3,2.04
DJ Moore,48267,WR,CAR,1,10,0,5,6.0,0,0.0,,0,0,,0,0,0,,54.5,0,0,0.0,0,6,0,100.0,6,39.6,2,33.3,0,0,0,,,0.0,0,9.9,0,75.0,,0,0,0.0,0,4,0,49.7,67.8,0,22,0.0,0,30,6,93.3,28,108.3,8,28.6,0,84,36,6.0,14.0,3.0
Jarvis Landry,8698,WR,CLV,1,9,0,8,9.0,0,60.0,66.7,2,3,0.0,0,2,0,70.5,70.7,1,17,0.0,0,15,3,93.3,14,79.6,5,35.7,1,33,6,2.0,11.0,2.36,0,6.3,0,66.7,,0,0,0.0,0,0,0,68.3,54.8,0,5,0.0,0,16,2,93.8,15,70.1,3,20.0,0,8,1,0.5,4.0,0.53
