player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Terry McLaurin,48229,WR,WAS,1,14,0,32,5.5,0,50.0,100.0,1,1,0.0,0,0,0,64.7,61.5,1,6,0.0,0,14,1,92.9,13,16.7,2,15.4,0,6,1,1.0,6.0,0.46,0,8.6,0,83.3,100.0,3,3,0.0,0,7,0,78.0,77.6,0,18,0.0,0,36,10,97.2,35,129.5,12,34.3,1,101,34,3.4,10.1,2.89
Brandin Cooks,8655,WR,HST,1,14,0,13,4.7,0,33.3,,0,0,0.0,0,1,0,64.7,55.6,0,2,0.0,0,8,1,75.0,6,81.9,3,50.0,1,2,1,1.0,2.0,0.33,0,13.8,0,72.7,50.0,1,2,0.0,0,3,0,76.5,72.3,0,22,0.0,0,25,8,96.0,24,91.5,11,45.8,0,76,24,3.0,9.5,3.17
Diontae Johnson,33441,WR,PIT,1,12,0,25,29.5,0,0.0,,0,0,,0,0,0,,54.9,0,0,0.0,0,7,0,100.0,7,39.6,2,28.6,0,0,0,,,0.0,0,5.3,2,87.5,100.0,1,1,0.0,0,4,0,75.6,71.1,1,13,0.0,0,27,7,100.0,27,54.7,8,29.6,0,53,41,5.9,7.6,1.96
Courtland Sutton,48164,WR,DEN,1,12,0,10,19.2,0,60.0,50.0,1,2,0.0,0,0,0,70.5,65.4,0,9,0.0,0,10,3,90.0,9,69.6,5,55.6,0,21,5,1.7,7.0,2.33,0,21.0,0,75.0,0.0,0,1,0.0,0,2,0,70.5,83.3,0,33,0.0,0,16,3,100.0,16,116.7,4,25.0,0,54,15,5.0,18.0,3.38
DJ Moore,48267,WR,CAR,1,11,0,5,7.8,0,75.0,100.0,3,3,0.0,0,3,0,70.5,77.5,0,13,0.0,0,13,3,92.3,12,126.0,4,33.3,1,21,9,3.0,7.0,1.75,0,10.8,0,60.0,0.0,0,1,0.0,0,1,0,72.1,67.3,0,20,0.0,0,21,3,90.5,19,82.9,5,26.3,0,37,7,2.3,12.3,1.95
Michael Pittman Jr.,29049,WR,IND,1,11,0,14,3.5,0,50.0,,0,0,0.0,0,0,0,64.7,58.0,0,3,0.0,0,6,1,100.0,6,56.3,2,33.3,0,3,0,0.0,3.0,0.5,0,11.8,0,80.0,,0,0,0.0,0,3,0,72.1,77.5,0,23,0.0,0,22,4,100.0,22,117.5,5,22.7,0,61,22,5.5,15.3,2.77
D.K. Metcalf,47864,WR,SEA,1,11,0,29,13.8,0,25.0,0.0,0,2,0.0,0,0,0,64.7,55.6,0,8,0.0,0,11,1,100.0,11,39.6,4,36.4,0,8,1,1.0,8.0,0.73,0,4.3,1,83.3,,0,0,0.0,0,2,0,73.4,63.2,0,16,0.0,0,21,5,95.2,20,97.9,6,30.0,0,45,24,4.8,9.0,2.25
Cooper Kupp,11824,WR,LA,1,11,0,26,5.0,0,100.0,,0,0,0.0,0,2,0,68.3,81.2,0,11,0.0,0,6,2,100.0,6,95.8,2,33.3,0,14,4,2.0,7.0,2.33,0,4.7,1,66.7,,0,0,0.0,0,3,0,72.1,83.5,1,43,0.0,0,21,4,100.0,21,70.1,6,28.6,0,79,77,19.3,19.8,3.76
Tyler Lockett,9502,WR,SEA,1,11,0,29,17.0,1,75.0,,0,0,0.0,0,1,0,70.5,89.1,0,63,0.0,0,12,3,100.0,12,156.3,4,33.3,1,82,34,11.3,27.3,6.83,0,16.3,0,66.7,0.0,0,1,0.0,0,2,0,72.1,71.7,0,51,0.0,0,21,4,95.2,20,105.6,6,30.0,0,69,5,1.3,17.3,3.45
Mike Williams,11762,WR,LAC,1,10,0,27,8.3,0,33.3,0.0,0,1,0.0,0,0,0,64.7,54.6,0,8,0.0,0,11,1,90.9,10,42.4,3,30.0,0,8,3,3.0,8.0,0.8,0,12.0,0,83.3,0.0,0,1,0.0,0,3,0,74.6,80.8,0,27,0.0,0,25,5,88.0,22,116.0,6,27.3,0,71,32,6.4,14.2,3.23
Marvin Jones Jr.,7158,WR,JAX,1,10,0,15,16.0,0,80.0,100.0,1,1,0.0,0,2,0,72.1,78.4,0,25,0.0,0,12,4,91.7,11,147.1,5,45.5,1,49,3,0.8,12.3,4.45,0,24.0,1,33.3,,0,0,0.0,0,0,0,64.7,54.0,0,0,0.0,0,14,1,85.7,12,42.4,3,25.0,0,0,3,3.0,0.0,0.0
Marquise Brown,61568,WR,BLT,1,10,0,3,5.8,1,75.0,,0,0,0.0,0,2,0,70.5,77.0,0,42,0.0,0,15,3,86.7,13,156.3,4,30.8,1,55,34,11.3,18.3,4.23,0,23.8,0,50.0,,0,0,0.0,0,2,0,68.3,83.5,1,27,0.0,0,9,2,77.8,7,53.1,4,57.1,0,47,23,11.5,23.5,6.71
