player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Stefon Diggs,9579,WR,BUF,1,13,0,4,14.7,0,66.7,100.0,2,2,0.0,0,4,0,72.1,93.3,0,23,0.0,0,9,4,88.9,8,130.6,6,75.0,1,48,3,0.8,12.0,6.0,0,18.3,0,57.1,50.0,1,2,0.0,0,2,0,72.1,83.2,1,57,0.0,0,20,4,95.0,19,62.2,7,36.8,0,114,35,8.8,28.5,6.0
Cooper Kupp,11824,WR,LA,1,13,0,26,5.7,0,66.7,,0,0,33.3,1,2,0,29.9,66.6,0,11,14.3,1,7,2,85.7,6,85.4,3,50.0,0,20,8,4.0,10.0,3.33,0,12.6,0,80.0,,0,0,0.0,0,1,0,72.1,61.9,0,29,0.0,0,20,4,90.0,18,104.2,5,27.8,0,45,22,5.5,11.3,2.5
Diontae Johnson,33441,WR,PIT,1,12,0,25,10.3,0,71.4,0.0,0,1,0.0,0,4,1,73.4,76.3,0,36,0.0,0,19,5,89.5,17,110.4,7,41.2,0,82,34,6.8,16.4,4.82,0,7.8,0,25.0,0.0,0,1,0.0,0,0,0,64.7,42.1,0,-2,0.0,0,27,1,92.6,25,39.6,4,16.0,0,-2,1,1.0,-2.0,-0.08
Ray-Ray McCloud III,47895,WR,PIT,1,12,0,25,3.8,0,50.0,0.0,0,1,0.0,0,0,0,68.3,51.8,0,1,0.0,0,17,2,88.2,15,56.3,4,26.7,0,-2,2,1.0,-1.0,-0.13,0,7.7,0,100.0,100.0,1,1,0.0,0,3,0,74.6,69.9,0,17,0.0,0,25,6,92.0,23,102.1,6,26.1,0,51,5,0.8,8.5,2.22
Keenan Allen,7857,WR,LAC,1,11,0,27,4.2,0,80.0,0.0,0,1,0.0,0,2,0,72.1,69.4,0,11,0.0,0,16,4,81.3,13,90.0,5,38.5,0,28,13,3.3,7.0,2.15,0,13.2,0,66.7,0.0,0,1,0.0,0,3,0,72.1,82.5,1,26,0.0,0,21,4,95.2,20,66.7,6,30.0,0,70,22,5.5,17.5,3.5
Justin Jefferson,61398,WR,MIN,1,11,0,18,14.3,0,66.7,,0,0,0.0,0,2,0,68.3,91.0,0,27,0.0,0,9,2,100.0,9,109.7,3,33.3,0,48,10,5.0,24.0,5.33,0,8.6,1,100.0,100.0,2,2,0.0,0,3,0,73.4,86.0,0,27,0.0,0,17,5,100.0,17,118.8,5,29.4,0,65,22,4.4,13.0,3.82
Marquise Brown,61568,WR,BLT,1,11,0,3,4.5,0,75.0,,0,0,0.0,0,0,1,70.5,43.7,0,7,0.0,0,18,3,94.4,17,80.2,4,23.5,0,15,13,4.3,5.0,0.88,0,12.1,0,42.9,0.0,0,2,25.0,1,1,0,36.8,54.1,0,11,0.0,0,25,3,92.0,23,50.9,7,30.4,0,22,14,4.7,7.3,0.96
Tyreek Hill,10799,WR,KC,1,10,0,16,24.7,0,33.3,0.0,0,1,0.0,0,1,0,64.7,80.5,0,32,0.0,0,6,1,100.0,6,74.3,3,50.0,0,32,4,4.0,32.0,5.33,0,13.3,1,75.0,,0,0,0.0,0,2,0,70.5,70.0,0,16,0.0,0,24,3,100.0,24,100.0,4,16.7,0,34,19,6.3,11.3,1.42
Christian McCaffrey,11763,HB,CAR,1,10,0,5,3.0,0,100.0,,0,0,0.0,0,1,0,64.7,75.0,0,9,40.0,2,5,1,60.0,3,104.2,1,33.3,0,9,6,6.0,9.0,3.0,0,2.6,0,100.0,,0,0,0.0,0,2,0,75.6,81.5,0,15,12.5,2,16,7,87.5,14,98.8,7,50.0,0,54,36,5.1,7.7,3.86
Leonard Fournette,11759,HB,TB,1,9,0,30,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,2.5,0,87.5,,0,0,12.5,1,1,0,54.5,59.6,0,15,11.8,2,17,7,82.4,14,88.5,8,57.1,0,42,23,3.3,6.0,3.0
Davante Adams,8688,WR,GB,1,9,0,12,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,0.0,0,0.0,0,,0,0,0,,,,0,6.5,0,50.0,0.0,0,1,33.3,1,0,0,30.0,46.5,0,9,0.0,0,29,2,96.6,28,59.4,4,14.3,0,15,7,3.5,7.5,0.54
Pat Freiermuth,84085,TE,PIT,1,9,0,25,6.0,0,66.7,,0,0,0.0,0,1,0,68.3,64.0,0,10,0.0,0,11,2,90.9,10,79.9,3,30.0,0,16,8,4.0,8.0,1.6,0,5.2,0,60.0,,0,0,40.0,2,1,1,28.0,28.6,0,8,13.0,3,23,3,87.0,20,64.6,5,25.0,0,15,6,2.0,5.0,0.75
Jerry Jeudy,61103,WR,DEN,1,9,0,10,22.5,0,0.0,0.0,0,1,,0,0,0,,54.1,0,0,0.0,0,8,0,100.0,8,39.6,2,25.0,0,0,0,,,0.0,0,6.4,2,100.0,,0,0,0.0,0,3,1,73.4,63.6,0,14,0.0,0,20,5,95.0,19,102.5,5,26.3,0,43,11,2.2,8.6,2.26
Darrel Williams,13014,HB,KC,1,9,0,16,,0,,,0,0,,0,0,0,,56.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,4.0,3,100.0,100.0,1,1,0.0,0,4,0,75.6,89.6,0,38,5.3,1,19,7,94.7,18,158.3,7,38.9,1,99,71,10.1,14.1,5.5
Travis Kelce,7844,TE,KC,1,9,0,16,-2.0,0,100.0,,0,0,0.0,0,1,0,64.7,71.4,0,12,0.0,0,6,1,100.0,6,116.7,1,16.7,0,12,14,14.0,12.0,2.0,0,6.3,4,83.3,,0,0,16.7,1,4,0,45.8,76.8,0,30,0.0,0,25,5,100.0,25,118.8,6,24.0,0,80,49,9.8,16.0,3.2
Tyler Lockett,9502,WR,SEA,1,8,0,29,,0,,,0,0,,0,0,0,,53.9,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,0,27.5,0,0.0,,0,0,,0,0,0,,52.2,0,0,0.0,0,19,0,100.0,19,39.6,2,10.5,0,0,0,,,0.0
Dan Arnold,51842,TE,JAX,1,8,0,15,7.5,0,50.0,,0,0,0.0,0,1,0,68.3,75.4,0,14,0.0,0,9,1,88.9,8,72.9,2,25.0,0,14,10,10.0,14.0,1.75,0,8.2,0,66.7,,0,0,20.0,1,1,0,41.6,65.3,0,24,0.0,0,25,4,100.0,25,94.4,6,24.0,0,53,15,3.8,13.3,2.12
Mark Andrews,47436,TE,BLT,1,8,0,3,6.3,1,100.0,,0,0,0.0,0,2,0,70.5,71.7,0,15,5.9,1,17,3,94.1,16,139.6,3,18.8,1,24,12,4.0,8.0,1.5,0,10.5,1,75.0,0.0,0,1,0.0,0,3,0,70.5,69.7,0,15,0.0,0,28,3,92.9,26,105.2,4,15.4,0,39,11,3.7,13.0,1.5
Rashod Bateman,84296,WR,BLT,1,8,0,3,12.3,0,50.0,66.7,2,3,0.0,0,2,0,68.3,86.1,1,30,0.0,0,13,2,92.3,12,56.3,4,33.3,0,50,17,8.5,25.0,4.17,0,5.8,0,100.0,,0,0,0.0,0,2,0,72.1,69.3,0,9,0.0,0,18,4,94.4,17,97.9,4,23.5,0,30,7,1.8,7.5,1.76
D.K. Metcalf,47864,WR,SEA,1,8,0,29,12.0,0,100.0,,0,0,0.0,0,2,0,68.3,78.6,0,18,0.0,0,7,2,85.7,6,118.8,2,33.3,0,25,1,0.5,12.5,4.17,0,4.3,0,33.3,,0,0,66.7,2,0,0,26.5,38.5,0,1,0.0,0,14,1,92.9,13,42.4,3,23.1,0,1,2,2.0,1.0,0.08
Christian Kirk,47546,WR,ARZ,1,8,0,1,6.0,0,100.0,,0,0,0.0,0,1,0,68.3,67.1,0,20,0.0,0,9,2,100.0,9,118.8,2,22.2,0,25,13,6.5,12.5,2.78,0,6.8,0,80.0,50.0,1,2,0.0,0,2,0,72.1,73.8,0,19,0.0,0,19,4,100.0,19,85.8,5,26.3,0,23,2,0.5,5.8,1.21
D'Ernest Johnson,45734,HB,CLV,1,8,0,8,-0.3,2,100.0,,0,0,0.0,0,3,1,72.1,61.9,0,18,11.1,1,9,4,88.9,8,106.3,4,50.0,0,38,39,9.8,9.5,4.75,0,1.5,0,75.0,,0,0,0.0,0,0,0,70.5,63.0,0,9,17.6,3,17,3,82.4,14,85.4,4,28.6,0,20,17,5.7,6.7,1.43
Hunter Renfrow,47509,WR,LV,1,8,0,23,-3.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.3,0,3,0.0,0,3,1,66.7,2,79.2,1,50.0,0,3,6,6.0,3.0,1.5,0,3.0,0,100.0,,0,0,0.0,0,2,0,72.1,58.7,0,15,0.0,0,26,4,100.0,26,100.0,4,15.4,0,32,20,5.0,8.0,1.23
Gerald Everett,11799,TE,SEA,1,8,0,29,-2.0,1,100.0,,0,0,0.0,0,1,0,68.3,86.1,0,12,20.0,1,5,2,80.0,4,104.2,2,50.0,0,18,22,11.0,9.0,4.5,0,5.6,0,100.0,100.0,1,1,0.0,0,2,0,73.4,74.7,0,10,5.6,1,18,5,88.9,16,100.0,5,31.3,0,40,12,2.4,8.0,2.5
Chris Godwin,11839,WR,TB,1,8,0,30,6.0,1,100.0,,0,0,0.0,0,1,0,64.7,73.6,0,11,0.0,0,3,1,100.0,3,112.5,1,33.3,0,11,5,5.0,11.0,3.67,0,3.3,2,85.7,100.0,1,1,14.3,1,1,0,49.7,64.1,0,15,0.0,0,26,6,96.2,25,94.0,7,28.0,0,46,37,6.2,7.7,1.84
Ty Johnson,45769,HB,NYJ,1,7,0,22,,0,,,0,0,,0,0,0,,56.8,0,0,50.0,4,8,0,50.0,4,0.0,0,0.0,0,0,0,,,0.0,0,-0.2,0,83.3,,0,0,16.7,1,2,0,46.3,56.2,0,14,0.0,0,12,5,100.0,12,91.7,6,50.0,0,36,38,7.6,7.2,3.0
Van Jefferson,47447,WR,LA,1,7,0,26,15.0,0,100.0,,0,0,0.0,0,1,0,64.7,74.5,0,16,0.0,0,7,1,100.0,7,118.8,1,14.3,0,16,1,1.0,16.0,2.29,0,18.0,0,33.3,,0,0,66.7,2,1,0,26.4,51.7,0,33,0.0,0,19,1,89.5,17,75.7,3,17.6,0,33,15,15.0,33.0,1.94
CeeDee Lamb,61570,WR,DAL,1,7,0,9,7.2,2,80.0,100.0,1,1,0.0,0,4,0,72.1,93.3,0,21,0.0,0,9,4,100.0,9,149.6,5,55.6,2,52,17,4.3,13.0,5.78,0,0.5,3,100.0,,0,0,0.0,0,1,0,29.9,68.1,0,37,0.0,0,14,2,92.9,13,118.8,2,15.4,0,42,41,20.5,21.0,3.23
Kyle Pitts,83964,TE,ATL,1,7,0,2,7.0,0,0.0,0.0,0,1,,0,0,0,,52.6,0,0,0.0,0,7,0,100.0,7,39.6,1,14.3,0,0,0,,,0.0,0,10.6,0,60.0,0.0,0,1,0.0,0,2,0,70.5,82.6,2,17,13.3,2,15,3,86.7,13,47.5,5,38.5,0,42,10,3.3,14.0,3.23
Tre'Quan Smith,48228,WR,NO,1,7,0,20,9.7,0,66.7,,0,0,0.0,0,2,0,70.5,73.7,0,21,0.0,0,11,2,81.8,9,141.7,3,33.3,1,32,15,7.5,16.0,3.56,0,4.0,0,100.0,,0,0,0.0,0,0,0,68.3,52.5,0,6,0.0,0,20,2,100.0,20,91.7,2,10.0,0,12,4,2.0,6.0,0.6
DJ Moore,48267,WR,CAR,1,7,0,5,1.3,0,66.7,,0,0,0.0,0,1,0,68.3,66.6,0,10,0.0,0,8,2,87.5,7,70.1,3,42.9,0,8,1,0.5,4.0,1.14,0,6.0,0,50.0,50.0,1,2,33.3,1,1,0,36.8,54.3,0,10,0.0,0,22,2,90.9,20,60.4,4,20.0,0,16,5,2.5,8.0,0.8
Jonathan Taylor,57488,HB,IND,1,7,0,14,-1.0,0,100.0,,0,0,0.0,0,0,0,64.7,61.6,0,1,44.4,4,9,1,55.6,5,79.2,1,20.0,0,1,2,2.0,1.0,0.2,0,0.0,1,100.0,100.0,1,1,0.0,0,0,0,72.1,67.2,0,6,33.3,5,15,4,66.7,10,81.3,4,40.0,0,14,14,3.5,3.5,1.4
Adam Thielen,8288,WR,MIN,1,7,0,18,11.0,1,66.7,50.0,1,2,0.0,0,1,0,68.3,68.2,0,18,0.0,0,9,2,100.0,9,104.9,3,33.3,0,34,7,3.5,17.0,3.78,0,-1.0,1,100.0,,0,0,0.0,0,1,0,64.7,61.1,0,19,0.0,0,18,1,100.0,18,118.8,1,5.6,0,19,20,20.0,19.0,1.06
Corey Davis,11760,WR,NYJ,1,7,0,22,1.0,0,0.0,,0,0,,0,0,0,,52.4,0,0,0.0,0,15,0,86.7,13,39.6,1,7.7,0,0,0,,,0.0,0,15.0,1,75.0,,0,0,0.0,0,2,1,70.5,65.3,1,28,0.0,0,23,3,100.0,23,77.1,4,17.4,0,67,19,6.3,22.3,2.91
Tony Pollard,27126,HB,DAL,1,7,0,9,,0,,,0,0,,0,0,0,,55.6,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,0,1.1,1,85.7,,0,0,14.3,1,2,0,49.2,81.0,0,19,0.0,0,9,6,88.9,8,100.0,7,87.5,0,56,50,8.3,9.3,7.0
Laviska Shenault Jr.,61220,WR,JAX,1,7,0,15,17.7,0,0.0,0.0,0,1,100.0,1,0,0,27.9,43.6,0,0,0.0,0,13,0,92.3,12,39.6,3,25.0,0,0,0,,,0.0,0,3.3,0,75.0,50.0,1,2,0.0,0,1,0,70.5,61.5,0,6,0.0,0,22,3,100.0,22,80.2,4,18.2,0,15,11,3.7,5.0,0.68
Terry McLaurin,48229,WR,WAS,1,7,0,32,6.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,80.8,0,6,0.0,0,5,1,100.0,5,91.7,1,20.0,0,6,0,0.0,6.0,1.2,0,7.3,0,83.3,100.0,1,1,0.0,0,2,0,73.4,63.3,0,21,0.0,0,34,5,97.1,33,103.5,6,18.2,0,53,25,5.0,10.6,1.61
Quez Watkins,61664,WR,PHI,1,6,0,24,11.7,1,66.7,,0,0,33.3,1,1,0,29.9,55.2,0,6,6.7,1,15,2,93.3,14,70.1,3,21.4,0,9,12,6.0,4.5,0.64,0,23.0,0,0.0,,0,0,,0,0,0,,55.9,1,0,0.0,0,5,0,100.0,5,0.0,1,20.0,0,0,0,,,0.0
Aaron Jones,11937,HB,GB,1,6,0,12,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,,0,0,0,,,,0,1.0,1,80.0,,0,0,20.0,1,3,0,41.6,56.4,0,24,11.8,2,17,4,88.2,15,117.5,5,33.3,0,61,60,15.0,15.3,4.07
Tim Patrick,12087,WR,DEN,1,6,0,10,5.0,0,100.0,,0,0,0.0,0,1,0,64.7,66.9,0,7,0.0,0,8,1,100.0,8,95.8,1,12.5,0,7,2,2.0,7.0,0.88,0,1.5,0,100.0,,0,0,0.0,0,0,0,68.3,55.0,0,7,0.0,0,20,2,95.0,19,81.3,2,10.5,0,7,4,2.0,3.5,0.37
Austin Ekeler,12164,HB,LAC,1,6,0,27,,0,,,0,0,,0,0,0,,53.1,0,0,35.7,5,14,0,57.1,8,0.0,0,0.0,0,0,0,,,0.0,0,4.2,0,40.0,,0,0,33.3,1,0,0,36.2,36.7,0,7,7.1,1,14,2,85.7,12,47.9,5,41.7,0,13,13,6.5,6.5,1.08
Adam Trautman,109795,TE,NO,1,6,0,20,,0,,,0,0,,0,0,0,,55.2,0,0,42.9,3,7,0,57.1,4,0.0,0,0.0,0,0,0,,,0.0,0,1.5,0,75.0,,0,0,0.0,0,1,0,70.5,62.3,0,8,15.8,3,19,3,78.9,15,88.5,4,26.7,0,23,21,7.0,7.7,1.53
Mike Gesicki,47153,TE,MIA,1,6,0,17,8.0,0,0.0,0.0,0,1,,0,0,0,,52.3,0,0,0.0,0,15,0,80.0,12,39.6,3,25.0,0,0,0,,,0.0,0,7.5,0,0.0,0.0,0,1,,0,0,0,,54.7,0,0,7.7,1,13,0,92.3,12,39.6,2,16.7,0,0,0,,,0.0
