player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Cooper Kupp,11824,WR,LA,1,4.1,1,78.6,33.3,1,3,0,0.0,0,6,26,0,78.7,73.4,68.2,,65.5,0.0,0,1,17,0.0,0,58,0,11,94.8,55,65.5,38,65.2,14,0,32.8,19,95,68,6.2,8.6,1.73
Davante Adams,8688,WR,GB,1,10.9,0,42.9,33.3,1,3,0,0.0,0,4,12,0,74.6,68.8,66.4,,65.7,0.0,0,1,14,0.0,0,41,0,6,95.1,39,34.1,14,20.5,14,0,65.9,27,42,18,3.0,7.0,1.08
Ja'Marr Chase,84270,WR,CIN,1,13.5,0,46.2,0.0,0,6,0,14.3,1,2,7,1,52.5,19.4,52.0,,53.3,0.0,0,2,15,0.0,0,50,0,6,94.0,47,14.0,7,16.7,13,0,86.0,43,49,28,4.7,8.2,1.04
Keenan Allen,7857,WR,LAC,1,6.0,0,92.3,100.0,2,2,0,0.0,0,5,27,0,79.4,71.9,76.6,,77.9,0.0,0,0,18,0.0,0,39,0,12,97.4,38,53.8,21,100.0,13,0,41.0,16,104,41,3.4,8.7,2.74
Brandin Cooks,8655,WR,HST,1,11.7,1,50.0,,0,0,0,0.0,0,4,13,0,74.6,68.8,67.0,,66.1,0.0,0,1,11,0.0,0,52,0,6,98.1,51,36.5,19,28.5,12,0,63.5,33,56,17,2.8,9.3,1.1
Darren Waller,9637,TE,LV,1,10.2,0,63.6,66.7,2,3,0,0.0,0,5,23,0,75.6,69.5,71.1,73.6,72.7,48.9,23,0,24,6.4,3,47,0,7,91.5,43,31.9,15,90.0,11,0,19.1,9,92,28,4.0,13.1,2.14
Cole Beasley,7330,WR,BUF,1,5.5,0,72.7,,0,0,0,11.1,1,3,4,0,54.5,70.1,64.1,,63.5,0.0,0,1,9,0.0,0,36,0,8,94.4,34,72.2,26,37.3,11,0,27.8,10,33,15,1.9,4.1,0.97
A.J. Brown,48327,WR,TEN,1,8.5,1,45.5,33.3,1,3,1,28.6,2,3,31,0,29.2,68.0,57.1,,58.8,0.0,0,1,16,0.0,0,29,1,5,96.6,28,37.9,11,18.0,11,0,62.1,18,42,13,2.6,8.4,1.5
Marquise Brown,61568,WR,BLT,1,7.2,1,81.8,100.0,2,2,0,0.0,0,4,3,0,78.7,71.5,71.5,,71.4,0.0,0,0,22,0.0,0,54,0,9,92.6,50,38.9,21,110.6,11,0,61.1,33,116,79,8.8,12.9,2.32
Tyreek Hill,10799,WR,KC,1,18.0,0,36.4,,0,0,0,0.0,0,3,16,0,73.4,69.1,65.8,,66.9,0.0,0,0,13,0.0,0,33,0,4,93.9,31,42.4,14,46.4,11,0,57.6,19,37,8,2.0,9.3,1.19
Jaylen Waddle,84088,WR,MIA,1,9.8,0,80.0,100.0,1,1,0,0.0,0,5,17,0,76.5,72.1,74.4,,73.3,0.0,0,2,17,0.0,0,42,0,8,95.2,40,59.5,25,61.7,10,0,40.5,17,83,26,3.3,10.4,2.08
Mark Andrews,47436,TE,BLT,1,12.6,0,55.6,0.0,0,2,0,16.7,1,3,3,0,45.8,68.0,59.5,,59.4,18.6,8,1,13,0.0,0,43,1,5,90.7,39,67.4,29,29.2,9,0,14.0,6,44,10,2.0,8.8,1.13
Tyler Higbee,10744,TE,LA,1,7.6,0,55.6,50.0,1,2,0,0.0,0,2,26,0,73.4,68.0,54.7,20.1,59.0,57.9,33,0,26,3.5,2,57,1,5,93.0,53,26.3,15,72.0,9,0,15.8,9,51,32,6.4,10.2,0.96
Hunter Renfrow,47509,WR,LV,1,2.9,1,77.8,50.0,1,2,0,0.0,0,3,23,0,75.6,19.7,75.7,,74.5,0.0,0,1,20,0.0,0,35,0,7,97.1,34,71.4,25,86.8,9,1,28.6,10,49,28,4.0,7.0,1.44
Robert Woods,7822,WR,LA,1,9.8,0,77.8,,0,0,0,0.0,0,5,26,0,75.6,70.3,74.4,62.3,67.6,1.7,1,1,22,1.7,1,58,0,7,94.8,55,39.7,23,72.5,9,0,58.6,34,98,39,5.6,14.0,1.78
Travis Kelce,7844,TE,KC,1,10.0,0,62.5,,0,0,0,28.6,2,3,16,0,29.2,68.0,48.8,67.1,56.2,20.0,8,0,25,2.5,1,40,1,5,92.5,37,57.5,23,129.2,8,1,17.5,7,68,16,3.2,13.6,1.84
Mike Gesicki,47153,TE,MIA,1,12.0,0,50.0,50.0,3,6,0,0.0,0,3,17,0,72.1,67.0,79.8,61.6,79.9,2.3,1,0,18,2.3,1,43,0,4,93.0,40,65.1,28,71.9,8,0,32.6,14,54,3,0.8,13.5,1.35
Russell Gage,44771,WR,ATL,1,8.5,0,87.5,100.0,1,1,0,0.0,0,2,2,0,75.6,69.5,63.5,,63.0,0.0,0,0,20,0.0,0,31,0,7,96.8,30,58.1,18,100.0,8,0,41.9,13,64,21,3.0,9.1,2.13
Brandon Aiyuk,84109,WR,SF,1,13.3,0,75.0,100.0,2,2,0,0.0,0,5,28,1,74.6,20.7,72.7,,73.4,0.0,0,0,22,0.0,0,46,0,6,93.5,43,30.4,14,150.5,8,1,69.6,32,89,19,3.2,14.8,2.07
Devin Singletary,40485,HB,BUF,1,1.0,2,87.5,100.0,1,1,0,0.0,0,2,4,0,75.6,73.5,61.9,82.3,66.2,0.0,0,1,14,12.2,5,41,0,7,82.9,34,9.8,4,49.5,8,0,4.9,2,43,35,5.0,6.1,1.26
CeeDee Lamb,61570,WR,DAL,1,23.6,0,25.0,50.0,2,4,0,0.0,0,0,9,0,70.5,65.8,63.0,,62.8,0.0,0,1,18,0.0,0,32,0,2,90.6,29,18.8,6,0.0,8,0,81.3,26,23,0,0.0,11.5,0.79
Stefon Diggs,9579,WR,BUF,1,8.8,2,75.0,,0,0,0,0.0,0,5,4,0,74.6,68.8,71.0,,70.0,0.0,0,0,28,0.0,0,49,0,6,98.0,48,18.4,9,108.9,8,0,81.6,40,85,40,6.7,14.2,1.77
Tee Higgins,61211,WR,CIN,1,16.8,1,75.0,50.0,2,4,0,0.0,0,4,7,0,74.6,68.8,75.8,,74.6,0.0,0,0,20,0.0,0,44,0,6,93.2,41,22.7,10,105.2,8,0,77.3,34,78,10,1.7,13.0,1.9
Jerry Jeudy,61103,WR,DEN,1,6.1,2,75.0,0.0,0,1,0,0.0,0,3,10,0,74.6,68.8,71.1,,70.4,0.0,0,0,25,0.0,0,28,0,6,89.3,25,64.3,18,100.5,8,0,35.7,10,69,55,9.2,11.5,2.76
Cole Kmet,60995,TE,CHI,1,14.0,0,75.0,100.0,1,1,0,0.0,0,5,6,0,74.6,68.8,90.7,71.0,89.9,29.4,10,0,25,5.9,2,34,0,6,82.4,28,52.9,18,109.9,8,0,17.6,6,87,4,0.7,14.5,3.11
Keelan Cole,51593,WR,NYJ,1,11.9,0,62.5,100.0,1,1,0,0.0,0,5,22,0,73.4,68.0,63.3,,65.7,0.0,0,1,18,0.0,0,29,1,5,93.1,27,3.4,1,49.0,8,0,96.6,28,66,6,1.2,13.2,2.44
