player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Darnell Mooney,48236,WR,CHI,1,14.7,1,35.7,0.0,0,3,0,0.0,0,4,6,0,73.4,68.0,75.5,,74.8,0.0,0,0,60,0.0,0,38,0,5,94.7,36,50.0,19,91.7,14,1,50.0,19,121,72,14.4,24.2,3.36
Keenan Allen,7857,WR,LAC,1,9.1,0,75.0,100.0,2,2,0,0.0,0,7,27,0,77.3,70.6,78.4,,76.8,0.0,0,1,30,0.0,0,51,0,9,92.2,47,60.8,31,68.8,12,0,39.2,20,112,30,3.3,12.4,2.38
Diontae Johnson,33441,WR,PIT,1,12.2,0,63.6,100.0,2,2,0,0.0,0,4,25,0,75.6,69.5,74.4,,73.1,0.0,0,0,32,0.0,0,50,0,7,92.0,46,6.0,3,123.7,11,1,94.0,47,101,34,4.9,14.4,2.2
Kadarius Toney,61245,WR,NYG,1,8.2,3,63.6,50.0,1,2,0,0.0,0,1,21,0,75.6,70.1,63.0,,62.7,3.6,1,0,8,0.0,0,28,0,7,89.3,25,64.3,18,70.3,11,0,28.6,8,40,14,2.0,5.7,1.6
Tyreek Hill,10799,WR,KC,1,4.7,0,81.8,0.0,0,1,0,10.0,1,6,16,0,57.0,71.3,75.8,,69.3,7.3,3,0,23,0.0,0,41,0,9,97.6,40,29.3,12,95.8,11,0,63.4,26,77,48,5.3,8.6,1.93
Rondale Moore,62890,WR,ARZ,1,-1.0,2,100.0,,0,0,0,0.0,0,3,1,0,78.7,74.1,79.0,,77.6,0.0,0,0,11,0.0,0,24,0,11,95.8,23,70.8,17,86.0,11,0,25.0,6,51,62,5.6,4.6,2.22
Mike Evans,8642,WR,TB,1,9.4,1,60.0,100.0,1,1,0,14.3,1,5,30,0,49.2,69.8,67.5,,67.9,0.0,0,1,21,0.0,0,47,1,6,93.6,44,27.7,13,76.3,10,1,72.3,34,73,19,3.2,12.2,1.66
Mark Andrews,47436,TE,BLT,1,6.0,0,80.0,33.3,1,3,1,11.1,1,5,3,0,56.7,70.6,73.5,,72.7,14.6,7,1,16,0.0,0,48,1,8,89.6,43,62.5,30,57.5,10,0,22.9,11,73,30,3.8,9.1,1.7
Dawson Knox,35883,TE,BUF,1,7.0,1,60.0,33.3,1,3,0,33.3,3,4,4,0,27.9,68.8,51.1,74.1,50.4,30.2,13,0,31,2.3,1,43,1,6,93.0,40,53.5,23,85.4,10,0,9.3,4,80,40,6.7,13.3,2.0
Michael Gallup,26075,WR,DAL,1,10.8,0,50.0,33.3,1,3,0,0.0,0,4,9,0,73.4,68.0,66.9,,66.4,0.0,0,0,16,0.0,0,47,0,5,97.9,46,14.9,7,62.1,10,0,85.1,40,44,25,5.0,8.8,0.96
