player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
A.J. Brown,48327,WR,TEN,1,12.9,2,68.8,42.9,3,7,0,8.3,1,8,31,0,60.2,72.0,90.7,,91.6,0.0,0,0,42,0.0,0,33,0,11,90.9,30,33.3,11,118.0,16,1,66.7,22,145,22,2.0,13.2,4.83
Antonio Brown,5718,WR,TB,1,9.9,0,71.4,100.0,2,2,0,9.1,1,8,30,0,58.9,71.1,81.7,,82.8,0.0,0,0,22,0.0,0,30,1,10,90.0,27,40.0,12,91.7,14,0,60.0,18,101,17,1.7,10.1,3.74
Stefon Diggs,9579,WR,BUF,1,9.5,3,53.8,0.0,0,1,0,12.5,1,4,4,0,52.1,69.5,71.0,,73.5,0.0,0,0,23,0.0,0,44,0,7,95.5,42,29.5,13,99.8,13,1,68.2,30,85,33,4.7,12.1,2.02
Zach Ertz,7816,TE,ARZ,1,6.6,1,61.5,50.0,1,2,0,0.0,0,4,1,0,76.5,70.1,71.6,76.5,70.7,22.7,10,0,11,4.5,2,44,0,8,95.5,42,68.2,30,70.7,13,0,2.3,1,54,35,4.4,6.8,1.29
Justin Jefferson,61398,WR,MIN,1,16.2,2,61.5,75.0,3,4,0,0.0,0,4,18,0,76.5,70.1,80.3,,78.8,0.0,0,0,34,0.0,0,43,0,8,100.0,43,20.9,9,90.5,13,0,79.1,34,116,41,5.1,14.5,2.7
Tee Higgins,61211,WR,CIN,1,12.2,1,92.3,100.0,4,4,0,7.7,1,12,7,0,62.1,71.9,91.0,62.2,90.4,0.0,0,0,52,2.1,1,48,0,12,91.7,44,10.4,5,158.3,13,2,89.6,43,194,39,3.3,16.2,4.41
Marvin Jones Jr.,7158,WR,JAX,1,11.2,0,61.5,25.0,1,4,0,11.1,1,5,15,0,54.5,70.1,64.7,,65.1,0.0,0,0,19,0.0,0,41,0,8,95.1,39,26.8,11,77.1,13,0,73.2,30,74,9,1.1,9.3,1.9
Davante Adams,8688,WR,GB,1,7.2,1,76.9,50.0,1,2,0,16.7,2,7,12,0,43.8,71.5,85.6,,84.7,0.0,0,0,33,0.0,0,35,0,10,97.1,34,42.9,15,142.3,13,2,57.1,20,114,48,4.8,11.4,3.35
Michael Pittman Jr.,29049,WR,IND,1,5.3,0,66.7,50.0,1,2,0,0.0,0,5,14,0,76.5,71.8,70.2,,74.4,0.0,0,0,20,0.0,0,37,1,8,83.8,31,13.5,5,86.1,12,0,86.5,32,82,40,5.0,10.3,2.65
Jaylen Waddle,84088,WR,MIA,1,6.0,1,83.3,,0,0,0,0.0,0,6,17,0,78.7,71.5,87.7,,90.3,0.0,0,0,24,0.0,0,32,0,10,90.6,29,50.0,16,126.4,12,1,34.4,11,92,57,5.7,9.2,3.17
