player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Matthew Stafford,4924,QB,LA,1,70.7,41,41,9.3,2.34,0,4,8.9,68.3,28,0,9,3.4,42,1,17,26,80.3,79.9,78.2,60.0,0,0,46,0,11.1,117.3,2.4,1,0,0,0,3,0,0.0,334,8.1
Matt Ryan,4317,QB,ATL,1,73.0,37,40,9.5,2.73,1,4,10.0,62.5,25,0,18,7.4,42,2,15,2,29.2,83.4,89.5,31.3,0,1,42,0,5.6,95.4,2.4,1,1,0,2,2,1,2.4,336,8.4
Tua Tagovailoa,60326,QB,MIA,1,85.0,40,40,6.3,2.56,0,1,2.4,80.0,32,0,12,5.9,45,2,19,17,80.0,84.5,83.5,63.1,0,2,47,0,8.3,109.5,2.2,1,4,0,0,4,1,2.1,291,7.3
Joe Burrow,28022,QB,CIN,1,65.7,35,38,11.5,2.51,1,1,2.6,60.5,23,0,14,0.0,39,0,15,7,79.1,73.2,72.8,60.0,0,1,39,0,7.1,113.5,2.6,1,0,1,1,3,1,2.6,416,10.9
Taylor Heinicke,9896,QB,WAS,1,77.1,35,37,7.6,3.17,0,0,0.0,67.6,25,0,20,7.4,47,2,18,32,32.5,56.4,55.0,60.9,1,1,48,0,20.0,86.3,8.5,4,6,1,0,1,2,4.2,268,7.2
Tom Brady,698,QB,TB,1,60.0,35,36,9.3,2.21,1,3,7.9,55.6,20,0,5,4.8,36,1,12,30,78.7,76.2,74.6,,0,0,38,0,0.0,109.8,0.0,0,0,0,0,4,0,0.0,211,5.9
Mac Jones,60323,QB,NE,1,72.7,33,36,7.6,2.57,0,1,2.6,66.7,24,0,8,0.0,39,0,14,19,79.4,81.8,78.4,70.9,1,0,41,0,12.5,111.7,2.6,1,2,0,2,2,0,0.0,307,8.5
Jared Goff,10635,QB,DET,1,76.7,30,36,4.4,2.76,0,1,2.7,61.1,22,0,9,4.3,39,1,10,11,79.0,63.5,65.5,58.3,1,2,40,1,22.2,70.1,5.1,2,1,2,3,1,1,2.5,268,7.4
Patrick Mahomes,11765,QB,KC,1,75.9,29,35,7.8,2.99,0,2,5.4,57.1,20,0,15,9.1,44,2,11,16,22.4,56.5,60.5,47.4,1,1,46,0,26.7,62.3,9.1,4,5,0,5,0,2,4.3,206,5.9
Aaron Rodgers,2241,QB,GB,1,84.4,32,35,6.0,2.71,1,2,5.4,77.1,27,0,9,0.0,40,0,17,12,79.3,86.9,84.2,66.1,1,0,42,0,33.3,127.6,7.5,3,2,0,1,3,1,2.4,274,7.8
Jameis Winston,9434,QB,NO,1,70.0,30,35,10.2,3.24,2,2,5.3,54.3,19,0,12,9.5,41,2,13,20,32.2,70.7,63.0,80.5,0,0,45,0,16.7,83.3,4.9,2,4,0,3,1,1,2.2,222,6.3
Jalen Hurts,40291,QB,PHI,1,71.4,28,34,11.6,3.45,1,2,5.7,52.9,18,0,18,10.0,40,2,15,24,28.7,69.7,70.4,60.3,2,0,41,1,11.1,94.7,5.0,2,4,0,3,2,0,0.0,236,6.9
Derek Carr,8671,QB,LV,1,93.9,33,34,5.4,2.27,0,1,2.8,91.2,31,0,9,0.0,35,0,16,23,78.8,86.2,86.0,57.8,1,1,37,0,0.0,113.6,0.0,0,1,0,0,2,0,0.0,323,9.5
Teddy Bridgewater,8667,QB,DEN,1,77.4,31,33,6.1,2.87,0,1,2.9,69.7,23,0,10,4.2,35,1,11,10,78.9,72.2,68.3,70.6,0,1,36,0,20.0,91.4,5.7,2,0,0,2,2,1,2.8,187,5.7
Case Keenum,7323,QB,CLV,1,76.7,30,33,7.4,2.76,0,0,0.0,63.6,21,0,10,8.7,36,2,12,8,78.9,60.9,57.9,66.7,1,0,36,0,10.0,90.3,2.8,1,2,0,2,1,1,2.8,199,6.0
Daniel Jones,39395,QB,NYG,1,83.3,30,33,5.2,2.42,0,0,0.0,69.7,23,0,9,8.0,35,2,10,21,80.7,80.4,72.3,67.4,1,0,40,1,22.2,95.9,5.7,2,0,0,2,1,0,0.0,203,6.2
Mike White,46453,QB,NYJ,1,70.0,30,32,7.2,2.41,2,1,2.9,62.5,20,0,4,4.8,33,1,9,22,78.3,44.8,45.3,,0,2,35,0,25.0,64.8,3.0,1,0,0,0,1,3,8.6,202,6.3
Davis Mills,52269,QB,HST,1,86.2,29,32,5.2,2.1,2,0,0.0,71.9,23,0,7,8.0,34,2,6,13,28.0,53.4,54.5,56.8,1,0,39,1,28.6,79.6,5.9,2,0,0,0,0,1,2.6,135,4.2
Justin Fields,82118,QB,CHI,1,80.0,30,32,6.4,2.88,1,1,3.0,68.8,22,0,13,8.3,43,2,12,6,29.2,36.5,35.6,54.9,0,3,44,0,30.8,44.3,9.3,4,7,0,1,0,4,9.1,184,5.8
Lamar Jackson,46416,QB,BLT,1,51.7,29,31,15.7,3.48,1,2,6.3,48.4,15,0,19,0.0,42,0,11,3,80.7,69.2,60.3,78.7,0,0,44,0,26.3,87.7,11.9,5,6,0,1,1,0,0.0,257,8.3
Kyler Murray,38334,QB,ARZ,1,84.6,26,28,9.3,3.03,2,3,10.7,71.4,20,0,11,9.1,34,2,15,1,79.2,89.0,89.5,61.3,0,1,35,0,36.4,121.3,11.8,4,2,0,0,3,0,0.0,261,9.3
Jimmy Garoppolo,8697,QB,SF,1,72.0,25,27,9.1,2.79,0,1,3.3,59.3,16,0,6,11.1,29,2,8,28,20.1,47.1,52.2,42.7,1,2,32,0,33.3,60.9,6.9,2,0,0,1,1,3,9.4,181,6.7
Ryan Tannehill,7014,QB,TEN,1,84.6,26,27,8.1,2.1,0,2,6.7,77.8,21,0,8,4.5,30,1,14,31,77.9,89.4,86.9,68.8,0,1,33,0,12.5,105.2,3.3,1,2,1,0,1,1,3.0,270,10.0
Carson Wentz,10636,QB,IND,1,69.2,26,26,7.8,2.71,0,1,3.1,65.4,17,0,6,5.6,29,1,7,14,19.9,46.1,46.3,61.3,0,0,35,2,16.7,106.3,3.4,1,2,0,0,2,3,8.6,150,5.8
Sam Darnold,29048,QB,CAR,1,70.8,24,25,4.8,2.86,0,0,0.0,64.0,16,0,12,5.9,28,1,6,5,77.2,41.0,43.9,,0,1,29,1,25.0,57.4,10.7,3,0,0,1,0,1,3.4,112,4.5
Geno Smith,7820,QB,SEA,1,68.4,19,22,9.9,3.39,0,2,8.7,54.5,12,0,14,7.7,28,1,7,29,77.7,64.9,59.0,74.7,0,0,29,0,35.7,94.3,17.9,5,1,0,3,1,2,6.9,167,7.6
Chad Henne,4371,QB,KC,1,80.0,15,16,6.8,2.62,0,0,0.0,68.8,11,0,2,8.3,17,1,6,16,74.5,41.2,43.1,58.3,0,0,18,0,0.0,80.7,0.0,0,1,0,1,0,1,5.6,82,5.1
P.J. Walker,12134,QB,CAR,1,23.1,13,14,13.6,2.84,1,0,0.0,21.4,3,0,7,0.0,18,0,3,5,74.8,37.9,36.9,63.1,0,0,19,0,42.9,39.6,16.7,3,1,0,0,0,0,0.0,33,2.4
Tyler Huntley,46448,QB,BLT,1,54.5,11,11,12.0,3.59,0,0,0.0,45.5,5,0,6,16.7,11,1,3,3,71.9,56.5,56.6,,0,0,11,0,0.0,54.7,0.0,0,0,0,0,0,0,0.0,39,3.5
Zach Wilson,82096,QB,NYJ,1,66.7,9,10,4.7,3.04,0,1,9.1,60.0,6,0,5,0.0,11,0,4,22,72.4,60.6,60.2,,0,0,12,0,20.0,73.3,9.1,1,0,0,1,0,1,8.3,51,5.1
Brian Hoyer,5277,QB,NE,1,75.0,4,4,12.5,2.4,0,0,0.0,75.0,3,0,2,0.0,4,0,3,19,70.5,69.5,68.7,60.5,0,0,4,0,0.0,116.7,0.0,0,0,0,0,0,0,0.0,79,19.8
Blaine Gabbert,6162,QB,TB,1,66.7,3,3,2.0,2.5,0,0,0.0,66.7,2,0,1,0.0,3,0,1,30,65.5,57.8,57.4,,0,0,3,0,0.0,78.5,0.0,0,0,0,0,0,0,0.0,15,5.0
Dante Pettis,48113,WR,NYG,1,100.0,1,1,15.0,3.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,21,70.3,75.1,68.8,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0
Kendrick Bourne,12270,WR,NE,1,100.0,1,1,22.0,3.4,0,0,0.0,100.0,1,0,1,0.0,1,0,1,19,68.0,74.5,71.0,,0,0,1,0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,25,25.0
Jack Fox,34735,P,DET,1,100.0,1,1,9.0,2.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,11,60.4,69.2,67.2,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Derrick Henry,10679,HB,TEN,1,100.0,1,1,13.0,2.4,0,0,0.0,100.0,1,0,0,0.0,1,0,1,31,79.8,71.1,70.7,66.8,0,0,1,0,,127.1,0.0,0,0,0,0,1,0,0.0,5,5.0
