player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Josh Allen,46601,QB,BUF,1,75.0,48,54,6.4,2.61,3,1,1.8,66.7,36,0,21,0.0,62,0,17,4,83.0,75.8,65.8,90.2,0,1,65,1,14.3,86.0,4.8,3,5,0,3,2,1,1.5,308,5.7
Davis Mills,52269,QB,HST,1,75.6,45,49,6.2,2.54,2,1,1.9,67.3,33,0,11,2.9,53,1,17,13,81.2,57.1,59.1,48.1,1,0,57,0,18.2,93.2,3.8,2,2,1,0,1,2,3.5,331,6.8
Kyler Murray,38334,QB,ARZ,1,70.2,47,49,10.7,2.89,1,5,9.8,65.3,32,0,29,3.0,58,1,19,1,40.9,79.3,79.1,61.4,0,2,61,0,13.8,72.1,6.9,4,5,0,1,0,4,6.6,383,7.8
Tom Brady,698,QB,TB,1,75.0,44,46,7.8,2.28,1,2,3.9,67.4,31,0,8,6.1,50,2,15,30,81.8,63.1,57.4,80.1,0,0,55,0,25.0,105.6,4.0,2,2,0,1,2,3,5.5,363,7.9
Derek Carr,8671,QB,LV,1,85.7,42,45,4.2,2.61,0,0,0.0,73.3,33,0,22,8.3,49,3,13,23,31.2,60.2,59.7,,1,1,51,0,18.2,85.7,8.2,4,0,0,2,1,2,3.9,263,5.8
Zach Wilson,82096,QB,NYJ,1,57.9,38,42,7.5,3.16,1,1,2.2,45.2,19,0,13,13.6,49,3,10,22,80.8,53.2,54.3,60.5,0,0,53,1,23.1,59.8,6.1,3,4,0,3,0,0,0.0,202,4.8
Jimmy Garoppolo,8697,QB,SF,1,78.4,37,41,8.8,2.76,0,1,2.3,65.9,27,0,17,6.9,46,2,14,28,28.0,66.3,64.2,62.6,1,0,48,0,29.4,103.3,10.9,5,0,0,3,2,2,4.2,296,7.2
Trevor Lawrence,77632,QB,JAX,1,73.5,34,40,8.1,2.68,1,1,2.3,60.0,24,0,16,4.0,44,1,9,15,80.0,44.0,46.0,55.7,1,4,47,0,18.8,35.5,6.8,3,1,0,4,0,4,8.5,221,5.5
Ben Roethlisberger,1732,QB,PIT,1,83.3,36,40,8.9,2.07,3,2,4.4,70.0,28,0,15,6.7,46,2,12,25,32.5,71.1,70.6,63.1,0,1,51,1,33.3,107.1,10.9,5,1,1,0,3,3,5.9,308,7.7
Jared Goff,10635,QB,DET,1,68.6,35,39,8.5,2.82,3,0,0.0,61.5,24,0,9,0.0,42,0,10,11,79.5,55.2,54.0,63.2,0,1,42,0,22.2,74.2,4.8,2,1,0,1,1,1,2.4,215,5.5
Dak Prescott,10769,QB,DAL,1,69.2,39,39,6.7,2.8,0,0,0.0,56.4,22,0,13,18.5,46,5,13,9,81.1,47.4,44.9,65.5,0,2,52,1,30.8,58.8,8.7,4,3,0,0,1,4,7.7,211,5.4
Tyler Huntley,46448,QB,BLT,1,84.8,33,38,8.8,2.77,2,1,2.4,71.1,27,0,13,3.6,46,1,16,3,30.7,62.3,59.0,74.0,0,0,50,1,23.1,99.7,6.5,3,5,1,2,1,2,4.0,270,7.1
Aaron Rodgers,2241,QB,GB,1,82.9,35,37,7.7,2.53,0,2,5.4,78.4,29,0,6,0.0,40,0,19,12,79.0,72.4,72.7,60.0,0,0,40,0,50.0,141.1,7.5,3,0,0,2,4,0,0.0,341,9.2
Mike Glennon,7854,QB,NYG,1,62.5,32,36,8.7,2.71,0,1,2.5,47.2,17,0,10,15.0,39,3,9,21,28.8,53.1,50.3,65.6,1,1,43,0,20.0,70.5,5.1,2,1,1,2,2,3,7.0,191,5.3
Joe Burrow,28022,QB,CIN,1,84.4,32,34,8.6,2.74,1,5,14.3,73.5,25,0,19,7.4,40,2,16,7,28.9,90.6,90.3,57.9,0,0,42,0,26.3,125.6,12.5,5,1,0,1,2,1,2.4,348,10.2
Justin Fields,82118,QB,CHI,1,62.5,32,33,7.8,3.36,0,0,0.0,54.5,18,0,28,10.0,43,2,11,6,80.1,49.6,41.6,74.0,0,2,47,0,7.1,70.8,4.7,2,8,0,1,2,2,4.3,224,6.8
Baker Mayfield,46518,QB,CLV,1,76.7,30,32,7.2,2.79,1,2,5.7,68.8,22,0,9,4.3,35,1,12,8,79.4,76.2,72.7,69.8,1,1,38,0,0.0,91.9,0.0,0,3,0,0,2,2,5.3,190,5.9
Kirk Cousins,7102,QB,MIN,1,55.2,29,31,11.7,2.45,1,2,6.1,45.2,14,0,12,12.5,33,2,9,18,78.5,62.8,61.0,70.2,1,2,35,1,0.0,63.4,0.0,0,1,0,0,2,1,2.9,216,7.0
Ryan Tannehill,7014,QB,TEN,1,82.1,28,31,5.1,2.58,0,0,0.0,64.5,20,0,15,13.0,38,3,12,31,79.1,79.0,75.1,71.4,2,0,39,0,26.7,81.5,10.5,4,3,0,1,0,0,0.0,191,6.2
Justin Herbert,28237,QB,LAC,1,76.7,30,31,8.2,2.99,0,2,6.3,74.2,23,0,13,0.0,35,0,16,27,78.9,74.7,76.3,54.0,0,0,36,1,15.4,133.1,5.7,2,2,0,1,3,0,0.0,275,8.9
Matthew Stafford,4924,QB,LA,1,79.3,29,30,9.0,2.59,0,3,8.8,76.7,23,0,7,0.0,33,0,12,26,78.4,90.1,90.0,,0,0,37,1,42.9,139.2,9.1,3,0,0,1,3,0,0.0,287,9.6
Matt Ryan,4317,QB,ATL,1,80.8,26,28,8.2,2.64,1,1,3.2,67.9,19,0,11,9.5,28,2,10,2,78.5,65.9,61.6,71.1,0,0,31,0,0.0,98.8,0.0,0,0,0,1,1,1,3.2,190,6.8
Russell Wilson,7077,QB,SEA,1,66.7,27,28,13.7,2.79,1,4,12.5,60.7,17,0,8,5.6,30,1,12,29,77.9,89.5,86.4,63.9,0,0,34,0,0.0,115.2,0.0,0,1,0,0,2,0,0.0,260,9.3
Teddy Bridgewater,8667,QB,DEN,1,84.0,25,25,7.5,2.68,0,2,7.4,72.0,18,0,8,14.3,26,3,10,10,77.0,67.7,66.4,,0,0,28,1,12.5,118.6,3.8,1,0,0,0,2,0,0.0,179,7.2
Taylor Heinicke,9896,QB,WAS,1,50.0,24,25,11.4,3.01,0,1,3.4,44.0,11,0,17,8.3,31,1,5,32,27.7,34.0,32.8,61.0,1,1,36,0,23.5,55.8,12.9,4,2,0,0,1,4,11.1,122,4.9
Patrick Mahomes,11765,QB,KC,1,90.9,22,24,5.9,3.0,0,1,3.0,83.3,20,0,9,0.0,30,0,12,16,78.9,70.3,71.5,54.9,0,0,39,0,33.3,139.2,10.0,3,3,0,2,2,0,0.0,258,10.8
Cam Newton,6153,QB,CAR,1,65.2,23,23,7.0,2.28,0,1,4.2,65.2,15,0,8,0.0,25,0,8,5,78.4,63.5,56.4,72.3,0,1,26,0,12.5,70.6,4.0,1,1,0,0,0,1,3.8,178,7.7
Taysom Hill,12112,QB,NO,1,85.0,20,21,4.5,2.73,0,0,0.0,71.4,15,0,10,11.8,28,2,9,20,26.0,72.0,63.2,75.6,0,0,29,1,30.0,96.3,10.7,3,3,0,1,0,1,3.4,175,8.3
P.J. Walker,12134,QB,CAR,1,50.0,12,12,12.3,2.56,0,0,0.0,50.0,6,0,3,0.0,12,0,5,5,21.5,43.1,52.7,42.4,0,1,13,0,0.0,62.8,0.0,0,0,0,0,1,1,7.7,75,6.3
Kyle Allen,26152,QB,WAS,1,75.0,8,9,8.4,2.74,0,1,10.0,44.4,4,0,3,33.3,11,2,3,32,20.5,56.0,55.8,66.3,0,0,12,1,33.3,63.7,9.1,1,1,0,1,0,1,8.3,53,5.9
Lamar Jackson,46416,QB,BLT,1,100.0,4,4,1.8,3.13,0,0,0.0,100.0,4,0,3,0.0,6,0,1,3,70.6,67.4,69.6,59.3,0,0,7,0,33.3,84.4,16.7,1,1,0,0,0,0,0.0,17,4.3
Riley Dixon,10862,P,NYG,1,0.0,1,1,13.0,2.4,0,0,0.0,0.0,0,0,0,,1,0,0,21,60.4,50.2,53.3,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
