player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Dak Prescott,10769,QB,DAL,1,77.2,57,58,7.3,2.39,0,5,7.8,72.4,42,0,20,4.5,62,2,21,9,82.5,77.6,79.1,49.5,1,1,69,0,5.0,101.4,1.6,1,3,0,0,3,2,2.9,403,6.9
Jared Goff,10635,QB,DET,1,74.5,55,57,6.3,2.68,0,3,4.6,66.7,38,0,21,7.3,63,3,20,11,82.6,66.7,65.4,63.5,0,1,71,0,14.3,92.6,4.8,3,3,0,2,3,2,2.8,338,5.9
Derek Carr,8671,QB,LV,1,76.5,51,56,10.1,2.63,1,4,6.7,60.7,34,0,19,12.8,61,5,17,23,82.3,74.9,76.9,51.0,0,1,65,1,15.8,89.5,4.9,3,2,2,2,2,2,3.1,435,7.8
Josh Allen,46601,QB,BUF,1,75.0,44,51,10.3,2.68,3,3,5.4,58.8,30,0,23,9.1,56,3,14,4,25.8,68.2,68.9,58.1,1,0,62,0,13.0,79.7,5.4,3,2,0,3,1,1,1.6,270,5.3
Trevor Lawrence,77632,QB,JAX,1,67.3,49,51,8.7,2.54,0,2,3.6,54.9,28,0,14,15.2,52,5,13,15,81.3,57.7,57.3,60.0,1,3,56,0,7.1,70.1,1.9,1,0,0,1,3,3,5.4,332,6.5
Tom Brady,698,QB,TB,1,76.1,46,50,9.7,2.34,0,5,10.0,64.0,32,0,10,8.6,50,3,22,30,80.4,93.0,92.0,,0,2,50,0,0.0,97.0,0.0,0,0,0,4,4,0,0.0,379,7.6
Kirk Cousins,7102,QB,MIN,1,88.6,44,49,5.8,2.38,0,1,1.8,73.5,36,0,16,7.7,52,3,15,18,81.5,81.2,79.7,,1,0,60,0,18.8,106.8,5.8,3,0,1,3,2,0,0.0,351,7.2
Justin Herbert,28237,QB,LAC,1,80.0,45,47,8.5,2.39,1,1,2.0,66.0,31,0,6,13.9,49,5,20,27,81.2,84.7,83.8,57.1,0,1,52,0,33.3,85.2,4.1,2,0,0,1,1,1,1.9,337,7.2
Mac Jones,60323,QB,NE,1,83.3,36,39,6.5,2.39,2,4,9.5,74.4,29,0,14,3.3,40,1,15,19,27.0,78.3,76.6,,0,0,44,0,7.1,102.6,2.5,1,0,0,1,1,1,2.3,281,7.2
Carson Wentz,10636,QB,IND,1,89.7,29,38,5.8,2.94,1,1,2.5,65.8,25,0,20,3.8,44,1,14,14,31.2,60.1,65.3,40.0,5,0,48,0,15.0,102.0,6.8,3,3,0,3,2,0,0.0,251,6.6
Andy Dalton,6187,QB,CHI,1,80.6,36,38,4.5,2.39,1,0,0.0,71.1,27,0,10,6.9,43,2,14,6,79.3,63.1,58.1,75.3,0,1,43,0,30.0,72.9,7.0,3,2,0,1,0,1,2.3,206,5.4
Zach Wilson,82096,QB,NYJ,1,73.5,34,37,10.6,2.84,2,1,2.5,54.1,20,0,22,20.0,43,5,10,22,29.7,63.2,61.3,61.9,0,1,46,0,27.3,82.9,14.0,6,0,0,1,2,3,6.5,258,7.0
Daniel Jones,39395,QB,NYG,1,69.4,36,37,8.6,2.51,0,1,2.6,59.5,22,0,11,12.0,43,3,14,21,29.7,62.1,67.1,41.3,0,0,45,1,18.2,90.7,4.7,2,4,1,0,1,2,4.4,267,7.2
Patrick Mahomes,11765,QB,KC,1,81.8,33,36,9.7,2.64,1,1,2.5,75.0,27,0,17,0.0,41,0,19,16,80.1,81.0,75.2,79.7,0,0,45,0,11.8,131.4,4.9,2,3,0,2,3,1,2.2,337,9.4
Teddy Bridgewater,8667,QB,DEN,1,88.2,34,36,8.7,3.05,1,1,2.8,77.8,28,0,22,6.7,41,2,18,10,79.2,85.8,84.9,60.9,0,0,41,0,9.1,115.7,4.9,2,3,0,1,2,1,2.4,264,7.3
Matt Ryan,4317,QB,ATL,1,71.9,32,35,5.2,2.58,0,0,0.0,60.0,21,0,16,8.7,39,2,8,2,79.6,60.4,59.7,60.0,1,0,44,2,18.8,71.6,7.7,3,1,0,2,0,1,2.3,164,4.7
Ryan Tannehill,7014,QB,TEN,1,68.8,32,35,7.8,2.47,2,2,5.6,60.0,21,0,17,4.5,43,1,13,31,28.8,64.3,61.0,70.1,1,1,44,0,35.3,74.9,14.0,6,2,0,0,1,1,2.3,212,6.1
