player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Matt Ryan,4317,QB,ATL,1,81.8,44,46,4.8,2.49,2,1,2.1,76.1,35,0,16,2.8,48,1,15,2,80.7,65.9,66.4,55.2,0,3,50,0,6.3,80.0,2.1,1,1,0,0,2,1,2.0,300,6.5
Taylor Heinicke,9896,QB,WAS,1,81.8,44,46,8.1,2.4,0,3,6.3,73.9,34,0,10,5.6,50,2,13,32,80.8,73.4,75.1,51.6,0,1,52,0,10.0,99.5,2.0,1,3,1,1,2,0,0.0,336,7.3
Justin Herbert,28237,QB,LAC,1,80.0,40,41,6.7,2.96,0,4,8.5,75.6,31,0,17,3.1,45,1,14,27,80.9,64.6,64.8,57.3,0,2,51,0,11.8,87.2,4.4,2,2,0,1,1,3,5.9,338,8.2
Jacoby Brissett,10725,QB,MIA,1,78.4,37,40,5.9,2.73,0,1,2.4,60.0,24,0,28,17.2,47,5,9,17,80.6,70.1,69.5,61.1,2,1,50,1,14.3,59.3,8.5,4,3,0,1,0,1,2.0,169,4.2
Ryan Tannehill,7014,QB,TEN,1,86.5,37,40,10.6,2.63,0,4,9.3,67.5,27,0,12,15.6,45,5,17,31,80.4,92.6,91.4,71.2,2,0,48,0,25.0,94.5,6.7,3,2,0,1,0,0,0.0,347,8.7
Ben Roethlisberger,1732,QB,PIT,1,78.4,37,40,9.8,2.72,1,2,5.0,67.5,27,0,11,6.9,42,2,14,25,28.6,73.8,72.5,,2,1,42,0,18.2,87.0,4.8,2,0,0,0,1,3,7.1,295,7.4
Sam Darnold,29048,QB,CAR,1,77.1,35,38,7.0,2.85,0,0,0.0,68.4,26,0,8,3.7,41,1,18,5,79.5,70.1,66.7,65.6,0,1,44,0,25.0,99.1,4.9,2,1,0,3,2,2,4.5,305,8.0
Derek Carr,8671,QB,LV,1,82.9,35,37,8.8,2.54,2,5,12.8,75.7,28,0,13,3.4,40,1,17,23,29.2,81.3,81.6,56.8,0,0,42,0,15.4,126.2,5.0,2,1,0,0,2,2,4.8,382,10.3
Kyler Murray,38334,QB,ARZ,1,88.2,34,36,8.2,3.03,0,3,8.1,80.6,29,0,13,3.3,41,1,18,1,79.9,76.7,76.5,60.5,0,2,42,0,23.1,117.6,7.3,3,2,0,2,3,1,2.4,400,11.1
Jared Goff,10635,QB,DET,1,80.0,35,36,7.3,3.03,0,2,5.6,72.2,26,0,14,7.1,39,2,12,11,20.6,59.5,64.7,46.9,1,1,39,2,7.1,97.7,2.6,1,2,0,0,2,2,5.1,246,6.8
Tom Brady,698,QB,TB,1,70.6,34,36,11.1,2.4,1,3,7.9,66.7,24,0,9,0.0,40,0,15,30,79.2,84.9,82.3,62.6,0,0,42,0,33.3,129.2,7.5,3,1,0,1,5,0,0.0,276,7.7
Teddy Bridgewater,8667,QB,DEN,1,76.5,34,34,11.0,3.15,0,2,5.6,76.5,26,0,14,0.0,38,0,12,10,79.7,69.2,68.4,60.1,0,0,40,0,21.4,125.6,7.9,3,1,0,0,2,0,0.0,328,9.6
