player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Josh Allen,46601,QB,BUF,1,80.5,41,47,7.3,3.22,1,4,8.0,63.8,30,0,20,9.1,49,3,22,4,82.2,90.7,90.2,69.0,1,0,52,0,0.0,104.4,0.0,0,2,0,4,3,1,1.9,314,6.7
Joe Burrow,28022,QB,CIN,1,88.6,44,46,8.8,2.61,2,3,6.0,80.4,37,0,18,5.1,50,2,27,7,81.2,89.9,86.9,65.4,0,0,55,0,16.7,143.2,6.0,3,1,0,0,4,0,0.0,525,11.4
Kyler Murray,38334,QB,ARZ,1,71.8,39,43,7.5,2.48,0,3,7.0,62.8,27,0,16,3.6,44,1,14,1,80.1,77.6,71.8,78.5,0,0,44,1,0.0,86.6,0.0,0,1,0,4,1,0,0.0,252,5.9
Josh Johnson,4474,QB,BLT,1,75.7,37,40,8.0,2.43,0,2,4.8,70.0,28,0,13,0.0,43,0,19,3,29.8,63.2,71.3,30.7,0,1,45,0,7.7,98.3,2.3,1,2,0,3,2,1,2.2,304,7.6
Dak Prescott,10769,QB,DAL,1,81.1,37,39,11.5,2.67,0,3,7.7,71.8,28,0,12,6.7,44,2,19,9,79.8,83.0,79.9,69.4,1,0,44,0,25.0,131.4,6.8,3,2,0,1,4,1,2.3,330,8.5
Trevor Lawrence,77632,QB,JAX,1,80.0,35,39,10.9,3.06,0,1,2.4,66.7,26,0,9,7.1,43,2,17,15,22.9,61.4,66.9,39.4,0,0,46,0,11.1,87.6,2.3,1,3,1,3,0,2,4.3,280,7.2
Kirk Cousins,7102,QB,MIN,1,77.8,36,38,9.8,2.72,0,2,5.3,71.1,27,0,15,3.6,44,1,14,18,21.9,66.6,70.3,45.1,0,1,44,0,20.0,93.6,6.8,3,3,1,1,1,2,4.5,315,8.3
Matthew Stafford,4924,QB,LA,1,61.1,36,37,9.2,2.89,1,0,0.0,56.8,21,0,10,4.5,38,1,12,26,79.0,42.8,39.0,72.2,0,3,38,0,0.0,46.8,0.0,0,1,0,0,1,4,10.5,197,5.3
Baker Mayfield,46518,QB,CLV,1,65.7,35,36,9.7,2.65,1,1,2.6,58.3,21,0,14,8.7,42,2,16,8,79.8,55.9,54.5,63.8,0,4,44,0,35.7,55.3,11.9,5,1,0,0,2,4,9.1,222,6.2
Justin Herbert,28237,QB,LAC,1,84.4,32,35,7.5,2.83,1,1,2.6,77.1,27,0,4,0.0,40,0,19,27,79.6,65.4,68.7,47.7,0,2,44,0,25.0,92.1,2.5,1,4,0,2,1,1,2.3,336,9.6
