player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Dak Prescott,10769,QB,DAL,1,77.1,48,51,9.3,2.86,0,5,8.9,70.6,36,0,14,2.7,52,1,25,9,37.4,85.7,89.0,38.8,1,1,57,0,0.0,108.7,0.0,0,1,0,2,3,1,1.8,445,8.7
Daniel Jones,39395,QB,NYG,1,67.4,46,51,6.7,2.63,1,0,0.0,56.9,29,0,17,6.5,56,2,15,21,38.6,35.1,38.1,47.0,1,3,58,0,23.5,44.7,7.1,4,1,0,3,0,3,5.2,242,4.7
Teddy Bridgewater,8667,QB,DEN,1,78.3,46,49,10.7,2.89,1,1,1.9,71.4,35,0,20,2.8,56,1,19,10,36.9,57.3,60.9,38.7,1,3,59,0,25.0,84.9,8.9,5,2,0,1,3,5,8.5,334,6.8
Kirk Cousins,7102,QB,MIN,1,76.7,43,48,7.8,2.22,1,2,4.0,68.8,33,0,9,0.0,51,0,16,18,47.8,77.6,74.7,64.4,0,0,53,0,0.0,112.6,0.0,0,1,1,3,3,0,0.0,373,7.8
Josh Allen,46601,QB,BUF,1,83.7,43,47,9.0,3.06,2,1,2.0,74.5,35,0,20,2.8,54,1,22,4,81.9,77.5,78.1,51.2,0,1,56,0,15.0,107.8,5.6,3,4,0,2,3,1,1.8,353,7.5
Patrick Mahomes,11765,QB,KC,1,75.0,44,47,8.0,2.73,0,4,7.8,68.1,32,0,21,3.0,53,1,23,16,35.6,66.5,64.3,67.3,1,2,57,0,14.3,90.5,5.7,3,3,0,2,2,2,3.5,397,8.4
Tua Tagovailoa,60326,QB,MIA,1,79.5,44,47,8.5,2.46,0,2,4.2,70.2,33,0,19,5.7,50,2,19,17,80.5,83.9,81.0,68.5,1,1,51,1,0.0,95.1,0.0,0,3,1,1,2,2,3.9,329,7.0
Davis Mills,52269,QB,HST,1,75.6,41,43,7.1,2.45,0,1,2.3,67.4,29,0,13,6.5,46,2,12,13,80.2,66.8,65.4,62.7,1,2,47,0,15.4,62.5,4.3,2,1,0,1,0,2,4.3,243,5.7
Tom Brady,698,QB,TB,1,82.9,41,42,5.6,2.26,0,0,0.0,81.0,34,0,9,0.0,42,0,17,30,80.2,68.1,65.7,66.2,1,1,43,0,0.0,102.1,0.0,0,0,0,0,2,1,2.3,297,7.1
Jared Goff,10635,QB,DET,1,81.1,37,42,6.5,2.64,0,1,2.3,66.7,28,0,15,6.7,44,2,12,11,79.9,53.9,54.4,57.9,1,1,46,0,6.7,67.8,2.3,1,1,1,3,0,1,2.2,202,4.8
Trevor Lawrence,77632,QB,JAX,1,77.1,35,41,8.4,2.73,2,3,7.0,61.0,25,0,19,7.4,44,2,17,15,79.9,79.4,76.5,67.6,1,0,46,0,10.5,93.4,4.5,2,1,0,3,1,1,2.2,319,7.8
Sam Darnold,29048,QB,CAR,1,67.6,37,41,10.8,2.91,0,3,6.7,41.5,17,0,17,32.0,48,8,11,5,34.5,56.9,53.3,83.8,0,1,54,2,23.5,55.6,8.3,4,3,0,4,1,3,5.6,207,5.0
Ben Roethlisberger,1732,QB,PIT,1,81.6,38,40,7.3,2.21,1,2,4.5,72.5,29,0,7,6.5,41,2,14,25,27.7,60.4,59.6,60.0,0,0,45,0,14.3,94.7,2.4,1,0,0,1,1,2,4.4,229,5.7
Taylor Heinicke,9896,QB,WAS,1,72.2,36,39,7.1,2.83,1,0,0.0,61.5,24,0,10,7.7,39,2,8,32,79.0,67.5,66.5,,0,1,40,0,0.0,70.7,0.0,0,0,0,2,1,0,0.0,182,4.7
Justin Herbert,28237,QB,LAC,1,66.7,36,39,7.3,2.47,2,1,2.4,56.4,22,0,11,8.3,42,2,12,27,79.9,61.2,57.1,75.0,0,1,45,0,18.2,67.8,4.8,2,1,0,1,1,2,4.4,195,5.0
Geno Smith,7820,QB,SEA,1,85.2,27,32,4.1,2.4,3,1,3.1,71.9,23,0,11,0.0,37,0,9,29,27.9,67.2,66.2,60.0,1,0,37,0,45.5,99.6,13.5,5,0,1,0,1,1,2.7,209,6.5
Kyler Murray,38334,QB,ARZ,1,80.8,26,30,9.7,2.53,1,4,11.4,66.7,20,0,11,4.8,32,1,11,1,22.1,69.5,81.2,29.3,0,0,37,0,18.2,129.0,6.3,2,0,0,3,4,1,2.7,229,7.6
Ryan Tannehill,7014,QB,TEN,1,83.3,24,29,8.3,2.75,1,0,0.0,62.1,18,0,10,10.0,29,2,9,31,78.1,66.4,64.3,63.6,0,1,31,0,0.0,70.5,0.0,0,0,0,4,0,1,3.2,216,7.4
Joe Burrow,28022,QB,CIN,1,76.9,26,29,8.2,3.0,1,4,12.9,65.5,19,0,10,5.0,36,1,11,7,78.7,76.2,75.9,61.3,0,1,38,0,20.0,115.7,5.6,2,5,0,2,3,1,2.6,271,9.3
Baker Mayfield,46518,QB,CLV,1,77.8,27,28,8.2,3.12,1,2,6.9,67.9,19,0,13,9.5,36,2,11,8,20.5,60.3,63.3,48.2,0,1,37,0,38.5,102.4,13.9,5,3,0,0,2,3,8.1,234,8.4
Matthew Stafford,4924,QB,LA,1,89.3,28,28,7.3,2.6,0,2,7.1,78.6,22,0,6,12.0,32,3,16,26,26.5,61.8,64.5,63.0,0,1,32,2,33.3,128.7,6.3,2,2,0,0,4,2,6.3,251,9.0
Derek Carr,8671,QB,LV,1,83.3,24,27,11.8,2.76,0,4,14.3,66.7,18,0,12,10.0,29,2,11,23,77.6,90.5,90.6,56.3,1,0,30,0,16.7,134.4,6.9,2,0,0,2,2,0,0.0,341,12.6
Lamar Jackson,46416,QB,BLT,1,80.0,25,27,7.9,3.2,0,0,0.0,70.4,19,0,13,5.0,33,1,13,3,79.1,69.2,61.5,76.8,2,2,33,0,23.1,68.0,9.1,3,3,0,0,1,2,6.1,167,6.2
Justin Fields,82118,QB,CHI,1,73.1,26,27,12.5,3.26,0,1,3.4,59.3,16,0,16,15.8,37,3,13,6,79.3,60.7,59.5,66.7,0,1,40,1,25.0,75.2,10.8,4,5,0,1,1,2,5.0,174,6.4
Jalen Hurts,40291,QB,PHI,1,50.0,24,26,11.0,3.71,0,3,9.7,46.2,12,0,18,0.0,33,0,7,24,79.8,58.2,49.8,75.6,0,1,38,0,11.1,55.8,6.1,2,5,0,2,1,3,7.9,115,4.4
Aaron Rodgers,2241,QB,GB,1,81.0,21,23,7.7,2.69,0,2,8.0,73.9,17,0,9,0.0,28,0,12,12,78.6,81.5,74.7,78.3,0,0,30,0,33.3,128.0,10.7,3,2,0,2,2,0,0.0,195,8.5
Mac Jones,60323,QB,NE,1,84.2,19,21,8.6,2.24,0,3,12.5,71.4,15,0,8,6.3,23,1,9,19,76.9,92.5,92.7,60.0,1,1,26,1,25.0,118.9,8.7,2,0,0,1,2,0,0.0,229,10.9
Carson Wentz,10636,QB,IND,1,77.8,18,20,13.2,2.94,0,4,20.0,55.0,11,0,7,21.4,23,3,8,14,76.2,94.1,94.2,57.9,0,0,23,0,28.6,127.7,8.7,2,1,0,2,2,0,0.0,223,11.2
