player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Ryan Tannehill,7014,QB,TEN,1,73.5,49,52,8.8,2.4,0,2,3.8,67.3,35,0,16,2.8,54,1,19,31,35.2,44.4,44.7,58.6,2,4,55,1,12.5,58.4,3.7,2,0,0,1,1,7,12.7,323,6.2
Tom Brady,698,QB,TB,1,74.4,43,46,8.3,2.58,2,2,4.1,65.2,30,0,8,6.3,47,2,17,30,80.4,82.5,79.9,63.3,0,1,50,0,0.0,89.7,0.0,0,1,0,1,2,0,0.0,307,6.7
Colt McCoy,5609,QB,ARZ,1,90.5,42,44,4.9,2.38,1,0,0.0,79.5,35,0,13,7.9,47,3,20,1,23.9,60.7,64.5,43.6,0,0,50,0,15.4,112.9,4.3,2,1,0,1,2,3,6.0,328,7.5
Ben Roethlisberger,1732,QB,PIT,1,68.3,41,44,8.1,2.26,2,2,4.2,63.6,28,0,10,0.0,47,0,14,25,31.2,60.8,61.9,,1,0,51,1,30.0,103.7,6.4,3,0,0,0,3,3,5.9,273,6.2
Dak Prescott,10769,QB,DAL,1,76.2,42,43,8.0,2.58,0,1,2.2,65.1,28,0,18,12.5,48,4,14,9,30.0,64.0,63.3,,0,2,50,0,27.8,57.9,10.4,5,0,0,1,0,2,4.0,216,5.0
Justin Herbert,28237,QB,LAC,1,89.5,38,41,5.9,2.64,1,1,2.4,73.2,30,0,9,11.8,50,4,23,27,81.4,81.8,74.9,80.8,0,1,54,0,22.2,116.1,4.0,2,6,0,2,3,0,0.0,382,9.3
Trevor Siemian,9683,QB,NO,1,68.6,35,40,7.4,2.64,0,4,9.3,55.0,22,0,12,8.3,41,2,13,20,79.8,65.6,62.5,68.5,0,2,44,0,0.0,74.4,0.0,0,1,0,5,3,2,4.5,214,5.4
Joe Flacco,4332,QB,NYJ,1,70.6,34,39,8.1,2.31,1,0,0.0,61.5,24,0,19,0.0,43,0,12,22,29.1,58.0,58.6,62.7,1,0,43,1,10.5,101.5,4.7,2,1,0,3,2,1,2.3,291,7.5
Daniel Jones,39395,QB,NYG,1,69.7,33,38,6.3,2.9,1,0,0.0,60.5,23,0,22,0.0,40,0,8,21,80.1,55.4,55.8,57.8,0,2,43,0,9.1,57.7,5.0,2,0,0,4,1,2,4.7,167,4.4
Patrick Mahomes,11765,QB,KC,1,81.8,33,37,5.1,2.66,0,1,2.6,62.2,23,0,17,14.8,44,4,15,16,30.0,65.8,64.6,62.5,0,1,45,0,17.6,71.9,6.8,3,4,0,4,0,1,2.2,260,7.0
