player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,TB,1,63.0,46,48,8.1,2.44,1,2,4.1,54.2,26,0,15,10.3,53,3,13,30,33.5,53.1,59.1,39.5,0,1,54,0,26.7,57.1,7.5,4,1,0,1,0,3,5.6,214,4.5
Patrick Mahomes,11765,QB,KC,1,75.6,41,47,6.7,2.78,1,2,4.0,66.0,31,0,15,0.0,50,0,21,16,33.8,78.2,75.7,66.7,2,1,53,0,6.7,105.8,2.0,1,2,0,3,3,1,1.9,410,8.7
Mac Jones,60323,QB,NE,1,64.3,42,45,11.2,3.06,0,2,4.3,57.8,26,0,15,3.7,47,1,16,19,80.3,62.5,61.5,65.6,0,2,49,1,6.7,74.2,2.1,1,1,0,3,2,2,4.1,299,6.6
Kyler Murray,38334,QB,ARZ,1,65.8,38,41,7.6,2.62,1,3,7.0,56.1,23,0,9,8.0,43,2,13,1,80.3,63.9,65.6,50.6,0,1,45,0,22.2,72.9,4.7,2,0,0,2,1,2,4.4,257,6.3
Tyler Huntley,46448,QB,BLT,1,78.4,37,40,6.8,3.03,2,0,0.0,70.0,28,0,15,3.4,49,1,17,3,81.5,81.5,71.4,85.6,0,0,52,1,6.7,99.5,2.0,1,8,0,1,2,0,0.0,215,5.4
Justin Fields,82118,QB,CHI,1,86.1,36,39,8.0,3.23,0,3,7.5,66.7,26,0,19,16.1,47,5,16,6,23.0,73.5,78.0,47.3,0,0,48,0,15.8,96.6,6.4,3,5,1,2,1,1,2.1,285,7.3
Justin Herbert,28237,QB,LAC,1,70.6,34,38,9.9,3.02,2,2,5.1,57.9,22,0,11,8.3,41,2,15,27,79.7,89.6,87.5,69.3,0,1,42,0,0.0,82.8,0.0,0,3,0,2,2,0,0.0,236,6.2
Trevor Lawrence,77632,QB,JAX,1,84.8,33,38,6.9,2.91,1,0,0.0,57.9,22,0,12,21.4,42,6,13,15,80.5,64.4,61.3,68.0,0,0,45,0,25.0,73.4,7.1,3,1,1,3,0,0,0.0,210,5.5
Cam Newton,6153,QB,CAR,1,54.5,33,38,8.0,2.57,3,1,2.4,47.4,18,0,26,0.0,45,0,9,5,40.4,47.8,43.6,62.7,0,1,48,0,15.4,56.5,8.9,4,3,0,2,1,3,6.3,156,4.1
Derek Carr,8671,QB,LV,1,77.8,36,38,9.0,2.81,0,1,2.5,65.8,25,0,15,10.7,42,3,14,23,22.2,65.4,73.1,35.2,0,1,44,1,13.3,80.6,4.8,2,2,1,1,1,2,4.5,236,6.2
Dak Prescott,10769,QB,DAL,1,83.3,36,37,6.0,2.57,0,0,0.0,75.7,28,0,14,6.7,40,2,14,9,29.0,70.4,69.3,60.0,0,0,41,0,21.4,98.6,7.5,3,0,0,1,1,2,4.9,217,5.9
Josh Allen,46601,QB,BUF,1,69.0,29,34,9.8,2.92,0,1,2.7,55.9,19,0,20,5.0,39,1,13,4,29.2,58.2,53.7,74.5,0,1,42,0,20.0,91.5,10.3,4,1,0,5,3,2,4.8,210,6.2
Ryan Tannehill,7014,QB,TEN,1,78.1,32,32,7.2,2.54,0,2,5.9,71.9,23,0,16,8.0,37,2,9,31,29.2,68.9,71.0,52.9,0,1,39,0,25.0,68.9,10.8,4,1,0,0,0,1,2.6,153,4.8
Matt Ryan,4317,QB,ATL,1,75.0,28,32,10.1,3.09,0,2,6.3,59.4,19,0,25,9.5,39,2,9,2,28.5,61.5,63.9,52.0,2,0,40,0,12.0,92.7,7.7,3,4,0,2,1,1,2.5,236,7.4
Aaron Rodgers,2241,QB,GB,1,74.2,31,31,9.4,2.76,0,3,8.8,74.2,23,0,6,0.0,36,0,20,12,79.3,79.2,76.7,66.8,0,0,39,0,50.0,132.2,8.3,3,2,0,0,3,0,0.0,268,8.6
Russell Wilson,7077,QB,SEA,1,64.3,28,31,13.2,2.77,0,0,0.0,54.8,17,0,13,5.6,34,1,7,29,78.4,33.6,34.4,,0,1,36,0,23.1,55.3,8.8,3,0,0,3,0,2,5.6,156,5.0
Garrett Gilbert,8848,QB,WAS,1,69.0,29,31,6.8,2.81,0,0,0.0,64.5,20,0,15,0.0,33,0,8,32,27.2,59.7,57.5,,1,0,34,0,13.3,81.9,6.1,2,0,0,1,0,1,2.9,194,6.3
Davis Mills,52269,QB,HST,1,67.9,28,30,7.6,2.47,1,1,3.3,63.3,19,0,12,0.0,31,0,8,13,77.8,46.1,46.1,62.6,1,1,31,1,8.3,92.2,3.2,1,0,0,0,2,3,9.7,209,7.0
Nick Mullens,12282,QB,CLV,1,75.0,28,30,8.0,2.55,0,1,3.2,66.7,20,0,8,4.8,30,1,9,8,77.6,69.2,70.0,,0,0,31,1,0.0,89.2,0.0,0,0,1,1,1,0,0.0,147,4.9
Matthew Stafford,4924,QB,LA,1,85.7,28,29,8.0,2.78,0,3,9.1,72.4,21,0,13,12.5,33,3,11,26,79.2,76.7,75.4,60.5,0,1,37,0,30.8,106.1,12.1,4,0,0,1,2,1,2.7,244,8.4
Tua Tagovailoa,60326,QB,MIA,1,61.5,26,27,10.0,2.68,0,2,7.1,59.3,16,0,13,0.0,31,0,10,17,78.5,44.3,38.7,70.0,0,2,32,0,7.7,75.5,3.2,1,3,0,1,2,4,12.5,196,7.3
Taysom Hill,12112,QB,NO,1,64.0,25,27,9.1,2.95,0,2,7.4,48.1,13,0,11,18.8,30,3,5,20,79.9,65.3,64.2,62.3,0,0,30,1,18.2,66.0,6.7,2,1,0,2,0,1,3.3,154,5.7
Jared Goff,10635,QB,DET,1,84.0,25,26,6.7,2.51,1,1,3.6,80.8,21,0,9,0.0,28,0,13,11,77.4,62.1,61.1,,0,0,30,1,22.2,139.7,7.1,2,0,0,0,3,2,6.7,216,8.3
Jalen Hurts,40291,QB,PHI,1,88.5,26,26,9.3,2.99,0,2,7.4,76.9,20,0,12,13.0,32,3,13,24,27.9,74.9,74.1,63.7,0,1,33,0,25.0,110.4,9.4,3,3,0,0,1,2,6.1,296,11.4
Ben Roethlisberger,1732,QB,PIT,1,70.8,24,25,5.0,2.08,1,0,0.0,64.0,16,0,7,5.9,28,1,7,25,78.5,51.8,50.5,62.6,0,0,32,0,42.9,80.1,10.7,3,0,0,0,0,0,0.0,148,5.9
Kirk Cousins,7102,QB,MIN,1,60.0,20,24,12.9,2.95,0,2,7.7,50.0,12,0,11,0.0,30,0,5,18,77.6,59.1,61.2,50.3,2,1,32,0,36.4,69.3,13.3,4,2,1,1,2,1,3.1,87,3.6
Mike Glennon,7854,QB,NYG,1,62.5,24,24,8.0,2.53,0,0,0.0,54.2,13,0,6,13.3,24,2,6,21,76.6,41.0,44.2,58.2,0,3,25,1,0.0,24.8,0.0,0,0,0,0,0,3,12.0,99,4.1
Jimmy Garoppolo,8697,QB,SF,1,90.9,22,23,5.7,2.37,1,1,4.2,78.3,18,0,4,10.0,23,2,11,28,76.7,85.7,87.0,57.2,0,0,24,0,0.0,123.7,0.0,0,0,0,0,1,0,0.0,235,10.2
Zach Wilson,82096,QB,NYJ,1,68.4,19,23,4.7,3.18,2,0,0.0,56.5,13,0,15,0.0,32,0,9,22,78.4,65.2,57.9,74.8,0,0,34,0,40.0,80.0,18.8,6,3,0,2,0,0,0.0,170,7.4
Joe Burrow,28022,QB,CIN,1,75.0,20,22,6.5,3.43,1,1,4.2,68.2,15,0,12,0.0,29,0,8,7,77.8,78.8,75.2,70.1,0,0,31,0,25.0,103.8,10.3,3,4,0,1,1,0,0.0,157,7.1
Teddy Bridgewater,8667,QB,DEN,1,70.0,20,22,7.4,2.82,0,0,0.0,54.5,12,0,12,14.3,25,2,5,10,76.9,56.4,49.2,76.9,0,0,25,0,16.7,66.1,8.0,2,1,0,2,0,0,0.0,98,4.5
Carson Wentz,10636,QB,IND,1,50.0,12,12,10.9,3.14,0,0,0.0,41.7,5,0,4,16.7,14,1,4,14,76.1,35.1,26.7,72.1,0,1,14,0,25.0,49.7,7.1,1,1,0,0,1,3,21.4,57,4.8
Drew Lock,39517,QB,DEN,1,50.0,12,12,14.3,2.85,0,0,0.0,50.0,6,0,4,0.0,13,0,4,10,22.5,36.2,47.7,40.6,0,0,17,0,25.0,102.1,7.7,1,0,0,0,1,0,0.0,88,7.3
Jake Fromm,60389,QB,NYG,1,63.6,11,12,10.1,2.67,0,0,0.0,50.0,6,0,2,14.3,13,1,4,21,72.8,78.7,77.2,,0,0,13,0,50.0,72.2,7.7,1,0,0,1,0,0,0.0,82,6.8
Colt McCoy,5609,QB,ARZ,1,75.0,8,9,4.4,2.44,1,0,0.0,66.7,6,0,1,0.0,10,0,4,1,71.4,59.0,63.8,55.3,0,0,10,0,0.0,83.6,0.0,0,1,0,0,0,0,0.0,56,6.2
Keenan Allen,7857,WR,LAC,1,0.0,1,1,14.0,3.1,0,0,0.0,0.0,0,0,0,,1,0,0,27,69.5,69.1,48.9,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Deebo Samuel,48274,WR,SF,1,0.0,1,1,21.0,4.3,0,0,0.0,0.0,0,0,0,,1,0,0,28,72.8,78.3,49.2,76.3,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Keelan Cole,51593,WR,NYJ,1,0.0,1,1,9.0,3.4,0,0,0.0,0.0,0,0,1,,1,0,0,22,63.8,49.5,50.1,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
