player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Dak Prescott,10769,QB,DAL,1,75.6,45,47,7.6,2.48,1,4,7.8,68.1,32,0,13,5.9,49,2,13,9,80.8,74.2,73.6,58.3,1,0,53,0,7.7,106.3,2.0,1,1,0,0,2,0,0.0,375,8.0
Aaron Rodgers,2241,QB,GB,1,76.9,39,45,9.5,2.46,0,4,8.3,62.2,28,0,15,6.7,46,2,14,12,80.6,85.8,83.6,62.7,2,0,49,0,6.7,97.2,2.2,1,0,0,4,2,1,2.0,307,6.8
Carson Wentz,10636,QB,IND,1,69.0,42,44,9.8,2.65,1,3,6.7,61.4,27,0,14,6.9,49,2,16,14,31.5,79.6,79.8,57.1,0,2,51,0,21.4,86.0,6.1,3,2,0,1,3,1,2.0,306,7.0
Justin Herbert,28237,QB,LAC,1,70.5,44,44,7.1,2.98,0,1,2.0,63.6,28,0,19,9.7,51,3,17,27,81.3,55.7,51.6,74.8,0,2,58,0,15.8,80.0,5.9,3,4,0,0,2,3,5.2,303,6.9
Trevor Lawrence,77632,QB,JAX,1,63.2,38,42,9.3,2.97,0,1,2.3,54.8,23,0,12,4.2,44,1,13,15,32.2,65.4,57.0,87.2,1,1,45,0,8.3,68.4,2.3,1,1,0,3,1,2,4.4,228,5.4
Ben Roethlisberger,1732,QB,PIT,1,69.2,39,41,7.7,2.48,0,3,6.8,58.5,24,0,15,11.1,44,3,15,25,22.6,50.0,50.1,,0,2,47,0,20.0,65.4,6.8,3,0,0,2,1,4,8.5,263,6.4
Derek Carr,8671,QB,LV,1,69.4,36,39,10.4,2.9,0,2,4.4,61.5,24,0,16,4.0,43,1,15,23,80.3,64.5,61.7,68.2,0,0,49,0,18.8,101.8,7.0,3,1,0,3,1,1,2.0,373,9.6
Andy Dalton,6187,QB,CHI,1,64.9,37,39,9.7,2.75,0,1,2.6,61.5,24,0,10,0.0,44,0,18,6,80.3,70.6,68.0,67.6,0,1,45,0,10.0,85.1,2.3,1,3,0,2,1,2,4.4,317,8.1
Matthew Stafford,4924,QB,LA,1,61.1,36,38,10.4,2.85,0,3,7.7,55.3,21,0,15,4.5,40,1,10,26,28.7,58.8,58.4,60.0,1,1,41,0,13.3,96.6,5.0,2,0,0,1,3,2,4.9,302,7.9
Baker Mayfield,46518,QB,CLV,1,62.5,32,37,10.2,2.9,1,1,2.6,48.6,18,0,14,10.0,40,2,10,8,26.9,49.2,48.4,62.6,0,0,42,0,14.3,79.4,5.0,2,1,0,4,1,2,4.8,247,6.7
