11/21/2024 20:15,Steelers,-3.5,at Browns,36.5,-208,176
11/24/2024 13:00,Buccaneers,-6,at Giants,41,-274,226
11/24/2024 13:00,at Texans,-7.5,Titans,40.5,316,-401
11/24/2024 13:00,at Commanders,-10,Cowboys,44.5,419,-562
11/24/2024 13:00,Lions,-7.5,at Colts,50.5,-375,299
11/24/2024 13:00,Chiefs,-11,at Panthers,43,-632,460
11/24/2024 13:00,Vikings,-3.5,at Bears,39.5,-182,155
11/24/2024 13:00,at Dolphins,-7.5,Patriots,46,299,-377
11/24/2024 16:05,Broncos,-6,at Raiders,41,-264,218
11/24/2024 16:25,at Seahawks,0,Cardinals,47.5,-109,-109
11/24/2024 16:25,at Packers,-5.5,49ers,44.5,200,-240
11/24/2024 20:20,Eagles,-3,at Rams,49,-150,127
11/25/2024 20:15,Ravens,-3,at Chargers,51,-149,125
