Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,7,TEN,327.8,2.6,0.7,22.3,0.2,0,0,0,0,0,0,0,29.1,29.14
2,Davante Adams,GB,WR,7,WAS,0,0,0,0,0,7.9,104.5,0.9,0,0,0,0,26.8,26.75
3,Kyler Murray,ARI,QB,7,HOU,275.7,2.2,0.6,37.4,0.5,0,0,0,0,0,0,0,25.9,25.87
4,Matthew Stafford,LAR,QB,7,DET,316.7,2.3,0.7,6.2,0.1,0,0,0,0,0,0,0,25.3,25.29
5,Lamar Jackson,BAL,QB,7,CIN,243.5,1.8,0.7,63.1,0.4,0,0,0,0,0,0,0,24.8,24.75
6,Derrick Henry,TEN,RB,7,KC,0,0,0,113.4,1,2.2,16.6,0.1,0,0,0,0,24.6,24.6
7,Tom Brady,TB,QB,7,CHI,305.6,2.3,0.7,2.4,0.1,0,0,0,0,0,0,0,24.5,24.46
8,Alvin Kamara,NO,RB,7,SEA,0,0,0,80.5,0.7,4.6,35.4,0.3,0,0,0,0,22.1,22.09
9,Jalen Hurts,PHI,QB,7,LV,242.8,1.4,0.8,50,0.4,0,0,0,0,0,0,0,21.8,21.81
10,Aaron Rodgers,GB,QB,7,WAS,279.4,2.4,0.5,8.4,0.1,0,0,0,0,0,0,0,21.6,21.62
11,Tyreek Hill,KC,WR,7,TEN,0,0,0,3.9,0.1,6.8,95.7,0.7,0,0,0,0,21.6,21.56
12,Cooper Kupp,LAR,WR,7,DET,0,0,0,1.4,0,7.1,94.8,0.7,0,0,0,0,20.9,20.92
13,Ryan Tannehill,TEN,QB,7,KC,264.4,1.8,0.7,18.8,0.2,0,0,0,0,0,0,0,20,19.96
14,Travis Kelce,KC,TE,7,TEN,0,0,0,0,0,6.8,87.9,0.7,0,0,0,0,19.8,19.79
15,Aaron Jones,GB,RB,7,WAS,0,0,0,70.4,0.7,3.6,28.8,0.3,0,0,0,0,19.4,19.42
16,Matt Ryan,ATL,QB,7,MIA,283.5,1.9,0.8,3.8,0.1,0,0,0,0,0,0,0,18.9,18.92
17,Derek Carr,LV,QB,7,PHI,278.3,1.8,0.7,7.6,0.1,0,0,0,0,0,0,0,18.8,18.79
18,Darrell Henderson Jr.,LAR,RB,7,DET,0,0,0,81.4,0.8,2.5,21.1,0.2,0,0,0,0,18.6,18.65
19,Joe Burrow,CIN,QB,7,BAL,259.2,1.8,0.8,10.6,0.1,0,0,0,0,0,0,0,18.2,18.23
20,Tua Tagovailoa,MIA,QB,7,ATL,259.1,1.7,0.8,9.8,0.1,0,0,0,0,0,0,0,17.8,17.84
20,Sam Darnold,CAR,QB,7,NYG,254.4,1.5,1,16.6,0.2,0,0,0,0,0,0,0,17.8,17.84
22,DJ Moore,CAR,WR,7,NYG,0,0,0,3.7,0,6.2,82.3,0.5,0,0,0,0,17.8,17.8
23,Daniel Jones,NYG,QB,7,CAR,238.8,1.3,0.9,29.3,0.2,0,0,0,0,0,0,0,17.7,17.68
24,Deebo Samuel,SF,WR,7,IND,0,0,0,6.4,0.1,5.6,76.2,0.5,0,0,0,0,17.5,17.46
25,Calvin Ridley,ATL,WR,7,MIA,0,0,0,0.2,0,6,81.2,0.5,0,0,0,0,17.1,17.14
26,DeAndre Hopkins,ARI,WR,7,HOU,0,0,0,0,0,5.4,73.7,0.7,0,0,0,0,17,16.97
27,Leonard Fournette,TB,RB,7,CHI,0,0,0,63.6,0.6,3.8,26.2,0.1,0,0,0,0,16.9,16.88
28,Chris Godwin,TB,WR,7,CHI,0,0,0,0.5,0,6.1,76.9,0.5,0,0,0,0,16.8,16.84
29,Teddy Bridgewater,DEN,QB,7,CLE,248.1,1.5,0.8,11.7,0.1,0,0,0,0,0,0,0,16.7,16.69
30,Jonathan Taylor,IND,RB,7,SF,0,0,0,77,0.7,2.2,20.6,0.1,0,0,0,0,16.7,16.66
31,Taylor Heinicke,WAS,QB,7,GB,233.9,1.5,1,17.8,0.1,0,0,0,0,0,0,0,16.6,16.64
32,Jameis Winston,NO,QB,7,SEA,215.1,1.7,0.8,16.1,0.1,0,0,0,0,0,0,0,16.6,16.61
33,Mike Evans,TB,WR,7,CHI,0,0,0,0,0,5.3,76,0.6,0,0,0,0,16.5,16.5
34,D'Andre Swift,DET,RB,7,LAR,0,0,0,42.9,0.4,4.9,37.7,0.2,0,0,0,0,16.5,16.46
35,Mac Jones,NE,QB,7,NYJ,249.1,1.7,0.8,5.4,0,0,0,0,0,0,0,0,16.4,16.4
36,A.J. Brown,TEN,WR,7,KC,0,0,0,0.8,0,5.1,75.1,0.6,0,0,0,0,16.3,16.29
37,Carson Wentz,IND,QB,7,SF,236.4,1.5,0.8,11.5,0.1,0,0,0,0,0,0,0,16.1,16.11
38,Jimmy Garoppolo,SF,QB,7,IND,241.6,1.5,0.7,4.5,0.1,0,0,0,0,0,0,0,15.8,15.81
39,Terry McLaurin,WAS,WR,7,GB,0,0,0,0.1,0,5.5,73.8,0.5,0,0,0,0,15.8,15.79
40,Chuba Hubbard,CAR,RB,7,NYG,0,0,0,71.2,0.5,2.9,20.6,0.1,0,0,0,0,15.6,15.58
41,Robert Woods,LAR,WR,7,DET,0,0,0,4.4,0,5.4,65.4,0.5,0,0,0,0,15.4,15.38
42,Ja'Marr Chase,CIN,WR,7,BAL,0,0,0,0.1,0,4.8,74.9,0.5,0,0,0,0,15.3,15.3
43,Joe Mixon,CIN,RB,7,BAL,0,0,0,73.4,0.4,2.9,21,0.1,0,0,0,0,15.2,15.24
44,Geno Smith,SEA,QB,7,NO,218.8,1.4,1,13.7,0.1,0,0,0,0,0,0,0,15.1,15.12
45,DK Metcalf,SEA,WR,7,NO,0,0,0,0,0,4.9,70.6,0.5,0,0,0,0,15,14.96
46,Cordarrelle Patterson,ATL,RB,7,MIA,0,0,0,36.7,0.3,3.9,38.6,0.3,0,0,0,0,14.9,14.93
47,Mark Andrews,BAL,TE,7,CIN,0,0,0,0,0,5.2,64.8,0.5,0,0,0,0,14.7,14.68
48,Darrel Williams,KC,RB,7,TEN,0,0,0,61.6,0.6,2.7,17,0.1,0,0,0,0,14.7,14.66
49,Justin Fields,CHI,QB,7,TB,202.3,1.2,1,23.6,0.1,0,0,0,0,0,0,0,14.6,14.65
49,Courtland Sutton,DEN,WR,7,CLE,0,0,0,0,0,5.1,71.5,0.4,0,0,0,0,14.6,14.65
51,Jared Goff,DET,QB,7,LAR,238.2,1.2,0.9,6.4,0.1,0,0,0,0,0,0,0,14.5,14.47
52,Brandin Cooks,HOU,WR,7,ARI,0,0,0,0.1,0,5.7,70,0.3,0,0,0,0,14.4,14.41
53,Marquise Brown,BAL,WR,7,CIN,0,0,0,0.3,0,4.7,66.5,0.5,0,0,0,0,14.4,14.38
54,Josh Jacobs,LV,RB,7,PHI,0,0,0,64.8,0.6,2.2,14.9,0.1,0,0,0,0,14.3,14.27
55,Case Keenum,CLE,QB,7,DEN,216,1.3,0.9,7.5,0.1,0,0,0,0,0,0,0,14.2,14.19
56,Michael Pittman Jr.,IND,WR,7,SF,0,0,0,1.5,0,4.9,65.2,0.4,0,0,0,0,14,13.97
57,Jaylen Waddle,MIA,WR,7,ATL,0,0,0,0.7,0,5.4,60.7,0.4,0,0,0,0,13.8,13.84
58,Zach Wilson,NYJ,QB,7,NE,221.9,1.2,1.2,8.5,0.1,0,0,0,0,0,0,0,13.8,13.83
58,Jakobi Meyers,NE,WR,7,NYJ,0,0,0,0.4,0,5.6,63.9,0.3,0,0,0,0,13.8,13.83
60,DeVonta Smith,PHI,WR,7,LV,0,0,0,0.4,0,4.9,64.8,0.4,0,0,0,0,13.7,13.72
61,Chase Edmonds,ARI,RB,7,HOU,0,0,0,43.3,0.2,3.9,27.2,0.2,0,0,0,0,13.4,13.35
62,Tyler Lockett,SEA,WR,7,NO,0,0,0,0.1,0,4.8,61.3,0.4,0,0,0,0,13.3,13.34
63,Miles Sanders,PHI,RB,7,LV,0,0,0,55.4,0.3,3,21.2,0.1,0,0,0,0,13,12.96
64,Kyle Pitts,ATL,TE,7,MIA,0,0,0,0,0,4.6,57,0.4,0,0,0,0,12.7,12.7
65,Damien Harris,NE,RB,7,NYJ,0,0,0,71.2,0.6,1.2,7.8,0,0,0,0,0,12.6,12.6
66,Tee Higgins,CIN,WR,7,BAL,0,0,0,0.6,0,4.5,57.3,0.4,0,0,0,0,12.6,12.59
67,Mike Davis,ATL,RB,7,MIA,0,0,0,49.8,0.4,2.9,18,0.1,0,0,0,0,12.6,12.58
68,Allen Robinson II,CHI,WR,7,TB,0,0,0,0,0,4.6,59,0.3,0,0,0,0,12.3,12.3
69,Devontae Booker,NYG,RB,7,CAR,0,0,0,54.8,0.3,2.7,16.7,0.1,0,0,0,0,12.2,12.15
70,Antonio Gibson,WAS,RB,7,GB,0,0,0,54.8,0.4,2.1,16.4,0.1,0,0,0,0,12.1,12.12
71,Elijah Mitchell,SF,RB,7,IND,0,0,0,64.4,0.4,1.6,11.7,0.1,0,0,0,0,12.1,12.11
