Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,11,DAL,313,2.4,0.8,19.6,0.2,0,0,0,0,0,0,0,27.4,27.38
2,Josh Allen,BUF,QB,11,IND,289.9,2.1,0.8,34.7,0.4,0,0,0,0,0,0,0,24.9,24.87
3,Tom Brady,TB,QB,11,NYG,302.7,2.4,0.7,1.9,0.1,0,0,0,0,0,0,0,24.7,24.7
4,Dak Prescott,DAL,QB,11,KC,294.1,2.2,0.7,17,0.2,0,0,0,0,0,0,0,22.6,22.56
5,Christian McCaffrey,CAR,RB,11,WAS,0,0,0,70.7,0.6,5.5,45.1,0.2,0,0,0,0,21.8,21.78
6,Davante Adams,GB,WR,11,MIN,0,0,0,0,0,7.4,94,0.8,0,0,0,0,21.6,21.6
7,Justin Herbert,LAC,QB,11,PIT,276.3,1.9,0.8,19.1,0.2,0,0,0,0,0,0,0,20.9,20.86
7,Tyreek Hill,KC,WR,11,DAL,0,0,0,5.4,0.1,6.6,90.2,0.7,0,0,0,0,20.9,20.86
9,Jalen Hurts,PHI,QB,11,NO,216.5,1.4,0.7,47.7,0.4,0,0,0,0,0,0,0,20.5,20.53
10,Russell Wilson,SEA,QB,11,ARI,248.2,1.8,0.7,24.8,0.2,0,0,0,0,0,0,0,20,20.01
11,Aaron Rodgers,GB,QB,11,MIN,270.9,2,0.4,10.4,0.1,0,0,0,0,0,0,0,20,19.98
11,Ryan Tannehill,TEN,QB,11,HOU,252,1.8,0.7,18,0.3,0,0,0,0,0,0,0,20,19.98
13,Najee Harris,PIT,RB,11,LAC,0,0,0,87,0.6,3.8,26.6,0.2,0,0,0,0,19.9,19.86
14,Joe Burrow,CIN,QB,11,LV,269.4,2,0.8,9.1,0.1,0,0,0,0,0,0,0,19.4,19.39
15,Stefon Diggs,BUF,WR,11,IND,0,0,0,0.1,0,7,87.6,0.6,0,0,0,0,19.4,19.37
16,Austin Ekeler,LAC,RB,11,PIT,0,0,0,60.4,0.5,4.8,37.7,0.3,0,0,0,0,19.3,19.31
17,Derek Carr,LV,QB,11,CIN,286.7,1.8,0.7,8,0.1,0,0,0,0,0,0,0,19.2,19.17
18,Deebo Samuel,SF,WR,11,JAX,0,0,0,14.5,0.1,5.7,84,0.5,0,0,0,0,19,19.05
19,Kirk Cousins,MIN,QB,11,GB,266.6,1.9,0.8,8.7,0.1,0,0,0,0,0,0,0,18.8,18.83
20,Dalvin Cook,MIN,RB,11,GB,0,0,0,89.4,0.7,3,21.8,0.1,0,0,0,0,18.8,18.82
21,Tua Tagovailoa,MIA,QB,11,NYJ,253.5,1.7,0.8,14.2,0.2,0,0,0,0,0,0,0,18.7,18.66
22,Jonathan Taylor,IND,RB,11,BUF,0,0,0,83.2,0.7,3,24.3,0.1,0,0,0,0,18.4,18.45
23,Nick Chubb,CLE,RB,11,DET,0,0,0,96,0.9,1.6,13,0.1,0,0,0,0,18.4,18.4
24,A.J. Brown,TEN,WR,11,HOU,0,0,0,1.6,0,5.9,86.6,0.6,0,0,0,0,18.3,18.32
25,Cam Newton,CAR,QB,11,WAS,214.2,1.3,0.9,31,0.4,0,0,0,0,0,0,0,18.3,18.27
26,CeeDee Lamb,DAL,WR,11,KC,0,0,0,2.1,0,6,84.5,0.6,0,0,0,0,18.3,18.26
27,Travis Kelce,KC,TE,11,DAL,0,0,0,0,0,6.4,80,0.6,0,0,0,0,18,18
28,Jimmy Garoppolo,SF,QB,11,JAX,262,1.8,0.8,7.1,0.1,0,0,0,0,0,0,0,18,17.99
29,Justin Fields,CHI,QB,11,BAL,212.2,1.3,1,35.1,0.3,0,0,0,0,0,0,0,17.8,17.8
30,Daniel Jones,NYG,QB,11,TB,233.5,1.4,0.9,27.1,0.2,0,0,0,0,0,0,0,17.6,17.65
30,Chris Godwin,TB,WR,11,NYG,0,0,0,0.1,0,6.2,78.4,0.6,0,0,0,0,17.6,17.65
32,Keenan Allen,LAC,WR,11,PIT,0,0,0,0.1,0,6.9,77.3,0.5,0,0,0,0,17.6,17.64
33,AJ Dillon,GB,RB,11,MIN,0,0,0,82.6,0.6,3,22.5,0.1,0,0,0,0,17.6,17.61
33,Ja'Marr Chase,CIN,WR,11,LV,0,0,0,1.5,0,5.5,83.6,0.6,0,0,0,0,17.6,17.61
35,Mac Jones,NE,QB,11,ATL,265,1.8,0.7,5.7,0,0,0,0,0,0,0,0,17.6,17.57
36,D'Andre Swift,DET,RB,11,CLE,0,0,0,54.1,0.4,4.6,37.2,0.2,0,0,0,0,17.2,17.23
37,Justin Jefferson,MIN,WR,11,GB,0,0,0,0.9,0,5.8,82.3,0.5,0,0,0,0,17.1,17.12
38,Mike Evans,TB,WR,11,NYG,0,0,0,0,0,5.3,75.9,0.7,0,0,0,0,17.1,17.09
39,Ezekiel Elliott,DAL,RB,11,KC,0,0,0,76.7,0.7,2.7,19.4,0.1,0,0,0,0,17,17.01
40,Taylor Heinicke,WAS,QB,11,CAR,225.3,1.4,1,22.3,0.2,0,0,0,0,0,0,0,16.9,16.94
41,Baker Mayfield,CLE,QB,11,DET,242.1,1.6,0.6,8.5,0.1,0,0,0,0,0,0,0,16.8,16.83
42,Joe Mixon,CIN,RB,11,LV,0,0,0,74,0.6,2.9,22.6,0.1,0,0,0,0,16.7,16.66
43,Carson Wentz,IND,QB,11,BUF,238.7,1.5,0.9,14.1,0.1,0,0,0,0,0,0,0,16.5,16.46
44,Leonard Fournette,TB,RB,11,NYG,0,0,0,65,0.5,3.7,26,0.1,0,0,0,0,16.3,16.3
45,Matt Ryan,ATL,QB,11,NE,250.6,1.5,0.9,5.1,0.1,0,0,0,0,0,0,0,16,16.03
46,DK Metcalf,SEA,WR,11,ARI,0,0,0,0.2,0,5,73.3,0.6,0,0,0,0,16,15.95
47,James Conner,ARI,RB,11,SEA,0,0,0,63.8,0.7,2.9,19.3,0.1,0,0,0,0,15.9,15.91
48,Diontae Johnson,PIT,WR,11,LAC,0,0,0,3.4,0,6.1,69.9,0.4,0,0,0,0,15.8,15.83
49,Mark Ingram II,NO,RB,11,PHI,0,0,0,64.1,0.5,3.3,24.7,0.1,0,0,0,0,15.7,15.68
50,Trevor Lawrence,JAX,QB,11,SF,227.2,1.2,1,17.8,0.2,0,0,0,0,0,0,0,15.7,15.67
51,Tyrod Taylor,HOU,QB,11,TEN,223.7,1.1,0.7,21.6,0.1,0,0,0,0,0,0,0,15.3,15.31
52,Tyler Lockett,SEA,WR,11,ARI,0,0,0,0.7,0,5.3,66.8,0.5,0,0,0,0,15,15.05
53,Darren Waller,LV,TE,11,CIN,0,0,0,0,0,5.8,67.8,0.4,0,0,0,0,15,14.98
54,DJ Moore,CAR,WR,11,WAS,0,0,0,2.5,0,5.2,71.1,0.4,0,0,0,0,15,14.96
55,George Kittle,SF,TE,11,JAX,0,0,0,0.7,0,5.4,70.6,0.4,0,0,0,0,14.9,14.93
56,Saquon Barkley,NYG,RB,11,TB,0,0,0,53.8,0.5,3.4,26.3,0.1,0,0,0,0,14.9,14.91
