Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,8,NYG,309.1,2.5,0.8,24.2,0.2,0,0,0,0,0,0,0,28,27.98
2,Josh Allen,BUF,QB,8,MIA,296.6,2.4,0.7,33.3,0.4,0,0,0,0,0,0,0,26.3,26.29
3,Matthew Stafford,LAR,QB,8,HOU,311.1,2.4,0.7,6.4,0.1,0,0,0,0,0,0,0,25.5,25.48
4,Cooper Kupp,LAR,WR,8,HOU,0,0,0,1,0,7.4,100.3,0.8,0,0,0,0,25.3,25.33
5,Tom Brady,TB,QB,8,NO,309.5,2.2,0.8,2,0.1,0,0,0,0,0,0,0,24.1,24.08
6,Jalen Hurts,PHI,QB,8,DET,254.5,1.6,0.7,50.3,0.5,0,0,0,0,0,0,0,23.8,23.81
7,Kyler Murray,ARI,QB,8,GB,279.1,2.1,0.8,32.1,0.3,0,0,0,0,0,0,0,23.7,23.67
8,Derrick Henry,TEN,RB,8,IND,0,0,0,106.8,0.9,2.2,16.4,0.1,0,0,0,0,23.3,23.32
9,Justin Herbert,LAC,QB,8,NE,281,2,0.8,17.2,0.2,0,0,0,0,0,0,0,21.3,21.26
10,Tyreek Hill,KC,WR,8,NYG,0,0,0,6.1,0.1,6.5,87.3,0.7,0,0,0,0,20.6,20.64
11,Alvin Kamara,NO,RB,8,TB,0,0,0,58,0.5,5.4,45.4,0.3,0,0,0,0,20.4,20.44
12,Joe Burrow,CIN,QB,8,NYJ,278.1,2.1,0.7,9.5,0.1,0,0,0,0,0,0,0,20.3,20.27
12,Dalvin Cook,MIN,RB,8,DAL,0,0,0,90,0.8,3.4,25.7,0.1,0,0,0,0,20.3,20.27
14,D'Andre Swift,DET,RB,8,PHI,0,0,0,51.7,0.5,5.4,44,0.3,0,0,0,0,19.7,19.67
15,Kirk Cousins,MIN,QB,8,DAL,284.6,2.1,0.8,7.2,0,0,0,0,0,0,0,0,19.6,19.6
16,Stefon Diggs,BUF,WR,8,MIA,0,0,0,0.1,0,6.9,89.3,0.6,0,0,0,0,19.4,19.44
17,Daniel Jones,NYG,QB,8,KC,264.2,1.4,0.9,31.1,0.2,0,0,0,0,0,0,0,19.3,19.28
18,Aaron Jones,GB,RB,8,ARI,0,0,0,63.9,0.6,4.2,31.5,0.3,0,0,0,0,19,19.04
19,Austin Ekeler,LAC,RB,8,NE,0,0,0,56.2,0.4,5.2,40.4,0.3,0,0,0,0,19,18.96
20,Ja'Marr Chase,CIN,WR,8,NYJ,0,0,0,0.2,0,5.5,89.4,0.7,0,0,0,0,18.7,18.66
20,Justin Jefferson,MIN,WR,8,DAL,0,0,0,0.2,0,6.2,88.4,0.6,0,0,0,0,18.7,18.66
22,Ryan Tannehill,TEN,QB,8,IND,245.8,1.7,0.7,17.2,0.2,0,0,0,0,0,0,0,18.6,18.65
23,Travis Kelce,KC,TE,8,NYG,0,0,0,0,0,6.7,83.1,0.6,0,0,0,0,18.6,18.61
24,Carson Wentz,IND,QB,8,TEN,256.3,1.8,0.8,13.5,0.1,0,0,0,0,0,0,0,18.3,18.3
25,Najee Harris,PIT,RB,8,CLE,0,0,0,68.3,0.5,4.4,29.6,0.2,0,0,0,0,18.3,18.29
26,Aaron Rodgers,GB,QB,8,ARI,251.1,1.8,0.5,10.2,0.1,0,0,0,0,0,0,0,18.3,18.26
27,Matt Ryan,ATL,QB,8,CAR,267.6,1.8,0.7,4.6,0.1,0,0,0,0,0,0,0,18.1,18.06
28,Darrell Henderson Jr.,LAR,RB,8,HOU,0,0,0,84.5,0.7,2.7,21.7,0.1,0,0,0,0,18,18.02
29,A.J. Brown,TEN,WR,8,IND,0,0,0,0.3,0,5.8,84.7,0.6,0,0,0,0,17.9,17.9
30,Trevor Lawrence,JAX,QB,8,SEA,257.8,1.4,0.9,18,0.2,0,0,0,0,0,0,0,17.8,17.81
31,Deebo Samuel,SF,WR,8,CHI,0,0,0,6.7,0.1,5.8,78.3,0.5,0,0,0,0,17.8,17.8
32,Jonathan Taylor,IND,RB,8,TEN,0,0,0,80.5,0.7,2.6,23.7,0.1,0,0,0,0,17.7,17.72
33,Teddy Bridgewater,DEN,QB,8,WAS,253.3,1.7,0.9,11.4,0.1,0,0,0,0,0,0,0,17.7,17.67
34,Chris Godwin,TB,WR,8,NO,0,0,0,0.5,0,6.2,78.5,0.5,0,0,0,0,17.1,17.1
35,DJ Moore,CAR,WR,8,ATL,0,0,0,3.3,0,6.2,81.4,0.4,0,0,0,0,17.1,17.07
36,Jameis Winston,NO,QB,8,TB,238.4,1.6,1,16.1,0.1,0,0,0,0,0,0,0,17,16.95
37,Sam Darnold,CAR,QB,8,ATL,249.8,1.5,1,15,0.1,0,0,0,0,0,0,0,16.9,16.89
38,Ezekiel Elliott,DAL,RB,8,MIN,0,0,0,80.6,0.7,2.4,16.6,0.1,0,0,0,0,16.8,16.82
39,Diontae Johnson,PIT,WR,8,CLE,0,0,0,2.1,0,6.4,72,0.5,0,0,0,0,16.7,16.71
40,Mike Williams,LAC,WR,8,NE,0,0,0,0,0,5.3,77.9,0.6,0,0,0,0,16.7,16.69
41,Nick Chubb,CLE,RB,8,PIT,0,0,0,87.8,0.7,1.7,13.6,0.1,0,0,0,0,16.5,16.54
42,Cordarrelle Patterson,ATL,RB,8,CAR,0,0,0,50.3,0.4,4.1,33,0.3,0,0,0,0,16.5,16.53
43,Taylor Heinicke,WAS,QB,8,DEN,231,1.4,0.9,20.8,0.1,0,0,0,0,0,0,0,16.5,16.52
44,DeAndre Hopkins,ARI,WR,8,GB,0,0,0,0,0,5.5,74.1,0.6,0,0,0,0,16.5,16.51
45,Joe Mixon,CIN,RB,8,NYJ,0,0,0,79,0.6,2.6,18.4,0.1,0,0,0,0,16.4,16.44
46,Geno Smith,SEA,QB,8,JAX,230.5,1.5,0.8,15.5,0.1,0,0,0,0,0,0,0,16.4,16.37
47,Mike Evans,TB,WR,8,NO,0,0,0,0,0,5.2,74.3,0.6,0,0,0,0,16.2,16.23
48,Terry McLaurin,WAS,WR,8,DEN,0,0,0,0.1,0,5.5,75,0.5,0,0,0,0,16,16.01
49,James Robinson,JAX,RB,8,SEA,0,0,0,76,0.5,2.9,19.6,0.1,0,0,0,0,16,15.96
50,Mac Jones,NE,QB,8,LAC,252.9,1.5,0.8,6.1,0,0,0,0,0,0,0,0,15.7,15.73
50,DK Metcalf,SEA,WR,8,JAX,0,0,0,0.1,0,4.8,73.2,0.6,0,0,0,0,15.7,15.73
52,Leonard Fournette,TB,RB,8,NO,0,0,0,60.7,0.5,3.6,24.9,0.1,0,0,0,0,15.7,15.66
53,Jared Goff,DET,QB,8,PHI,251,1.4,0.9,4.9,0.1,0,0,0,0,0,0,0,15.6,15.63
54,Ben Roethlisberger,PIT,QB,8,CLE,251,1.6,0.8,1.1,0,0,0,0,0,0,0,0,15.6,15.55
55,Adam Thielen,MIN,WR,8,DAL,0,0,0,0.2,0,5.4,65,0.6,0,0,0,0,15.5,15.52
56,Keenan Allen,LAC,WR,8,NE,0,0,0,0.1,0,6.2,68.6,0.4,0,0,0,0,15.5,15.47
57,Tua Tagovailoa,MIA,QB,8,BUF,234.7,1.3,1,13.5,0.1,0,0,0,0,0,0,0,15.4,15.44
58,Kyle Pitts,ATL,TE,8,CAR,0,0,0,0,0,5.6,68,0.5,0,0,0,0,15.4,15.4
59,Jimmy Garoppolo,SF,QB,8,CHI,232,1.5,0.9,5.2,0.1,0,0,0,0,0,0,0,15.3,15.3
60,CeeDee Lamb,DAL,WR,8,MIN,0,0,0,1.5,0,5.1,71.3,0.5,0,0,0,0,15.3,15.28
61,Robert Woods,LAR,WR,8,HOU,0,0,0,4,0,5.4,64.4,0.5,0,0,0,0,15.2,15.24
62,Courtland Sutton,DEN,WR,8,WAS,0,0,0,0,0,5.1,71.3,0.5,0,0,0,0,15.2,15.23
63,Chuba Hubbard,CAR,RB,8,ATL,0,0,0,65.7,0.4,3.2,23.3,0.1,0,0,0,0,15,15
64,Baker Mayfield,CLE,QB,8,PIT,224.9,1.4,0.7,7.2,0,0,0,0,0,0,0,0,14.4,14.42
65,Michael Pittman Jr.,IND,WR,8,TEN,0,0,0,1,0,5,68.7,0.4,0,0,0,0,14.4,14.37
66,Brandin Cooks,HOU,WR,8,LAR,0,0,0,0.1,0,5.8,67.8,0.3,0,0,0,0,14.3,14.29
67,Justin Fields,CHI,QB,8,SF,178.4,1.1,1,25.8,0.2,0,0,0,0,0,0,0,14.1,14.12
