Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,3,LAC,310.3,2.4,0.5,18.9,0.2,0,0,0,0,0,0,0,27.5,27.5
2,Christian McCaffrey,CAR,RB,3,HOU,0,0,0,90.8,0.8,5.9,53.1,0.3,0,0,0,0,26.7,26.69
3,Kyler Murray,ARI,QB,3,JAX,284.4,2,0.8,41.5,0.5,0,0,0,0,0,0,0,25.6,25.63
4,Lamar Jackson,BAL,QB,3,DET,225,1.8,0.6,71.6,0.5,0,0,0,0,0,0,0,25.6,25.56
5,Josh Allen,BUF,QB,3,WAS,263.9,2,0.7,34.2,0.4,0,0,0,0,0,0,0,23.5,23.48
6,Jalen Hurts,PHI,QB,3,DAL,246.9,1.6,0.7,50.1,0.4,0,0,0,0,0,0,0,22.8,22.79
7,Russell Wilson,SEA,QB,3,MIN,287.6,2.2,0.7,26.7,0.1,0,0,0,0,0,0,0,22.8,22.77
8,Dak Prescott,DAL,QB,3,PHI,298.3,2.1,0.7,16.7,0.2,0,0,0,0,0,0,0,22.4,22.4
9,Davante Adams,GB,WR,3,SF,0,0,0,0,0,7.4,92.9,0.8,0,0,0,0,21.4,21.39
10,Justin Herbert,LAC,QB,3,KC,289.8,1.9,0.8,18.2,0.2,0,0,0,0,0,0,0,21.2,21.21
11,Tyreek Hill,KC,WR,3,LAC,0,0,0,8.6,0.1,6.3,92,0.7,0,0,0,0,21.2,21.16
12,Tom Brady,TB,QB,3,LAR,296.6,2.3,0.8,1.3,0.1,0,0,0,0,0,0,0,20.9,20.89
13,Daniel Jones,NYG,QB,3,ATL,245.7,1.6,0.9,35.9,0.3,0,0,0,0,0,0,0,20.5,20.52
14,Matthew Stafford,LAR,QB,3,TB,299.6,2,0.7,5.8,0.1,0,0,0,0,0,0,0,20.4,20.36
15,Ryan Tannehill,TEN,QB,3,IND,262.6,1.8,0.6,17.6,0.2,0,0,0,0,0,0,0,19.9,19.86
16,Aaron Rodgers,GB,QB,3,SF,269.4,2,0.5,10.3,0.1,0,0,0,0,0,0,0,19.8,19.81
17,Alvin Kamara,NO,RB,3,NE,0,0,0,64.5,0.5,5.1,41.2,0.2,0,0,0,0,19.8,19.77
18,Kirk Cousins,MIN,QB,3,SEA,275.9,2,0.8,9.6,0.1,0,0,0,0,0,0,0,19.7,19.7
19,Derrick Henry,TEN,RB,3,IND,0,0,0,98,0.9,2.3,16.7,0.1,0,0,0,0,19.7,19.67
20,Travis Kelce,KC,TE,3,LAC,0,0,0,0,0,6.8,86.4,0.7,0,0,0,0,19.6,19.64
21,Cooper Kupp,LAR,WR,3,TB,0,0,0,1.3,0,7.1,86.1,0.6,0,0,0,0,19.3,19.34
22,Sam Darnold,CAR,QB,3,HOU,271.1,1.7,0.7,13,0.2,0,0,0,0,0,0,0,19.2,19.24
23,Derek Carr,LV,QB,3,MIA,287.3,1.8,0.7,7.9,0.1,0,0,0,0,0,0,0,19.2,19.18
24,Stefon Diggs,BUF,WR,3,WAS,0,0,0,0.3,0,7.3,87.3,0.5,0,0,0,0,19,18.96
25,Justin Fields,CHI,QB,3,CLE,219,1.3,0.9,42,0.3,0,0,0,0,0,0,0,18.9,18.86
26,Teddy Bridgewater,DEN,QB,3,NYJ,250.9,1.7,0.6,14.1,0.2,0,0,0,0,0,0,0,18.8,18.75
27,Austin Ekeler,LAC,RB,3,KC,0,0,0,59.5,0.4,5,38.4,0.2,0,0,0,0,18.3,18.29
27,Tyler Lockett,SEA,WR,3,MIN,0,0,0,0.4,0,6.3,83.5,0.6,0,0,0,0,18.3,18.29
29,CeeDee Lamb,DAL,WR,3,PHI,0,0,0,2.4,0,6.3,84.8,0.5,0,0,0,0,18,18.02
