Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Derrick Henry,TEN,RB,5,JAX,0,0,0,114.1,1,2.3,17.7,0.1,0,0,0,0,24.9,24.88
2,Tom Brady,TB,QB,5,MIA,310,2.3,0.7,1.9,0.1,0,0,0,0,0,0,0,24.6,24.59
3,Matthew Stafford,LAR,QB,5,SEA,305.9,2.2,0.7,6.3,0.1,0,0,0,0,0,0,0,24.5,24.47
4,Josh Allen,BUF,QB,5,KC,293.2,2.1,0.8,30.9,0.3,0,0,0,0,0,0,0,24,24.02
5,Kyler Murray,ARI,QB,5,SF,269,1.9,0.9,35.9,0.4,0,0,0,0,0,0,0,23.4,23.35
6,Patrick Mahomes,KC,QB,5,BUF,297,2.3,0.6,16.9,0.2,0,0,0,0,0,0,0,23.3,23.27
7,Lamar Jackson,BAL,QB,5,IND,228.2,1.6,0.7,61.3,0.4,0,0,0,0,0,0,0,23.2,23.16
8,Dak Prescott,DAL,QB,5,NYG,279.3,2.2,0.6,17.6,0.2,0,0,0,0,0,0,0,22.1,22.13
9,Jalen Hurts,PHI,QB,5,CAR,241.6,1.5,0.7,48.4,0.3,0,0,0,0,0,0,0,21.4,21.4
10,Davante Adams,GB,WR,5,CIN,0,0,0,0,0,7.5,94.2,0.7,0,0,0,0,21,21.02
11,Kirk Cousins,MIN,QB,5,DET,291.5,2.2,0.7,8.1,0.1,0,0,0,0,0,0,0,21,20.97
12,Aaron Rodgers,GB,QB,5,CIN,270.7,2.2,0.5,8.3,0.1,0,0,0,0,0,0,0,20.5,20.46
13,Russell Wilson,SEA,QB,5,LAR,257.3,2,0.6,20.9,0.1,0,0,0,0,0,0,0,20.2,20.18
14,Tyreek Hill,KC,WR,5,BUF,0,0,0,6,0,6.2,90.8,0.7,0,0,0,0,20.1,20.08
15,Justin Herbert,LAC,QB,5,CLE,283,1.9,0.8,14.4,0.1,0,0,0,0,0,0,0,20,19.96
16,Ryan Tannehill,TEN,QB,5,JAX,257.5,1.8,0.6,18.4,0.2,0,0,0,0,0,0,0,19.7,19.74
17,Cooper Kupp,LAR,WR,5,SEA,0,0,0,1.2,0,7.1,89.5,0.6,0,0,0,0,19.7,19.67
18,Daniel Jones,NYG,QB,5,DAL,259.5,1.5,0.9,31.5,0.2,0,0,0,0,0,0,0,19.5,19.53
19,Sam Darnold,CAR,QB,5,PHI,265.5,1.6,0.8,16.8,0.3,0,0,0,0,0,0,0,19.5,19.5
20,Travis Kelce,KC,TE,5,BUF,0,0,0,0,0,6.7,85.3,0.7,0,0,0,0,19.4,19.43
21,Trey Lance,SF,QB,5,ARI,216.8,1.4,0.9,37.7,0.4,0,0,0,0,0,0,0,19.3,19.34
22,Justin Jefferson,MIN,WR,5,DET,0,0,0,0.6,0,6.2,93,0.6,0,0,0,0,19.2,19.16
23,Alvin Kamara,NO,RB,5,WAS,0,0,0,78,0.5,4.1,29.1,0.2,0,0,0,0,18.9,18.91
24,Derek Carr,LV,QB,5,CHI,279.1,1.8,0.7,7.1,0.1,0,0,0,0,0,0,0,18.8,18.77
25,Austin Ekeler,LAC,RB,5,CLE,0,0,0,57.8,0.4,5,38.7,0.3,0,0,0,0,18.8,18.75
26,Stefon Diggs,BUF,WR,5,KC,0,0,0,0.1,0,7,88.1,0.5,0,0,0,0,18.7,18.72
27,Joe Burrow,CIN,QB,5,GB,261.2,1.9,0.7,9.4,0.1,0,0,0,0,0,0,0,18.7,18.69
28,Trevor Lawrence,JAX,QB,5,TEN,251.7,1.6,1,19.7,0.2,0,0,0,0,0,0,0,18.5,18.54
29,Saquon Barkley,NYG,RB,5,DAL,0,0,0,67.2,0.5,4.1,32.6,0.2,0,0,0,0,18.2,18.18
30,Aaron Jones,GB,RB,5,CIN,0,0,0,68.4,0.7,3.3,26.9,0.2,0,0,0,0,18.1,18.13
31,DJ Moore,CAR,WR,5,PHI,0,0,0,2.5,0,6.2,85.4,0.5,0,0,0,0,18,17.99
32,Matt Ryan,ATL,QB,5,NYJ,262.9,1.7,0.7,5.1,0.1,0,0,0,0,0,0,0,17.5,17.53
33,Taylor Heinicke,WAS,QB,5,NO,241.7,1.6,1,17.7,0.1,0,0,0,0,0,0,0,17.3,17.34
34,Mac Jones,NE,QB,5,HOU,261.4,1.6,0.7,5.9,0.1,0,0,0,0,0,0,0,17.2,17.25
35,Keenan Allen,LAC,WR,5,CLE,0,0,0,0.1,0,6.7,75.3,0.5,0,0,0,0,17.2,17.24
36,DeAndre Hopkins,ARI,WR,5,SF,0,0,0,0.1,0,5.9,73.6,0.6,0,0,0,0,16.9,16.87
37,Deebo Samuel,SF,WR,5,ARI,0,0,0,5.7,0,5.8,74.8,0.5,0,0,0,0,16.8,16.85
38,Ezekiel Elliott,DAL,RB,5,NYG,0,0,0,75.6,0.7,2.6,19.6,0.1,0,0,0,0,16.8,16.82
39,Darren Waller,LV,TE,5,CHI,0,0,0,0,0,6.4,74.9,0.5,0,0,0,0,16.8,16.79
40,DK Metcalf,SEA,WR,5,LAR,0,0,0,0,0,5.4,76.7,0.6,0,0,0,0,16.7,16.67
41,Justin Fields,CHI,QB,5,LV,216.7,1.3,1,26.8,0.2,0,0,0,0,0,0,0,16.6,16.55
42,Najee Harris,PIT,RB,5,DEN,0,0,0,56.6,0.5,4.5,28.8,0.1,0,0,0,0,16.5,16.54
43,Adam Thielen,MIN,WR,5,DET,0,0,0,0.2,0,5.4,68.6,0.7,0,0,0,0,16.5,16.48
44,Jared Goff,DET,QB,5,MIN,262,1.4,0.8,8.5,0.1,0,0,0,0,0,0,0,16.4,16.43
45,Terry McLaurin,WAS,WR,5,NO,0,0,0,0.1,0,5.6,77.3,0.5,0,0,0,0,16.2,16.24
46,Baker Mayfield,CLE,QB,5,LAC,236.5,1.5,0.8,10.5,0.1,0,0,0,0,0,0,0,16.2,16.21
47,Zach Wilson,NYJ,QB,5,ATL,250.3,1.4,1,10.3,0.1,0,0,0,0,0,0,0,16.1,16.14
48,A.J. Brown,TEN,WR,5,JAX,0,0,0,0.7,0,5.4,76.3,0.5,0,0,0,0,16.1,16.1
49,Darrell Henderson Jr.,LAR,RB,5,SEA,0,0,0,70.4,0.6,2.8,20.9,0.1,0,0,0,0,16,16.03
50,Jacoby Brissett,MIA,QB,5,TB,227.1,1.4,0.9,12,0.2,0,0,0,0,0,0,0,16,15.98
51,CeeDee Lamb,DAL,WR,5,NYG,0,0,0,1.8,0,5.4,74,0.5,0,0,0,0,15.9,15.88
52,Teddy Bridgewater,DEN,QB,5,PIT,241.5,1.3,0.7,12.1,0.1,0,0,0,0,0,0,0,15.9,15.87
53,Carson Wentz,IND,QB,5,BAL,240.7,1.4,0.9,12.2,0.1,0,0,0,0,0,0,0,15.8,15.85
54,Mike Evans,TB,WR,5,MIA,0,0,0,0,0,5.3,74.8,0.5,0,0,0,0,15.8,15.78
55,Chris Godwin,TB,WR,5,MIA,0,0,0,0.8,0,5.4,72.5,0.5,0,0,0,0,15.7,15.73
56,D'Andre Swift,DET,RB,5,MIN,0,0,0,38.8,0.3,4.9,39,0.2,0,0,0,0,15.6,15.58
57,Tyler Lockett,SEA,WR,5,LAR,0,0,0,0.2,0,5.5,69.6,0.5,0,0,0,0,15.5,15.48
58,Diontae Johnson,PIT,WR,5,DEN,0,0,0,1.3,0,6.2,67.6,0.4,0,0,0,0,15.4,15.39
59,James Robinson,JAX,RB,5,TEN,0,0,0,63.8,0.5,3.2,22.3,0.1,0,0,0,0,15.3,15.31
