player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Trevor Siemian,9683,QB,NYJ,1,60.0,45,49,3.6,2.47,0,1,1.9,55.1,27,0,14,0.0,51,0,13,22,37.3,36.7,41.6,49.9,0,1,55,3,0.0,64.8,0.0,0,2,0,4,1,2,3.6,217,4.4
Patrick Mahomes,11765,QB,KC,1,72.5,40,44,4.0,3.78,0,0,0.0,61.4,27,0,22,6.9,57,2,14,16,37.8,34.2,30.5,60.6,0,1,59,0,18.2,73.6,7.0,4,9,0,4,1,5,8.5,235,5.3
Jake Browning,46401,QB,CIN,1,77.5,40,42,6.6,2.71,1,0,0.0,66.7,28,0,17,9.7,45,3,13,7,30.0,49.8,50.8,56.9,0,3,48,0,17.6,69.0,6.7,3,0,0,1,1,5,10.4,335,8.0
Joe Flacco,4332,QB,CLV,1,75.0,40,42,11.9,2.96,0,4,8.7,64.3,27,0,14,10.0,42,3,18,8,80.3,91.5,90.4,64.7,1,2,46,0,0.0,96.1,0.0,0,0,0,1,3,1,2.2,368,8.8
Derek Carr,8671,QB,NO,1,74.4,39,40,9.4,2.43,0,2,4.9,67.5,27,0,14,6.9,43,2,16,20,79.8,81.6,80.8,57.8,0,1,44,0,14.3,106.1,4.7,2,1,0,1,3,1,2.3,319,8.0
Jared Goff,10635,QB,DET,1,81.6,38,40,4.1,2.62,0,0,0.0,75.0,30,0,12,3.2,41,1,16,11,80.1,70.2,73.4,65.7,1,0,43,3,8.3,99.7,2.4,1,0,0,1,1,0,0.0,257,6.4
Kyler Murray,38334,QB,ARZ,1,69.4,36,38,6.3,2.85,1,1,2.5,63.2,24,1,13,4.0,42,1,11,1,29.8,56.0,59.9,46.8,0,0,44,1,15.4,97.5,4.8,2,2,1,0,2,0,0.0,230,6.1
Jalen Hurts,40291,QB,PHI,1,71.4,35,38,5.6,2.67,1,1,2.5,63.2,24,0,11,4.0,41,1,16,24,80.5,82.4,74.9,78.5,0,1,43,1,9.1,85.5,2.4,1,2,0,2,1,0,0.0,301,7.9
Tua Tagovailoa,60326,QB,MIA,1,69.4,36,37,10.3,2.07,0,3,7.9,64.9,24,0,11,4.0,39,1,16,17,28.8,66.8,65.8,60.0,0,0,40,1,9.1,98.1,2.6,1,0,0,1,1,1,2.5,293,7.9
Gardner Minshew,41401,QB,IND,1,67.6,34,37,9.8,3.0,1,0,0.0,54.1,20,0,19,13.0,46,3,15,14,80.5,54.8,53.4,63.4,1,1,49,0,31.6,58.5,13.0,6,3,0,1,0,1,2.0,201,5.4
