player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Geno Smith,7820,QB,SEA,1,80.0,40,47,6.7,2.71,2,1,2.0,66.0,31,0,11,3.1,49,1,17,29,81.0,71.5,71.7,62.1,0,0,55,2,9.1,103.9,2.0,1,1,1,4,2,0,0.0,369,7.9
Sam Howell,97599,QB,WAS,1,77.5,40,44,4.3,2.82,2,2,4.5,65.9,29,0,22,6.5,47,2,13,32,30.3,68.4,71.0,46.3,0,0,47,0,13.6,109.3,6.4,3,0,0,2,3,1,2.1,312,7.1
Jordan Love,40306,QB,GB,1,67.6,34,40,11.3,2.73,2,5,11.6,52.5,21,0,14,8.7,43,2,13,12,79.9,77.8,77.9,54.6,1,2,46,0,7.1,71.7,2.3,1,2,1,2,2,1,2.2,288,7.2
Justin Herbert,28237,QB,LAC,1,71.8,39,40,6.8,2.58,0,5,11.4,67.5,27,1,12,3.6,41,1,17,27,80.3,83.6,82.1,63.3,1,1,45,1,0.0,114.9,0.0,0,1,0,0,4,1,2.2,323,8.1
Joe Burrow,28022,QB,CIN,1,79.5,39,40,9.2,2.78,0,4,9.1,67.5,27,0,19,12.9,47,4,12,7,33.4,65.6,65.4,59.0,0,2,51,1,21.1,90.3,8.5,4,3,0,1,2,4,7.8,347,8.7
Will Levis,83542,QB,TEN,1,61.1,36,39,11.3,2.52,1,0,0.0,48.7,19,0,19,13.6,43,3,10,31,80.0,44.6,45.1,,2,1,47,0,21.1,53.3,9.3,4,0,0,0,0,3,6.4,199,5.1
C.J. Stroud,129759,QB,HST,1,66.7,39,39,12.3,3.08,0,4,10.0,59.0,23,0,13,11.5,41,3,17,13,23.6,82.0,83.5,48.0,0,1,42,0,7.7,87.1,2.4,1,1,0,0,1,1,2.4,356,9.1
Zach Wilson,82096,QB,NYJ,1,71.4,35,39,9.8,2.86,2,1,2.5,59.0,23,0,18,8.0,45,2,13,22,79.8,64.0,62.6,63.7,0,1,46,1,11.1,68.6,4.4,2,4,0,2,0,1,2.2,263,6.7
Bryce Young,123943,QB,CAR,1,69.7,33,38,7.0,3.0,0,1,2.5,55.3,21,0,15,8.7,44,2,9,5,80.0,54.8,51.0,70.7,0,0,47,0,20.0,68.4,6.8,3,3,0,5,0,1,2.1,185,4.9
Dak Prescott,10769,QB,DAL,1,80.0,35,35,11.9,2.68,0,6,16.7,74.3,26,0,7,7.1,37,2,18,9,78.7,92.2,90.7,71.3,0,1,38,0,0.0,138.3,0.0,0,2,0,0,4,2,5.3,404,11.5
Joshua Dobbs,11890,QB,MIN,1,77.4,31,34,7.9,3.89,1,1,2.8,67.6,23,0,14,4.2,41,1,14,18,80.0,64.6,63.4,62.2,0,0,44,0,7.1,101.1,2.4,1,6,0,2,1,1,2.3,268,7.9
Deshaun Watson,11767,QB,CLV,1,75.9,29,33,9.3,3.23,0,0,0.0,60.6,20,0,17,9.1,44,2,12,8,80.2,59.9,57.6,63.4,0,1,48,0,23.5,77.0,9.1,4,7,0,4,1,0,0.0,213,6.5
