player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Zach Wilson,82096,QB,NYJ,1,74.5,47,49,7.6,2.83,0,1,2.0,67.3,33,0,25,5.7,58,2,12,22,38.1,59.0,59.5,55.5,1,0,60,0,32.0,80.6,13.8,8,1,0,1,0,1,1.7,263,5.4
Sam Howell,97599,QB,WAS,1,72.1,43,45,9.5,2.8,1,5,10.9,64.4,29,0,18,6.5,52,2,15,32,81.1,77.9,75.3,68.1,0,1,53,0,16.7,84.0,5.8,3,3,0,1,1,1,1.9,325,7.2
Dak Prescott,10769,QB,DAL,1,72.1,43,44,10.0,2.87,0,4,8.5,65.9,29,0,19,6.5,53,2,20,9,81.5,72.0,75.2,53.1,1,0,57,1,26.3,115.4,9.4,5,4,0,0,3,0,0.0,377,8.6
Joe Burrow,28022,QB,CIN,1,80.0,40,44,7.6,2.57,2,4,8.7,70.5,31,0,17,3.1,46,1,18,7,81.0,91.1,90.8,66.8,0,0,49,1,5.9,108.9,2.2,1,1,0,2,2,0,0.0,348,7.9
Mac Jones,60323,QB,NE,1,65.9,41,44,9.2,2.36,1,2,4.5,54.5,24,0,10,11.1,46,3,13,19,80.2,68.8,69.2,54.8,0,1,47,0,0.0,66.5,0.0,0,2,0,2,1,1,2.1,220,5.0
C.J. Stroud,129759,QB,HST,1,89.5,38,42,11.6,3.11,0,4,8.2,71.4,30,0,14,11.8,45,4,21,13,35.3,91.1,88.4,60.0,0,0,52,0,21.4,147.8,6.7,3,0,1,3,5,2,3.8,470,11.2
Will Levis,83542,QB,TEN,1,64.9,37,39,10.8,2.83,0,4,9.5,56.4,22,0,23,8.3,44,2,12,31,80.1,50.8,51.8,56.8,0,1,48,0,17.4,66.4,9.1,4,1,1,1,0,3,6.3,262,6.7
Bryce Young,123943,QB,CAR,1,69.4,36,39,4.6,2.73,2,0,0.0,61.5,24,0,21,4.0,48,1,10,5,80.1,39.8,37.9,60.3,0,3,48,0,19.0,48.3,8.3,4,5,0,1,1,3,6.3,173,4.4
Josh Allen,46601,QB,BUF,1,76.5,34,38,8.5,2.91,0,4,9.8,68.4,26,0,17,0.0,44,0,14,4,80.6,82.4,73.7,84.4,0,1,47,2,5.9,85.2,2.3,1,5,0,4,1,1,2.1,258,6.8
Taylor Heinicke,9896,QB,ATL,1,60.0,35,38,9.5,2.78,0,2,5.1,55.3,21,0,6,0.0,42,0,13,2,79.5,53.5,52.7,60.2,0,1,43,0,16.7,75.3,2.4,1,3,1,2,1,3,7.0,268,7.1
Derek Carr,8671,QB,NO,1,86.7,30,34,3.9,2.54,0,0,0.0,73.5,25,0,11,3.8,35,1,10,20,78.9,76.3,77.4,53.8,1,0,36,0,0.0,108.8,0.0,0,1,0,3,2,0,0.0,211,6.2
Tua Tagovailoa,60326,QB,MIA,1,75.8,33,34,8.7,2.52,0,2,5.6,61.8,21,0,11,16.0,38,4,11,17,29.0,66.7,72.2,36.6,0,0,41,1,27.3,94.1,7.9,3,1,0,1,1,0,0.0,251,7.4
Joshua Dobbs,11890,QB,MIN,1,69.0,29,30,5.7,3.53,0,0,0.0,66.7,20,0,15,0.0,38,0,14,18,28.3,82.5,68.4,92.0,0,0,40,0,20.0,101.8,7.9,3,5,0,1,2,3,7.5,158,5.3
Deshaun Watson,11767,QB,CLV,1,75.0,28,30,7.0,2.8,0,2,6.3,63.3,19,0,13,9.5,34,2,10,8,78.4,78.5,78.5,59.1,0,0,36,0,7.7,107.5,2.9,1,3,1,1,2,0,0.0,219,7.3
Justin Herbert,28237,QB,LAC,1,76.0,25,30,6.6,3.09,2,0,0.0,53.3,16,0,22,15.8,37,3,8,27,28.1,68.6,67.2,62.8,1,0,38,0,22.7,65.4,13.5,5,2,0,2,0,2,5.3,136,4.5
Kenny Pickett,60515,QB,PIT,1,75.0,28,30,5.1,2.35,1,1,2.9,63.3,19,0,6,9.5,30,2,9,25,78.3,78.2,77.0,60.0,0,0,34,0,0.0,88.2,0.0,0,0,0,1,1,0,0.0,160,5.3
Baker Mayfield,46518,QB,TB,1,72.4,29,30,8.4,3.03,0,2,6.1,70.0,21,1,11,0.0,34,0,11,30,79.0,74.9,75.9,56.2,1,0,37,1,18.2,119.6,5.9,2,2,0,0,2,0,0.0,266,8.9
Patrick Mahomes,11765,QB,KC,1,76.9,26,30,6.6,2.86,1,1,3.2,66.7,20,0,11,0.0,35,0,11,16,28.9,63.6,63.0,60.6,2,0,39,0,18.2,105.6,5.7,2,3,0,1,2,1,2.6,185,6.2
