player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Andy Dalton,6187,QB,CAR,1,70.4,54,59,8.1,2.33,1,4,6.5,57.6,34,0,28,10.5,64,4,18,5,82.4,80.3,79.1,59.1,3,0,67,0,10.7,86.9,4.7,3,1,0,1,2,1,1.5,361,6.1
Kirk Cousins,7102,QB,MIN,1,73.9,46,50,8.4,3.07,0,1,1.9,64.0,32,0,18,5.9,55,2,15,18,81.3,71.5,71.0,57.9,1,1,58,1,22.2,97.7,7.3,4,1,0,3,3,0,0.0,367,7.3
Joe Burrow,28022,QB,CIN,1,68.2,44,49,7.2,2.29,1,1,1.9,53.1,26,0,12,13.3,51,4,12,7,81.4,74.0,74.2,60.5,1,1,54,1,16.7,59.8,3.9,2,0,1,2,0,0,0.0,259,5.3
Justin Herbert,28237,QB,LAC,1,85.1,47,47,6.9,2.24,0,3,6.3,85.1,40,0,13,0.0,49,0,22,27,32.8,75.5,72.6,68.3,0,0,50,0,7.7,123.8,2.0,1,1,0,0,3,2,4.0,405,8.6
Jordan Love,40306,QB,GB,1,57.1,42,44,12.6,2.93,1,2,4.1,50.0,22,0,11,8.3,50,2,14,12,81.7,63.9,61.8,65.8,0,1,55,0,9.1,66.4,2.0,1,4,0,1,1,2,3.6,259,5.9
Gardner Minshew,41401,QB,IND,1,73.2,41,44,7.9,2.52,1,2,4.5,61.4,27,0,22,10.0,49,3,9,14,30.0,49.8,49.3,,1,0,49,1,22.7,82.3,10.2,5,0,0,1,1,3,6.1,227,5.2
Jimmy Garoppolo,8697,QB,LV,1,65.9,44,44,10.4,2.65,0,1,2.1,63.6,28,0,16,3.4,49,1,13,23,81.0,59.2,59.5,63.2,0,3,54,1,25.0,72.5,8.2,4,1,0,0,2,3,5.6,324,7.4
Dak Prescott,10769,QB,DAL,1,73.0,37,40,6.3,2.5,0,1,2.2,62.5,25,0,13,7.4,47,2,13,9,32.0,48.9,44.4,82.3,0,1,52,1,15.4,78.0,4.3,2,3,0,3,1,2,3.8,249,6.2
Trevor Lawrence,77632,QB,JAX,1,81.6,38,40,7.1,2.43,0,1,2.3,67.5,27,0,16,12.9,44,4,13,15,80.0,83.3,83.1,58.0,0,1,47,1,0.0,85.5,0.0,0,3,0,2,1,1,2.1,281,7.0
Desmond Ridder,55086,QB,ATL,1,62.2,37,38,7.5,2.64,1,1,2.5,55.3,21,0,17,8.7,47,2,9,2,32.0,40.8,44.2,52.6,0,0,49,1,41.2,70.2,14.9,7,1,0,0,0,2,4.1,201,5.3
Russell Wilson,7077,QB,DEN,1,70.6,34,38,11.4,2.84,1,4,9.8,60.5,23,0,18,4.2,39,1,13,10,79.3,86.9,84.9,,1,1,42,0,5.6,83.9,2.6,1,0,0,2,1,1,2.4,306,8.1
Brock Purdy,77672,QB,SF,1,78.8,33,37,5.3,2.28,1,2,4.9,67.6,25,0,18,3.8,39,1,13,28,80.1,61.1,58.8,65.7,0,0,43,0,11.1,111.3,5.1,2,0,0,3,2,2,4.7,310,8.4
Jalen Hurts,40291,QB,PHI,1,73.5,34,37,8.8,2.95,0,2,5.1,62.2,23,0,12,8.0,40,2,14,24,80.8,64.0,58.5,72.2,1,2,42,0,8.3,71.6,2.5,1,2,0,2,1,2,4.8,277,7.5
Zach Wilson,82096,QB,NYJ,1,71.4,28,36,7.6,3.19,1,0,0.0,50.0,18,0,19,10.0,40,2,6,22,79.3,53.6,51.4,65.6,0,0,42,0,15.8,61.9,7.5,3,1,1,6,0,0,0.0,157,4.4
Geno Smith,7820,QB,SEA,1,75.8,33,36,9.4,2.9,0,2,5.1,63.9,23,0,14,8.0,38,2,14,29,80.0,71.8,70.5,61.0,0,1,41,0,14.3,87.3,5.3,2,0,0,3,1,2,4.9,296,8.2
Matthew Stafford,4924,QB,LA,1,59.4,32,33,10.4,2.76,0,3,8.8,54.5,18,0,20,5.3,40,1,13,26,79.5,67.1,65.2,63.1,0,2,43,0,30.0,66.4,15.0,6,1,0,1,1,1,2.3,269,8.2
Jared Goff,10635,QB,DET,1,74.2,31,33,8.5,2.71,0,1,2.9,66.7,22,0,13,4.3,34,1,11,11,79.4,76.0,75.4,60.6,1,1,37,0,0.0,85.8,0.0,0,1,0,1,1,1,2.7,243,7.4
Patrick Mahomes,11765,QB,KC,1,75.0,32,33,7.5,2.95,0,2,5.9,72.7,24,0,7,0.0,36,0,16,16,78.6,90.3,86.1,74.7,0,0,37,0,0.0,127.3,0.0,0,3,0,1,3,0,0.0,272,8.2
Deshaun Watson,11767,QB,CLV,1,90.3,31,33,7.4,3.08,0,2,5.4,81.8,27,0,11,3.6,37,1,12,8,27.2,74.6,73.6,62.0,0,0,41,0,27.3,123.4,8.1,3,1,0,2,2,1,2.4,289,8.8
Josh Allen,46601,QB,BUF,1,75.9,29,32,10.3,2.91,2,3,9.4,62.5,20,0,9,9.1,35,2,13,4,78.7,82.3,76.5,77.1,0,1,38,0,0.0,79.9,0.0,0,3,0,1,1,2,5.3,218,6.8
Daniel Jones,39395,QB,NYG,1,74.2,31,32,6.0,2.54,0,0,0.0,68.8,22,0,15,4.3,34,1,6,21,79.2,55.0,52.1,69.0,0,1,38,0,13.3,64.2,5.9,2,0,0,1,0,0,0.0,137,4.3
Lamar Jackson,46416,QB,BLT,1,76.7,30,31,5.8,2.75,0,0,0.0,71.0,22,0,11,4.3,38,1,8,3,32.3,71.2,54.3,89.6,0,0,38,0,36.4,88.4,10.5,4,3,0,1,0,1,2.6,202,6.5
C.J. Stroud,129759,QB,HST,1,78.6,28,30,8.6,2.68,0,1,3.3,66.7,20,0,9,9.1,31,2,11,13,78.1,84.3,80.5,70.8,1,0,31,0,0.0,118.8,0.0,0,1,0,1,2,1,3.2,280,9.3
Mac Jones,60323,QB,NE,1,61.5,26,29,10.7,2.52,1,0,0.0,51.7,15,0,13,6.3,30,1,9,19,78.3,61.0,57.8,66.4,0,0,31,0,0.0,85.6,0.0,0,1,0,2,1,1,3.2,201,6.9
Sam Howell,97599,QB,WAS,1,71.4,28,29,7.9,2.82,1,2,6.5,65.5,19,0,20,5.0,39,1,9,32,79.2,45.3,41.5,69.5,0,4,41,0,45.0,41.5,23.1,9,1,0,0,0,4,9.8,170,5.9
