player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Matthew Stafford,4924,QB,LA,1,77.6,49,55,6.8,2.55,2,2,3.6,61.8,34,0,22,10.5,60,4,18,26,81.6,63.2,63.7,55.2,0,2,61,2,4.5,67.8,1.7,1,4,1,3,1,2,3.3,307,5.6
C.J. Stroud,129759,QB,HST,1,72.1,43,47,10.3,2.69,0,1,2.0,63.8,30,0,19,3.2,55,1,18,13,36.2,65.7,64.4,62.9,0,0,57,0,31.6,103.5,10.9,6,1,2,2,2,1,1.8,384,8.2
Kirk Cousins,7102,QB,MIN,1,79.1,43,44,9.1,2.57,0,1,2.1,70.5,31,0,17,8.8,46,3,19,18,30.0,83.1,81.1,,1,0,49,0,11.8,125.6,4.3,2,0,0,0,4,1,2.0,364,8.3
Mac Jones,60323,QB,NE,1,75.6,41,42,9.2,2.28,0,0,0.0,73.8,31,0,17,0.0,47,0,11,19,81.1,63.8,60.3,70.7,1,1,50,0,23.5,84.5,8.5,4,1,0,0,1,1,2.0,231,5.5
Geno Smith,7820,QB,SEA,1,91.4,35,41,7.7,3.11,1,1,2.3,78.0,32,0,15,0.0,45,0,19,29,80.3,79.8,78.2,64.4,0,0,49,1,6.7,116.3,2.2,1,3,1,4,2,2,4.1,328,8.0
Joe Burrow,28022,QB,CIN,1,75.7,37,41,6.0,2.29,1,2,4.7,65.9,27,0,8,3.6,43,1,13,7,79.8,69.1,68.8,58.3,1,1,45,0,12.5,85.6,2.3,1,1,0,2,2,1,2.2,222,5.4
Trevor Lawrence,77632,QB,JAX,1,68.4,38,41,8.1,2.53,2,5,11.6,53.7,22,0,15,15.4,49,4,15,15,32.8,69.8,71.4,59.0,0,0,51,1,26.7,68.8,8.2,4,3,0,1,0,1,2.0,216,5.3
Patrick Mahomes,11765,QB,KC,1,72.5,40,41,6.7,2.71,0,1,2.3,68.3,28,0,11,3.4,45,1,15,16,80.8,78.4,69.3,89.0,0,1,48,0,9.1,96.2,2.2,1,3,0,1,2,2,4.2,306,7.5
Justin Herbert,28237,QB,LAC,1,73.7,38,41,11.1,2.64,0,2,4.5,65.9,27,0,9,3.6,44,1,14,27,80.2,71.1,70.8,58.2,0,0,47,0,33.3,104.2,6.8,3,0,0,3,2,1,2.1,305,7.4
Deshaun Watson,11767,QB,CLV,1,64.9,37,40,10.2,3.09,2,1,2.4,55.0,22,0,20,8.3,49,2,14,8,24.0,59.9,63.7,57.2,0,1,53,2,30.0,70.3,12.2,6,3,0,1,1,2,3.8,235,5.9
