player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Joe Flacco,4332,QB,CLV,1,69.0,42,44,9.3,2.88,1,3,6.5,63.6,28,0,19,3.4,48,1,12,8,31.5,57.6,57.1,60.0,0,3,50,0,21.1,78.6,8.3,4,0,0,1,2,4,8.0,388,8.8
Trevor Lawrence,77632,QB,JAX,1,69.0,42,43,10.0,2.62,0,4,9.1,58.1,25,0,15,13.8,48,4,12,15,21.7,70.4,71.8,52.7,0,0,49,1,6.7,83.9,2.1,1,4,0,1,1,2,4.1,264,6.1
Jake Browning,46401,QB,CIN,1,83.8,37,42,9.0,2.8,2,3,7.0,69.0,29,0,17,6.5,46,2,17,7,80.7,80.8,79.7,62.2,1,1,47,1,23.5,97.7,8.7,4,0,0,2,2,1,2.1,324,7.7
Justin Fields,82118,QB,CHI,1,69.7,33,40,10.9,3.37,0,3,7.3,47.5,19,0,29,17.4,45,4,7,6,32.0,48.8,47.1,61.1,3,2,46,0,10.3,46.5,6.7,3,2,0,4,1,3,6.5,166,4.2
Kyler Murray,38334,QB,ARZ,1,75.7,37,39,6.5,3.15,0,2,4.9,66.7,26,0,11,7.1,45,2,12,1,31.5,52.7,43.2,90.7,0,2,47,1,27.3,67.4,6.7,3,3,0,2,1,4,8.5,211,5.4
Jordan Love,40306,QB,GB,1,80.6,36,39,6.4,2.81,0,1,2.4,74.4,29,0,13,0.0,41,0,13,12,29.6,66.6,66.2,64.7,0,0,43,2,15.4,111.5,4.9,2,0,0,3,2,2,4.7,284,7.3
Patrick Mahomes,11765,QB,KC,1,88.2,34,37,6.3,2.7,0,3,7.3,73.0,27,1,15,10.0,40,3,14,16,80.2,79.9,80.4,60.5,0,2,44,1,20.0,92.6,7.5,3,0,0,3,2,1,2.3,304,8.2
Case Keenum,7323,QB,HST,1,67.6,34,36,8.3,2.87,0,0,0.0,63.9,23,0,10,0.0,39,0,12,13,79.7,43.8,45.5,51.5,0,1,43,1,30.0,79.5,7.7,3,0,0,2,1,4,9.3,229,6.4
Jared Goff,10635,QB,DET,1,75.0,32,34,9.3,2.84,0,0,0.0,70.6,24,0,14,0.0,36,0,18,11,78.6,83.8,81.9,,0,0,37,0,14.3,134.6,5.6,2,0,0,2,5,0,0.0,278,8.2
Aidan O'Connell,60516,QB,LV,1,72.4,29,34,9.8,2.73,2,3,8.6,58.8,20,0,12,4.8,35,1,12,23,78.4,79.0,78.3,,1,0,36,0,8.3,120.7,2.9,1,0,0,2,4,0,0.0,248,7.3
Dak Prescott,10769,QB,DAL,1,71.0,31,34,7.2,2.93,1,1,2.9,61.8,21,0,10,4.5,41,1,8,9,79.2,39.4,36.8,64.2,0,1,41,0,30.0,57.7,7.3,3,4,0,2,0,4,9.8,134,3.9
Tommy DeVito,60545,QB,NYG,1,73.3,30,34,6.2,2.93,1,0,0.0,58.8,20,0,17,9.1,43,2,6,21,79.9,58.1,59.7,59.4,0,0,43,1,41.2,72.8,16.3,7,2,0,3,0,0,0.0,177,5.2
Drew Lock,39517,QB,SEA,1,75.0,32,33,7.1,2.29,0,2,5.7,66.7,22,0,14,8.3,35,2,7,29,78.8,76.1,74.7,60.0,0,0,37,1,14.3,94.0,5.7,2,0,0,1,1,0,0.0,208,6.3
Matthew Stafford,4924,QB,LA,1,87.1,31,33,6.2,2.41,1,3,8.8,75.8,25,0,10,7.4,38,2,10,26,78.9,90.4,90.2,58.3,0,0,39,1,30.0,118.0,7.9,3,1,0,1,2,0,0.0,258,7.8
Nick Mullens,12282,QB,MIN,1,81.3,32,33,7.4,2.92,0,1,2.9,78.8,26,0,12,0.0,38,0,16,18,79.7,66.4,66.6,59.0,0,2,39,0,25.0,99.9,7.9,3,2,0,1,2,2,5.1,303,9.2
Easton Stick,29466,QB,LAC,1,80.0,30,32,5.4,2.64,0,3,9.4,71.9,23,0,11,4.2,36,1,14,27,20.8,63.6,59.8,70.2,1,1,37,0,27.3,113.7,8.3,3,1,0,1,3,3,8.1,257,8.0
Russell Wilson,7077,QB,DEN,1,71.4,28,32,8.2,2.84,1,0,0.0,56.3,18,0,18,10.0,35,2,12,10,29.1,63.7,62.3,63.1,3,0,36,0,11.1,88.4,5.7,2,1,0,0,1,1,2.8,223,7.0
Bailey Zappe,60396,QB,NE,1,79.3,29,31,4.8,2.33,2,1,3.0,74.2,23,0,17,0.0,35,0,9,19,27.9,48.9,49.7,60.0,0,1,37,0,23.5,85.4,11.4,4,0,0,0,1,3,8.1,180,5.8
Jalen Hurts,40291,QB,PHI,1,60.7,28,31,10.8,2.83,2,0,0.0,54.8,17,0,14,0.0,38,0,11,24,80.3,68.4,59.5,81.7,0,2,38,1,0.0,40.1,0.0,0,5,0,1,0,2,5.3,143,4.6
Gardner Minshew,41401,QB,IND,1,80.8,26,28,7.8,2.5,1,2,6.7,64.3,18,0,13,14.3,32,3,7,14,78.3,76.8,77.9,53.2,0,0,34,0,23.1,123.4,9.4,3,1,0,1,3,0,0.0,215,7.7
Derek Carr,8671,QB,NO,1,88.9,27,28,7.2,2.51,0,0,0.0,82.1,23,0,3,4.2,29,1,11,20,78.3,79.2,77.7,60.5,0,0,31,1,33.3,134.8,3.4,1,0,0,1,3,0,0.0,218,7.8
Baker Mayfield,46518,QB,TB,1,84.6,26,28,9.1,2.54,0,2,6.7,78.6,22,0,9,0.0,33,0,18,30,78.6,91.1,90.4,60.0,1,0,35,0,55.6,158.3,15.2,5,0,0,1,4,0,0.0,381,13.6
Sam Howell,97599,QB,WAS,1,52.2,23,26,10.7,3.08,2,3,11.1,42.3,11,0,9,8.3,30,1,5,32,77.6,56.4,56.1,59.1,0,1,31,0,11.1,50.5,3.3,1,3,0,1,1,2,6.5,102,3.9
Trevor Siemian,9683,QB,NYJ,1,58.3,24,26,10.0,2.34,1,0,0.0,53.8,14,0,11,0.0,28,0,7,22,26.2,33.4,34.9,,0,2,30,0,18.2,32.5,7.1,2,0,0,1,0,3,10.0,110,4.2
Will Levis,83542,QB,TEN,1,65.4,26,26,14.9,3.02,0,1,3.8,65.4,17,0,16,0.0,36,0,9,31,78.5,70.0,64.6,75.6,0,1,36,0,43.8,72.4,19.4,7,3,0,0,0,2,5.6,199,7.7
Brock Purdy,77672,QB,SF,1,66.7,24,25,13.5,2.72,0,1,4.0,64.0,16,0,10,0.0,26,0,11,28,76.6,86.5,84.3,,0,0,26,0,0.0,135.3,0.0,0,0,1,0,4,1,3.8,242,9.7
Bryce Young,123943,QB,CAR,1,86.4,22,24,7.2,3.15,0,1,3.8,75.0,18,0,8,5.3,28,1,8,5,27.2,78.0,74.2,70.0,0,0,31,0,37.5,93.6,10.7,3,1,0,2,0,1,3.2,167,7.0
Tua Tagovailoa,60326,QB,MIA,1,87.5,24,24,4.3,2.14,0,1,4.0,87.5,21,0,8,0.0,27,0,9,17,77.0,76.5,77.5,,0,0,28,1,37.5,119.4,11.1,3,0,0,0,1,1,3.6,224,9.3
Lamar Jackson,46416,QB,BLT,1,71.4,21,24,9.1,3.83,1,3,12.5,58.3,14,0,19,6.7,32,1,12,3,79.3,85.4,81.8,73.8,2,1,32,2,15.8,76.9,9.4,3,5,0,0,1,1,3.1,171,7.1
Mitch Trubisky,11757,QB,PIT,1,69.6,23,23,10.0,2.67,0,0,0.0,69.6,16,0,14,0.0,26,0,9,25,77.9,55.9,54.5,62.1,0,2,30,0,21.4,68.9,11.5,3,0,0,0,1,2,6.7,169,7.3
Desmond Ridder,55086,QB,ATL,1,73.7,19,20,7.6,3.12,0,0,0.0,60.0,12,0,6,14.3,21,2,8,2,76.6,44.6,47.9,48.1,0,1,22,0,0.0,79.6,0.0,0,1,0,1,1,1,4.5,152,7.6
Josh Allen,46601,QB,BUF,1,69.2,13,15,8.2,3.13,0,1,5.9,46.7,7,0,11,22.2,19,2,7,4,77.0,78.4,66.8,82.0,0,0,21,0,9.1,89.3,5.3,1,3,0,2,1,0,0.0,94,6.3
Zach Wilson,82096,QB,NYJ,1,50.0,8,11,7.0,3.15,0,0,0.0,36.4,4,0,11,0.0,15,0,2,22,19.7,41.6,46.1,,0,0,16,1,36.4,44.9,26.7,4,0,0,3,0,1,6.3,26,2.4
Jacoby Brissett,10725,QB,WAS,1,88.9,9,10,14.6,2.95,0,1,8.3,80.0,8,0,3,0.0,11,0,5,32,73.3,92.0,90.7,65.8,0,0,13,0,0.0,157.9,0.0,0,1,0,1,2,0,0.0,124,12.4
Tyrod Taylor,6332,QB,NYG,1,100.0,3,4,3.3,1.7,0,0,0.0,50.0,2,0,0,33.3,4,1,1,21,66.9,57.8,57.9,,0,0,4,0,,57.3,0.0,0,0,1,0,0,0,0.0,13,3.3
Sam Darnold,29048,QB,SF,1,66.7,3,3,6.0,2.83,0,0,0.0,66.7,2,0,1,0.0,3,0,1,28,69.5,66.8,65.9,60.0,0,0,4,0,0.0,85.4,0.0,0,0,0,0,0,0,0.0,20,6.7
Mason Rudolph,46569,QB,PIT,1,66.7,3,3,4.7,2.43,0,0,0.0,66.7,2,0,2,0.0,4,0,0,25,66.9,41.0,42.1,,0,0,4,0,50.0,70.1,25.0,1,0,0,0,0,0,0.0,3,1.0
Jakobi Meyers,47468,WR,LV,1,100.0,2,2,10.5,3.35,0,0,0.0,100.0,2,0,1,0.0,2,0,1,23,66.9,70.0,84.8,,0,0,2,1,0.0,131.3,0.0,0,0,0,0,1,0,0.0,12,6.0
Mike White,46453,QB,MIA,1,100.0,2,2,-5.0,1.35,0,0,0.0,100.0,2,0,0,0.0,2,0,0,17,67.8,63.4,61.9,60.0,0,0,2,0,,79.2,0.0,0,0,0,0,0,0,0.0,4,2.0
Jerick McKinnon,8731,HB,KC,1,100.0,1,1,-4.0,0.9,0,0,0.0,100.0,1,0,0,0.0,1,0,1,16,71.2,64.8,60.1,59.9,0,0,1,0,,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0
Justin Jefferson,61398,WR,MIN,1,0.0,1,1,22.0,3.5,0,0,0.0,0.0,0,0,1,,1,0,0,18,70.1,77.5,49.2,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Dorian Thompson-Robinson,83574,QB,CLV,1,100.0,1,1,-5.0,1.4,0,0,0.0,100.0,1,0,0,0.0,1,0,1,8,60.4,60.6,60.4,,0,0,1,0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
Taysom Hill,12112,TE,NO,1,0.0,1,1,6.0,4.2,0,0,0.0,0.0,0,0,0,,1,0,0,20,68.3,46.2,53.5,56.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
