player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Derek Carr,8671,QB,NO,1,70.0,50,55,6.6,2.59,0,2,3.4,60.0,33,0,23,5.7,59,2,16,20,38.8,54.7,55.2,55.9,2,1,62,0,4.3,73.4,1.7,1,3,0,3,1,2,3.2,301,5.5
Jared Goff,10635,QB,DET,1,73.5,49,53,7.3,2.61,0,1,1.8,62.3,33,0,19,8.3,58,3,13,11,26.2,58.6,58.3,,0,1,61,1,26.3,68.4,8.6,5,0,0,4,0,2,3.3,284,5.4
Kirk Cousins,7102,QB,MIN,1,83.3,42,45,6.4,2.45,0,3,6.4,77.8,35,0,16,0.0,45,0,18,18,80.4,77.2,78.5,57.5,1,1,47,1,0.0,107.2,0.0,0,0,1,1,2,1,2.1,378,8.4
Patrick Mahomes,11765,QB,KC,1,85.0,40,42,9.4,3.07,0,2,4.4,76.2,32,0,14,5.9,46,2,23,16,80.6,90.7,87.3,74.4,0,1,49,0,7.1,129.5,2.2,1,2,0,2,4,1,2.0,424,10.1
Baker Mayfield,46518,QB,TB,1,74.4,39,42,7.3,2.76,1,1,2.1,64.3,27,0,14,6.9,46,2,14,30,34.1,63.0,57.8,79.7,1,1,52,0,21.4,81.1,6.5,3,1,0,1,1,1,1.9,276,6.6
Sam Howell,97599,QB,WAS,1,71.4,35,42,8.4,2.6,1,3,7.0,52.4,22,0,20,12.0,49,3,11,32,80.6,44.7,45.2,64.3,0,1,50,2,30.0,60.5,12.2,6,1,0,6,0,3,6.0,249,5.9
Josh Allen,46601,QB,BUF,1,75.7,37,41,10.6,3.15,0,2,4.4,65.9,27,0,19,3.6,46,1,14,4,81.0,65.3,67.0,58.9,0,1,50,1,5.3,90.0,2.2,1,4,0,4,2,1,2.0,265,6.5
Joshua Dobbs,11890,QB,ARZ,1,64.5,31,33,6.7,2.94,1,1,2.9,57.6,19,0,13,5.0,38,1,8,1,80.3,66.3,61.2,72.1,1,0,42,0,30.8,68.5,10.5,4,1,0,0,0,1,2.4,146,4.4
Brian Hoyer,5277,QB,LV,1,59.4,32,32,6.9,2.25,0,1,2.9,53.1,17,0,4,10.5,33,2,10,23,78.4,53.9,53.9,,0,2,36,0,25.0,37.1,3.0,1,0,0,0,0,1,2.8,129,4.0
Tua Tagovailoa,60326,QB,MIA,1,80.6,31,32,8.7,2.24,0,3,9.1,71.9,23,0,11,8.0,35,2,9,17,78.7,85.7,85.8,60.0,0,1,36,1,27.3,87.5,8.6,3,0,0,1,1,0,0.0,216,6.8
P.J. Walker,12134,QB,CLV,1,64.3,28,32,8.3,2.77,1,1,3.0,46.9,15,0,11,16.7,35,3,9,8,25.9,49.5,49.8,52.2,1,1,37,0,18.2,51.3,5.7,2,1,1,1,0,2,5.4,178,5.6
Jordan Love,40306,QB,GB,1,75.9,29,31,7.4,2.46,1,0,0.0,67.7,21,0,12,4.5,33,1,13,12,78.6,60.1,58.5,62.0,0,1,34,0,0.0,90.8,0.0,0,2,0,1,2,1,2.9,180,5.8
Jalen Hurts,40291,QB,PHI,1,79.3,29,31,8.1,2.8,1,3,9.1,74.2,23,0,16,0.0,36,0,13,24,32.0,80.5,73.4,78.8,0,1,38,0,18.8,109.5,8.3,3,2,0,1,2,1,2.6,279,9.0
Brock Purdy,77672,QB,SF,1,81.5,27,30,8.7,2.55,1,3,10.0,70.0,21,0,12,4.5,33,1,13,28,78.6,65.3,61.9,74.4,0,2,33,1,8.3,81.5,3.0,1,2,1,1,1,2,6.1,272,9.1
Mac Jones,60323,QB,NE,1,86.2,29,30,4.3,2.2,0,1,3.0,83.3,25,0,7,0.0,33,0,14,19,28.2,73.5,73.9,64.3,0,0,37,1,14.3,126.7,3.0,1,2,0,1,2,1,2.7,272,9.1
Justin Herbert,28237,QB,LAC,1,67.9,28,30,12.6,2.77,1,2,6.3,56.7,17,0,15,10.5,36,2,11,27,79.0,70.6,70.3,57.9,1,2,38,0,33.3,68.6,13.9,5,1,0,0,1,2,5.3,259,8.6
