player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jalen Hurts,40291,QB,PHI,1,69.2,39,45,8.5,3.85,1,0,0.0,57.8,26,0,32,3.7,52,1,18,24,81.4,65.8,66.0,58.6,0,0,55,1,9.4,85.2,5.8,3,4,0,5,1,0,0.0,298,6.6
Joe Flacco,4332,QB,CLV,1,64.1,39,44,11.6,2.81,0,0,0.0,52.3,23,0,17,8.0,46,2,10,8,80.1,61.5,60.8,,0,1,48,1,11.8,75.4,4.3,2,0,0,5,2,1,2.1,254,5.8
Gardner Minshew,41401,QB,IND,1,71.1,38,42,8.8,2.69,1,3,7.0,61.9,26,0,16,3.7,47,1,10,14,22.9,62.1,63.6,51.5,1,0,49,0,18.8,100.5,6.4,3,2,0,2,2,2,4.1,312,7.4
Dak Prescott,10769,QB,DAL,1,84.6,39,41,7.1,2.83,1,2,4.0,70.7,29,0,17,12.1,47,4,19,9,82.1,77.6,78.1,62.5,0,0,57,1,23.5,115.8,8.5,4,1,0,1,3,0,0.0,299,7.3
Geno Smith,7820,QB,SEA,1,74.3,35,41,8.2,2.31,1,6,13.0,56.1,23,0,16,11.5,42,3,17,29,80.2,82.8,79.6,70.2,1,1,47,0,0.0,97.0,0.0,0,1,1,3,3,2,4.3,334,8.1
Justin Herbert,28237,QB,LAC,1,77.8,36,37,7.5,2.89,0,3,8.1,59.5,22,0,7,21.4,38,6,8,27,79.4,80.3,82.0,51.6,0,0,38,0,0.0,75.5,0.0,0,1,0,1,0,0,0.0,212,5.7
Jake Browning,46401,QB,CIN,1,94.3,35,37,4.1,2.3,1,1,2.6,86.5,32,0,11,3.0,40,1,18,7,79.5,90.1,85.2,78.2,0,0,41,2,18.2,115.5,5.0,2,1,0,1,1,0,0.0,354,9.6
Matthew Stafford,4924,QB,LA,1,70.6,34,37,7.4,2.42,0,3,7.9,59.5,22,0,9,8.3,37,2,10,26,79.0,73.6,72.2,60.0,0,0,38,0,0.0,110.1,0.0,0,0,0,3,3,1,2.6,279,7.5
Jordan Love,40306,QB,GB,1,76.5,34,36,8.2,2.73,0,4,10.8,69.4,25,0,16,3.8,39,1,16,12,79.3,91.8,90.6,74.5,0,0,40,1,12.5,118.6,5.1,2,1,0,2,3,0,0.0,267,7.4
Patrick Mahomes,11765,QB,KC,1,71.0,31,33,8.4,2.93,0,0,0.0,63.6,21,0,11,4.5,39,1,14,16,79.8,70.8,70.8,59.2,0,1,44,0,27.3,79.1,7.7,3,3,0,2,1,1,2.3,210,6.4
