player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Baker Mayfield,46518,QB,TB,1,72.1,43,45,9.8,2.49,1,2,4.2,64.4,29,0,26,6.5,50,2,15,30,34.8,56.3,56.2,59.2,0,1,53,0,15.4,76.7,8.0,4,1,0,1,1,3,5.7,246,5.5
Sam Howell,97599,QB,WAS,1,82.5,40,45,6.6,2.87,1,0,0.0,68.9,31,0,17,6.1,52,2,15,32,81.2,53.9,49.7,73.2,1,3,55,0,23.5,62.7,7.7,4,3,0,3,1,3,5.5,255,5.7
Patrick Mahomes,11765,QB,KC,1,73.7,38,43,8.6,3.11,1,2,4.3,55.8,24,0,22,14.3,50,4,12,16,80.8,76.7,74.3,67.6,0,1,53,1,4.5,71.6,2.0,1,6,1,3,2,1,1.9,177,4.1
Dorian Thompson-Robinson,83574,QB,CLV,1,75.0,40,43,3.6,2.15,0,0,0.0,55.8,24,0,8,20.0,45,6,10,8,80.4,58.8,56.2,67.7,1,1,47,0,12.5,54.9,2.2,1,1,2,0,0,1,2.1,165,3.8
Aidan O'Connell,60516,QB,LV,1,68.4,38,41,11.4,2.85,1,1,2.4,58.5,24,0,21,7.7,43,2,10,23,79.8,60.5,59.9,60.0,0,3,44,0,9.5,56.0,4.7,2,0,0,2,1,3,6.8,271,6.6
Jordan Love,40306,QB,GB,1,80.6,36,40,7.6,2.43,1,2,4.9,67.5,27,0,13,6.9,43,2,16,12,22.7,65.5,69.5,41.3,1,0,44,1,23.1,108.5,7.0,3,0,0,2,2,1,2.3,322,8.1
Tua Tagovailoa,60326,QB,MIA,1,82.9,35,39,8.2,2.37,1,1,2.6,71.8,28,0,10,3.4,41,1,12,17,28.9,66.2,69.9,43.4,0,1,42,0,10.0,103.0,2.4,1,1,0,3,2,3,7.1,325,8.3
Dak Prescott,10769,QB,DAL,1,77.1,35,38,5.7,2.38,1,1,2.6,65.8,25,0,13,7.4,39,2,10,9,79.4,82.4,79.7,68.0,2,0,41,0,0.0,95.2,0.0,0,1,0,0,2,0,0.0,189,5.0
C.J. Stroud,129759,QB,HST,1,75.0,36,37,10.3,2.56,0,2,5.4,73.0,27,0,11,0.0,40,0,18,13,79.3,80.9,79.4,60.0,0,3,40,0,27.3,85.0,7.5,3,0,0,1,2,2,5.0,336,9.1
Justin Herbert,28237,QB,LAC,1,81.8,33,36,10.1,3.16,1,2,5.3,58.3,21,0,16,22.2,44,6,14,27,29.9,92.7,92.1,73.3,1,0,46,1,12.5,99.3,4.5,2,6,0,1,2,0,0.0,260,7.2
Jared Goff,10635,QB,DET,1,71.9,32,35,7.4,2.64,0,1,2.7,65.7,23,0,14,0.0,38,0,14,11,79.3,47.6,48.0,57.8,0,3,40,0,14.3,68.3,5.3,2,1,0,3,2,3,7.5,236,6.7
Russell Wilson,7077,QB,DEN,1,84.4,32,35,6.7,2.71,0,2,5.6,77.1,27,0,9,0.0,37,0,11,10,79.4,73.2,69.7,71.0,0,0,38,0,22.2,106.7,5.4,2,0,0,3,1,1,2.6,259,7.4
Geno Smith,7820,QB,SEA,1,77.4,31,34,7.6,2.6,0,4,11.4,64.7,22,0,13,8.3,36,2,12,29,78.8,74.5,75.2,60.0,1,0,37,2,15.4,94.4,5.6,2,0,1,1,1,1,2.7,233,6.9
