"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","TEN","73","212","4.57","47","21","31","268","26","0.43","55","2.21","78.5","All Defenders","JAX","","","","","","","","","","","","","47.84752808988764","31.291822220357048"
"DeAndre Hopkins","TEN","73","212","4.57","47","21","31","268","26","0.43","55","2.21","78.5","Gregory Junior","JAX","72","190","","38","12","50","8","12","0.2","100","0.75","69.4","64.75999999999999","9.493024718535285"
"DeAndre Hopkins","TEN","73","212","4.57","47","21","31","268","26","0.43","55","2.21","78.5","Darious Williams","JAX","69","187","","60","3","36","393","14","0.22","62","1.17","81.5","19.68","9.493024718535285"
"DeAndre Hopkins","TEN","73","212","4.57","47","21","31","268","26","0.43","55","2.21","78.5","Tre Herndon","JAX","71","190","","2","91","","266","15","0.31","80","1.36","68","56.53","12.30577278328648"
"Robert Woods","HST","72","195","4.51","21","50","25","212","20","0.25","53","1.14","62.1","All Defenders","ARZ","","","","","","","","","","","","","52.051064638783274","30.654789422513414"
"Robert Woods","HST","72","195","4.51","21","50","25","212","20","0.25","53","1.14","62.1","Marco Wilson","ARZ","71","191","","22","","70","334","16","0.36","80","1.76","45.7","74.59","10.490232121772651"
"Robert Woods","HST","72","195","4.51","21","50","25","212","20","0.25","53","1.14","62.1","Starling Thomas V","ARZ","72","194","","63","1","24","75","21","0.43","81","1.79","56.5","46.150000000000006","10.490232121772651"
"Robert Woods","HST","72","195","4.51","21","50","25","212","20","0.25","53","1.14","62.1","Garrett Williams","ARZ","70","192","","1","88","1","95","15","0.2","57","0.53","67.9","34.01","9.674325178968111"
"Keenan Allen","LAC","74","211","4.58","15","63","21","349","27","0.57","78","2.56","88.6","All Defenders","GB","","","","","","","","","","","","","88.78072398190045","38.56662067796698"
"Keenan Allen","LAC","74","211","4.58","15","63","21","349","27","0.57","78","2.56","88.6","Jaire Alexander","GB","","","","","","","","","","","","","85.21","7.634794817470841"
"Keenan Allen","LAC","74","211","4.58","15","63","21","349","27","0.57","78","2.56","88.6","Carrington Valentine","GB","72","189","","72","4","19","138","17","0.21","43","1.33","61","90.95","7.634794817470841"
"Keenan Allen","LAC","74","211","4.58","15","63","21","349","27","0.57","78","2.56","88.6","Keisean Nixon","GB","70","200","","4","84","2","255","16","0.25","80","1.03","65.5","89.24","23.297031043025306"
"Adam Thielen","CAR","74","195","","15","71","13","376","23","0.42","80","1.73","79.6","All Defenders","DAL","","","","","","","","","","","","","66.18543084721217","34.92055084769848"
"Adam Thielen","CAR","74","195","","15","71","13","376","23","0.42","80","1.73","79.6","DaRon Bland","DAL","72","197","","","23","73","266","16","0.19","49","0.85","89","22.88","10.31686078628601"
"Adam Thielen","CAR","74","195","","15","71","13","376","23","0.42","80","1.73","79.6","Stephon Gilmore","DAL","72","190","4.38","87","7","2","286","15","0.27","53","1.24","69.2","70.53","10.31686078628601"
"Adam Thielen","CAR","74","195","","15","71","13","376","23","0.42","80","1.73","79.6","Jourdan Lewis","DAL","70","195","4.54","1","84","2","182","13","0.3","65","1.15","49.4","94.32000000000001","14.28682927512646"
"Mike Evans","TB","77","231","4.53","48","30","22","273","25","0.56","64","2.7","78.7","All Defenders","SF","","","","","","","","","","","","","60.00730656219393","31.632086648037998"
"Mike Evans","TB","77","231","4.53","48","30","22","273","25","0.56","64","2.7","78.7","Ambry Thomas","SF","72","190","","14","2","80","99","19","0.27","74","1.29","72.7","58.720000000000006","11.401183042583725"
