"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"Marquise Brown","ARZ","69","180","","45","18","36","132","24","0.43","66","1.81","74.4","All Defenders","CIN","","","","","","","","","","","","","33.995290247506574","33.34021218263486"
"Marquise Brown","ARZ","69","180","","45","18","36","132","24","0.43","66","1.81","74.4","Cam Taylor-Britt","CIN","71","202","4.38","39","8","43","135","13","0.24","61","1.59","57.2","20.875703705523296","9.46940937731641"
"Marquise Brown","ARZ","69","180","","45","18","36","132","24","0.43","66","1.81","74.4","Chidobe Awuzie","CIN","72","202","4.43","45","10","45","113","6","0.15","86","0.47","63.4","21.39026171738935","9.46940937731641"
"Marquise Brown","ARZ","69","180","","45","18","36","132","24","0.43","66","1.81","74.4","Mike Hilton","CIN","69","184","","","75","2","114","16","0.22","61","1.27","39.1","50.91010563738088","14.40139342800204"
"Michael Wilson","ARZ","74","213","4.58","29","33","38","103","17","0.48","82","2.3","71","All Defenders","CIN","","","","","","","","","","","","","25.872976562542334","26.926274690603464"
"Michael Wilson","ARZ","74","213","4.58","29","33","38","103","17","0.48","82","2.3","71","Cam Taylor-Britt","CIN","71","202","4.38","39","8","43","135","13","0.24","61","1.59","57.2","17.310808109808377","9.402826082432956"
"Michael Wilson","ARZ","74","213","4.58","29","33","38","103","17","0.48","82","2.3","71","Chidobe Awuzie","CIN","72","202","4.43","45","10","45","113","6","0.15","86","0.47","63.4","16.888517954753382","9.402826082432956"
"Michael Wilson","ARZ","74","213","4.58","29","33","38","103","17","0.48","82","2.3","71","Mike Hilton","CIN","69","184","","","75","2","114","16","0.22","61","1.27","39.1","46.190123685253084","8.120622525737552"
"Rondale Moore","ARZ","67","180","","15","62","14","102","12","0.13","67","0.54","54.8","All Defenders","CIN","","","","","","","","","","","","","27.42373032469886","31.932862236983258"
"Rondale Moore","ARZ","67","180","","15","62","14","102","12","0.13","67","0.54","54.8","Cam Taylor-Britt","CIN","71","202","4.38","39","8","43","135","13","0.24","61","1.59","57.2","12.708735735803147","7.174343498176855"
"Rondale Moore","ARZ","67","180","","15","62","14","102","12","0.13","67","0.54","54.8","Chidobe Awuzie","CIN","72","202","4.43","45","10","45","113","6","0.15","86","0.47","63.4","11.077029217248683","7.174343498176855"
"Rondale Moore","ARZ","67","180","","15","62","14","102","12","0.13","67","0.54","54.8","Mike Hilton","CIN","69","184","","","75","2","114","16","0.22","61","1.27","39.1","40.09690216880798","17.584175240629545"
"Mack Hollins","ATL","76","221","4.53","18","29","52","104","14","0.18","47","1.1","54.4","All Defenders","HST","","","","","","","","","","","","","14.567358605379447","28.842268882607332"
"Mack Hollins","ATL","76","221","4.53","18","29","52","104","14","0.18","47","1.1","54.4","Steven Nelson","HST","71","194","4.49","","2","91","138","9","0.11","58","0.59","80","8.849350862664382","12.28843146054749"
