"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","TEN","73","212","4.57","44","21","34","414","27","0.45","53","2.22","80.7","All Defenders","SEA","","","","","","","","","","","","","60.65581395348838","32.84290656098325"
"DeAndre Hopkins","TEN","73","212","4.57","44","21","34","414","27","0.45","53","2.22","80.7","Michael Jackson","SEA","73","210","4.45","44","2","52","199","11","0.13","62","0.69","82","38.03","10.693039345436409"
"DeAndre Hopkins","TEN","73","212","4.57","44","21","34","414","27","0.45","53","2.22","80.7","Tre Brown","SEA","","","","","","","","","","","","","65.02","10.693039345436409"
"DeAndre Hopkins","TEN","73","212","4.57","44","21","34","414","27","0.45","53","2.22","80.7","Artie Burns","SEA","72","197","4.46","","91","1","124","16","0.23","75","1.11","64","77.7","11.456827870110438"
"Robert Woods","HST","72","195","4.51","20","55","22","347","18","0.22","56","1.02","61","All Defenders","CLV","","","","","","","","","","","","","24.888519701810434","30.206710630082316"
"Robert Woods","HST","72","195","4.51","20","55","22","347","18","0.22","56","1.02","61","Martin Emerson Jr.","CLV","74","201","4.53","2","2","95","444","13","0.16","49","0.95","69.7","18.360000000000003","9.489861167065264"
"Robert Woods","HST","72","195","4.51","20","55","22","347","18","0.22","56","1.02","61","Denzel Ward","CLV","71","190","4.32","89","4","4","299","18","0.28","50","1.33","67.9","29.830000000000002","9.489861167065264"
"Robert Woods","HST","72","195","4.51","20","55","22","347","18","0.22","56","1.02","61","Greg Newsome II","CLV","73","192","","30","53","7","352","17","0.25","56","1.2","62.4","26.229999999999997","11.226988295951788"
"Adam Thielen","CAR","74","195","","15","71","13","542","22","0.37","75","1.61","73.3","All Defenders","GB","","","","","","","","","","","","","80.19122448979593","33.45830384025045"
"Adam Thielen","CAR","74","195","","15","71","13","542","22","0.37","75","1.61","73.3","Eric Stokes","GB","72","194","","","7","93","29","14","0.58","100","2.31","45.9","96.48","9.218104119252676"
"Adam Thielen","CAR","74","195","","15","71","13","542","22","0.37","75","1.61","73.3","Carrington Valentine","GB","72","189","","84","2","8","331","15","0.21","58","1.08","60.4","72.89999999999999","9.218104119252676"
"Adam Thielen","CAR","74","195","","15","71","13","542","22","0.37","75","1.61","73.3","Keisean Nixon","GB","70","200","","3","86","2","418","16","0.27","79","1.22","60.4","74.67","15.022095601745102"
"Mike Evans","TB","77","231","4.53","49","28","24","437","25","0.55","60","2.46","82.4","All Defenders","JAX","","","","","","","","","","","","","68.26327601031814","32.322941818208946"
"Mike Evans","TB","77","231","4.53","49","28","24","437","25","0.55","60","2.46","82.4","Darious Williams","JAX","69","187","","56","3","40","571","13","0.2","58","1.02","79.6","38.75","11.5339818181915"
