"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"Marquise Brown","ARZ","69","180","","46","20","33","61","25","0.38","60","1.34","65.7","All Defenders","DAL","","","","","","","","","","","","","15.5961053423421","58.5909930316797"
"Marquise Brown","ARZ","69","180","","46","20","33","61","25","0.38","60","1.34","65.7","Trevon Diggs","DAL","74","195","","","4","91","68","12","0.07","25","0.38","80.7","37.0554349000122","27.5494073195315"
"Marquise Brown","ARZ","69","180","","46","20","33","61","25","0.38","60","1.34","65.7","Stephon Gilmore","DAL","72","190","4.38","93","7","","68","19","0.4","54","2.09","67.7","7.70642455487181","10.7675500439014"
"Marquise Brown","ARZ","69","180","","46","20","33","61","25","0.38","60","1.34","65.7","DaRon Bland","DAL","72","197","","","93","2","56","14","0.1","50","0.29","73.6","31.9207165129966","19.9830208021954"
"Michael Wilson","ARZ","74","213","4.58","24","33","43","49","16","0.26","62","1.53","63.6","All Defenders","DAL","","","","","","","","","","","","","4.74351216632834","46.8480780942544"
"Michael Wilson","ARZ","74","213","4.58","24","33","43","49","16","0.26","62","1.53","63.6","Trevon Diggs","DAL","74","195","","","4","91","68","12","0.07","25","0.38","80.7","30.0510814221661","12.7767485711603"
"Michael Wilson","ARZ","74","213","4.58","24","33","43","49","16","0.26","62","1.53","63.6","Stephon Gilmore","DAL","72","190","4.38","93","7","","68","19","0.4","54","2.09","67.7","0","19.5910144757791"
"Michael Wilson","ARZ","74","213","4.58","24","33","43","49","16","0.26","62","1.53","63.6","DaRon Bland","DAL","72","197","","","93","2","56","14","0.1","50","0.29","73.6","25.2970401181807","14.480315047315"
"Rondale Moore","ARZ","67","180","","13","64","16","45","9","0.19","100","1.04","56.2","All Defenders","DAL","","","","","","","","","","","","","10.1690937180567","57.5565222385961"
"Rondale Moore","ARZ","67","180","","13","64","16","45","9","0.19","100","1.04","56.2","Trevon Diggs","DAL","74","195","","","4","91","68","12","0.07","25","0.38","80.7","33.1351654381967","7.6529447851873"
"Rondale Moore","ARZ","67","180","","13","64","16","45","9","0.19","100","1.04","56.2","Stephon Gilmore","DAL","72","190","4.38","93","7","","68","19","0.4","54","2.09","67.7","3.39321264490706","14.8275805213004"
"Rondale Moore","ARZ","67","180","","13","64","16","45","9","0.19","100","1.04","56.2","DaRon Bland","DAL","72","197","","","93","2","56","14","0.1","50","0.29","73.6","28.2135083634259","33.4816334351944"
"Drake London","ATL","76","213","","67","13","19","52","17","0.36","67","1.29","68","All Defenders","DET","","","","","","","","","","","","","63.66316577594","51.4725323395273"
"Drake London","ATL","76","213","","67","13","19","52","17","0.36","67","1.29","68","Jerry Jacobs","DET","71","203","","18","2","72","88","17","0.36","73","1.01","54.4","82.7447037790636","25.4334865677664"
"Drake London","ATL","76","213","","67","13","19","52","17","0.36","67","1.29","68","Cameron Sutton","DET","71","180","4.52","70","3","21","89","13","0.19","67","1.01","64.7","62.621774570776","14.6343474298656"
"Drake London","ATL","76","213","","67","13","19","52","17","0.36","67","1.29","68","Brian Branch","DET","72","203","4.58","2","92","2","63","11","0.33","71","0.57","60.6","67.9274473881609","11.4046983418953"
