"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"Marvin Jones Jr.","DET","74","199","","38","27","35","93","10","0.09","56","0.37","43.8","All Defenders","BLT","","","","","","","","","","","","","17.794603658536584","25.69185519968486"
"Marvin Jones Jr.","DET","74","199","","38","27","35","93","10","0.09","56","0.37","43.8","Brandon Stephens","BLT","73","215","","","3","91","256","18","0.24","67","1.19","63.1","8.83","10.691884862063974"
"Marvin Jones Jr.","DET","74","199","","38","27","35","93","10","0.09","56","0.37","43.8","Marlon Humphrey","BLT","72","201","4.41","96","","","46","15","0.38","71","1.41","52","30.19","10.691884862063974"
"Marvin Jones Jr.","DET","74","199","","38","27","35","93","10","0.09","56","0.37","43.8","Arthur Maulet","BLT","70","190","4.62","1","93","1","68","12","0.16","50","0.97","67.7","9.28","4.308085475556912"
"Keenan Allen","LAC","74","211","4.58","15","64","20","203","27","0.58","78","2.56","85.5","All Defenders","KC","","","","","","","","","","","","","66.00681626928471","36.76172071718404"
"Keenan Allen","LAC","74","211","4.58","15","64","20","203","27","0.58","78","2.56","85.5","L'Jarius Sneed","KC","73","192","4.37","58","6","34","221","14","0.17","58","0.84","58.6","88.01","7.26984939848941"
"Keenan Allen","LAC","74","211","4.58","15","64","20","203","27","0.58","78","2.56","85.5","Joshua Williams","KC","75","193","4.53","24","4","66","110","11","0.11","58","0.46","68.9","79.88","7.26984939848941"
"Keenan Allen","LAC","74","211","4.58","15","64","20","203","27","0.58","78","2.56","85.5","Trent McDuffie","KC","71","193","4.44","12","61","11","200","13","0.18","69","0.9","84.8","54.269999999999996","22.222021920205222"
"Mike Evans","TB","77","231","4.53","50","26","24","137","28","0.59","62","2.82","74.3","All Defenders","ATL","","","","","","","","","","","","","54.891988950276236","34.00289253382644"
"Mike Evans","TB","77","231","4.53","50","26","24","137","28","0.59","62","2.82","74.3","A.J. Terrell","ATL","73","195","4.42","63","5","29","195","15","0.21","59","0.97","65.9","67.05","12.5867060760573"
"Mike Evans","TB","77","231","4.53","50","26","24","137","28","0.59","62","2.82","74.3","Jeff Okudah","ATL","73","202","4.48","51","4","37","103","9","0.08","33","0.5","71.2","59.95","12.5867060760573"
"Mike Evans","TB","77","231","4.53","50","26","24","137","28","0.59","62","2.82","74.3","Dee Alford","ATL","71","175","","4","82","3","159","21","0.41","74","1.41","77","30.349999999999998","8.829480381711837"
"Davante Adams","LV","73","215","4.56","53","16","30","210","28","0.5","66","2.24","81.9","All Defenders","CHI","","","","","","","","","","","","","71.75777777777778","35.478273085722094"
"Davante Adams","LV","73","215","4.56","53","16","30","210","28","0.5","66","2.24","81.9","Tyrique Stevenson","CHI","72","204","4.45","36","6","48","200","16","0.37","71","1.38","53.5","91.86","12.184457423379305"
"Davante Adams","LV","73","215","4.56","53","16","30","210","28","0.5","66","2.24","81.9","Jaylon Johnson","CHI","72","196","4.5","61","5","33","123","14","0.14","47","0.77","79","43.63","12.184457423379305"
"Davante Adams","LV","73","215","4.56","53","16","30","210","28","0.5","66","2.24","81.9","Kyler Gordon","CHI","72","200","4.52","","88","","40","12","0.21","80","1.12","57.7","80.56","11.109358238963482"
"Allen Robinson II","PIT","75","220","4.6","16","72","10","160","16","0.19","68","0.86","56.2","All Defenders","LA","","","","","","","","","","","","","42.53172566371681","35.27306493973365"
"Allen Robinson II","PIT","75","220","4.6","16","72","10","160","16","0.19","68","0.86","56.2","Derion Kendrick","LA","72","190","","","","95","214","11","0.14","46","0.61","62.9","21.77","7.6476999205617195"
"Allen Robinson II","PIT","75","220","4.6","16","72","10","160","16","0.19","68","0.86","56.2","Ahkello Witherspoon","LA","74","195","4.45","95","","","211","13","0.15","39","0.7","66.6","23.200000000000003","7.6476999205617195"
"Allen Robinson II","PIT","75","220","4.6","16","72","10","160","16","0.19","68","0.86","56.2","Cobie Durant","LA","71","180","4.38","","88","2","182","13","0.21","67","1.19","50.1","57.879999999999995","19.97766509861021"
"Amari Cooper","CLV","73","211","4.42","45","23","32","171","20","0.38","63","2.15","75.8","All Defenders","IND","","","","","","","","","","","","","64.29046979865772","33.420990446795514"
"Amari Cooper","CLV","73","211","4.42","45","23","32","171","20","0.38","63","2.15","75.8","JuJu Brents","IND","75","198","4.53","51","","42","148","17","0.33","68","1.34","66.6","60.31999999999999","12.112305262597031"
"Amari Cooper","CLV","73","211","4.42","45","23","32","171","20","0.38","63","2.15","75.8","Jaylon Jones","IND","74","203","4.57","89","2","6","63","6","0.19","75","0.49","64.9","70.41","12.112305262597031"
"Amari Cooper","CLV","73","211","4.42","45","23","32","171","20","0.38","63","2.15","75.8","Kenny Moore II","IND","69","190","","12","71","2","231","13","0.19","77","0.9","67.7","61.46","9.19637992160145"
"DeVante Parker","NE","75","215","4.45","52","11","37","167","13","0.16","59","0.81","60.4","All Defenders","BUF","","","","","","","","","","","","","27.50872","29.87990381929256"
"DeVante Parker","NE","75","215","4.45","52","11","37","167","13","0.16","59","0.81","60.4","Dane Jackson","BUF","","","","","","","","","","","","","24.04","12.908118449934387"
"DeVante Parker","NE","75","215","4.45","52","11","37","167","13","0.16","59","0.81","60.4","Kaiir Elam","BUF","73","191","4.39","51","3","41","88","15","0.27","77","1.53","58.8","36.480000000000004","12.908118449934387"
"DeVante Parker","NE","75","215","4.45","52","11","37","167","13","0.16","59","0.81","60.4","Taron Johnson","BUF","71","192","4.5","","86","1","194","9","0.15","94","0.68","78.4","10.03","4.063666919423788"
