"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","TEN","73","212","4.57","45","21","33","344","26","0.46","55","2.25","79.5","All Defenders","MIA","","","","","","","","","","","","","63.5173624288425","31.196876107864462"
"DeAndre Hopkins","TEN","73","212","4.57","45","21","33","344","26","0.46","55","2.25","79.5","Jalen Ramsey","MIA","73","208","4.41","","","96","169","13","0.09","36","0.46","80.9","30.61","9.826719988435485"
"DeAndre Hopkins","TEN","73","212","4.57","45","21","33","344","26","0.46","55","2.25","79.5","Xavien Howard","MIA","73","203","4.58","89","1","5","364","15","0.23","68","0.96","56.8","88.14","9.826719988435485"
"DeAndre Hopkins","TEN","73","212","4.57","45","21","33","344","26","0.46","55","2.25","79.5","Kader Kohou","MIA","70","195","","15","64","17","418","16","0.35","84","1.41","68.3","70.57","11.543436130993493"
"Robert Woods","HST","72","195","4.51","20","53","24","290","18","0.24","57","1.12","63.4","All Defenders","NYJ","","","","","","","","","","","","","8.833439635535306","31.00875851138888"
"Robert Woods","HST","72","195","4.51","20","53","24","290","18","0.24","57","1.12","63.4","D.J. Reed","NYJ","69","188","4.51","4","1","91","344","12","0.15","65","0.74","83.6","3.4099999999999997","10.171437871617309"
"Robert Woods","HST","72","195","4.51","20","53","24","290","18","0.24","57","1.12","63.4","Sauce Gardner","NYJ","75","200","4.41","87","1","7","386","10","0.14","66","0.58","83.5","2.17","10.171437871617309"
"Robert Woods","HST","72","195","4.51","20","53","24","290","18","0.24","57","1.12","63.4","Michael Carter II","NYJ","71","184","","4","85","3","289","13","0.15","57","0.57","72.2","20.36","10.665882768154262"
"Keenan Allen","LAC","74","211","4.58","18","58","23","481","27","0.54","77","2.45","85.3","All Defenders","DEN","","","","","","","","","","","","","81.6895922330097","39.848502579204705"
"Keenan Allen","LAC","74","211","4.58","18","58","23","481","27","0.54","77","2.45","85.3","Fabian Moreau","DEN","72","200","4.35","40","10","41","249","12","0.17","60","0.94","64.1","80.06","8.240515581913206"
"Keenan Allen","LAC","74","211","4.58","18","58","23","481","27","0.54","77","2.45","85.3","Pat Surtain II","DEN","74","202","","41","3","51","441","13","0.21","63","1.05","72.5","79.66","8.240515581913206"
"Keenan Allen","LAC","74","211","4.58","18","58","23","481","27","0.54","77","2.45","85.3","Ja'Quan McMillian","DEN","69","183","","2","91","1","269","17","0.29","59","1.01","74.4","82.98","23.367471415378294"
"Adam Thielen","CAR","74","195","","15","71","13","478","22","0.38","76","1.58","75.6","All Defenders","NO","","","","","","","","","","","","","57.58444963308872","33.58145202002266"
"Adam Thielen","CAR","74","195","","15","71","13","478","22","0.38","76","1.58","75.6","Isaac Yiadom","NO","73","188","4.52","49","7","42","133","14","0.25","58","0.78","83.8","37.05","9.476286994309264"
"Adam Thielen","CAR","74","195","","15","71","13","478","22","0.38","76","1.58","75.6","Paulson Adebo","NO","73","192","","90","5","","345","15","0.21","58","1.22","85.6","21.27","9.476286994309264"
"Adam Thielen","CAR","74","195","","15","71","13","478","22","0.38","76","1.58","75.6","Alontae Taylor","NO","72","199","4.36","3","84","2","366","22","0.36","66","1.47","43","94.41000000000001","14.628878031404135"
"Mike Evans","TB","77","231","4.53","49","27","24","376","26","0.59","62","2.69","84.5","All Defenders","ATL","","","","","","","","","","","","","79.31598743267503","33.66153151624097"
"Mike Evans","TB","77","231","4.53","49","27","24","376","26","0.59","62","2.69","84.5","A.J. Terrell","ATL","73","195","4.42","41","4","52","397","13","0.22","58","0.94","72.2","70.93","12.116942673260887"
"Mike Evans","TB","77","231","4.53","49","27","24","376","26","0.59","62","2.69","84.5","Jeff Okudah","ATL","73","202","4.48","65","4","23","338","14","0.21","58","1.27","53.1","97.16","12.116942673260887"
"Mike Evans","TB","77","231","4.53","49","27","24","376","26","0.59","62","2.69","84.5","Dee Alford","ATL","71","175","","6","83","2","293","19","0.33","70","1.33","69.7","67.16","9.427646169719193"
"Brandin Cooks","DAL","70","189","4.33","27","38","34","352","15","0.33","71","1.41","68.6","All Defenders","PHI","","","","","","","","","","","","","62.00736720554273","33.428350081663126"
"Brandin Cooks","DAL","70","189","4.33","27","38","34","352","15","0.33","71","1.41","68.6","James Bradberry","PHI","73","210","4.5","18","16","64","493","14","0.25","54","0.88","61.5","64.57000000000001","11.657461575822477"
"Brandin Cooks","DAL","70","189","4.33","27","38","34","352","15","0.33","71","1.41","68.6","Darius Slay","PHI","72","190","4.36","68","4","25","506","14","0.23","67","1.07","65","51.13999999999999","11.657461575822477"
"Brandin Cooks","DAL","70","189","4.33","27","38","34","352","15","0.33","71","1.41","68.6","Bradley Roby","PHI","71","194","4.39","4","89","","122","18","0.17","59","0.61","57.3","71.58","10.113426930018175"
"Davante Adams","LV","73","215","4.56","53","16","30","403","28","0.43","61","2.02","77.9","All Defenders","MIN","","","","","","","","","","","","","65.89509473684211","35.95298269167231"
"Davante Adams","LV","73","215","4.56","53","16","30","403","28","0.43","61","2.02","77.9","Byron Murphy Jr.","MIN","71","190","4.55","45","33","14","468","16","0.3","64","1.25","53.7","85.66","12.564621319616007"
"Davante Adams","LV","73","215","4.56","53","16","30","403","28","0.43","61","2.02","77.9","Mekhi Blackmon","MIN","71","178","4.47","69","5","19","239","12","0.18","64","0.8","77.3","41.5","12.564621319616007"
"Davante Adams","LV","73","215","4.56","53","16","30","403","28","0.43","61","2.02","77.9","Josh Metellus","MIN","71","207","4.55","1","50","1","377","17","0.34","89","1.45","71.9","71.27","10.823740052440296"
"Allen Robinson II","PIT","75","220","4.6","14","72","13","314","11","0.15","72","0.65","51.8","All Defenders","NE","","","","","","","","","","","","","30.830312500000005","30.972495435162283"
"Allen Robinson II","PIT","75","220","4.6","14","72","13","314","11","0.15","72","0.65","51.8","Jonathan Jones","NE","70","185","4.33","47","8","42","259","15","0.23","61","1.14","69.7","8.36","6.222153100813851"
"Allen Robinson II","PIT","75","220","4.6","14","72","13","314","11","0.15","72","0.65","51.8","J.C. Jackson","NE","73","198","4.46","32","10","52","273","21","0.37","55","1.68","40.9","70.93","6.222153100813851"
"Allen Robinson II","PIT","75","220","4.6","14","72","13","314","11","0.15","72","0.65","51.8","Myles Bryant","NE","69","192","4.62","7","70","13","372","15","0.3","84","1.25","62.1","24.91","18.52818923353458"
"Amari Cooper","CLV","73","211","4.42","40","24","36","411","21","0.35","58","1.94","73","All Defenders","JAX","","","","","","","","","","","","","45.290734856007944","30.26546048939354"
"Amari Cooper","CLV","73","211","4.42","40","24","36","411","21","0.35","58","1.94","73","Darious Williams","JAX","69","187","","59","2","38","497","13","0.2","64","1.05","78.2","15.8","11.060267586987907"
"Amari Cooper","CLV","73","211","4.42","40","24","36","411","21","0.35","58","1.94","73","Tyson Campbell","JAX","73","195","","38","6","53","280","14","0.32","64","1.23","62.6","71.91","11.060267586987907"
"Amari Cooper","CLV","73","211","4.42","40","24","36","411","21","0.35","58","1.94","73","Tre Herndon","JAX","71","190","","2","92","","306","14","0.29","82","1.3","66.8","49.19","8.144925315417725"
"Nelson Agholor","BLT","72","200","4.42","15","74","9","219","13","0.3","71","1.29","61.4","All Defenders","LA","","","","","","","","","","","","","33.06463654223969","23.8965745939216"
"Nelson Agholor","BLT","72","200","4.42","15","74","9","219","13","0.3","71","1.29","61.4","Derion Kendrick","LA","72","190","","17","","80","402","12","0.19","58","0.87","65.6","25.5","5.539873874425832"
"Nelson Agholor","BLT","72","200","4.42","15","74","9","219","13","0.3","71","1.29","61.4","Ahkello Witherspoon","LA","74","195","4.45","73","","17","430","15","0.21","45","0.98","66.6","35.18","5.539873874425832"
"Nelson Agholor","BLT","72","200","4.42","15","74","9","219","13","0.3","71","1.29","61.4","Russ Yeast","LA","70","195","","","22","","380","6","0.1","70","0.59","63.7","35.42","12.816826845069935"
"Tyler Lockett","SEA","70","182","4.4","19","36","45","400","21","0.36","70","1.55","78.5","All Defenders","SF","","","","","","","","","","","","","48.77703136954858","32.08113505695441"
"Tyler Lockett","SEA","70","182","4.4","19","36","45","400","21","0.36","70","1.55","78.5","Ambry Thomas","SF","72","190","","16","3","79","225","17","0.24","66","0.98","79.7","40.86","10.701893561462985"
"Tyler Lockett","SEA","70","182","4.4","19","36","45","400","21","0.36","70","1.55","78.5","Charvarius Ward","SF","73","196","","90","1","5","491","16","0.22","55","1.06","79.2","35.42","10.701893561462985"
"Tyler Lockett","SEA","70","182","4.4","19","36","45","400","21","0.36","70","1.55","78.5","Deommodore Lenoir","SF","70","200","","1","37","58","488","16","0.27","74","1.38","65.1","70.1","10.677347934028438"
"Stefon Diggs","BUF","72","191","4.46","30","37","32","450","26","0.51","70","2.15","81.6","All Defenders","KC","","","","","","","","","","","","","75.99318181818181","38.301321173317184"
"Stefon Diggs","BUF","72","191","4.46","30","37","32","450","26","0.51","70","2.15","81.6","L'Jarius Sneed","KC","73","192","4.37","53","4","41","422","14","0.16","57","0.82","59","84.6","12.590937561033654"
"Stefon Diggs","BUF","72","191","4.46","30","37","32","450","26","0.51","70","2.15","81.6","Jaylen Watson","KC","74","197","4.51","40","6","51","180","17","0.37","60","1.03","58","90.98","12.590937561033654"
"Stefon Diggs","BUF","72","191","4.46","30","37","32","450","26","0.51","70","2.15","81.6","Trent McDuffie","KC","71","193","4.44","10","60","13","383","14","0.24","71","1.06","82.6","53.349999999999994","13.11944605124988"
"Sterling Shepard","NYG","70","196","4.48","29","32","39","72","21","0.23","47","0.54","46","All Defenders","GB","","","","","","","","","","","","","18.07005319148936","17.730843641771795"
"Sterling Shepard","NYG","70","196","4.48","29","32","39","72","21","0.23","47","0.54","46","Corey Ballentine","GB","71","196","4.47","18","3","76","200","18","0.31","65","1.6","60.9","24.57","6.130344876144504"
"Sterling Shepard","NYG","70","196","4.48","29","32","39","72","21","0.23","47","0.54","46","Carrington Valentine","GB","72","189","","84","3","10","271","14","0.17","49","0.96","65.4","15.879999999999999","6.130344876144504"
"Sterling Shepard","NYG","70","196","4.48","29","32","39","72","21","0.23","47","0.54","46","Keisean Nixon","GB","70","200","","4","85","2","369","16","0.25","78","1.08","68.1","13.239999999999998","5.470153889482788"
"Tyler Boyd","CIN","74","203","4.58","7","87","7","442","17","0.26","72","1.13","59.5","All Defenders","IND","","","","","","","","","","","","","14.338270676691733","34.32600194147547"
"Tyler Boyd","CIN","74","203","4.58","7","87","7","442","17","0.26","72","1.13","59.5","Jaylon Jones","IND","74","203","4.57","26","1","69","291","12","0.24","60","0.82","58.7","52.190000000000005","2.0647219212917576"
"Tyler Boyd","CIN","74","203","4.58","7","87","7","442","17","0.26","72","1.13","59.5","Darrell Baker Jr.","IND","73","190","","95","","2","252","18","0.3","58","1.48","49.7","66.99000000000001","2.0647219212917576"
"Tyler Boyd","CIN","74","203","4.58","7","87","7","442","17","0.26","72","1.13","59.5","Kenny Moore II","IND","69","190","","11","74","1","453","14","0.19","76","0.87","79.4","8.15","30.196558098891952"
"Tyreek Hill","MIA","70","191","","28","38","32","347","35","0.9","76","4.27","93.9","All Defenders","TEN","","","","","","","","","","","","","94.89275071633239","34.092691058552674"
"Tyreek Hill","MIA","70","191","","28","38","32","347","35","0.9","76","4.27","93.9","Kristian Fulton","TEN","71","197","4.46","7","1","88","361","14","0.31","73","1.6","46.4","99.53","10.224551091103669"
"Tyreek Hill","MIA","70","191","","28","38","32","347","35","0.9","76","4.27","93.9","Sean Murphy-Bunting","TEN","72","195","4.42","83","1","10","345","11","0.18","65","0.96","63.3","95.49","10.224551091103669"
"Tyreek Hill","MIA","70","191","","28","38","32","347","35","0.9","76","4.27","93.9","Roger McCreary","TEN","71","190","4.5","19","67","5","329","16","0.23","64","1.28","68.9","90.97","13.643588876345339"
"Zay Jones","JAX","74","200","4.45","31","31","38","182","17","0.27","58","1.02","63.2","All Defenders","CLV","","","","","","","","","","","","","38.278912820512815","34.98424050478744"
