player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Davante Adams,8688,WR,GB,1,9.9,1,82.4,66.7,2,3,0,0.0,0,8,12,0,80.6,73.4,84.0,,82.9,0.0,0,0,40,0.0,0,44,0,14,97.7,43,22.7,10,144.1,17,2,77.3,34,156,40,2.9,11.1,3.63
DeAndre Hopkins,7808,WR,ARZ,1,6.3,3,87.5,100.0,1,1,0,0.0,0,8,1,0,80.6,72.7,79.5,,81.1,0.0,0,0,33,0.0,0,51,1,14,96.1,49,7.8,4,106.0,16,0,92.2,47,151,68,4.9,10.8,3.08
Amari Cooper,9437,WR,DAL,1,8.6,0,76.9,50.0,1,2,0,0.0,0,4,9,0,78.0,71.1,71.0,,71.1,2.2,1,0,14,0.0,0,46,0,10,93.5,43,19.6,9,92.1,13,0,78.3,36,81,14,1.4,8.1,1.88
Russell Gage,44771,WR,ATL,1,7.6,4,75.0,50.0,1,2,0,10.0,1,7,2,0,57.0,70.6,76.4,,73.7,0.0,0,0,24,0.0,0,49,0,9,93.9,46,79.6,39,104.2,12,0,20.4,10,114,48,5.3,12.7,2.48
Julio Jones,6158,WR,ATL,1,15.8,1,75.0,75.0,3,4,0,0.0,0,6,2,0,77.3,70.6,83.8,,81.2,0.0,0,0,44,0.0,0,50,0,9,94.0,47,24.0,12,116.7,12,0,76.0,38,157,26,2.9,17.4,3.34
Jamison Crowder,9538,WR,NYJ,1,6.7,4,58.3,0.0,0,2,0,12.5,1,4,22,0,52.1,69.5,65.6,,64.9,0.0,0,1,69,0.0,0,40,0,7,95.0,38,80.0,32,83.7,12,1,20.0,8,115,91,13.0,16.4,3.03
Calvin Ridley,48262,WR,ATL,1,15.6,2,75.0,50.0,1,2,0,0.0,0,9,2,0,77.3,71.3,89.5,,89.1,0.0,0,1,22,0.0,0,51,1,9,98.0,50,7.8,4,114.6,12,2,92.2,47,130,22,2.4,14.4,2.6
Will Fuller V,10655,WR,HST,1,14.5,0,72.7,100.0,2,2,0,11.1,1,5,13,0,54.5,70.1,73.5,,72.6,0.0,0,0,31,0.0,0,33,0,8,97.0,32,27.3,9,105.1,11,0,72.7,24,112,27,3.4,14.0,3.5
Odell Beckham Jr.,8647,WR,CLV,1,11.7,1,30.0,0.0,0,2,0,25.0,1,1,8,0,36.2,65.8,46.6,,49.2,0.0,0,0,16,0.0,0,38,1,3,86.8,33,18.4,7,39.6,10,0,81.6,31,22,8,2.7,7.3,0.67
Diontae Johnson,33441,WR,PIT,1,6.0,1,60.0,0.0,0,1,0,14.3,1,4,25,0,49.2,73.6,68.0,,67.1,0.0,0,0,18,0.0,0,34,0,6,100.0,34,11.8,4,75.8,10,0,88.2,30,57,34,5.7,9.5,1.68
Quintez Cephus,29614,WR,DET,1,13.6,0,33.3,,0,0,0,25.0,1,3,11,0,36.2,65.8,57.1,,57.0,0.0,0,0,20,0.0,0,39,0,3,89.7,35,15.4,6,49.8,9,0,84.6,33,43,9,3.0,14.3,1.23
Allen Robinson II,8696,WR,CHI,1,16.6,0,55.6,0.0,0,2,0,0.0,0,4,6,0,73.4,69.1,79.1,,78.1,2.8,1,0,22,0.0,0,36,0,5,100.0,36,41.7,15,82.6,9,0,55.6,20,74,20,4.0,14.8,2.06
D.J. Moore,48267,WR,CAR,1,11.6,0,44.4,50.0,1,2,0,20.0,1,4,5,0,41.6,67.0,62.5,,64.6,0.0,0,0,18,0.0,0,39,1,4,94.9,37,28.2,11,64.1,9,0,71.8,28,54,8,2.0,13.5,1.46
Jerry Jeudy,61103,WR,DEN,1,13.9,1,44.4,,0,0,0,33.3,2,3,10,1,28.6,67.0,57.1,,56.9,0.0,0,0,25,0.0,0,28,0,4,100.0,28,82.1,23,65.0,9,0,17.9,5,56,30,7.5,14.0,2.0
Dallas Goedert,47272,TE,PHI,1,6.2,3,88.9,,0,0,0,11.1,1,5,24,0,54.5,70.1,85.5,78.5,88.3,57.9,22,0,34,18.4,7,38,0,8,81.6,31,31.6,12,150.5,9,1,10.5,4,101,52,6.5,12.6,3.26
Sammy Watkins,8639,WR,KC,1,6.6,0,77.8,,0,0,0,0.0,0,6,16,0,75.6,70.3,84.3,65.3,81.0,0.0,0,0,19,3.3,1,30,0,7,93.3,28,36.7,11,141.7,9,1,63.3,19,82,35,5.0,11.7,2.93
Saquon Barkley,45791,HB,NYG,1,4.1,3,66.7,100.0,1,1,0,14.3,1,3,21,0,49.2,76.3,55.2,27.0,63.7,0.0,0,0,38,27.3,12,44,0,6,70.5,31,22.7,10,85.4,9,0,6.8,3,60,56,9.3,10.0,1.94
A.J. Green,6156,WR,CIN,1,15.0,1,55.6,50.0,1,2,0,0.0,0,4,7,0,74.6,68.8,70.8,,69.7,0.0,0,0,14,0.0,0,31,1,5,96.8,30,12.9,4,72.0,9,0,87.1,27,51,14,2.8,10.2,1.7
T.Y. Hilton,7092,WR,IND,1,12.2,0,44.4,0.0,0,3,0,0.0,0,4,14,0,72.1,67.0,64.1,,63.5,0.0,0,1,20,0.0,0,43,0,4,93.0,40,9.3,4,24.1,9,0,90.7,39,53,1,0.3,13.3,1.33
Parris Campbell,47940,WR,IND,1,11.6,0,66.7,50.0,1,2,0,0.0,0,4,14,0,74.6,69.8,72.3,,73.8,0.0,0,1,21,0.0,0,42,2,6,92.9,39,95.2,40,50.9,9,0,4.8,2,71,22,3.7,11.8,1.82
Stefon Diggs,9579,WR,BUF,1,10.3,1,88.9,50.0,1,2,0,0.0,0,6,4,0,76.5,70.1,74.7,,75.3,0.0,0,0,22,0.0,0,56,0,8,92.9,52,30.4,17,106.5,9,0,69.6,39,86,9,1.1,10.8,1.65
Adam Thielen,8288,WR,MIN,1,19.0,0,75.0,0.0,0,1,0,0.0,0,5,18,0,75.6,69.5,91.7,,90.8,0.0,0,1,37,0.0,0,32,0,6,96.9,31,9.4,3,116.7,8,2,90.6,29,110,2,0.3,18.3,3.55
Hunter Henry,10669,TE,LAC,1,9.8,0,62.5,0.0,0,1,0,0.0,0,2,27,0,73.4,68.0,73.0,73.2,64.3,48.5,16,0,33,12.1,4,33,0,5,84.8,28,36.4,12,92.2,8,0,12.1,4,73,36,7.2,14.6,2.61
Darius Slayton,25578,WR,NYG,1,14.0,1,75.0,0.0,0,1,0,14.3,1,6,21,0,49.2,68.8,76.6,,75.0,0.0,0,1,41,0.0,0,45,0,6,93.3,42,4.4,2,116.7,8,2,95.6,43,102,10,1.7,17.0,2.43
Marvin Jones Jr.,7158,WR,DET,1,8.8,1,50.0,66.7,2,3,0,20.0,1,3,11,0,42.1,67.0,65.7,65.6,63.5,2.0,1,1,21,2.0,1,51,0,4,92.2,47,39.2,20,32.8,8,0,58.8,30,55,19,4.8,13.8,1.17
Mike Williams,11762,WR,LAC,1,16.4,0,50.0,0.0,0,3,0,20.0,1,3,27,0,42.1,67.0,63.3,,65.4,0.0,0,0,37,0.0,0,33,1,4,90.9,30,21.2,7,79.7,8,0,78.8,26,69,8,2.0,17.3,2.3
Corey Davis,11760,WR,TEN,1,11.8,0,87.5,100.0,3,3,0,0.0,0,7,31,0,75.6,69.5,82.1,,81.3,0.0,0,0,23,0.0,0,40,0,7,97.5,39,17.5,7,118.8,8,0,82.5,33,101,23,3.3,14.4,2.59
John Brown,8726,WR,BUF,1,9.9,0,75.0,100.0,1,1,0,0.0,0,5,4,0,49.7,68.8,64.6,,66.2,0.0,0,0,20,0.0,0,54,0,6,92.6,50,9.3,5,140.6,8,1,90.7,49,70,28,4.7,11.7,1.4
Logan Thomas,8755,TE,WAS,1,9.5,0,50.0,0.0,0,2,0,0.0,0,3,32,0,72.1,67.0,65.9,72.4,65.6,30.3,10,0,19,9.1,3,33,0,4,90.9,30,60.6,20,102.6,8,1,9.1,3,37,15,3.8,9.3,1.23
