player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Keenan Allen,7857,WR,LAC,1,19,0,27,0.3,1,66.7,100.0,1,1,20.0,1,1,0,28.6,49.3,0,10,0.0,0,25,4,88.0,22,70.1,6,27.3,0,15,17,4.3,3.8,0.68,0,6.2,2,92.3,50.0,1,2,0.0,0,7,1,79.4,87.8,0,21,0.0,0,28,12,96.4,27,134.0,13,48.1,1,130,62,5.2,10.8,4.81
Diontae Johnson,33441,WR,PIT,1,17,0,25,5.6,0,57.1,0.0,0,1,0.0,0,1,0,72.1,67.2,0,20,0.0,0,17,4,94.1,16,68.8,7,43.8,0,32,13,3.3,8.0,2.0,0,6.8,0,80.0,50.0,1,2,0.0,0,3,0,76.5,74.9,0,23,0.0,0,29,8,100.0,29,99.6,10,34.5,0,79,21,2.6,9.9,2.72
Robert Woods,7822,WR,LA,1,14,0,26,-0.3,0,100.0,,0,0,0.0,0,1,0,70.5,68.7,0,35,0.0,0,13,3,100.0,13,115.3,3,23.1,0,35,36,12.0,11.7,2.69,0,6.3,1,85.7,0.0,0,1,0.0,0,3,0,74.6,70.5,0,19,0.0,0,26,6,100.0,26,101.8,7,26.9,0,59,20,3.3,9.8,2.27
Tyreek Hill,10799,WR,KC,1,14,0,16,4.0,0,100.0,100.0,1,1,0.0,0,2,0,70.5,72.2,0,15,0.0,0,12,3,83.3,10,143.8,3,30.0,1,27,15,5.0,9.0,2.7,0,6.8,1,88.9,50.0,1,2,0.0,0,4,0,76.5,83.6,0,14,0.0,0,35,8,91.4,32,101.4,9,28.1,0,75,26,3.3,9.4,2.34
Antonio Brown,5718,WR,TB,1,13,0,30,7.0,0,0.0,,0,0,,0,0,0,,54.3,0,0,0.0,0,5,0,100.0,5,39.6,1,20.0,0,0,0,,,0.0,0,9.9,0,66.7,50.0,1,2,0.0,0,4,0,76.5,74.5,0,12,0.0,0,28,8,96.4,27,77.4,12,44.4,0,57,21,2.6,7.1,2.11
Cooper Kupp,11824,WR,LA,1,13,0,26,7.3,1,100.0,,0,0,0.0,0,2,0,70.5,72.5,0,24,0.0,0,11,3,100.0,11,118.8,3,27.3,0,49,27,9.0,16.3,4.45,0,3.4,5,75.0,100.0,2,2,0.0,0,3,0,74.6,88.7,0,37,0.0,0,21,6,100.0,21,103.1,8,38.1,0,74,39,6.5,12.3,3.52
Russell Gage,44771,WR,ATL,1,12,0,2,11.2,0,60.0,0.0,0,1,0.0,0,2,0,70.5,71.0,0,11,0.0,0,25,3,92.0,23,75.4,5,21.7,0,28,8,2.7,9.3,1.22,0,6.7,1,57.1,50.0,1,2,33.3,2,1,0,28.6,57.5,0,17,0.0,0,13,4,92.3,12,67.6,7,58.3,0,30,15,3.8,7.5,2.5
Michael Thomas,10681,WR,NO,1,11,0,20,11.0,0,80.0,100.0,1,1,20.0,1,2,0,41.6,70.3,0,16,0.0,0,16,4,81.3,13,104.2,5,38.5,0,45,4,1.0,11.3,3.46,0,7.0,0,80.0,,0,0,0.0,0,1,0,72.1,81.4,0,23,0.0,0,16,4,93.8,15,100.0,5,33.3,0,40,10,2.5,10.0,2.67
Adam Thielen,8288,WR,MIN,1,11,0,18,16.1,0,57.1,50.0,1,2,0.0,0,4,0,72.1,94.9,0,51,0.0,0,13,4,92.3,12,141.4,7,58.3,1,89,36,9.0,22.3,7.42,0,6.3,0,100.0,,0,0,0.0,0,2,0,72.1,76.2,0,13,0.0,0,17,4,100.0,17,141.7,4,23.5,1,34,12,3.0,8.5,2.0
Tyler Boyd,10689,WR,CIN,1,11,0,7,11.8,0,75.0,0.0,0,1,0.0,0,2,0,70.5,83.1,0,14,0.0,0,15,3,100.0,15,102.1,4,26.7,0,36,9,3.0,12.0,2.4,0,5.6,2,85.7,,0,0,0.0,0,2,0,74.6,65.6,0,12,3.7,1,27,6,92.6,25,95.8,7,28.0,0,49,25,4.2,8.2,1.96
