player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Stefon Diggs,9579,WR,BUF,1,8.8,1,66.7,0.0,0,1,0,16.7,2,4,4,0,41.8,71.1,68.0,,67.9,0.0,0,0,19,0.0,0,45,2,10,95.6,43,37.8,17,87.1,15,0,62.2,28,106,16,1.6,10.6,2.47
Allen Robinson II,8696,WR,CHI,1,8.4,2,66.7,42.9,3,7,0,0.0,0,5,6,0,78.7,71.5,69.5,,68.4,0.0,0,1,24,0.0,0,44,0,10,93.2,41,34.1,15,54.9,15,0,65.9,29,90,22,2.2,9.0,2.2
Adam Thielen,8288,WR,MIN,1,9.7,0,69.2,0.0,0,3,0,0.0,0,7,18,0,77.3,71.3,84.1,,85.4,0.0,0,0,14,0.0,0,43,0,9,95.3,41,18.6,8,125.0,13,2,81.4,35,80,8,0.9,8.9,1.95
Emmanuel Sanders,5606,WR,NO,1,8.6,0,92.3,100.0,1,1,0,0.0,0,5,20,1,79.4,20.9,77.3,,75.8,0.0,0,0,19,0.0,0,38,0,12,100.0,38,44.7,17,105.8,13,0,55.3,21,122,20,1.7,10.2,3.21
Travis Kelce,7844,TE,KC,1,10.0,0,66.7,0.0,0,3,0,0.0,0,5,16,0,76.5,70.1,76.3,,74.7,18.4,9,1,32,0.0,0,49,1,8,89.8,44,32.7,16,88.2,12,1,49.0,24,108,46,5.8,13.5,2.45
Robbie Anderson,11254,WR,CAR,1,10.0,1,66.7,50.0,1,2,0,11.1,1,5,5,0,35.3,71.8,77.4,,77.6,3.0,1,0,29,0.0,0,33,0,8,97.0,32,21.2,7,96.5,12,0,75.8,25,112,34,4.3,14.0,3.5
Travis Fulgham,48023,WR,PHI,1,11.6,2,83.3,75.0,3,4,0,0.0,0,9,24,0,78.0,71.1,93.0,,92.2,2.9,1,0,31,0.0,0,34,0,10,100.0,34,38.2,13,146.5,12,1,58.8,20,152,27,2.7,15.2,4.47
CeeDee Lamb,61570,WR,DAL,1,12.4,0,72.7,33.3,1,3,0,11.1,1,6,9,0,54.5,72.4,91.0,66.2,90.4,0.0,0,0,26,3.8,1,26,0,8,96.2,25,96.2,25,109.7,11,0,3.8,1,124,19,2.4,15.5,4.96
Brandin Cooks,8655,WR,HST,1,14.7,0,72.7,0.0,0,2,0,0.0,0,6,13,0,76.5,70.1,90.0,,89.4,0.0,0,0,36,0.0,0,34,0,8,100.0,34,41.2,14,145.1,11,1,58.8,20,161,46,5.8,20.1,4.74
Darius Slayton,25578,WR,NYG,1,13.5,4,72.7,50.0,1,2,0,11.1,1,7,21,0,56.7,70.6,91.6,,91.2,0.0,0,0,39,0.0,0,38,0,8,89.5,34,18.4,7,111.6,11,0,81.6,31,129,37,4.6,16.1,3.79
