player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
George Kittle,11901,TE,SF,1,10.0,1,93.8,85.7,6,7,0,0.0,0,11,28,0,65.6,73.5,92.4,66.1,92.2,62.3,33,0,38,13.2,7,53,0,15,83.0,44,32.1,17,135.2,16,1,1.9,1,183,70,4.7,12.2,4.16
Amari Cooper,9437,WR,DAL,1,8.8,1,80.0,,0,0,0,0.0,0,10,9,0,79.4,72.5,88.2,,85.6,0.0,0,1,20,0.0,0,49,0,12,98.0,48,24.5,12,98.3,15,1,75.5,37,134,63,5.3,11.2,2.79
Terry McLaurin,48229,WR,WAS,1,9.8,1,76.9,50.0,1,2,0,0.0,0,8,32,0,78.0,71.1,80.7,,79.2,0.0,0,0,39,0.0,0,46,0,10,97.8,45,45.7,21,104.0,13,0,54.3,25,118,29,2.9,11.8,2.62
Darren Waller,9637,TE,LV,1,5.8,1,75.0,100.0,1,1,0,0.0,0,5,23,1,77.3,19.2,62.7,27.0,65.2,53.8,28,0,22,11.5,6,52,0,9,82.7,43,21.2,11,95.1,12,0,25.0,13,88,49,5.4,9.8,2.05
DeVante Parker,9447,WR,MIA,1,7.6,2,83.3,50.0,1,2,0,9.1,1,5,17,0,58.5,71.1,75.9,,74.6,0.0,0,0,21,0.0,0,43,0,10,95.3,41,25.6,11,104.9,12,0,74.4,32,110,34,3.4,11.0,2.68
Keenan Allen,7857,WR,LAC,1,6.0,0,72.7,50.0,1,2,0,0.0,0,3,27,0,77.3,70.6,78.5,,78.3,3.3,1,1,17,0.0,0,30,0,8,90.0,27,36.7,11,48.3,11,0,60.0,18,62,40,5.0,7.8,2.3
Robbie Anderson,11254,WR,CAR,1,9.8,0,72.7,0.0,0,1,0,11.1,1,5,5,0,54.9,70.1,72.5,,72.1,3.0,1,0,24,0.0,0,33,0,8,93.9,31,33.3,11,100.2,11,0,60.6,20,99,62,7.8,12.4,3.19
Damiere Byrd,9964,WR,NE,1,15.7,0,50.0,0.0,0,2,0,16.7,1,3,19,0,46.3,68.0,59.4,,59.3,0.0,0,1,30,0.0,0,42,0,5,97.6,41,28.6,12,37.5,10,0,71.4,30,80,21,4.2,16.0,1.95
Allen Robinson II,8696,WR,CHI,1,14.2,0,70.0,40.0,2,5,0,0.0,0,5,6,0,75.6,69.5,78.9,,77.7,0.0,0,0,27,0.0,0,42,0,7,97.6,41,26.2,11,135.8,10,1,73.8,31,101,13,1.9,14.4,2.46
Adam Thielen,8288,WR,MIN,1,14.1,0,80.0,60.0,3,5,0,0.0,0,4,18,0,76.5,70.8,82.2,,85.4,0.0,0,0,39,0.0,0,24,0,8,95.8,23,25.0,6,147.5,10,1,75.0,18,114,25,3.1,14.3,4.96
Olamide Zaccheaus,44920,WR,ATL,1,7.2,2,88.9,100.0,1,1,0,11.1,1,6,2,0,54.5,70.1,75.8,,73.9,0.0,0,0,16,0.0,0,35,0,8,94.3,33,14.3,5,106.5,9,0,85.7,30,86,30,3.8,10.8,2.61
Darnell Mooney,48236,WR,CHI,1,13.2,2,55.6,50.0,1,2,0,0.0,0,2,6,0,73.4,69.1,60.9,,62.3,0.0,0,0,33,0.0,0,35,0,5,97.1,34,14.3,5,72.5,9,0,85.7,30,52,2,0.4,10.4,1.53
Emmanuel Sanders,5606,WR,NO,1,12.2,1,66.7,100.0,1,1,0,0.0,0,5,20,0,74.6,68.8,83.2,,81.0,0.0,0,1,25,0.0,0,24,0,6,100.0,24,37.5,9,61.1,9,0,62.5,15,93,17,2.8,15.5,3.88
Isaiah Ford,11991,WR,MIA,1,10.0,0,44.4,25.0,1,4,0,0.0,0,3,17,0,72.1,67.0,65.5,,64.9,0.0,0,1,17,0.0,0,38,0,4,94.7,36,100.0,38,21.8,9,0,0.0,0,48,14,3.5,12.0,1.33
D.J. Chark Jr.,47702,WR,JAX,1,14.4,0,88.9,100.0,2,2,0,0.0,0,6,15,0,76.5,70.1,85.4,,83.5,0.0,0,0,22,0.0,0,43,0,8,90.7,39,25.6,11,150.2,9,2,74.4,32,95,12,1.5,11.9,2.44
DeAndre Hopkins,7808,WR,ARZ,1,7.7,1,77.8,0.0,0,1,0,0.0,0,3,1,0,75.6,69.5,60.3,,59.8,0.0,0,0,13,0.0,0,34,0,7,94.1,32,8.8,3,85.6,9,0,91.2,31,41,15,2.1,5.9,1.28
Evan Engram,11778,TE,NYG,1,1.7,1,66.7,33.3,1,3,0,14.3,1,3,21,0,49.2,68.8,54.7,,55.3,37.2,16,0,12,0.0,0,43,0,6,100.0,43,44.2,19,73.8,9,0,18.6,8,35,36,6.0,5.8,0.81
Jamison Crowder,9538,WR,NYJ,1,11.9,0,77.8,100.0,1,1,0,0.0,0,6,22,0,75.6,69.5,76.2,,75.3,0.0,0,0,35,0.0,0,50,0,7,96.0,48,78.0,39,114.8,9,0,22.0,11,104,23,3.3,14.9,2.17
Jeff Smith,48055,WR,NYJ,1,11.6,1,77.8,50.0,1,2,0,0.0,0,4,22,0,75.6,69.5,68.5,,68.0,0.0,0,0,21,0.0,0,56,0,7,96.4,54,21.4,12,104.2,9,0,78.6,44,81,20,2.9,11.6,1.5
Zach Pascal,12303,WR,IND,1,14.5,0,37.5,25.0,1,4,0,0.0,0,1,14,0,70.5,65.8,71.7,,72.3,0.0,0,0,36,0.0,0,30,0,3,90.0,27,66.7,20,63.5,8,0,33.3,10,58,12,4.0,19.3,2.15
Tyler Boyd,10689,WR,CIN,1,11.5,0,87.5,100.0,1,1,0,0.0,0,6,7,0,76.5,70.8,90.8,,89.9,0.0,0,0,20,0.0,0,32,0,7,96.9,31,87.5,28,113.5,8,0,12.5,4,90,18,2.6,12.9,2.9
Marquez Valdes-Scantling,47809,WR,GB,1,15.0,0,50.0,33.3,1,3,0,0.0,0,4,12,0,72.1,67.0,65.6,,65.3,0.0,0,0,17,0.0,0,37,0,4,91.9,34,13.5,5,67.2,8,0,86.5,32,45,14,3.5,11.3,1.32
Jerick McKinnon,8731,HB,SF,1,1.1,2,87.5,,0,0,0,0.0,0,1,28,0,75.6,76.8,71.6,83.7,74.4,2.0,1,0,10,14.0,7,50,0,7,82.0,41,6.0,3,89.1,8,0,2.0,1,43,37,5.3,6.1,1.05
Kenny Golladay,11851,WR,DET,1,12.1,0,50.0,50.0,2,4,0,20.0,1,4,11,0,41.6,67.0,71.5,,69.2,0.0,0,0,17,0.0,0,35,0,4,88.6,31,31.4,11,115.6,8,1,68.6,24,62,10,2.5,15.5,2.0
Chris Hogan,6468,WR,NYJ,1,10.1,0,50.0,0.0,0,3,0,0.0,0,0,22,0,72.1,67.0,55.1,,54.9,0.0,0,0,10,0.0,0,51,0,4,96.1,49,31.4,16,56.3,8,0,68.6,35,23,0,0.0,5.8,0.47
Jamaal Williams,11889,HB,GB,1,2.8,2,100.0,,0,0,0,0.0,0,3,12,0,76.5,74.6,68.6,78.2,90.6,0.0,0,0,29,16.7,4,24,0,8,70.8,17,0.0,0,116.1,8,0,8.3,2,95,73,9.1,11.9,5.59
Odell Beckham Jr.,8647,WR,CLV,1,17.9,0,62.5,100.0,1,1,0,0.0,0,5,8,0,73.4,70.0,87.8,,77.8,0.0,0,0,37,0.0,0,34,1,5,97.1,33,20.6,7,135.9,8,2,79.4,27,81,-1,-0.2,16.2,2.45
Mike Evans,8642,WR,TB,1,15.0,0,87.5,0.0,0,1,0,0.0,0,6,30,0,75.6,69.5,79.2,,78.5,0.0,0,0,48,0.0,0,40,2,7,97.5,39,37.5,15,158.3,8,1,62.5,25,122,23,3.3,17.4,3.13
J.D. McKissic,11047,HB,WAS,1,1.8,1,87.5,,0,0,0,0.0,0,1,32,1,76.5,20.0,51.4,65.8,47.5,0.0,0,0,12,14.3,5,35,0,7,82.9,29,14.3,5,87.5,8,0,14.3,5,40,44,6.3,5.7,1.38
Hunter Renfrow,47509,WR,LV,1,7.8,0,62.5,100.0,1,1,0,16.7,1,3,23,0,45.8,17.3,59.7,,59.7,0.0,0,0,37,0.0,0,42,0,5,92.9,39,69.0,29,83.9,8,0,31.0,13,57,17,3.4,11.4,1.46
Ezekiel Elliott,10638,HB,DAL,1,-1.4,2,100.0,,0,0,0,0.0,0,4,9,0,77.3,25.3,64.4,49.6,78.0,0.0,0,0,18,23.4,11,47,0,8,74.5,35,2.1,1,103.6,8,0,4.3,2,71,82,10.3,8.9,2.03
Dalton Schultz,47304,TE,DAL,1,12.4,2,50.0,66.7,2,3,0,0.0,0,3,9,0,72.1,67.0,67.3,69.1,66.6,23.4,11,0,26,4.3,2,47,0,4,93.6,44,70.2,33,120.8,8,1,6.4,3,72,27,6.8,18.0,1.64
Ronald Jones,34001,HB,TB,1,-1.4,0,75.0,,0,0,0,25.0,2,0,30,0,27.9,78.2,68.4,,27.7,0.0,0,0,7,0.0,0,25,0,6,96.0,24,0.0,0,77.1,8,0,8.0,2,17,32,5.3,2.8,0.71
