player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Stefon Diggs,9579,WR,BUF,1,15,0,4,10.0,0,60.0,,0,0,25.0,1,3,0,36.8,71.9,0,19,0.0,0,12,3,91.7,11,89.6,5,45.5,0,45,2,0.7,15.0,4.09,0,8.2,1,70.0,0.0,0,1,12.5,1,1,0,52.5,63.6,0,14,0.0,0,33,7,97.0,32,85.8,10,31.3,0,61,14,2.0,8.7,1.91
Allen Robinson II,8696,WR,CHI,1,15,0,6,8.0,1,62.5,50.0,2,4,0.0,0,2,0,73.4,70.1,1,13,0.0,0,14,5,92.9,13,35.4,8,61.5,0,40,12,2.4,8.0,3.08,0,5.8,1,80.0,50.0,1,2,0.0,0,2,0,73.4,60.5,0,9,0.0,0,27,4,92.6,25,88.3,5,20.0,0,26,9,2.3,6.5,1.04
Adam Thielen,8288,WR,MIN,1,13,0,18,6.0,0,100.0,,0,0,0.0,0,2,0,68.3,86.9,0,12,0.0,0,3,2,100.0,3,137.5,2,66.7,1,15,4,2.0,7.5,5.0,0,10.6,0,60.0,0.0,0,3,0.0,0,4,0,74.6,77.1,0,14,0.0,0,39,6,94.9,37,108.8,10,27.0,1,56,3,0.5,9.3,1.51
Emmanuel Sanders,5606,WR,NO,1,13,0,20,7.0,0,100.0,,0,0,0.0,0,0,1,64.7,32.9,0,9,0.0,0,6,1,100.0,6,104.2,1,16.7,0,9,2,2.0,9.0,1.5,0,9.0,0,100.0,100.0,1,1,0.0,0,5,0,78.0,87.3,0,19,0.0,0,30,10,100.0,30,111.7,10,33.3,0,108,18,1.8,10.8,3.6
Travis Kelce,7844,TE,KC,1,12,0,16,9.8,0,83.3,0.0,0,1,0.0,0,4,0,73.4,90.9,0,23,0.0,0,12,5,83.3,10,151.4,6,60.0,1,65,18,3.6,13.0,6.5,0,9.4,0,60.0,0.0,0,1,0.0,0,1,0,70.5,62.1,1,32,0.0,0,34,3,94.1,32,48.3,5,15.6,0,43,28,9.3,14.3,1.34
Robbie Chosen,11254,WR,CAR,1,12,0,5,14.3,1,83.3,100.0,1,1,0.0,0,3,0,45.8,91.5,0,29,0.0,0,11,5,90.9,10,118.8,6,60.0,0,81,18,3.6,16.2,8.1,0,5.7,0,50.0,0.0,0,1,25.0,1,2,0,36.2,58.4,0,14,0.0,0,22,3,100.0,22,65.3,6,27.3,0,31,16,5.3,10.3,1.41
Travis Fulgham,48023,WR,PHI,1,12,0,24,11.9,0,87.5,75.0,3,4,0.0,0,6,0,75.6,92.1,0,31,0.0,0,20,7,100.0,20,158.3,8,40.0,1,101,12,1.7,14.4,5.05,0,11.0,2,75.0,,0,0,0.0,0,3,0,70.5,81.2,0,20,0.0,0,14,3,100.0,14,116.7,4,28.6,0,51,15,5.0,17.0,3.64
CeeDee Lamb,61570,WR,DAL,1,11,0,9,13.0,0,50.0,0.0,0,1,0.0,0,1,0,64.7,78.8,0,21,0.0,0,7,1,100.0,7,87.5,2,28.6,0,21,1,1.0,21.0,3.0,0,12.5,0,87.5,100.0,1,1,12.5,1,5,0,52.1,90.4,0,26,5.9,1,17,7,94.1,16,118.8,8,50.0,0,103,18,2.6,14.7,6.44
Brandin Cooks,8655,WR,HST,1,11,0,13,21.8,0,75.0,,0,0,0.0,0,3,0,70.5,90.5,0,36,0.0,0,16,3,100.0,16,156.3,4,25.0,1,100,37,12.3,33.3,6.25,0,10.7,0,71.4,0.0,0,2,0.0,0,3,0,73.4,75.7,0,23,0.0,0,18,5,100.0,18,97.9,7,38.9,0,61,9,1.8,12.2,3.39
Darius Slayton,25578,WR,NYG,1,11,0,21,13.7,1,100.0,100.0,1,1,0.0,0,3,0,72.1,92.4,0,39,0.0,0,13,3,84.6,11,118.8,3,27.3,0,67,26,8.7,22.3,6.09,0,14.1,2,57.1,0.0,0,1,20.0,1,3,0,41.6,77.7,0,17,0.0,0,21,4,90.5,19,81.3,7,36.8,0,53,10,2.5,13.3,2.79
Chase Claypool,42312,WR,PIT,1,11,0,25,13.7,1,50.0,66.7,2,3,0.0,0,3,0,72.1,78.5,0,32,0.0,0,18,3,83.3,15,118.1,6,40.0,1,50,23,7.7,16.7,3.33,0,17.0,0,75.0,,0,0,0.0,0,2,0,70.5,83.8,0,35,0.0,0,9,3,77.8,7,156.3,4,57.1,1,55,13,4.3,18.3,7.86
