player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Austin Ekeler,12164,HB,LAC,1,14,0,27,-1.0,1,60.0,,0,0,0.0,0,1,0,70.5,71.6,0,14,22.2,4,18,3,72.2,13,69.6,5,38.5,0,21,31,10.3,7.0,1.62,0,-0.4,1,100.0,,0,0,0.0,0,2,0,75.6,79.5,0,14,8.7,2,23,7,91.3,21,99.4,7,33.3,0,55,58,8.3,7.9,2.62
Tyreek Hill,10799,WR,KC,1,14,0,16,17.8,1,100.0,100.0,2,2,0.0,0,4,0,72.1,96.0,0,44,0.0,0,10,4,90.0,9,158.3,4,44.4,2,95,24,6.0,23.8,10.56,0,13.1,2,88.9,100.0,2,2,0.0,0,3,0,77.3,78.6,0,75,0.0,0,36,8,91.7,33,155.8,9,27.3,1,155,46,5.8,19.4,4.7
D.K. Metcalf,47864,WR,SEA,1,13,0,29,19.7,2,77.8,100.0,2,2,0.0,0,6,0,75.6,91.4,0,52,0.0,0,23,7,95.7,22,118.8,9,40.9,0,149,26,3.7,21.3,6.77,0,10.5,1,75.0,0.0,0,1,25.0,1,2,0,36.2,66.6,0,11,0.0,0,9,3,77.8,7,93.8,4,57.1,0,28,17,5.7,9.3,4.0
DeVante Parker,9447,WR,MIA,1,13,0,17,11.5,3,72.7,80.0,4,5,11.1,1,7,1,76.5,88.2,0,25,0.0,0,32,8,93.8,30,107.8,11,36.7,0,119,38,4.8,14.9,3.97,0,7.5,0,0.0,0.0,0,2,,0,0,0,,53.0,0,0,0.0,0,12,0,91.7,11,39.6,2,18.2,0,0,0,,,0.0
Deebo Samuel,48274,WR,SF,1,13,0,28,4.0,0,100.0,,0,0,0.0,0,1,0,64.7,76.5,0,24,0.0,0,7,1,100.0,7,118.8,1,14.3,0,24,20,20.0,24.0,3.43,0,0.1,6,83.3,100.0,1,1,9.1,1,3,0,58.5,81.1,1,33,0.0,0,27,10,100.0,27,69.8,12,44.4,0,109,116,11.6,10.9,4.04
Allen Robinson II,8696,WR,CHI,1,12,0,6,7.8,1,33.3,0.0,0,3,0.0,0,2,0,68.3,65.8,0,12,0.0,0,20,2,90.0,18,81.9,6,33.3,1,18,6,3.0,9.0,1.0,0,8.2,1,100.0,100.0,2,2,0.0,0,3,0,73.4,75.4,0,20,0.0,0,25,5,100.0,25,112.5,5,20.0,0,55,14,2.8,11.0,2.2
Justin Jefferson,61398,WR,MIN,1,12,0,18,11.0,1,100.0,,0,0,0.0,0,3,0,70.5,82.2,0,18,0.0,0,10,3,90.0,9,158.3,3,33.3,2,40,7,2.3,13.3,4.44,0,10.5,1,50.0,0.0,0,1,20.0,1,2,0,41.6,58.8,0,15,0.0,0,32,4,96.9,31,59.4,8,25.8,0,30,2,0.5,7.5,0.97
Marvin Jones Jr.,7158,WR,DET,1,12,0,11,11.3,0,50.0,,0,0,0.0,0,1,0,68.3,60.9,0,16,0.0,0,15,2,80.0,12,66.7,4,33.3,0,22,2,1.0,11.0,1.83,0,15.5,0,50.0,0.0,0,2,20.0,1,2,0,41.6,56.7,0,12,0.0,0,35,4,100.0,35,57.3,8,22.9,0,26,16,4.0,6.5,0.74
Diontae Johnson,33441,WR,PIT,1,12,0,25,5.6,1,85.7,100.0,1,1,14.3,1,4,0,49.2,62.9,0,11,0.0,0,25,6,96.0,24,89.3,7,29.2,0,38,15,2.5,6.3,1.58,0,6.0,0,50.0,0.0,0,1,0.0,0,1,1,68.3,47.2,0,7,0.0,0,22,2,100.0,22,56.3,4,18.2,0,8,8,4.0,4.0,0.36
Robert Woods,7822,WR,LA,1,11,0,26,9.6,0,40.0,,0,0,0.0,0,0,0,68.3,65.2,0,9,0.0,0,11,2,100.0,11,49.6,5,45.5,0,17,9,4.5,8.5,1.55,0,7.0,0,83.3,100.0,1,1,0.0,0,3,0,73.4,69.7,0,30,0.0,0,25,5,100.0,25,110.4,6,24.0,0,63,27,5.4,12.6,2.52
