player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Logan Thomas,8755,TE,WAS,1,17,0,32,3.3,0,100.0,,0,0,0.0,0,2,0,70.5,79.5,0,11,0.0,0,13,3,100.0,13,108.3,3,23.1,0,30,20,6.7,10.0,2.31,0,6.8,0,71.4,,0,0,0.0,0,3,0,78.0,67.2,0,20,10.6,5,47,10,89.4,42,82.7,14,33.3,0,71,44,4.4,7.1,1.69
Calvin Ridley,48262,WR,ATL,1,14,0,2,14.8,0,75.0,,0,0,25.0,1,2,0,36.2,75.9,0,33,0.0,0,13,3,100.0,13,116.7,4,30.8,0,69,23,7.7,23.0,5.31,0,16.7,0,70.0,,0,0,12.5,1,6,0,75.6,82.8,0,28,0.0,0,35,7,100.0,35,132.9,10,28.6,1,94,5,0.7,13.4,2.69
Stefon Diggs,9579,WR,BUF,1,13,0,4,13.9,1,83.3,100.0,1,1,0.0,0,7,0,78.0,80.9,0,55,0.0,0,32,10,90.6,29,116.7,12,41.4,0,144,22,2.2,14.4,4.97,0,,0,,,0,0,,0,0,0,,54.2,0,0,0.0,0,9,0,88.9,8,0.0,0,0.0,0,0,0,,,0.0
Brandon Aiyuk,84109,WR,SF,1,13,0,28,11.5,0,50.0,0.0,0,1,0.0,0,1,0,64.7,68.9,0,2,0.0,0,7,1,71.4,5,95.8,2,40.0,1,2,7,7.0,2.0,0.4,0,8.7,3,72.7,0.0,0,1,0.0,0,4,0,76.5,73.9,1,26,0.0,0,39,8,100.0,39,51.7,11,28.2,0,71,23,2.9,8.9,1.82
Terry McLaurin,48229,WR,WAS,1,12,0,32,13.3,0,50.0,33.3,1,3,33.3,1,1,0,30.0,60.1,0,30,0.0,0,13,2,100.0,13,72.9,4,30.8,0,28,6,3.0,14.0,2.15,0,7.3,0,62.5,0.0,0,1,0.0,0,2,0,73.4,58.6,0,18,0.0,0,47,5,100.0,47,79.7,8,17.0,0,49,20,4.0,9.8,1.04
Marvin Jones Jr.,7158,WR,DET,1,12,0,11,13.3,0,50.0,100.0,1,1,0.0,0,2,0,68.3,72.6,0,21,0.0,0,19,2,89.5,17,69.8,4,23.5,0,25,1,0.5,12.5,1.47,0,9.3,0,100.0,100.0,1,1,0.0,0,4,0,75.6,77.1,0,39,0.0,0,22,7,100.0,22,117.3,7,31.8,0,85,20,2.9,12.1,3.86
Darren Waller,9637,TE,LV,1,12,0,23,5.0,0,100.0,,0,0,0.0,0,1,0,64.7,93.9,0,25,0.0,0,3,1,100.0,3,118.8,1,33.3,0,25,20,20.0,25.0,8.33,0,14.1,0,77.8,66.7,2,3,0.0,0,6,0,75.6,91.0,0,35,10.7,3,28,7,85.7,24,150.0,9,37.5,1,100,13,1.9,14.3,4.17
David Johnson,9519,HB,HST,1,11,0,13,,0,,,0,0,,0,0,0,,56.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,3.2,6,100.0,,0,0,0.0,0,3,1,78.0,59.0,0,31,13.5,5,37,10,83.8,31,106.7,10,32.3,0,96,64,6.4,9.6,3.1
Noah Fant,42388,TE,DEN,1,11,0,10,4.0,0,100.0,,0,0,0.0,0,1,0,64.7,90.5,0,10,66.7,2,3,1,33.3,1,108.3,1,100.0,0,10,6,6.0,10.0,10.0,0,5.0,1,66.7,,0,0,0.0,0,5,0,74.6,82.9,0,16,12.0,3,25,6,84.0,21,81.7,9,42.9,0,52,20,3.3,8.7,2.48
Diontae Johnson,33441,WR,PIT,1,11,0,25,11.1,0,71.4,,0,0,0.0,0,2,0,73.4,76.6,0,23,0.0,0,17,5,94.1,16,131.5,7,43.8,1,51,5,1.0,10.2,3.19,0,2.7,0,66.7,100.0,1,1,0.0,0,0,0,70.5,55.5,0,4,0.0,0,18,2,94.4,17,70.1,3,17.6,0,8,1,0.5,4.0,0.47
DeAndre Hopkins,7808,WR,ARZ,1,11,0,1,6.8,0,75.0,50.0,1,2,0.0,0,2,0,70.5,82.3,0,20,0.0,0,14,3,92.9,13,144.8,4,30.8,1,39,17,5.7,13.0,3.0,0,18.2,1,83.3,100.0,1,1,0.0,0,5,0,73.4,92.2,0,45,0.0,0,24,5,100.0,24,118.8,6,25.0,0,129,37,7.4,25.8,5.38
Jakobi Meyers,47468,WR,NE,1,10,0,19,13.3,1,75.0,,0,0,0.0,0,4,1,74.6,80.4,0,35,0.0,0,24,6,91.7,22,116.7,8,36.4,0,103,40,6.7,17.2,4.68,0,11.0,0,50.0,,0,0,0.0,0,0,0,64.7,56.2,0,8,0.0,0,9,1,100.0,9,60.4,2,22.2,0,8,6,6.0,8.0,0.89
Justin Jefferson,61398,WR,MIN,1,10,0,18,11.5,0,100.0,,0,0,0.0,0,1,0,68.3,84.0,0,16,0.0,0,5,2,80.0,4,114.6,2,50.0,0,23,0,0.0,11.5,5.75,0,9.3,0,100.0,100.0,1,1,0.0,0,3,0,74.6,81.3,0,26,0.0,0,30,6,96.7,29,118.8,6,20.7,0,81,25,4.2,13.5,2.79
